cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40
1289.139,896.431,1255.125,1194.483,1004.143,900.045,1146.825,1035.486,1066.504,888.496,887.819,1024.024,649.663,666.139,1035.225,1036.327,1162.894,1052.594,726.568,937.479,784.433,813.321,749.625,1082.223,870.286,649.797,616.62,1190.306,837.776,1102.5,770.518,863.638,1019.266,746.81,697.071,1206.738,824.829,833.976,670.042,944.298
1328.417,904.167,1175.469,1207.674,989.67,939.663,1130.548,1022.629,1081.429,864.416,887.922,1009.655,647.894,704.528,1079.765,1047.269,1170.75,1022.854,790.602,952.667,771.691,777.976,759.089,1065.67,866.917,678.125,634.468,1162.976,849.786,1076.677,788.054,876.043,1090.127,758.321,717.571,1162.312,815.286,840.518,671.823,997.417
1307.167,911.694,1152.094,1221.989,1006.857,911.955,1143.222,1083.643,1065.684,887.175,887.81,1013.631,655.981,676.333,1025.784,1044.125,1157.673,1011.26,728.205,933.646,795.062,796.012,738.804,1055.58,909.119,689.953,604.354,1175.113,854.481,1108.372,769.661,852.913,994.266,755.202,699.429,1174.443,774.186,865.837,671.969,944.071
1321.111,901.153,1246.312,1222.697,988.696,902.629,1130.651,1055.357,1066.015,872.46,892.879,1030.119,625.548,671.333,1078.657,1008.029,1156.731,1039.615,744.864,930.104,785.567,749.857,747.286,1074.536,910.869,658.625,607.101,1183.371,864.567,1078.463,768.598,870.754,1041.139,736.083,730.414,1186.688,819.671,832.446,693.167,973.167
1248,882.431,1217.062,1205.112,987.955,884.596,1166.365,1071.757,1061.947,901.686,907.81,991.071,644.058,657.833,1011.176,1037.673,1148.779,1009.938,704.114,932.042,817.041,811.036,745.375,1060.491,870.929,692.344,620.797,1149.21,883.857,1097.732,771.893,857.217,1017.279,738.75,675.057,1117.951,809.886,837.139,685.208,969.917
1239.722,900.708,1150.531,1212.573,984.295,874.629,1159.778,1058.043,1049.135,883.606,867.233,999.738,645.587,682.583,1050.569,1027.269,1139.163,999.802,746.636,945.552,783.289,798.476,747.036,1099.768,860.976,691.016,598.38,1187.774,854.248,1087.939,741.312,827.739,989.405,741.048,705.014,1182.607,804.929,823.837,661.75,947.976
1329.611,900.25,1227.562,1221.416,988.634,928.124,1190.849,1062.543,1089.91,891.255,929.664,1023.929,721.413,734.264,1089.304,1077.163,1166.75,1009.688,794.08,935.49,772.474,868.464,860.089,1059.839,890.274,794.641,623.481,1203.952,909.557,1131.293,763.902,874.551,1016.962,830.56,795.3,1169.246,812.071,879.392,685.969,957.833
1252.694,918.847,1201.781,1264.292,1071.679,992.685,1318.643,1242.571,1384.383,1885.372,1194.672,1143.036,709.798,1168.306,1273.627,1332.077,1435.163,1136.729,1001.534,1042.646,874.299,851.619,1010.991,1238.33,1282.167,912.391,928.924,1292.605,1196.59,1198.031,1479.812,930.42,1127.304,1018.298,963.043,1455.312,923.8,1607.825,802.562,1127.881
1366.333,943.694,1289.125,1386.247,1170.25,1033.135,1331.794,1299.457,1551.895,2249.993,1717.931,1243.083,728.846,1256.5,1303.892,1372.538,1523.596,1580.917,990.795,1083.854,923.918,899.571,1112.714,1358.875,1523.405,951.891,989.354,1431.774,1264.319,1258.366,1969.357,1220.725,1293.228,1008.917,945.186,1536.246,1059.157,1771.524,854.5,1329.405
1353.5,985.139,1323.281,1458.494,1146.018,1010.876,1311.921,1239.2,1569.564,2187.372,1784.276,1231.238,707.683,1266.306,1283.667,1359.413,1444.587,1649.208,1005.92,1089,912.598,872.012,1073.83,1397.33,1547.214,922.219,987.392,1413.645,1260.733,1263.817,2063.366,1249,1223.266,980.75,963.329,1605.344,1025.057,1693.187,873.76,1364
