Points0,Points1,Points2,,intensity,filtered
178,95.62764457,153,,717.4444,0
148,95.62764457,176,,728.3806,0
7,95.62764457,178,,969.0962,0
2,95.62764457,168,,924.4694,0
17,95.62764457,116,,970.9808,0
31,95.62764457,41,,933.6522,0
116,95.62764457,146,,786.4612,0
118,95.62764457,17,,915.8186,2.7834
149,95.62764457,38,,822.3752,0
194,95.62764457,154,,811.3118,0
55,95.62764457,167,,786.8642,0.2428
59,95.62764457,96,,1005.6554,11.1698
83,95.62764457,119,,899.9596,0
111,95.62764457,175,,726.297,5.0594
81,95.62764457,156,,646.0278,1.005
97,95.62764457,59,,1121.3984,1.4806
27,95.62764457,142,,853.0726,1.2772
80,95.62764457,66,,1060.6268,0
70,95.62764457,124,,791.7644,0
61,95.62764457,26,,860.6578,0
139,95.62764457,58,,1072.347,0
137,95.62764457,163,,764.2642,0
169,95.62764457,131,,737.1342,0
0,95.62764457,127,,1088.2686,0
68,95.62764457,66,,794.9658,0
52,95.62764457,144,,831.5988,6.482
183,95.62764457,94,,699.3626,2.7918
57,95.62764457,61,,873.2524,0
94,95.06346968,0,,1228.3778,0.1944
174,95.06346968,8,,806.2388,0.5444
97,95.06346968,5,,1171.9124,14.825
103,95.06346968,27,,1024.1054,0
143,95.06346968,50,,917.7194,0
163,95.06346968,70,,740.6492,0
162,95.06346968,95,,1085.4444,0
138,95.06346968,110,,1040.0628,0
107,95.06346968,117,,998.6348,0
97,95.06346968,104,,903.3328,0
114,95.06346968,93,,856.8172,0
121,95.06346968,75,,835.476,0.7856
178,95.06346968,153,,709.6808,0
148,95.06346968,176,,722.4696,0
7,95.06346968,178,,962.8198,0
2,95.06346968,168,,921.0346,0
17,95.06346968,116,,961.1538,0
31,95.06346968,41,,932.4188,0
116,95.06346968,146,,784.4568,0
118,95.06346968,17,,915.3894,0
149,95.06346968,38,,816.9422,0
194,95.06346968,154,,809.6048,0
55,95.06346968,167,,789.3054,2.4412
59,95.06346968,96,,999.5304,0
83,95.06346968,119,,904.3214,4.3618
111,95.06346968,175,,731.4438,5.1468
81,95.06346968,156,,652.9696,6.9418
97,95.06346968,59,,1121.8338,0.4354
27,95.06346968,142,,853.1488,0.0762
80,95.06346968,66,,1064.4732,3.8464
70,95.06346968,124,,791.7822,0.0178
61,95.06346968,26,,859.7854,0
139,95.06346968,58,,1075.7596,3.4126
137,95.06346968,163,,759.9024,0
169,95.06346968,131,,735.0112,0
0,95.06346968,127,,1078.954,0
68,95.06346968,66,,801.0858,6.12
52,95.06346968,144,,831.0952,0
183,95.06346968,94,,695.4458,0
57,95.06346968,61,,875.9214,2.669
94,94.49929478,0,,1225.5778,0
174,94.49929478,8,,800.947,0
97,94.49929478,5,,1171.3374,0
103,94.49929478,27,,1030.1774,6.072
143,94.49929478,50,,917.841,0.1216
163,94.49929478,70,,731.202,0
162,94.49929478,95,,1076.2174,0
138,94.49929478,110,,1041.4942,1.4314
107,94.49929478,117,,999.5416,0.9068
97,94.49929478,104,,903.3314,0
114,94.49929478,93,,855.3068,0
121,94.49929478,75,,832.8474,0
178,94.49929478,153,,701.7808,0
148,94.49929478,176,,710.3974,0
7,94.49929478,178,,958.7786,0
2,94.49929478,168,,920.4538,0
17,94.49929478,116,,957.1058,0
31,94.49929478,41,,927.2312,0
116,94.49929478,146,,777.4432,0
118,94.49929478,17,,917.2644,1.875
149,94.49929478,38,,817.1092,0.167
194,94.49929478,154,,809.1858,0
55,94.49929478,167,,784.8018,0
59,94.49929478,96,,1006.5982,7.0678
83,94.49929478,119,,892.9546,0
111,94.49929478,175,,718.878,0
81,94.49929478,156,,650.1796,0
97,94.49929478,59,,1121.3418,0
27,94.49929478,142,,849.223,0
80,94.49929478,66,,1063.9476,0
70,94.49929478,124,,794.268,2.4858
61,94.49929478,26,,856.5332,0
139,94.49929478,58,,1062.0556,0
137,94.49929478,163,,749.3786,0
169,94.49929478,131,,732.5456,0
0,94.49929478,127,,1069.8426,0
68,94.49929478,66,,795.1744,0
52,94.49929478,144,,833.8158,2.7206
183,94.49929478,94,,695.9374,0.4916
57,94.49929478,61,,873.9048,0
94,93.93511989,0,,1224.2222,0
174,93.93511989,8,,788.9388,0
97,93.93511989,5,,1153.9686,0
103,93.93511989,27,,1030.3706,0.1932
143,93.93511989,50,,914.516,0
163,93.93511989,70,,728.1346,0
162,93.93511989,95,,1075.211,0
138,93.93511989,110,,1031.0828,0
107,93.93511989,117,,995.4784,0
97,93.93511989,104,,889.7636,0
114,93.93511989,93,,851.086,0
121,93.93511989,75,,832.157,0
178,93.93511989,153,,695.5924,0
148,93.93511989,176,,704.114,0
7,93.93511989,178,,954.6394,0
2,93.93511989,168,,918.6866,0
17,93.93511989,116,,958.3,1.1942
31,93.93511989,41,,914.9604,0
116,93.93511989,146,,772.2046,0
118,93.93511989,17,,907.4332,0
149,93.93511989,38,,813.041,0
194,93.93511989,154,,801.1358,0
55,93.93511989,167,,780.9732,0
59,93.93511989,96,,1004.6858,0
83,93.93511989,119,,893.6426,0.688
111,93.93511989,175,,716.056,0
81,93.93511989,156,,650.5012,0.3216
97,93.93511989,59,,1117.7242,0
27,93.93511989,142,,850.4372,1.2142
80,93.93511989,66,,1061.8146,0
70,93.93511989,124,,794.018,0
61,93.93511989,26,,857.3188,0.7856
139,93.93511989,58,,1052.3442,0
137,93.93511989,163,,748.8334,0
169,93.93511989,131,,732.0372,0
0,93.93511989,127,,1063.2032,0
68,93.93511989,66,,789.3514,0
52,93.93511989,144,,835.6422,1.8264
183,93.93511989,94,,688.375,0
57,93.93511989,61,,873.831,0
94,93.37094499,0,,1218.9832,0
174,93.37094499,8,,774.6888,0
97,93.37094499,5,,1145.3248,0
103,93.37094499,27,,1015.5976,0
143,93.37094499,50,,914.1108,0
163,93.37094499,70,,721.8514,0
162,93.37094499,95,,1066.5666,0
138,93.37094499,110,,1018.717,0
107,93.37094499,117,,994.5626,0
97,93.37094499,104,,882.9766,0
114,93.37094499,93,,849.6154,0
121,93.37094499,75,,825.7404,0
178,93.37094499,153,,692.4192,0
148,93.37094499,176,,709.9778,5.8638
7,93.37094499,178,,963.4824,8.843
2,93.37094499,168,,908.7636,0
17,93.37094499,116,,949.1366,0
31,93.37094499,41,,904.925,0
116,93.37094499,146,,771.9728,0
118,93.37094499,17,,898.8644,0
149,93.37094499,38,,803.1998,0
194,93.37094499,154,,802.062,0.9262
55,93.37094499,167,,773.9892,0
59,93.37094499,96,,1007.268,2.5822
83,93.37094499,119,,886.6902,0
111,93.37094499,175,,705.5498,0
81,93.37094499,156,,643.5974,0
97,93.37094499,59,,1114.5048,0
27,93.37094499,142,,843.6638,0
80,93.37094499,66,,1062.9572,1.1426
70,93.37094499,124,,792.2554,0
61,93.37094499,26,,855.7682,0
139,93.37094499,58,,1048.3644,0
137,93.37094499,163,,739.2906,0
169,93.37094499,131,,724.5772,0
0,93.37094499,127,,1065.9804,2.7772
68,93.37094499,66,,778.2314,0
52,93.37094499,144,,836.7626,1.1204
183,93.37094499,94,,683.0292,0
57,93.37094499,61,,876.6762,2.8452
94,92.8067701,0,,1218.2722,0
174,92.8067701,8,,774.1944,0
97,92.8067701,5,,1153.0186,7.6938
103,92.8067701,27,,1013.8404,0
143,92.8067701,50,,908.177,0
163,92.8067701,70,,718.384,0
162,92.8067701,95,,1061.6952,0
138,92.8067701,110,,1013.817,0
107,92.8067701,117,,998.0062,3.4436
97,92.8067701,104,,875.9254,0
114,92.8067701,93,,837.7276,0
121,92.8067701,75,,817.3142,0
178,92.8067701,153,,679.9,0
148,92.8067701,176,,719.5416,9.5638
7,92.8067701,178,,968.161,4.6786
2,92.8067701,168,,907.5674,0
17,92.8067701,116,,937.8174,0
31,92.8067701,41,,901.7812,0
116,92.8067701,146,,779.291,7.3182
118,92.8067701,17,,901.5372,2.6728
149,92.8067701,38,,786.505,0
194,92.8067701,154,,793.3192,0
55,92.8067701,167,,772.0624,0
59,92.8067701,96,,992.3322,0
83,92.8067701,119,,889.376,2.6858
111,92.8067701,175,,694.0218,0
81,92.8067701,156,,641.848,0
97,92.8067701,59,,1113.9,0
27,92.8067701,142,,837.3894,0
80,92.8067701,66,,1069.0218,6.0646
70,92.8067701,124,,789.4322,0
61,92.8067701,26,,849.1132,0
139,92.8067701,58,,1052.701,4.3366
137,92.8067701,163,,740.9382,1.6476
169,92.8067701,131,,729.6914,5.1142
0,92.8067701,127,,1064.5772,0
68,92.8067701,66,,774.8142,0
52,92.8067701,144,,829.3794,0
183,92.8067701,94,,672.252,0
57,92.8067701,61,,884.8262,8.15
94,92.2425952,0,,1202.1444,0
174,92.2425952,8,,763.3666,0
97,92.2425952,5,,1135.4874,0
103,92.2425952,27,,1011.8966,0
143,92.2425952,50,,905.243,0
163,92.2425952,70,,714.0986,0
162,92.2425952,95,,1055.6604,0
138,92.2425952,110,,1010.7314,0
107,92.2425952,117,,995.8752,0
97,92.2425952,104,,865.1766,0
114,92.2425952,93,,836.8482,0
121,92.2425952,75,,810.4952,0
178,92.2425952,153,,676.1616,0
148,92.2425952,176,,711.6804,0
7,92.2425952,178,,971.7942,3.6332
2,92.2425952,168,,900.0136,0
17,92.2425952,116,,943.829,6.0116
31,92.2425952,41,,900.1042,0
116,92.2425952,146,,770.8136,0
118,92.2425952,17,,901.6706,0.1334
149,92.2425952,38,,779.076,0
194,92.2425952,154,,793.993,0.6738
55,92.2425952,167,,769.7462,0
59,92.2425952,96,,997.084,4.7518
83,92.2425952,119,,888.0118,0
111,92.2425952,175,,689.2344,0
81,92.2425952,156,,633.129,0
97,92.2425952,59,,1112.0678,0
27,92.2425952,142,,835.2704,0
80,92.2425952,66,,1062.1596,0
70,92.2425952,124,,783.918,0
61,92.2425952,26,,853.1074,3.9942
139,92.2425952,58,,1046.8276,0
137,92.2425952,163,,728.8214,0
169,92.2425952,131,,727.6972,0
0,92.2425952,127,,1063.3772,0
68,92.2425952,66,,766.4998,0
52,92.2425952,144,,828.0372,0
183,92.2425952,94,,669.6916,0
57,92.2425952,61,,878.9024,0
94,91.67842031,0,,1191.7388,0
174,91.67842031,8,,760.1138,0
97,91.67842031,5,,1120.7562,0
103,91.67842031,27,,996.2786,0
143,91.67842031,50,,897.9804,0
163,91.67842031,70,,715.9976,1.899
162,91.67842031,95,,1060.6128,4.9524
138,91.67842031,110,,996.1944,0
107,91.67842031,117,,987.9398,0
97,91.67842031,104,,857.87,0
114,91.67842031,93,,835.712,0
121,91.67842031,75,,807.1238,0
178,91.67842031,153,,664.2616,0
148,91.67842031,176,,710.9414,0
7,91.67842031,178,,972.5588,0.7646
2,91.67842031,168,,889.8386,0
17,91.67842031,116,,936.6906,0
31,91.67842031,41,,895.725,0
116,91.67842031,146,,771.2182,0.4046
118,91.67842031,17,,898.6852,0
149,91.67842031,38,,776.274,0
194,91.67842031,154,,789.1882,0
55,91.67842031,167,,770.0926,0.3464
59,91.67842031,96,,985.2,0
83,91.67842031,119,,888.8262,0.8144
111,91.67842031,175,,685.372,0
81,91.67842031,156,,628.4202,0
97,91.67842031,59,,1104.8856,0
27,91.67842031,142,,838.2218,2.9514
80,91.67842031,66,,1057.834,0
70,91.67842031,124,,775.668,0
61,91.67842031,26,,862.1538,9.0464
139,91.67842031,58,,1048.377,1.5494
137,91.67842031,163,,727.2118,0
169,91.67842031,131,,727.8572,0.16
0,91.67842031,127,,1060.3706,0
68,91.67842031,66,,768.417,1.9172
52,91.67842031,144,,819.5372,0
183,91.67842031,94,,664.8604,0
57,91.67842031,61,,871.2452,0
94,91.11424542,0,,1191.0834,0
174,91.11424542,8,,757.7082,0
97,91.11424542,5,,1124.6562,3.9
103,91.11424542,27,,988.7372,0
143,91.11424542,50,,892.3002,0
163,91.11424542,70,,705.6628,0
162,91.11424542,95,,1053.2732,0
138,91.11424542,110,,995.1028,0
107,91.11424542,117,,968.3848,0
97,91.11424542,104,,858.6336,0.7636
114,91.11424542,93,,834.7034,0
121,91.11424542,75,,804.5048,0
178,91.11424542,153,,655.9866,0
148,91.11424542,176,,706.9638,0
7,91.11424542,178,,960.3098,0
2,91.11424542,168,,886.2866,0
17,91.11424542,116,,927.531,0
31,91.11424542,41,,904.125,8.4
116,91.11424542,146,,760.084,0
118,91.11424542,17,,906.9018,8.2166
149,91.11424542,38,,777.635,1.361
194,91.11424542,154,,789.6906,0.5024
55,91.11424542,167,,769.4444,0
59,91.11424542,96,,982.8392,0
83,91.11424542,119,,882.219,0
111,91.11424542,175,,683.5252,0
81,91.11424542,156,,623.496,0
97,91.11424542,59,,1104.5,0
27,91.11424542,142,,836.2694,0
80,91.11424542,66,,1052.3962,0
70,91.11424542,124,,770.436,0
61,91.11424542,26,,859.5248,0
139,91.11424542,58,,1038.5112,0
137,91.11424542,163,,718.9212,0
169,91.11424542,131,,721.18,0
0,91.11424542,127,,1055.7904,0
68,91.11424542,66,,766.4628,0
52,91.11424542,144,,812.9722,0
183,91.11424542,94,,665.554,0.6936
57,91.11424542,61,,856.9762,0
94,90.55007052,0,,1169.8834,0
174,90.55007052,8,,759.6444,1.9362
97,90.55007052,5,,1126.0376,1.3814
103,90.55007052,27,,996.7574,8.0202
143,90.55007052,50,,891.2054,0
163,90.55007052,70,,703.91,0
162,90.55007052,95,,1054.3986,1.1254
138,90.55007052,110,,994.6258,0
107,90.55007052,117,,965.8028,0
97,90.55007052,104,,863.2892,4.6556
114,90.55007052,93,,834.0964,0
121,90.55007052,75,,795.6118,0
178,90.55007052,153,,650.3482,0
148,90.55007052,176,,697.0722,0
7,90.55007052,178,,966.5118,6.202
2,90.55007052,168,,881.3326,0
17,90.55007052,116,,921.5964,0
31,90.55007052,41,,904.2186,0.0936
116,90.55007052,146,,765.3546,5.2706
118,90.55007052,17,,905.2914,0
149,90.55007052,38,,775.6928,0
194,90.55007052,154,,783.7834,0
55,90.55007052,167,,766.1142,0
59,90.55007052,96,,972.7696,0
83,90.55007052,119,,874.5928,0
111,90.55007052,175,,686.022,2.4968
81,90.55007052,156,,623.815,0.319
97,90.55007052,59,,1106.3694,1.8694
27,90.55007052,142,,832.957,0
80,90.55007052,66,,1046.5048,0
70,90.55007052,124,,767.045,0
61,90.55007052,26,,852.9218,0
139,90.55007052,58,,1024.7594,0
137,90.55007052,163,,722.5212,3.6
169,90.55007052,131,,720.8344,0
0,90.55007052,127,,1045.0034,0
68,90.55007052,66,,762.1286,0
52,90.55007052,144,,813.1686,0.1964
183,90.55007052,94,,660.0352,0
57,90.55007052,61,,850.912,0
94,89.98589563,0,,1169.3556,0
174,89.98589563,8,,753.9416,0
97,89.98589563,5,,1125.225,0
103,89.98589563,27,,985.5776,0
143,89.98589563,50,,886.8482,0
163,89.98589563,70,,705.3708,1.4608
162,89.98589563,95,,1049.5128,0
138,89.98589563,110,,1008.6516,14.0258
107,89.98589563,117,,963.284,0
97,89.98589563,104,,859.2556,0
114,89.98589563,93,,830.0222,0
121,89.98589563,75,,792.1332,0
178,89.98589563,153,,650.7482,0.4
148,89.98589563,176,,685.2888,0
7,89.98589563,178,,964.3176,0
2,89.98589563,168,,876.3692,0
17,89.98589563,116,,926.0156,4.4192
31,89.98589563,41,,899.5812,0
116,89.98589563,146,,758.175,0
118,89.98589563,17,,890.8248,0
149,89.98589563,38,,781.8618,6.169
194,89.98589563,154,,789.362,5.5786
55,89.98589563,167,,764.1034,0
59,89.98589563,96,,968.0642,0
83,89.98589563,119,,879.6832,5.0904
111,89.98589563,175,,688.9594,2.9374
81,89.98589563,156,,620.043,0
97,89.98589563,59,,1102.3758,0
27,89.98589563,142,,830.2094,0
80,89.98589563,66,,1043.7208,0
70,89.98589563,124,,767.9842,0.9392
61,89.98589563,26,,849.7044,0
139,89.98589563,58,,1030.9494,6.19
137,89.98589563,163,,719.7808,0
169,89.98589563,131,,713.8258,0
0,89.98589563,127,,1051.5116,6.5082
68,89.98589563,66,,764.0286,1.9
52,89.98589563,144,,810.5494,0
183,89.98589563,94,,664.0082,3.973
57,89.98589563,61,,845.0978,0
94,89.42172073,0,,1169.65,0.2944
174,89.42172073,8,,753.2778,0
97,89.42172073,5,,1130.725,5.5
103,89.42172073,27,,985.9732,0.3956
143,89.42172073,50,,879.7142,0
163,89.42172073,70,,703.991,0
162,89.42172073,95,,1046.6414,0
138,89.42172073,110,,1007.3002,0
107,89.42172073,117,,961.1728,0
97,89.42172073,104,,860.241,0.9854
114,89.42172073,93,,832.9498,2.9276
121,89.42172073,75,,787.5712,0
178,89.42172073,153,,643.8654,0
148,89.42172073,176,,690.7056,5.4168
7,89.42172073,178,,962.2236,0
2,89.42172073,168,,871.7578,0
17,89.42172073,116,,921.4616,0
31,89.42172073,41,,894.5124,0
116,89.42172073,146,,763.4546,5.2796
118,89.42172073,17,,885.5414,0
149,89.42172073,38,,780.1092,0
194,89.42172073,154,,788.2644,0
55,89.42172073,167,,760.6856,0
59,89.42172073,96,,965.8232,0
83,89.42172073,119,,882.888,3.2048
111,89.42172073,175,,685.2968,0
81,89.42172073,156,,621.8506,1.8076
97,89.42172073,59,,1094.8322,0
27,89.42172073,142,,826.0512,0
80,89.42172073,66,,1044.4122,0.6914
70,89.42172073,124,,761.827,0
61,89.42172073,26,,846.9856,0
139,89.42172073,58,,1032.0204,1.071
137,89.42172073,163,,727.257,7.4762
169,89.42172073,131,,707.7458,0
0,89.42172073,127,,1050.8198,0
68,89.42172073,66,,764.0602,0.0316
52,89.42172073,144,,809.6638,0
183,89.42172073,94,,659.8082,0
57,89.42172073,61,,839.6096,0
94,88.85754584,0,,1176.7,7.05
174,88.85754584,8,,747.9224,0
97,88.85754584,5,,1129.8186,0
103,88.85754584,27,,986.681,0.7078
143,88.85754584,50,,875.7392,0
163,88.85754584,70,,700.7348,0
162,88.85754584,95,,1040.27,0
138,88.85754584,110,,1012.0258,4.7256
107,88.85754584,117,,962.9382,1.7654
97,88.85754584,104,,863.038,2.797
114,88.85754584,93,,829.4636,0
121,88.85754584,75,,782.957,0
178,88.85754584,153,,646.023,2.1576
148,88.85754584,176,,686.4418,0
7,88.85754584,178,,957.9706,0
2,88.85754584,168,,871.1328,0
17,88.85754584,116,,921.0538,0
31,88.85754584,41,,889.7396,0
116,88.85754584,146,,765.2136,1.759
118,88.85754584,17,,883.4914,0
149,88.85754584,38,,781.3484,1.2392
194,88.85754584,154,,784.1692,0
55,88.85754584,167,,765.0982,4.4126
59,88.85754584,96,,965.6322,0
83,88.85754584,119,,888.0428,5.1548
111,88.85754584,175,,693.3812,8.0844
81,88.85754584,156,,623.8024,1.9518
97,88.85754584,59,,1098.0772,3.245
27,88.85754584,142,,824.0816,0
80,88.85754584,66,,1061.9744,17.5622
70,88.85754584,124,,762.834,1.007
61,88.85754584,26,,840.3682,0
139,88.85754584,58,,1035.7192,3.6988
137,88.85754584,163,,726.569,0
169,88.85754584,131,,706.26,0
0,88.85754584,127,,1049.2918,0
68,88.85754584,66,,771.9888,7.9286
52,88.85754584,144,,811.189,1.5252
183,88.85754584,94,,658.0686,0
57,88.85754584,61,,845.9144,6.3048
94,88.29337094,0,,1177.3332,0.6332
174,88.29337094,8,,744.8974,0
97,88.29337094,5,,1119.775,0
103,88.29337094,27,,990.4314,3.7504
143,88.29337094,50,,871.241,0
163,88.29337094,70,,702.2158,1.481
162,88.29337094,95,,1040.7128,0.4428
138,88.29337094,110,,1016.9888,4.963
107,88.29337094,117,,974.3834,11.4452
97,88.29337094,104,,862.7314,0
114,88.29337094,93,,826.7498,0
121,88.29337094,75,,781.5808,0
178,88.29337094,153,,648.3884,2.3654
148,88.29337094,176,,689.3056,2.8638
7,88.29337094,178,,964.7098,6.7392
2,88.29337094,168,,878.4212,7.2884
17,88.29337094,116,,924.8634,3.8096
31,88.29337094,41,,884.327,0
116,88.29337094,146,,776.8954,11.6818
118,88.29337094,17,,877.3248,0
149,88.29337094,38,,776.3896,0
194,88.29337094,154,,784.574,0.4048
55,88.29337094,167,,767.009,1.9108
59,88.29337094,96,,970.909,5.2768
83,88.29337094,119,,888.2358,0.193
111,88.29337094,175,,693.9094,0.5282
81,88.29337094,156,,623.9138,0.1114
97,88.29337094,59,,1099.1804,1.1032
27,88.29337094,142,,819.215,0
80,88.29337094,66,,1087.6172,25.6428
70,88.29337094,124,,762.266,0
61,88.29337094,26,,838.8464,0
139,88.29337094,58,,1044.233,8.5138
137,88.29337094,163,,733.8952,7.3262
169,88.29337094,131,,714.4142,8.1542
0,88.29337094,127,,1045.2918,0
68,88.29337094,66,,772.6546,0.6658
52,88.29337094,144,,809.6818,0
183,88.29337094,94,,654.6644,0
57,88.29337094,61,,853.7858,7.8714
94,87.72919605,0,,1195.8332,18.5
174,87.72919605,8,,749.4112,4.5138
97,87.72919605,5,,1114.4562,0
103,87.72919605,27,,981.3528,0
143,87.72919605,50,,865.3608,0
163,87.72919605,70,,703.272,1.0562
162,87.72919605,95,,1032.3112,0
138,87.72919605,110,,1014.7772,0
107,87.72919605,117,,970.3834,0
97,87.72919605,104,,862.1138,0
114,87.72919605,93,,824.5534,0
121,87.72919605,75,,785.0952,3.5144
178,87.72919605,153,,643.3826,0
148,87.72919605,176,,692.5388,3.2332
7,87.72919605,178,,956.2372,0
2,87.72919605,168,,880.3444,1.9232
17,87.72919605,116,,925.2904,0.427
31,87.72919605,41,,883.7604,0
116,87.72919605,146,,774.4794,0
118,87.72919605,17,,874.3582,0
149,87.72919605,38,,776.6328,0.2432
194,87.72919605,154,,782.0502,0
55,87.72919605,167,,775.3214,8.3124
59,87.72919605,96,,968.6874,0
83,87.72919605,119,,892.6002,4.3644
111,87.72919605,175,,688.4688,0
81,87.72919605,156,,624.205,0.2912
97,87.72919605,59,,1093.4642,0
27,87.72919605,142,,821.2256,2.0106
80,87.72919605,66,,1096.2696,8.6524
70,87.72919605,124,,761.541,0
61,87.72919605,26,,846.313,7.4666
139,87.72919605,58,,1063.0254,18.7924
137,87.72919605,163,,736.2476,2.3524
169,87.72919605,131,,716.8456,2.4314
0,87.72919605,127,,1043.0688,0
68,87.72919605,66,,781.8832,9.2286
52,87.72919605,144,,802.8926,0
183,87.72919605,94,,658.2436,3.5792
57,87.72919605,61,,852.9334,0
94,87.16502116,0,,1191.2388,0
174,87.16502116,8,,750.3612,0.95
97,87.16502116,5,,1101.6562,0
103,87.16502116,27,,982.1618,0.809
143,87.16502116,50,,863.5732,0
163,87.16502116,70,,702.4202,0
162,87.16502116,95,,1034.4922,2.181
138,87.16502116,110,,1007.8572,0
107,87.16502116,117,,971.6842,1.3008
97,87.16502116,104,,862.835,0.7212
114,87.16502116,93,,824.7206,0.1672
121,87.16502116,75,,787.9952,2.9
178,87.16502116,153,,641.5652,0
148,87.16502116,176,,690.6944,0
7,87.16502116,178,,949.6156,0
2,87.16502116,168,,877.8674,0
17,87.16502116,116,,923.6596,0
31,87.16502116,41,,891.3624,7.602
116,87.16502116,146,,771.7136,0
118,87.16502116,17,,878.9124,4.5542
149,87.16502116,38,,783.7566,7.1238
194,87.16502116,154,,788.5548,6.5046
55,87.16502116,167,,777.9072,2.5858
59,87.16502116,96,,975.5464,6.859
83,87.16502116,119,,892.9716,0.3714
111,87.16502116,175,,694.6252,6.1564
81,87.16502116,156,,622.5416,0
97,87.16502116,59,,1092.2336,0
27,87.16502116,142,,820.5818,0
80,87.16502116,66,,1102.5158,6.2462
70,87.16502116,124,,758.2802,0
61,87.16502116,26,,857.8406,11.5276
139,87.16502116,58,,1062.4784,0
137,87.16502116,163,,736.4428,0.1952
169,87.16502116,131,,709.6086,0
0,87.16502116,127,,1040.6722,0
68,87.16502116,66,,784.406,2.5228
52,87.16502116,144,,805.9842,3.0916
183,87.16502116,94,,654.8018,0
57,87.16502116,61,,850.1738,0
94,86.60084626,0,,1202,10.7612
174,86.60084626,8,,755.689,5.3278
97,86.60084626,5,,1095.7686,0
103,86.60084626,27,,977.5482,0
143,86.60084626,50,,865.1304,1.5572
163,86.60084626,70,,703.4788,1.0586
162,86.60084626,95,,1038.4334,3.9412
138,86.60084626,110,,1010.4172,2.56
107,86.60084626,117,,968.6166,0
97,86.60084626,104,,858.1372,0
114,86.60084626,93,,823.3706,0
121,86.60084626,75,,789.793,1.7978
178,86.60084626,153,,644.671,3.1058
148,86.60084626,176,,681.1666,0
7,86.60084626,178,,932.8156,0
2,86.60084626,168,,884.525,6.6576
17,86.60084626,116,,923.877,0.2174
31,86.60084626,41,,893.5958,2.2334
116,86.60084626,146,,766.4454,0
118,86.60084626,17,,879.4354,0.523
149,86.60084626,38,,779.9588,0
194,86.60084626,154,,795.5,6.9452
55,86.60084626,167,,777.5696,0
59,86.60084626,96,,974.9518,0
83,86.60084626,119,,889.6072,0
111,86.60084626,175,,702.6534,8.0282
81,86.60084626,156,,629.5366,6.995
97,86.60084626,59,,1090.0852,0
27,86.60084626,142,,823.1456,2.5638
80,86.60084626,66,,1109.6268,7.111
70,86.60084626,124,,760.7124,2.4322
61,86.60084626,26,,863.4406,5.6
139,86.60084626,58,,1059.3112,0
137,86.60084626,163,,733.1714,0
169,86.60084626,131,,711.4942,1.8856
0,86.60084626,127,,1043.4098,2.7376
68,86.60084626,66,,784.023,0
52,86.60084626,144,,802.5952,0
183,86.60084626,94,,652.7872,0
57,86.60084626,61,,847.912,0
94,86.03667137,0,,1178,0
174,86.03667137,8,,756.8806,1.1916
97,86.03667137,5,,1088.1312,0
103,86.03667137,27,,978.2268,0.6786
143,86.03667137,50,,866.243,1.1126
163,86.03667137,70,,707.881,4.4022
162,86.03667137,95,,1037.8492,0
138,86.03667137,110,,1005.9202,0
107,86.03667137,117,,961.0092,0
97,86.03667137,104,,858.2846,0.1474
114,86.03667137,93,,825.6534,2.2828
121,86.03667137,75,,788.4858,0
178,86.03667137,153,,642.3134,0
148,86.03667137,176,,681.025,0
7,86.03667137,178,,929.8804,0
2,86.03667137,168,,884.0404,0
17,86.03667137,116,,922.9558,0
31,86.03667137,41,,888.702,0
116,86.03667137,146,,754.2728,0
118,86.03667137,17,,880.6854,1.25
149,86.03667137,38,,778.5196,0
194,86.03667137,154,,807.0284,11.5284
55,86.03667137,167,,775.0552,0
59,86.03667137,96,,982.2804,7.3286
83,86.03667137,119,,880.4024,0
111,86.03667137,175,,697.9408,0
81,86.03667137,156,,622.086,0
97,86.03667137,59,,1091.874,1.7888
27,86.03667137,142,,820.3666,0
80,86.03667137,66,,1092.0866,0
70,86.03667137,124,,760.1678,0
61,86.03667137,26,,859.6088,0
139,86.03667137,58,,1035.5466,0
137,86.03667137,163,,735.7214,2.55
169,86.03667137,131,,704.2084,0
0,86.03667137,127,,1042.5378,0
68,86.03667137,66,,764.4144,0
52,86.03667137,144,,798.0122,0
183,86.03667137,94,,655.6872,2.9
57,86.03667137,61,,836.9596,0
94,85.47249647,0,,1163.8112,0
174,85.47249647,8,,756.925,0.0444
97,85.47249647,5,,1100.7312,12.6
103,85.47249647,27,,973.8628,0
143,85.47249647,50,,863.7964,0
163,85.47249647,70,,710.0944,2.2134
162,85.47249647,95,,1037.8602,0.011
138,85.47249647,110,,999.6116,0
107,85.47249647,117,,960.0798,0
97,85.47249647,104,,862.4714,4.1868
114,85.47249647,93,,827.8604,2.207
121,85.47249647,75,,787.2096,0
178,85.47249647,153,,637.9768,0
148,85.47249647,176,,683.5944,2.5694
7,85.47249647,178,,930.0314,0.151
2,85.47249647,168,,880.375,0
17,85.47249647,116,,922.898,0
31,85.47249647,41,,880.5062,0
116,85.47249647,146,,753.8002,0
118,85.47249647,17,,877.977,0
149,85.47249647,38,,774.4392,0
194,85.47249647,154,,808.107,1.0786
55,85.47249647,167,,776.6356,1.5804
59,85.47249647,96,,976.118,0
83,85.47249647,119,,882.8048,2.4024
111,85.47249647,175,,692.9126,0
81,85.47249647,156,,623.5164,1.4304
97,85.47249647,59,,1088.3402,0
