Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Cell 16,Cell 17,Cell 18,Cell 19,Cell 20,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Cell 27,Cell 28,Cell 29,Cell 30,Cell 31,Cell 32,Cell 33,Cell 34,Cell 35,Cell 36,Cell 37,Cell 38,Cell 39
427.324,713.077,727.132,1056.293,836.098,936.144,1240.577,1217.802,1114.481,1009.688,910.913,952.323,776.26,657.086,635.383,644.121,736.452,675.019,631.8,617.765,655.052,591.046,525.025,711.598,463.038,500.65,611.684,787.007,724.659,979.175,745.207,721.94,628.308,559.77,502.034,403.144,620.545,470.786,207.603
422.794,719.585,738.801,1067.421,831.784,931.186,1231.722,1221.19,1113.538,1005.232,903.148,948.624,776.75,652.781,626.782,644.036,736.8,668.76,622.979,614.99,652.966,584.556,514.975,702.08,455.337,501.875,608.865,777.066,712.036,972.679,750.785,720.31,623.274,560.397,503.966,403.979,612.67,472.223,208.463
420.206,725.585,746.176,1078.805,822.549,921.897,1216.093,1217.913,1111.038,1002.326,893.043,945.932,777.356,648.945,617.368,637.6,733.096,665.346,619.036,616.127,648.991,579.166,507.044,691.339,449.298,505.9,609.752,766.095,701.493,964.606,755.025,722.875,615.534,561.937,506.596,399.664,608.955,471.473,210.493
421.618,730.708,749.588,1084.414,812.029,909.381,1200.402,1210.556,1107.933,1002.065,885.087,945.045,778.933,645.281,607.797,625.25,725.774,660.827,619.529,620.069,642.5,573.993,502.831,681.589,445.058,510.638,611.053,758.27,698.551,956.555,754.876,727.949,607.151,564.905,508.267,390.719,609.054,466.232,213.794
425.863,734.369,752.537,1080.774,803.755,895.268,1190.65,1201.429,1105,1002.449,882.8,945.669,779.702,641.711,600.925,610.157,718.035,652.298,621.8,625.088,634.267,569.053,501.681,674.161,443.635,512.45,610.293,755.46,704.261,949.314,747.975,732.602,599.411,568.373,507.123,380.726,609.107,456.607,217.838
429.392,736.3,758.434,1070.677,800.314,881.866,1188.856,1192.032,1101.769,1000.522,886.687,947.429,776.933,638.172,600.556,595.8,713.626,640.538,622.65,629.353,628.06,565.589,501.644,669.545,445.865,508.812,607.842,756.445,713.732,943.365,734.322,734.236,593.226,569.333,502.863,373.582,605.616,445.321,221.912
428.294,735.892,767.75,1062.361,802.696,871.938,1193.443,1184.643,1096.288,995.551,895.574,949.489,771.673,634.789,608.391,584.864,713.426,629.317,620.671,631.294,627.897,564.179,501.188,667.446,449.75,501.225,605.654,759.299,720.29,940.051,716.545,732.023,589.089,564.294,497.144,370.404,597.259,435.982,225.478
420.696,731.854,777.338,1062.421,809.275,867.784,1200.629,1182.532,1087.942,990.478,907.226,950.008,767.817,632.32,620.752,578.743,716.017,622.462,616.207,631.265,634.06,563.199,499.85,666.839,450.442,493.725,604.361,762.985,720.681,940.35,698.719,726.806,587.808,553.079,492.822,370.274,585.438,431.098,228.074
408.529,723.577,782.743,1069.444,816.814,869.856,1205.794,1186.222,1078.817,988.188,919.948,947.075,768.173,631.742,630.82,577.9,718.217,620.625,610.736,630.676,642.81,560.311,497.312,666.616,444.75,490.225,602.526,766.511,716.029,942.431,685.248,720.347,589.068,539.548,491.452,372.377,574.348,431.232,228.662
395.843,711.608,781.25,1075.737,821.275,877.206,1205.516,1190.548,1072.135,987.587,931.748,941.015,770.808,633.273,633.669,580.35,716.261,621.654,605.293,630.265,649.207,554.172,493.356,664.955,433.5,491.425,599.316,768.182,709.268,941.635,679.182,714.579,590.794,528.786,492.671,376.829,569.509,435.009,226.904
385.441,697.338,772.949,1075.496,819.294,887.701,1199.247,1187.571,1068.981,984.348,939.835,934.293,772.038,636.406,629.353,583.464,708.417,622.529,600.914,628.804,649.595,545.437,488.181,660.205,421.24,495.375,595.609,766.825,703.333,935.35,680.033,710.417,590.37,524.381,494.596,383.603,574.321,440.062,223.566
377.314,682.785,760.684,1069.331,810.225,898.99,1188.907,1174.786,1065.837,976.283,941.643,928.94,771.702,639.727,621.406,585.814,697.922,621.74,598.936,624.569,642.405,536.45,482.775,652.134,412.192,499.638,593.406,763.029,699.848,926.175,684.289,707.12,587.637,526.5,495.041,390.952,587.33,444.58,219.941
369.363,670.069,748.478,1062.083,798.225,908.629,1177.691,1158.405,1058.519,965.457,937.617,924.286,772.269,641.539,613.977,588.707,690.826,620.135,600.107,618.088,629.56,530.364,478.144,642.634,408.154,502.888,594,758.102,699.007,919.504,689.207,703.352,585.37,533.397,493.089,395.575,603.152,447.268,217.015
361.324,660.915,740.015,1058.045,790.882,914.711,1169.103,1146.944,1046.163,955.667,931.461,917.812,774.317,640.336,610.436,594.336,690.235,619.154,602.764,612.245,615.198,530.576,475.544,634.732,408.817,504.025,597.158,752.292,698.964,918.066,694.603,699.232,586.945,542.087,490.459,396.068,616,447.188,215.132
354.931,656.777,736.272,1059.947,792.637,916.34,1166.423,1144.079,1032.548,948.833,927.078,909.316,776.413,636.453,612.083,603.086,694.513,619.481,603.993,610.098,604.664,538.464,477.119,631.643,413.317,502.075,602.767,746.854,698.761,921.664,701.545,696.968,593.329,550.198,490.623,393.87,623.482,444.527,214.36
352.186,658.615,736.103,1068.774,802.382,914.041,1170.495,1149.19,1023.49,946.145,925.452,903.639,778.673,633.352,618.398,612.643,701.2,621.24,602.586,611.647,601.19,552.497,485.731,635.045,422.25,497.487,611.226,744.942,701.007,930.285,710.545,699.357,602.253,557.413,496.267,392.699,626.536,440.911,214.515
353.02,666.031,738.074,1082.955,816.078,909.433,1177.588,1161.81,1022.673,949.761,925.156,907.767,784.173,634.391,628.586,619.379,710.861,624.519,600.821,615.48,604.974,569.152,501.856,644.938,435.337,492.362,622.917,750.737,710.572,945.876,720.033,708.435,610.733,564.944,507.199,393.863,627.884,439.089,215.949
356.108,675.777,742.537,1097.263,830.657,904.825,1182.34,1181.063,1030.125,960.399,924.2,924.677,794.163,640.422,642.511,622.843,725.165,629.192,602.4,622.431,613.629,584.762,522.019,660.089,449.125,489.888,636.023,765.015,728.804,968.27,728.017,723.843,617.486,574.159,520.432,395.925,631.58,441.429,218.86
361.49,683.954,750.632,1104.602,845.422,903.443,1182.876,1202.421,1042.962,974.217,921.33,950.165,806.356,648.867,659.406,626.121,743.409,634.702,610.386,635.059,624.026,598.265,539.875,679.42,459.683,493.013,646.774,784.912,751.428,992.971,733.669,742.171,623.164,584.683,532.068,396.712,641.321,448.107,222.949
370.431,689.877,760.588,1101.045,859.451,906.794,1183.474,1217.833,1057.548,984.681,917.104,974.474,817.481,656.812,676.188,632.214,761.948,640.346,625.443,654.314,634.422,610.755,550.312,701.75,465,503.237,651.353,805.788,771.355,1014.358,737.521,757.463,629.623,595.048,540.021,396.815,658.268,457.295,228.081
382.451,695.854,767.596,1088.91,871.873,913.351,1190.165,1222.008,1071.779,988.5,915.078,988.865,826.769,663.898,688.316,640.536,775.678,645.654,646.871,675.873,644.707,624.152,552.463,724.286,466.519,519.75,649.293,823.796,783.471,1028.299,741.422,764.667,637.938,602.738,545.11,398.699,679.804,466.58,234.022
393.373,702.308,768.191,1074.985,880.765,919.711,1204.856,1217.421,1085.279,987.884,918.896,990.511,834.5,671.32,692.632,647.279,781.061,651.596,672.421,692.324,655.078,638.887,548.7,742.036,467.385,537.925,642.459,836.606,787.507,1033.701,745.339,763.023,647.26,605.302,549.39,403.74,700.741,473.5,239.801
398.225,706.408,763.926,1065.211,884.333,923.485,1222.938,1210.976,1097.913,988.072,927.278,983.361,840.038,679.078,689.053,649.343,778.226,661.365,696.993,698.863,664.819,653.344,542.263,751.062,470.029,551.55,633.639,843.642,787.507,1031.664,747.967,757.088,655.027,601.127,553.849,410.459,716.214,476.375,244.11
396.255,704.669,758.919,1064.135,882.147,924.526,1237.227,1207.682,1109.798,991.558,933.313,973.857,840.74,684.906,680.662,646.743,771.043,676.788,713.964,696.539,673.086,664.94,535.769,751.062,475.885,557.537,625.481,846.102,788.065,1025.117,747.149,753.065,658.945,591.754,557.719,416.37,724.196,475.375,245.699
391.176,696.431,756.794,1073.301,876.402,924.474,1241.144,1207.698,1120.298,996.348,931.322,967.353,835.452,686.594,671.639,641.35,764.791,695.837,719.557,690.196,680.043,672.185,530.631,745.527,484.971,557.65,621.398,846.701,791.312,1017.766,742.661,754.296,658.658,582.016,559.247,420.089,725.25,472.286,244.706
386.333,684.362,758.699,1089.541,870.529,924.392,1232.619,1209.016,1127.346,1000.652,923.096,965.985,827.029,684.125,664.271,634.793,763.052,713.115,715.621,684.706,686.991,675.808,527.681,738.25,495.144,554.388,623.15,846.715,795.101,1011.504,736.132,758.361,656.678,577.302,557.11,421.781,721.696,469.589,242.676
381.912,673.169,762.816,1103.947,866.471,924.175,1216.124,1211.048,1128.038,1005.442,916.522,969.143,819.779,678.977,658.729,627.121,765.8,723.558,707.721,682.422,694.862,677.543,527.131,731.42,503.663,547.975,629.707,845.219,796.051,1005.686,730.331,761.213,655.616,579.23,551.247,422.178,715.589,468.054,241.074
377.382,665.838,764.831,1108.15,864.176,923.402,1201.371,1213.421,1121.538,1011.964,918.243,975.331,815.875,673.031,654.624,618.9,769.73,726.154,700.071,684.098,704.069,678.04,527.513,725.839,508.298,538.85,637.444,840.562,793.188,999.54,727.901,761.963,656.747,584.825,542.89,422.171,708,467.125,240.588
373.657,662.3,760.728,1101.211,862.941,922.794,1196.928,1214.103,1111.298,1018.246,928.2,982.91,813.308,667.977,651.932,611.907,770.426,723.769,692.743,688.804,713.526,675.689,526.669,723.929,508.875,529.775,643.06,833.511,788.391,994.591,730.339,763.181,658.678,589.087,533.801,422.603,698.607,467.259,240.287
372.608,660.869,750.279,1089.812,862.206,924.186,1203.773,1210.365,1101.76,1020.71,942.487,991.436,809.413,665.172,650.346,608.357,765.574,719.981,683.721,694.02,720.172,668.046,522.975,727.83,506.846,524.975,645.707,826.54,783.812,994.197,736.959,766.412,658.349,587.762,525.212,424.192,687.902,469.384,239.14
375.235,660.669,737.316,1080.286,860.745,928.381,1215.804,1202.841,1095.048,1018.529,958.426,1000.647,803.798,664.828,649.421,608.886,756.33,716.365,673.036,695.794,720.147,655.444,516.481,735.268,504.183,525.188,646.925,821.38,780.116,999.328,745.562,770.315,653.363,580.587,518.034,427.219,676.902,473.625,237.007
381.824,662.669,727.699,1074.789,856.686,934.206,1225.99,1196.54,1090.788,1013.978,975.183,1009.256,798.433,665.867,648.609,611.657,745.687,712.087,663.957,691.157,711.302,641.768,509.294,738.795,501.846,527.175,648.549,817.241,776.572,1007.401,753.868,771.917,643.479,571.135,513.075,430.74,666.938,478.464,234.735
391.824,668.638,725.846,1072.338,849.235,939.794,1232.217,1196.024,1087.538,1007.949,990.243,1015.556,795.577,667.195,647.827,614.307,735.722,706.433,660.029,680.294,696.397,631.722,504.562,732.17,500.288,527.55,650.714,812.642,771.717,1014.511,758.884,769.588,631.685,564.246,511.863,432.233,659.741,481.375,232.86
403.716,679.346,733.353,1072.459,840.696,944.732,1237.01,1201.452,1083.202,999.449,997.322,1018.414,794.154,667.312,646.887,616.136,728.235,701.26,661.336,665.549,681.328,626.934,503.888,716.58,498.933,525.65,652.459,806.504,764.348,1017.263,757.107,763.796,621.144,562.635,514.959,429.747,657.268,480.009,231.088
415.049,693.862,746.581,1076.857,836.069,950.041,1242.979,1209.46,1076.596,988.486,991.878,1016.669,790.462,664.078,645.805,619.079,725.278,698,664.971,650.696,670.56,625.483,505.931,699.375,497.144,523.025,652.925,799.299,754.884,1013.248,747.818,755.565,611.993,565.373,521.24,423.247,659.893,473.688,227.926
423.902,710.515,758.39,1086.759,838.461,955.536,1249.361,1216.318,1069.76,978.978,976,1007.88,782.192,655.859,645.195,624.6,728.252,696.01,667.164,639.029,664.724,623.642,507.938,688.018,493.981,521.15,651.376,792.007,746.043,1001.964,734.355,746.375,603.582,569.849,527.774,414.534,664.705,464.161,222.434
428.814,727.715,763.441,1099.609,846.578,959.515,1252.412,1220.516,1066.144,975.319,957.678,990.09,771.721,644.148,645.88,630.786,736.33,693.625,665.729,632.892,661.672,619.007,507.913,684.938,489.087,520.125,648.564,785.504,740.486,986.328,722.917,738.12,597.199,572.825,530.856,405.527,667.652,454.223,215.801
429.118,743.723,762.743,1107.677,856.255,960.619,1249.33,1222.143,1066.731,979.536,944.609,964.782,765.077,632.883,646.654,633.257,745.87,690.25,660.271,631.559,659.06,611.49,506.231,687.134,483.038,520.438,646.669,779.708,738.196,970.321,717.992,732.732,595.952,571.817,527.192,397.486,666.107,445.652,210.412
425.824,756.146,761.868,1103.82,863.667,958.866,1240.361,1221.818,1068.788,989.558,938.748,938.278,765.904,625.492,645.113,629.85,752.313,685.74,651.657,632.275,655.397,602.689,503.95,688.33,476.769,522.338,648.008,774.993,736.159,957.686,719.496,730.607,600.322,566.206,515.76,391.301,660.321,439.009,207.721
421.598,763.231,763.147,1087.91,866.304,955.959,1228.619,1219.651,1069.519,1000.471,936.078,918.579,771.923,622.18,639.504,623.464,751.817,679.442,642.721,632.686,650.612,594.119,501.131,683.5,471.452,525.513,652.368,773.051,731.254,949.153,723.777,729.745,606.589,557.46,499.274,387.055,651.188,434.286,206.779
419.275,765.5,762.324,1066.173,861.853,953.722,1218.144,1215.897,1069.788,1006.435,930.565,910.316,777.365,620.547,630.421,619.007,743.226,670.567,636.993,631.98,646.284,587.404,497.038,672.491,468.442,527.537,656.872,775.219,722.319,942.161,726.727,727,610.24,547.286,483.082,383.699,640.473,431.696,206.309
419.529,764.138,753.684,1046.323,849.461,952.32,1212.619,1212.119,1071.596,1004.051,919.087,912.714,777.529,618.656,621.038,618.493,729.339,659.471,636.686,631.196,644.31,583.768,492.081,660.723,468.808,525.575,658.286,780.613,711.543,933.628,725.785,721.199,610.158,536.516,471.774,380.062,630.812,431.688,205.772
420.039,759.377,738.11,1032.18,831.931,949.33,1213.144,1209.246,1074.25,994.493,901.948,920.083,771.76,615.82,615.053,620.271,715.948,647.048,640.35,632.137,645.172,583.384,487.619,654.348,471.221,517.487,654.752,786.307,702.899,922.978,720.785,714.31,607.747,525.603,467.034,375.062,625.241,434.518,204.934
417.461,749.954,722.779,1024.692,815.716,942.557,1218.237,1205.143,1073.75,982.58,882.678,925.97,762.529,613.547,614.263,621.493,707.07,635.413,643.8,636.235,647.069,585.397,485.188,654.348,471.952,503.975,646.887,789.803,699.594,913.307,713.669,709.866,604.822,516.579,466.911,369.164,625.009,439.58,203.662
409.725,736.077,714.397,1022.692,806.343,932.794,1224.484,1195.19,1065.394,972.696,866.496,926.639,753.596,613.648,617.729,620.779,702.13,627.49,643.35,642.569,648.164,588.166,484.781,656.277,466.779,489.337,636.955,789.657,702.848,909.898,706.471,709.222,602.267,512.46,468.692,363.5,628.205,445.027,202.059
398.02,720.223,713.596,1024.203,806.176,924.144,1228.732,1177.087,1048.788,965.507,857,922.541,746.529,617.148,622.917,618.107,697.965,626.462,639.343,648.284,648.112,590.371,485.3,653.777,455.144,479.587,627.797,784.818,710.848,915.387,700.364,710.69,599.719,514.46,470.966,359.849,630.786,448.688,201.132
385.716,705.7,717.235,1027.12,814.892,919.278,1227.99,1155.937,1029.337,959.623,854.296,916.406,740.529,623.797,627.586,613.886,692.957,632.654,634.721,650.745,647.888,592.013,485.369,644.83,441.279,478.913,621.15,775.445,718.449,926.518,695.694,710.982,595.774,521.357,473.452,359.322,628.884,449.661,201.676
377.127,695.554,723.029,1028.827,829.667,915.464,1220.536,1141.302,1014.404,955.029,856.026,910.767,734.933,632.078,630.451,609.057,688.722,642.452,630.993,649.608,648.603,593.947,484.681,634.536,431.471,485.675,616.782,764.073,720.007,936.292,693.24,707.782,588.315,530.865,475.795,362.404,621.509,447.589,202.868
375.049,691.231,731.941,1026.481,845.912,906.598,1207.505,1139.365,1008.779,953.558,860.678,906.699,730.837,640.078,631.789,605.179,686.939,650.125,626.264,647.353,650.112,595.622,483.562,630.804,429.433,495.075,613.398,754.358,714.058,938.876,695.314,702.097,576.945,541.698,476.562,368.377,610.679,442.938,202.919
379.255,692.969,745.206,1019.97,858.755,889.649,1193.01,1148.087,1012.269,955.471,869.13,904.85,730.413,645.234,632.571,603.629,687.817,652.846,618.307,646.775,651.017,595.086,481.5,638.08,434.548,502.612,610.158,748.19,706.152,933.321,701.942,697.741,564.808,552.81,474.966,375.596,600.955,436.812,200.699
386.029,700.785,760.75,1013.113,865.52,868.258,1181.021,1160.19,1021.788,957.507,882.461,907.105,734.24,644.672,632.91,604.986,689.565,652.423,607.014,648.412,649.629,591.066,477.456,653,443.404,507.35,606.82,745.292,704.072,923.007,709.438,697.514,556.103,561.381,472.466,381.014,595.67,431.946,198.044
391.206,713.423,773.765,1011.173,865.304,850.34,1174.206,1168.318,1033.308,955.848,899.113,915.496,740.49,637.133,632.038,608.407,691.2,653.067,594.893,649.392,646.56,584.656,471.587,667.929,452.413,510.788,603.97,744.664,710.775,913.796,712.331,700.81,553.082,563.595,472.267,381.123,595.232,430.875,197.243
393.471,727.8,780.566,1016.18,858.549,842.412,1174.371,1168.682,1043.558,950.71,913.757,928.617,746.663,625.391,628.827,611.693,693.652,657.202,585.414,647.01,644.845,578.073,466.013,676.705,458.913,514.763,601.271,745.905,721.478,911.672,708.496,704.157,554.932,558.214,476.507,374.856,596.054,433.455,199.971
394.657,739.654,781,1026.308,848.569,846.082,1181.423,1162.294,1049.76,946.899,919.904,941.474,751.212,614.617,623.135,612.2,698.313,664.106,582.157,642.069,647.328,572.278,463.413,678.375,462.24,519.688,598.211,749.606,727.609,918.715,700.909,704.741,558.781,548.857,483.308,365.267,595.295,437.277,205.463
398.059,746.1,777.471,1039.226,839.735,856.165,1193.021,1154.873,1051.962,949.065,915.043,949.023,753.567,609.352,616.15,608.05,704.139,672.125,587.321,637.873,652.836,566.424,464.294,676.268,462.779,523.85,595.12,756.175,723.681,930.839,694.149,702.625,562.753,541.651,488.671,357.705,593.366,440.5,211.507
403.784,745.831,772.985,1053.496,835.627,863.443,1204.557,1153.063,1053,958.326,902.609,949.541,753.279,610.906,610.128,600.457,708.722,679.827,598.807,636.029,655.914,560.073,466.288,674.036,461.135,524.838,594.218,764.774,711.42,940.788,690.62,699.143,566.404,539.659,489.589,354.966,592.946,442.58,215.029
409.108,738.469,770.037,1066.729,836.873,860.546,1210.598,1158.984,1055.356,972.891,889.722,944.105,749.981,617.797,608.113,592.386,710.53,686.163,610.757,634.578,650.94,554.397,466.737,672.67,457.577,523.513,597.248,773.496,697.645,943.102,690.702,695.37,569,540.873,486.664,355.877,595.125,443.679,214.088
410.451,724.023,770.338,1074.992,841.676,849.144,1206.484,1170.246,1057.26,989.014,881.2,934.737,746.144,627.43,611.977,586.314,710.661,688.923,618.7,630.98,636.957,550.954,465.669,670.884,452.673,523.65,603.444,779.701,689.507,938.489,694.397,692.509,569.774,540.952,482.781,357.712,597.714,444.491,209.588
406.5,704.662,773.831,1075.165,847.078,838.351,1191.433,1183.381,1054.615,1002.971,876.678,923.248,746.981,637.234,620.88,583.243,711.713,686.173,623.436,625.971,619.328,551.629,465.719,667.902,448.519,528.562,610.105,781.292,690.152,932.62,700.959,692.495,569.199,538.032,480.096,359.897,599.009,446.009,205.375
398.637,686.015,777.846,1067.624,851.392,838.34,1170.557,1196.429,1047.856,1012.855,873.33,913.714,755.385,645.133,631.947,584.979,715.887,678.279,629.75,623.029,606.267,558.781,469.013,664.518,447.74,537.425,616.083,777.796,697.935,931.876,708.38,697.861,570.534,533.683,478.603,363.719,601.446,448.884,205.456
391.088,674.246,778.993,1055.917,856.363,852.113,1153.083,1208.508,1042.779,1019.217,869.287,912.872,768,650.312,642.383,593.329,723.139,669.635,641.95,624.02,603.681,574.278,475.8,662.027,452.587,545.362,622.872,772.153,708.471,939.175,714.603,709.801,578.082,531.595,477.219,369.712,609.491,453.277,210.772
387.235,672.123,774.949,1044.158,866.039,874.144,1146.041,1217.905,1044.51,1022.986,865.609,926.316,778.269,652.266,649.789,606.893,731.435,666.375,659.95,627.304,612.457,596.424,484.694,661.25,462.567,547.325,630.895,770.058,717.754,952.314,718.975,726.116,592.836,534.206,476.034,375.856,624.241,459.312,218.588
387.598,677.546,766.684,1036.241,881.873,895.175,1150.237,1221.968,1052.75,1024.167,865.93,952.391,784.144,651.25,653.805,620.514,737.922,672.558,678.964,630.255,629.457,620.338,494.831,662.75,475.221,542.388,638.474,776.139,724.493,965.971,721.752,741.963,610.486,541.262,476.973,379.849,641.268,466.562,225.375
389.549,686.162,757.096,1036.113,899.608,909.165,1160.639,1220.095,1062.673,1022.145,874.87,982.218,788.827,649.086,656.023,629.8,742.452,686.231,692.436,632.706,649.483,639.987,506.194,666.866,487.731,534.875,643.955,790.182,729.826,974.693,724.364,753.319,624.76,549.706,482.452,381.445,655.214,473.714,229.066
391.039,694.723,748.993,1044.684,912.127,915.969,1170.474,1214.532,1070.125,1017.92,893.922,1005.586,795.5,648.547,659.135,633.986,747.313,700.587,696.636,638.51,667.241,652.146,519.156,673.143,497.731,531.25,648.541,807.372,735.254,975.766,728.455,759.009,631.658,555.96,493.212,382.815,663.705,478.92,229.485
392.804,702.5,744.985,1057.684,915.265,918.938,1174.948,1207.222,1074.471,1013.891,917.809,1016.203,804.385,651.055,664.729,635.3,754.287,709.192,692.729,651.392,679.103,656.576,532.044,680.188,503.99,534.662,654.12,820.715,740.449,970.606,734.446,759.852,632.068,558.333,507.473,386.26,668.446,481.009,227.037
396.108,709.531,747.412,1068.383,910.059,922.412,1173.577,1198.579,1077.615,1011.471,937.591,1014.308,813.337,654.477,672.158,635.15,761.643,711.635,684.836,670.873,685.302,654.901,542.306,686.473,506.154,543.388,660.211,825.927,744.71,964.204,740.372,757.62,629.884,558.492,522.13,392.493,672.286,480.705,222.382
401.951,715.592,756.625,1073.308,900.402,929.196,1168.948,1188.468,1081.587,1009.101,947.148,1004.496,820.356,655.109,679.15,633.357,765.8,714.048,675.843,689.863,689.086,649.927,547.594,691.58,505.356,552.6,663.865,824.54,748.587,961.854,742.545,754.639,629.274,559.778,534.075,399.705,676.098,479.393,217.478
410.02,719.454,768.625,1074.564,888.902,940.093,1165.103,1178.905,1087.856,1004.435,946.626,992.301,824.048,652.492,682.632,629.836,765.687,722.058,667.093,700.098,693.578,644.278,547.125,697.062,503.346,558.675,662.707,823.263,753.812,965.533,740.124,753.495,631.185,564.349,540.801,404.61,679.446,477.92,215.118
419.186,720,777.941,1075.669,876.127,953.567,1164.175,1172.27,1095.769,997.819,940.93,981.639,823.26,650.547,679.94,625.714,763.139,735.135,660.314,698.598,699.233,639.205,541.588,705.732,501.144,560.8,657.406,828.051,761.225,972.584,735.165,756.023,632.979,571.294,541.582,404.719,681.821,476.17,217.515
426.735,717.223,781.706,1077.579,862.422,966.268,1165.516,1169.048,1102.663,993.232,935.339,973.504,817.942,653.727,670.91,622.436,759.922,747.433,657.2,690.304,703.379,634.404,533.519,718.42,498.856,559.412,651.481,838.394,769.319,977.474,730.628,761.181,631.719,578.056,538.219,399.959,683.125,474.125,225.051
428.941,711.5,780.206,1078.444,849.676,973.103,1166.938,1168.968,1105.971,994.217,932.765,967.82,810.01,662.656,659.075,620.836,754.296,753.462,658.057,682.941,704.069,630.841,526.681,731.464,496.875,556.225,648.398,846.905,775.188,975.555,727.38,764.768,627.116,581.897,533.219,392.26,682.241,472.286,236.022
424.176,703.092,774.772,1075.617,841.059,970.175,1167.928,1172.46,1105.25,1000.283,933.826,965.744,802.529,673.836,649.504,621.3,744.096,751.865,662.357,679.784,702.31,630.709,524.25,739.759,496.163,553.25,649.519,844.883,776.268,965.978,726.19,762.421,622.007,581.389,528.404,384.63,677.804,471.259,247.118
414.971,692.846,767.309,1067.571,836.657,959.371,1169.289,1179.984,1102.635,1007.993,938.27,968.647,796.865,682.492,645.098,624.75,730.904,744.087,668.35,679.392,700.983,634.49,525.581,741.455,496.808,552.513,652.902,829.613,771.957,951.964,728.388,754.065,619.521,576.921,523.986,380.13,670.464,471.054,254.926
406.412,683.277,761.029,1054.805,833.598,948,1172.505,1190.167,1100.923,1014.514,943.513,976.466,790.683,684.789,644.85,631.179,720.261,731.942,674.321,679.225,701.017,640.272,526.838,740.473,498.394,553.537,656.045,807.058,763.254,939.547,734.76,744.861,620.274,570.143,520.445,381.719,663.429,470.125,257.257
402.284,677.8,759.596,1038.805,830.49,943.784,1180.041,1199.071,1101.038,1019.457,945.383,985.88,780.885,679.195,645.737,639.529,716.713,716.904,678.729,679.225,700.483,645.622,524.6,740.643,500.413,552.513,657.774,786.898,751.833,933.956,743.711,741.148,622.445,563.833,519.555,389.801,660.402,467.464,253.978
402.843,678.146,763.191,1023.015,830.078,948.505,1192.619,1203.73,1102.25,1022.645,941.052,991.797,768.048,667.836,645.744,648.679,720.313,699.702,680.757,680.657,696.422,649.066,519.019,741.17,503.375,546.925,657.88,774.547,739.877,937.175,751.165,743.986,623.281,559.698,522.932,401.884,662.125,464.009,246.956
405.294,683.823,768.037,1012.09,835.51,957.155,1208.505,1204.698,1102.779,1021.768,933.348,991.293,756.279,655.633,644.692,656.814,726.983,682.702,679.907,683.333,686.534,650.457,512.869,738.134,507.173,537.65,655.94,769.599,729.87,946.496,754.405,748.44,620.445,557.706,529.562,413.459,665.652,461.866,239.14
406.529,693.008,769.669,1009.248,846.637,962.515,1223.484,1204.254,1101.337,1013.761,928.687,986.06,749.269,647.586,643.789,661.471,732.435,668.808,676.021,685.235,671.836,649.795,508.288,731.232,509.894,527.25,650.902,768,723.935,957.292,752.876,748.194,613.651,556.595,535.5,421.164,666.705,461.875,233.007
405.549,702.892,766.676,1014.85,858.863,960.175,1233.505,1204.016,1097.779,998.739,931.113,980.451,747.567,645.734,643.444,660.407,734.13,661.644,669.514,684.529,655.483,647.238,505.856,725.473,508.846,517.45,642.692,766.453,723.159,964.613,747.422,741.361,605.294,556.413,535.877,423.904,662.179,462.348,229.559
404.088,709.954,760.64,1025.977,866.627,950.381,1236.65,1204.175,1093.865,980.899,938.522,977.647,748.827,648.117,643.414,653.393,732.035,662.288,662.143,680.843,641.379,642.51,504.694,725.518,502.654,509.225,632.466,762.898,726.536,964.81,739.57,730.366,598.658,558.246,528.281,422.479,651.634,461.268,227.632
403.951,712.162,754.213,1037.609,867.039,935.619,1232.474,1203.563,1091.779,965.964,945.165,976.286,750.692,650.148,642.962,642.843,727.078,668.731,656.429,674.696,632.905,635.616,503.712,730.607,493.5,503.425,622.624,757.321,730.739,957.277,731.008,718.968,594.925,561,513.918,418.377,636.821,458.357,225.853
404.863,710.308,749.551,1044.549,861.5,918.34,1221.876,1200.159,1092.538,956.949,946.539,971.308,751.221,647.625,642.985,632.307,720.704,676.971,653.15,666.647,631.784,626.252,501.95,733.491,483.865,499.763,614.008,750.766,731.833,945.292,722.893,710.546,592.233,561.246,497.164,413.151,620.625,454.384,223.059
405.529,706.962,747.147,1045.774,853.461,901.361,1208.505,1192.77,1094.442,952.978,941.704,958.226,749.115,639.078,644.895,624.193,714.096,683.317,651.257,656.069,636.75,614.702,499.094,728.509,474.731,495.413,605.188,744.234,727.63,934.066,714.826,707.5,588.027,556.302,482.253,407.295,606.062,450.152,219.772
404.902,704.838,746.404,1045.286,845.48,888.351,1197.289,1183.048,1094.288,951.739,932.113,938.541,743.808,627.445,648.241,618.686,708.243,685,649.193,642.441,643.69,602.166,495.138,716.33,464.808,489.325,594.226,738.066,718.797,927.92,706.496,710.107,581.452,548.024,470.767,401.062,596.062,445.991,216.471
