Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Cell 16,Cell 17,Cell 18,Cell 19,Cell 20,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Cell 27,Cell 28,Cell 29,Cell 30,Cell 31,Cell 32,Cell 33,Cell 34,Cell 35,Cell 36,Cell 37,Cell 38,Cell 39
362.539,613.385,767.632,1090.143,828.539,874.876,1211.557,1215.175,1078.317,992.109,969.974,863.541,747.096,646.68,580.188,576.836,704.565,643.644,595.421,619.127,589.845,519.417,469.525,586.107,416.423,487.562,561.406,732.832,668.804,911.577,686.074,690.639,552.925,556.23,472.541,333.082,584.125,417.33,192.779
364.137,621.869,772.176,1090.654,822.784,869.402,1220.969,1218.643,1073.058,993.906,960.243,852.398,736.885,643.211,572.662,572.364,711.043,645.942,601.971,623.814,594.871,530.603,471.056,593.58,419.308,484.675,557.85,732,677,914.219,687.554,690.935,556.137,556.214,474.021,336.781,571.348,420.589,192.059
359.48,631.054,773.074,1098.06,817.559,870.093,1227.443,1226.04,1064.538,1002.297,943.965,850.331,723.423,635.891,568.083,567.621,718.504,648.192,606.436,623.353,598.707,538.272,472.425,603.607,424.471,482.612,559.323,732.212,687.942,919.285,691.306,690.852,556.637,554.865,476.37,339.37,558.473,421.402,193.537
351.892,640.238,771.625,1109.977,815.088,872.814,1228.247,1236.143,1057.308,1011.862,928.217,855.158,708.25,629.766,569.383,563.571,725.539,651.731,608.6,622.422,598.793,538.921,472.75,615.348,431.471,483.175,563.158,733.781,698.906,924.847,696.612,693.5,557.767,553.786,478.507,342.021,549.714,418.473,196.279
345.735,647.623,771.61,1122.188,816.333,875,1222.825,1247.873,1057.423,1017.551,917.713,862.376,695.885,629.258,575.113,561.936,730.017,654.779,609.571,623.412,596.328,533.457,471.45,627.161,438.933,485.638,564.526,736.387,705.355,929.321,703.818,700.477,561.425,554.349,479.671,345.438,546.241,413.214,197.853
343.765,651.646,774.971,1130.263,820.343,876.701,1212.722,1259.048,1066.779,1017.428,913.139,867.85,691.731,634.969,581.248,561.85,729.713,653.577,609.557,625.657,594.767,526.543,469.188,637.107,444.923,487.8,561.481,739.299,704.442,933.007,713.033,709.949,566.555,555.254,480.555,349.24,547.839,408.589,196.404
345.206,650.915,779.956,1130.714,825.127,878.711,1200.979,1266.54,1080.144,1012.703,912.713,870.782,696.74,643.578,584.835,560.814,725.391,645.913,607.021,627.353,597.888,523.344,466.681,643.473,448.769,487.725,555.361,742.153,697.007,935.949,721.62,717.167,570.664,553.206,483.295,352.103,552.946,406.759,192.221
347.069,645.446,782.676,1123.068,828.824,881.959,1191.897,1268.143,1088.26,1006.261,912.826,872.902,706.644,651.648,585.887,557.536,720.2,633.663,600.821,627.108,606.466,526.371,463.9,645.964,450.99,484.562,549.677,745.197,688.225,937.307,724.967,717.528,572.123,546.484,489.137,352.986,559.643,407.25,187.434
346.431,636.969,779.831,1110.677,830.059,887.979,1190.021,1263.635,1085.827,1000.935,911.6,876.098,715.913,658.562,585.526,554.343,716.365,622.635,591.614,624.078,617.75,534,461.744,645.071,452.183,479.487,546.707,748.153,683.406,936.073,720.537,710.607,569.527,537.262,496.281,351.158,566.054,408.598,184.647
342.422,628.423,770.757,1097.857,829.039,897.701,1196.258,1256,1075.683,999.217,910.461,880.737,721.981,663.648,584.211,554.414,714.156,617.952,581.521,616.902,627.534,542.417,462.413,640.509,452.115,475.175,547.617,749.423,683.261,931.847,710.975,700.31,562.164,531.405,500.322,347.075,569.777,410.089,185.706
336.176,621.069,757.015,1087.436,827.971,908.608,1205.093,1249.246,1065.663,1001.558,912.643,886.075,725.115,664.156,583.008,557.543,712.783,621.375,572.071,605.725,632.552,548.728,467.875,631.705,449.481,473.525,552.752,747.942,683.638,924.978,702.463,691.745,551.842,533.381,498.308,342.548,568.884,412.286,189.691
329.52,614,741.699,1079.744,828.902,915.423,1208.258,1246.405,1061.558,1005.587,919.183,891.489,726.375,657.484,583.895,560.7,712.452,629.269,564.507,592.853,631.957,553.02,476.788,618.866,443.644,474.688,561.391,744.285,680.036,916.161,698.397,686.87,543.425,542.032,491.856,339.897,564.071,415.982,193.728
323.667,605.2,728.081,1073.977,832.686,915.124,1203.495,1247.992,1063.962,1008.304,928.156,896.82,725.731,646.133,588.677,560.671,713.078,635.471,560.493,582.706,626.724,557.424,484.275,605.357,435.24,476.062,570.88,741.139,672.087,907.854,697.058,684.194,541.562,551.587,484.575,339.76,557.598,420.107,195.125
319.402,595.054,718.015,1070.474,837.794,909.433,1197.093,1252.079,1069.885,1008.906,937.504,902.098,723.135,636.164,596.203,557.214,714.67,635.442,561.671,578.598,619.198,562.483,486.112,596.009,426.365,473.788,578.391,740.686,663.384,904.956,694.438,681.667,546.788,557.135,478.507,341.212,552.58,422.429,193.691
318.108,586.569,712.25,1070.654,842.48,903.742,1195.732,1255.349,1076.894,1007.703,945.8,907.015,719.375,632.141,603.594,553.743,717.261,629.769,568.286,580.539,612.138,566.51,483.306,594.223,420,465.612,582.602,743.423,658.906,910.431,688.554,679.963,555.322,558.246,473.952,341.678,550.134,421.58,191.125
321.637,583.369,710.971,1075.09,845.804,901.371,1198.814,1254.627,1084.952,1004.435,951.722,910.774,716.231,633.875,608.338,554.086,722.409,622.673,578.364,586.471,607.474,566.874,480.531,599.545,417.731,452.138,584.15,748.336,662.29,922.255,680.446,681.329,561.945,557.73,470.473,339.822,550.277,418.491,189.243
330.902,586.385,714.272,1080.947,847.588,900.907,1199.979,1247.968,1093.817,996.819,953.557,911.188,715.702,638.797,610.286,559.657,730.635,618.952,589.121,594.304,605.672,562.119,481.119,607.866,418.644,438.913,583.308,753.745,673.841,934.007,673.017,686.495,563.788,557.286,468.007,336.61,552.929,414.92,188.485
344.539,594.462,722.353,1082.406,847.755,898.268,1195.691,1235.881,1102.317,984.768,950.452,905.797,718.442,644,611.722,567.371,740.548,619.875,598.586,602.147,606.112,553.702,484.356,614.911,419.952,432.55,579.639,757.438,689.239,940.139,670.479,692.75,560.966,556.238,465.363,335.041,558.027,411.652,188.662
359.186,605.738,734.382,1076.729,846.245,890.969,1188.969,1221.127,1109.01,971.783,943.435,895.602,723.51,647.969,615.008,572.514,748.696,623.962,606.514,608.314,608.103,545.781,486.788,617.67,419.51,436.112,573.451,757.839,701.493,940.518,675.215,696.213,555.575,553.23,462.089,337.692,564.562,409.402,189.743
370.225,618.915,748.368,1066.165,843.618,879.536,1184.711,1208.024,1112.702,963.406,933.243,886.038,728.635,650.188,619.677,572.921,751.287,629.769,613.321,612.392,610.009,541.775,485.831,615.857,417.375,446.725,566.429,755.124,706.014,938.905,684.322,695.607,550.363,548.119,458.521,344.568,569.714,409.625,191.551
374.549,632.431,761.441,1056.444,841.176,866.278,1183.072,1200.786,1111.74,962.848,920.652,882.248,730.865,651.016,622.962,570.714,747.078,637.683,619.45,614.549,609.888,542.205,481.281,610.759,415.981,458.388,560.812,750.905,704.978,938.285,691.537,692.352,547.219,541.143,455.952,352.185,570.482,412.83,193.375
373.069,644.715,770.596,1053.188,838.941,854.01,1179.474,1202.563,1105.212,970.609,908.391,883.481,729.481,651.352,621.617,569.4,737.652,648.981,624.05,615.382,606.569,544.603,474.663,604.786,416.952,466.638,557.692,746.27,703.833,938.482,692.132,688.518,546.603,532.532,455.192,357.233,565.893,417.304,193.897
369.706,655.892,773.971,1060.135,835.402,845.474,1169.938,1212.968,1095.481,985.297,900.93,884.707,727.038,652.117,615.466,569.736,726.957,662.183,625.836,614.353,601.517,546.444,467.569,600.732,419.846,471.188,555.489,741.555,704.304,937.511,687.174,684.931,548.342,522.905,456.753,358.548,558.884,419.902,192.728
368.108,666.315,772.059,1077.045,829.882,842.206,1156.113,1227.071,1086.327,1003.109,900.017,883.985,726.817,653.367,606.985,570.186,717.922,672.577,623.479,611.186,597.457,547.834,462.438,600.429,423,473.362,552.361,737.197,703.145,935.226,681.008,681.014,552.616,514.135,460.199,357.589,554.08,418.839,190.154
368.765,673.685,767.941,1098.173,823.912,843.402,1144.258,1237.722,1079.837,1018.457,903.043,884.09,729.327,654.398,599.18,569.779,710.817,674.846,617.071,607.196,595.681,550.874,461.844,602.759,425.058,473.087,547.902,735.007,697.543,932.766,676.661,677.389,558.692,507.786,463.637,355.952,553.357,415.652,187.029
369.5,673.515,765.551,1114.429,820.147,846.588,1140.103,1242.563,1075.01,1026.638,906.27,889.023,730.625,654.008,593.211,569.586,704.826,667.625,607.636,604.667,595.034,555.132,466.513,604.062,424.433,468.987,544.158,736.964,689.87,930.036,674.694,676.213,564.192,504.968,464.658,353.527,554.152,412.67,184.279
368.863,663.523,767.074,1119.075,820.137,850.546,1143.268,1245.302,1069.596,1026.942,908.73,898.398,726.5,651.477,588.692,571.114,700.087,655.192,597.479,604.196,594.259,556.828,473.7,601.491,419.298,461.8,542.992,744.365,684.507,925.577,674.182,678.699,566.39,505.452,462.562,349.466,553.241,410.857,182.699
367.353,647.315,769.993,1112,822.686,856.866,1148.289,1250.103,1063.471,1022.283,911.878,909.383,716.663,646.695,584.526,574.629,698.148,644.385,589.179,604.176,594.414,552.113,479.425,595.58,408.933,454.5,545.068,756.168,682.319,918.102,675.331,682.704,565.308,508.476,459.493,343.747,551.036,409.223,182.691
365.569,631.554,768.625,1097.759,824.627,868.557,1151.619,1256.04,1060.058,1016.13,915.287,919.835,705.087,639.383,579.767,578.879,700.026,640.923,584.707,604,596.534,541.775,481.95,589.545,396.048,449.725,550.165,768.394,680.116,908.102,678.372,684.667,563.363,512.651,458.288,338.486,550.268,406.696,183.647
362.951,620.523,758.787,1081.353,823.48,886.237,1155.526,1259.111,1062.24,1010.13,917.383,928.752,697.442,628.82,574.94,582.929,705.757,645.942,583.85,604.765,599.733,530.603,482.569,585.991,385.317,446.612,557.233,776.197,674.572,898.066,682.81,683.491,561.979,516.984,461.062,335.918,553.17,402.911,184.551
357.176,613.546,741.478,1066.158,819.814,905.804,1164.753,1256.524,1068.548,1003.587,917.861,934.429,697.788,615.055,571.436,586.736,713.27,655.279,584.229,607.814,600.655,523.748,483.156,585.098,380.115,443.362,564.113,776.474,666.181,890.723,686.934,681.625,561.459,521.325,467.897,335.76,559.321,398.277,184.684
347.686,607.485,721.824,1056.331,818.01,920.165,1180.134,1249.595,1073.923,996.159,919.33,935.842,705.856,601.469,571.023,589.8,719.13,661.894,583.679,612.118,596.81,522.245,484.306,585.938,380.625,439.513,568.451,770.321,658.587,887.117,689.669,682.657,561.342,526.206,476.39,335.349,566.893,394.438,184.331
336.461,601.015,705.088,1056.218,821.98,925.227,1195.897,1242.333,1074.99,989.188,925.009,932.857,717,594.234,573.293,589.886,720.496,661.279,582.414,615.451,589.543,524.053,484.625,588.036,385.365,437.325,570.105,761.234,655.804,884.905,691.422,687.75,561.794,532.635,482.61,331.815,573.277,394.42,184.147
327.225,596.115,694.801,1066.353,831.598,921.247,1204.516,1239.587,1071.856,985.587,934.017,926.293,726.635,597.82,576.226,583.864,717.313,654.577,582.414,615.971,582.879,526.185,482.956,591.152,392.212,438.888,571.669,751.92,659.717,881.46,692.248,695.333,562.767,540.373,483.336,325.199,575.598,400.089,184.816
322.412,595.962,691.75,1081.008,841.716,911.588,1203.031,1243.952,1065.212,987.507,940.687,917.308,732.731,610.547,578.414,571.543,712.652,645.827,585.286,613.853,580.336,527.417,479.425,594.357,399.058,444.625,575.18,745.474,669.616,877.401,691.793,703.236,563.836,547.833,478.596,318.137,572.688,409.875,186.088
321.99,601.546,694.485,1091.85,844.569,898.969,1196.031,1254.937,1054.221,993.464,939.374,907.015,735.885,626.008,580.466,557.1,709.278,638.077,590.521,610.059,583.233,527.755,474.719,595.848,404.875,453.3,578.271,744.299,682.565,875.453,691.264,709.824,564.438,552.365,471.096,314.938,566.232,419.188,187.809
324.608,610.554,699.743,1095.03,835.941,886.577,1189.773,1268.46,1039.433,998.688,929.391,897.195,736.346,638.305,584.18,546.55,708.809,631.01,596.086,606.343,591.138,527.762,469.163,594.214,410.173,462.737,576.421,749.307,694.123,877.401,692.711,714.25,563.452,551.349,463.788,317.637,559.955,424.259,189.507
329.108,618.585,705.647,1092.992,819.333,878.227,1185.773,1279.659,1025.26,998.268,916.2,889.692,733.894,645.594,589.902,543.307,710.478,623.962,599.679,604.873,602.06,527.788,463.487,590.866,416.596,470.638,568.872,758.328,699.775,883.146,696.612,716.023,560.308,544.897,458.459,325.233,556.384,424.884,190.868
334.441,623.9,712.64,1090.962,804.549,876.289,1181.186,1284.96,1016.894,991.696,906.435,885.226,730.01,648.867,595.489,546.793,712.496,617.99,599.686,607.922,611.974,527.331,459.625,590.321,424.904,475.2,559.684,767.547,697.768,891.431,700.81,714.857,555.699,536.127,456,334.404,555.107,423.286,191.507
339.686,628.431,722.11,1090.398,799.186,880.464,1174.701,1282.905,1015.135,982.681,901.417,883.195,728.442,649.523,597.331,554.271,712.965,615.298,596.179,615.706,616.845,526.238,459.263,597.384,433.904,475.925,553.887,772.818,689.775,899.745,702.281,710.958,550.788,529.849,456.836,342.158,553.938,421.902,191.449
343.392,635.508,732.985,1088.211,804.029,888.608,1168.402,1273.667,1015.962,976.478,898.409,882.865,731.894,648.703,593.308,561.657,711.896,617.192,591.729,625.069,614.466,525.907,461.969,611.607,441.654,473.375,553.331,771.861,679.993,904.394,700.058,706.259,546.164,529.151,459.904,347.39,550.964,422.554,190.64
344.725,644.931,741.669,1081.173,815.029,899.938,1164.196,1258.278,1016.067,975.681,895.965,883.827,737.942,648.078,585.233,565.529,710.922,622.144,589.793,631.265,606.379,529.053,464.75,626.455,445.827,469.087,556.662,764.898,673.326,903.343,694.818,703.898,541.418,533.849,462.932,350.425,545.929,425.536,188.934
344.304,653.008,746.015,1070.669,828.324,913.371,1160.402,1238.206,1016.365,979.362,896.496,885.18,740.731,649.242,577.602,564.679,711.783,626.49,591.764,631.755,597.026,537.411,465.444,634.67,445.067,465.712,561.955,753.985,673.007,898.146,688.157,706.069,536.589,541.103,463.329,351.671,539.446,429.634,186.36
343.686,656.685,747.213,1062.602,839.902,925.691,1154.289,1215.913,1019.865,984.065,903.322,885.353,737.288,651.148,573.902,561.457,715.052,627.394,595.336,627.137,590.681,549.119,464.794,633.152,439.308,463.688,567.286,741.482,679.007,893.175,681.81,711.315,532.466,547.452,460.719,350.342,532.321,432.705,182.956
343.765,656.377,747.331,1062.91,844.373,931.144,1145.928,1193.786,1026.433,985.659,915.591,883.534,729.75,651.109,573.91,560.071,719.974,624.663,595.721,618.52,588.241,559.483,465.706,624.527,430.673,461.288,570.842,730.036,687.471,892.088,678.025,715.393,530.445,550.73,457.767,345.11,525.938,433.509,179.956
343.824,653.523,745.669,1073.015,837.833,926.227,1139.866,1173.786,1032.365,982.514,928.226,881.421,721.971,645.305,575.015,562.9,724.87,620.125,589.364,606.922,587.802,564.993,470.013,614.321,421.865,457.013,570.699,722.102,693.652,895.905,678.926,715.639,531.027,551.429,457.719,335.61,522.652,432.67,178.272
342.608,648.338,740.61,1088.744,822.51,913.948,1140.247,1158.738,1034.673,976.652,934.67,882.323,715.692,632.172,574.699,568.743,728.243,615.51,576.75,594.931,587.474,565.702,477.194,606.866,414.519,451.612,566.045,719.095,695.123,902.562,684.537,712.815,533.144,551.706,462.205,324.295,525.464,431.714,178.287
339.216,640.485,733.118,1102.549,806.069,901.196,1146.557,1151.992,1033.837,971.812,930.922,889.053,710.923,613.984,572.992,574.664,729.461,612.221,562.743,587.02,586.681,564.172,484.65,603.062,408.75,447.087,558.06,721.219,693.703,909.496,692.413,709.259,534.767,553.079,470.158,315.185,535.179,432.116,179.522
334.676,630.269,726.522,1107.556,795.549,892.701,1153.876,1155.444,1032.26,971.725,918.6,900.955,708.702,596.648,572.774,578.057,728.496,611.923,553.379,585.52,585.793,562.298,489.731,601.625,404.24,444.275,549.549,728.328,692.529,914.613,699.496,705.935,533.993,554.683,477.849,310.644,549.205,434.027,180.985
331.529,618.546,722.559,1101.203,793.088,888.124,1157.361,1167.302,1031.644,977.862,903.948,913.128,709.942,586.305,577.18,578.036,724.713,615.317,552.436,588.49,584.957,559.854,491.794,601.161,401.433,442.9,542.91,738.847,692.514,917.036,703.116,702.463,530.24,554.032,481.411,310.055,561.812,436.062,182.257
331.471,606.792,720.441,1085.797,795.255,885.309,1156.113,1183.397,1034.519,989.449,894.33,918.917,714.058,585.859,586.534,575.671,718.522,620.788,559.107,592.078,585.095,555.974,491.538,601.268,400.558,442.875,539.481,749.066,691.79,916.547,702.231,698.852,524.952,549.921,479.63,311.856,567.67,436.134,183.529
333.765,596.177,719.588,1067.083,797.402,883.567,1152.67,1199.786,1043.74,1003.275,892.478,913.962,718.894,594.156,597.744,572.414,712.878,625.067,568.921,594.471,587.629,550.073,489.612,602.018,401.106,444.587,539.444,755.62,689.029,913.818,696.818,696.051,520.808,543.722,474.493,315.726,565.036,432.911,185.515
336.804,587.5,720.221,1051.256,797.137,882.938,1151.866,1213.849,1060.231,1015.464,896.104,899.451,722.337,607.625,606.774,569.379,711.852,627.452,577.014,597.225,593.422,543.503,485.95,603.25,402.317,447.875,542.677,758.701,685.616,910.489,687.496,694.875,521,536.603,469.664,322.555,557.259,427.768,189.037
339.471,581.008,722.316,1043.083,796.078,884.732,1157.546,1223.762,1080.683,1023.638,901.896,882.053,724.135,622.547,611.248,567.407,715.704,629.683,581.329,602.99,601.388,538.55,481.169,606.42,403.683,452.675,548.316,762.555,684.21,909.496,676.107,695.412,527.24,528.667,468.37,332.075,551.027,424.384,193.787
342.451,577.631,725.64,1045.459,799.48,891.598,1169.917,1229.151,1099.221,1027.573,910.217,870.383,726.077,636.445,612.241,567.336,720.643,633.875,583.014,614.353,609.328,537.901,478.237,614.464,405.346,459.962,554.444,771.62,686.217,913.679,665.702,697.903,539.062,520.69,471.493,342.644,552.089,426.188,198.257
346.225,578.431,730.309,1059.398,812.392,905.928,1185.804,1231.635,1111.817,1029.703,924.096,871.744,730.212,648.867,613.466,569.471,723.548,640.942,585.729,631.873,616.578,542.49,481.231,629.58,407.942,469.587,560.669,787.088,692.355,925.38,660.769,702.986,553.945,515.373,477.767,352.247,561.955,434.446,201.699
349.804,583.515,736.89,1082.654,835.02,926.763,1201.907,1234.032,1118.337,1033.116,944.887,888.203,737.702,660.453,618.429,572.621,726.835,651.423,592.693,653.931,624.767,551.384,491.65,650.491,412.394,478.938,568.466,806.088,703.688,944.474,665.537,711.343,569.308,515.913,485.363,360.473,578.875,447.58,204.287
352.422,592.054,744.566,1108.865,862.059,949.361,1217.67,1238.675,1121.394,1038.123,969.922,915.241,747.673,670.844,627.278,575.257,736.122,664.875,604.6,677.853,636.336,563.02,506.75,672.955,419.067,484.125,579.872,824.263,720.63,968.204,681.347,723.139,583.527,523.905,492.945,368.253,600.554,461.938,207.118
355.255,603.092,750.971,1131.008,885.657,967.856,1233.639,1245.579,1123.702,1042.877,993.087,943.917,758.76,678.57,636.857,577.893,751.948,679.75,619.986,701.059,651.276,576.715,521.625,692.161,427.971,483.487,594.203,838.518,739.978,992.197,704.81,737.37,596.582,538.571,500.897,376.048,625.152,473.634,210.971
360.735,615.838,753.287,1145.707,899.245,979,1247.814,1252.587,1126.577,1046.065,1008.922,967.293,770.423,681.391,644.654,582.721,768.183,693.577,635.664,721.608,667.362,593.013,532.919,706.295,438.067,480.9,607.947,848.431,756.826,1013.175,729.256,752.537,609.384,557.103,510.514,384.158,649.643,480.473,216.301
368.882,629.115,750.5,1154.113,899.735,984.351,1256.505,1256.516,1130,1048.833,1016.409,985.173,783.231,678.086,651.203,591.079,777.148,705.817,648.421,738.48,681.552,612.457,539.706,715.875,448.548,482.325,617.925,854.898,768.399,1030.62,748.298,766.518,621.589,575.008,522.603,392.267,669.384,483.723,223.471
376.627,641.062,744.382,1159.406,888.343,988.619,1260.217,1255.405,1134.538,1053.906,1018.522,1001.744,796.798,670.133,658.496,601.336,776.6,719.135,657.029,751.52,693.069,633.702,543.531,721.714,458.346,491,624.361,859.095,774.841,1045.015,758.81,777.745,631.493,587.881,535.822,399.863,680.83,486.589,231.706
380.069,648.685,738.162,1164.135,870.412,994.794,1262.217,1250.984,1141.212,1062.804,1019.13,1018.459,806.971,662.219,666.782,610.807,770.696,736.615,662.629,760.961,704.655,654.126,546.906,724.054,467.625,505.862,630.872,862.781,777.254,1054.964,761.686,785.398,637.418,592.952,547.027,405.658,683.241,491.411,239.257
378.137,648.423,734.368,1170.188,853.745,1000.814,1262.629,1247.444,1150.567,1074.297,1020.4,1031.977,809.808,660.164,674.88,618.307,765.53,757.538,667.086,765.961,719.629,670.881,551.825,724.312,477.365,523.05,640.226,867.737,776.043,1058.073,760.587,788.949,639.206,590.429,552.993,408.884,679.795,497.875,243.853
372.696,639.115,733.434,1177.586,844.696,1003.247,1257.938,1248.579,1160.837,1084.891,1023.139,1037.429,806.933,666.914,681.564,624.636,764.322,776.692,671.964,764.882,738.5,682.497,558.731,725.223,487.452,537.912,652.211,874.496,771.63,1054.197,758.669,788.755,638.294,584.056,553.192,410.514,675.196,503.438,243.846
366.814,625.131,735.044,1183.233,845.167,1002.124,1245.794,1254.857,1169.721,1090.891,1026.922,1034,805.673,679.609,685.466,630.4,767.113,788.462,678.679,758.314,757.94,688.689,566.656,728.857,495.596,546.838,663.767,881.526,765.674,1045.35,757.372,786.134,635.692,578.849,550.294,412.932,673.652,505.83,239.75
363.353,613.785,739.184,1182.895,853.569,1000.598,1228.557,1263.682,1176.865,1091.645,1028.913,1024.977,811.365,692.094,686.263,634.914,772.165,790.808,687.379,750.775,772.94,689.821,573.931,734.152,500.096,549.1,672.947,887.854,760.493,1033.891,755.455,782.857,632.521,578.675,547.63,418.377,676.652,504.884,234.449
363.216,609.754,745.772,1174.481,866.804,1000.134,1210.783,1271.984,1183.673,1089.783,1025.513,1014.188,822.567,700.102,686.083,637.336,777.348,784.683,696.171,746.755,780.578,686.874,579.294,738.223,501.423,546.1,680.308,894.409,758.043,1022.38,751.851,780.278,631.253,584.222,547.575,426.418,682.161,501.732,231.471
365.176,612.054,754.051,1159.03,880.255,999.814,1196.423,1278.786,1190.846,1088.341,1014.904,1004.579,832.269,703.82,688.436,637.721,780.365,772.115,700.907,746.373,780.94,682.119,582.713,739.42,501.673,540.975,687.767,903.182,758.275,1015.139,746.81,778.63,634.185,593.143,549.514,433.185,686.562,497.679,232.272
367.176,618.031,762.478,1138.917,887.637,999.196,1188.835,1286.484,1196.096,1087.435,999.33,997.857,834.692,705.281,694.143,635.536,780.035,756.702,699.136,745.657,776.198,678.947,584.894,738.446,502.692,537.425,696.338,913.993,759.471,1016.569,742.19,777.444,641.733,600.968,551.781,433.637,688.402,493.036,235.243
369.02,627.908,769.11,1118.361,884.265,999.144,1192.474,1298.151,1196.163,1085.927,982.6,994.203,829.952,705.312,700.992,630.486,777.765,744.01,692.379,741.784,769.759,679.589,586.231,736.804,504.404,538.475,704.429,922.781,759.572,1026.73,739.413,775.94,651.13,602.762,553.397,425.705,689.33,487.875,237.434
372.333,643.785,771.985,1102.744,871.353,999.186,1208.34,1312.667,1190.423,1083.413,968.583,991.962,822.125,702.688,706.195,623.793,776.243,738.75,684.957,735.863,763.81,683.126,586.438,735.357,505.654,544.325,710.188,923.197,757.406,1039.102,738.033,772.884,658.849,596.27,554.11,412.795,691.839,482.679,236.868
378.451,665.223,770.463,1097.045,856.784,996.186,1231.722,1324.659,1182.49,1080.688,959.374,988.271,815.019,697.172,708.91,618.586,777.774,740.827,680.8,730.422,757.879,684.424,584.281,734.58,504.933,551.312,713,911.168,753.804,1044.657,736.744,767.495,663.459,583.802,553.76,401.315,696.152,477.839,233.676
385.706,687.9,765.816,1103.233,849.99,988.381,1254,1329.222,1176.587,1077.993,955.383,982.105,809.394,691.555,710.165,617.95,782.191,744.462,680.593,727.118,749.698,678.57,577.975,735,501.24,555.037,714.368,888.898,751.261,1039.036,735.455,759.824,666.342,570.159,551.719,395.425,699.812,473.598,229.331
389.931,706.008,760.662,1119.06,854.373,977.722,1268.206,1326.103,1174.125,1075.688,957.035,975.165,804.067,689.867,710.368,622.529,787.304,743.712,682.086,725.922,738.302,665.517,567.675,736.357,495.462,554.95,715.669,863.949,752.529,1026.124,735.983,750.676,668.788,559.548,546.932,394.788,698.732,470.42,224.985
388.304,716.838,756.64,1138.338,865.02,968.052,1271.464,1318.818,1173.615,1075.609,964.87,970.406,797.856,692.773,708.617,630.243,789.93,736.327,681.357,725.863,725.81,650.583,555.963,738.25,489.971,554.638,717.383,844.372,757.732,1014.27,740.422,741.732,669.123,552.841,539.562,395.767,691.33,468.821,220.743
381.363,721.592,753.147,1154.466,872.696,959.577,1266.186,1312.333,1173.279,1078.957,978.148,970.541,790.365,696.25,703.586,638.029,787.817,724.163,675.757,725.559,715.672,638.934,546.694,741.741,487.452,557.112,719,833.912,764.196,1009.876,748.818,734.968,665.13,548.706,530.973,396.199,680.009,468.598,215.846
373.549,723.169,748.507,1163.12,871.069,948.361,1259.113,1311.929,1172.75,1084.594,992.2,976.301,782.788,693.812,694.526,644.029,781.635,710.76,666.143,723.471,709.224,631.947,541.537,748.33,488.577,561.138,719.647,831.701,767.312,1012.445,757.934,732.153,656.904,546.294,524.103,397,669.75,468.339,210.529
369.755,722.654,742.64,1163.256,860.824,930.371,1257.608,1319.937,1171.433,1089.826,999.8,987.218,776.317,682.273,682.278,648.707,774.078,699.279,656.5,717.745,705.362,628.967,537.838,756.527,491.587,562.188,717.549,834.394,764.797,1016.803,763.281,733.681,647.178,545.619,521.199,400.13,663.866,466.152,206.441
371.618,719.346,737.985,1155.82,848.314,907.113,1264.186,1333.754,1168.173,1093.297,996.678,1000.639,772.51,664.25,669.947,652.979,767.165,691.673,651.064,708.108,703.06,629.861,531.95,761.089,493.279,558.225,710.053,838.007,756.935,1016.547,762.826,737.991,638.438,546.698,521.918,404.226,662.366,461.446,205.346
377.225,714.046,736.765,1143.008,839.392,885.495,1274.237,1347.246,1162.433,1094.515,985.391,1011.805,773.231,647.359,660.414,656.05,760.6,688.394,650.229,696.275,703.078,634.199,523.775,757.348,492.798,551.612,696.444,838.781,747.362,1008.409,758.256,742.829,630.459,548.794,523.356,405.144,662.429,454.839,206.647
383.578,709.785,738.213,1128.368,835.794,872.34,1281.65,1354.889,1155.721,1092.435,973.496,1015.023,779.231,639.742,656.128,654.921,752.809,688.327,650.8,684.559,706.414,639.47,516.463,745.616,491.731,546.487,679.293,833.577,740.42,993.818,752.256,746.426,621.39,551.278,522.794,400.226,660.625,447.5,208.037
388.882,710.062,740.191,1115.88,835.441,869.948,1283.516,1355.96,1150.067,1085.341,966.165,1007.368,788.894,645.062,656.459,647.35,743.661,689.317,649.879,674.265,711.026,641.55,512.1,730.045,491.558,544.612,664.233,821.839,739.362,977.35,746.628,748.051,610.541,554.151,519.589,391.644,654.5,441.438,207.949
392.01,715.885,741.397,1107.917,835.892,875.443,1280.268,1353.19,1146.538,1072.71,963.209,992.293,797.779,659.734,657.955,635.8,734.365,689.721,647.671,665.333,712.845,638.364,509.975,714.589,491.76,544.213,655.632,806.62,744.558,963.752,741.901,748.157,600.479,556.833,514.678,384.459,643.321,438.554,207.14
391.657,724.469,742.294,1105.534,837.059,883.691,1273.309,1349.873,1145.308,1056.275,961.478,976.526,800.788,675.68,656.278,625.393,725.939,689.99,645.536,657.627,710.716,631.238,508.569,701.571,490.644,542.7,653.406,792.657,753.261,956.547,737.686,747.764,595.199,558.278,508.438,381.795,629.107,439.17,207.581
