Points0,Points1,Points2,cell,,,comm0,proc_300_cor7,proc_300_cor9,intensity
0.891,28.67088608,4.356,8,,,0,13,51,9756.2
0.891,28.67088608,2.508,9,,,1,25,51,8579.3
0.99,28.67088608,8.283,10,,,0,25,51,10758
1.023,28.67088608,11.22,11,,,0,25,51,11717
1.188,28.67088608,8.91,12,,,0,25,51,10897
1.353,28.67088608,16.434,13,,,0,13,51,9027.7
1.419,28.67088608,7.557,14,,,0,13,51,9988.2
1.782,28.67088608,12.804,15,,,0,25,51,10603
2.211,28.67088608,1.023,16,,,2,25,51,8661.7
2.211,28.67088608,9.768,17,,,2,25,51,12134
2.508,28.67088608,13.035,18,,,0,25,51,11658
2.442,28.67088608,7.392,19,,,0,25,51,9805.6
2.475,28.67088608,2.772,20,,,1,25,51,9552.8
2.64,28.67088608,1.551,21,,,2,25,51,9236
2.772,28.67088608,8.382,22,,,0,25,51,10455
2.805,28.67088608,10.461,23,,,2,25,51,12661
3.531,28.67088608,16.797,24,,,2,25,51,9346.2
3.465,28.67088608,8.019,25,,,0,25,51,10932
3.762,28.67088608,7.128,26,,,2,25,51,11909
3.663,28.67088608,4.785,27,,,0,25,51,9989.4
3.861,28.67088608,12.276,28,,,0,25,51,11519
3.828,28.67088608,7.92,29,,,2,25,51,12104
4.125,28.67088608,5.511,30,,,2,25,51,10482
4.158,28.67088608,0.462,31,,,0,25,51,8647.7
4.29,28.67088608,13.959,32,,,2,25,51,11030
4.356,28.67088608,9.702,33,,,0,25,51,11029
4.587,28.67088608,11.781,34,,,2,25,51,10893
4.785,28.67088608,10.164,35,,,2,25,51,10555
4.917,28.67088608,11.22,36,,,2,25,51,11290
4.983,28.67088608,0.759,37,,,2,25,51,8816.5
5.016,28.67088608,5.412,38,,,2,25,51,10158
5.214,28.67088608,12.441,39,,,0,25,51,11019
5.313,28.67088608,11.715,40,,,1,25,51,10960
5.346,28.67088608,7.227,41,,,0,25,51,10906
5.478,28.67088608,10.725,42,,,2,25,51,12107
5.577,28.67088608,9.108,43,,,1,25,51,10729
5.709,28.67088608,4.158,44,,,0,25,51,9279.3
5.676,28.67088608,5.94,45,,,2,25,51,12004
5.775,28.67088608,4.62,46,,,2,25,51,9600
5.907,28.67088608,15.345,47,,,2,25,51,10674
6.006,28.67088608,7.953,48,,,0,25,51,10770
6.138,28.67088608,11.88,49,,,2,25,51,11675
6.072,28.67088608,4.983,50,,,0,25,51,11818
6.336,28.67088608,13.002,51,,,2,25,51,11432
6.567,28.67088608,4.587,52,,,2,25,51,10480
6.798,28.67088608,8.085,53,,,1,25,51,11327
6.666,28.67088608,3.234,54,,,2,25,51,10033
6.765,28.67088608,10.626,55,,,1,25,51,10814
6.831,28.67088608,14.091,56,,,2,20,99,10875
6.93,28.67088608,15.081,57,,,1,20,99,9411.1
7.095,28.67088608,3.234,58,,,2,20,99,9947.4
7.095,28.67088608,11.319,59,,,2,20,99,10906
7.326,28.67088608,5.775,60,,,2,20,99,10587
7.59,28.67088608,10.527,61,,,2,20,99,11197
7.722,28.67088608,8.184,62,,,0,20,99,10510
7.689,28.67088608,11.748,63,,,2,20,99,11131
7.689,28.67088608,16.401,64,,,0,20,99,8067.6
7.887,28.67088608,12.837,65,,,1,20,99,11045
8.085,28.67088608,4.62,66,,,0,20,99,9146.3
8.25,28.67088608,5.544,67,,,2,20,99,11464
8.415,28.67088608,7.392,68,,,1,20,99,11894
8.646,28.67088608,9.339,69,,,2,20,99,11048
8.547,28.67088608,8.217,70,,,2,20,99,11176
8.514,28.67088608,3.993,71,,,0,20,99,9051.3
8.712,28.67088608,1.716,72,,,2,20,99,8080.6
8.646,28.67088608,5.214,73,,,2,20,99,10248
9.075,28.67088608,7.491,74,,,2,20,99,12065
9.075,28.67088608,12.012,75,,,1,20,99,11586
9.042,28.67088608,10.461,76,,,2,20,99,13099
9.141,28.67088608,13.035,77,,,1,20,99,10227
9.405,28.67088608,4.719,78,,,2,20,38,9261.4
9.867,28.67088608,3.927,79,,,2,20,38,8882.4
9.867,28.67088608,6.765,80,,,2,20,38,11006
10.329,28.67088608,4.455,81,,,2,20,99,9822.6
10.56,28.67088608,0.891,82,,,0,20,99,7909.1
10.923,28.67088608,3.531,83,,,0,20,99,9700.6
10.956,28.67088608,7.59,84,,,1,20,38,10979
11.451,28.67088608,9.438,85,,,0,20,38,11164
11.484,28.67088608,4.257,86,,,2,20,38,9991.5
11.682,28.67088608,16.335,87,,,2,20,38,8602.3
11.715,28.67088608,6.204,88,,,2,20,38,10778
11.814,28.67088608,5.412,89,,,2,20,38,10163
12.243,28.67088608,10.725,90,,,1,20,38,10955
12.507,28.67088608,5.61,91,,,0,20,38,10142
12.705,28.67088608,3.729,92,,,1,20,38,8717.9
12.837,28.67088608,5.082,93,,,0,20,12,10470
12.87,28.67088608,1.353,94,,,1,20,12,8195.1
13.332,28.67088608,7.656,95,,,0,20,12,10646
13.299,28.67088608,14.52,96,,,0,20,12,9864.6
13.563,28.67088608,16.863,97,,,2,20,12,7902.4
13.53,28.67088608,10.098,98,,,2,20,12,13591
13.629,28.67088608,9.372,99,,,2,20,12,11795
13.728,28.67088608,10.791,100,,,2,20,12,11660
13.893,28.67088608,5.082,101,,,0,20,12,9228.1
13.959,28.67088608,6.468,102,,,2,20,12,10230
14.454,28.67088608,0.726,103,,,1,20,12,7738.9
14.388,28.67088608,4.29,104,,,2,20,12,9615.4
14.388,28.67088608,14.355,105,,,2,20,12,9086.1
14.652,28.67088608,10.626,106,,,2,20,12,12324
14.751,28.67088608,8.58,107,,,2,20,12,10801
15.279,28.67088608,8.91,108,,,1,20,12,10817
15.477,28.67088608,7.26,109,,,0,20,12,10117
15.576,28.67088608,8.712,110,,,0,20,12,10681
15.642,28.67088608,9.537,111,,,2,20,12,10742
15.873,28.67088608,12.606,112,,,2,20,12,10222
16.401,28.67088608,4.356,113,,,2,20,12,9189.7
16.368,28.67088608,10.923,114,,,2,20,12,11925
16.599,28.67088608,9.24,115,,,0,20,12,10861
16.83,28.67088608,10.032,116,,,2,20,12,10923
16.929,28.67088608,7.722,117,,,0,14,12,10993
16.929,28.67088608,6.237,118,,,2,14,12,10454
17.391,28.67088608,6.996,119,,,0,14,12,10199
17.919,28.67088608,9.108,120,,,2,14,12,10760
18.117,28.67088608,16.896,121,,,0,14,12,7933.3
18.084,28.67088608,8.481,122,,,2,14,12,10542
18.381,28.67088608,7.326,123,,,2,14,12,11094
18.645,28.67088608,7.722,124,,,0,14,12,9571.4
18.48,28.67088608,13.794,125,,,2,14,12,11531
19.008,28.67088608,10.131,126,,,1,14,12,9762.5
19.14,28.67088608,10.824,127,,,1,14,12,9333.3
19.305,28.67088608,4.554,128,,,2,14,12,9384.6
19.239,28.67088608,8.613,129,,,2,14,12,9973.5
19.272,28.67088608,16.896,130,,,2,14,12,7902.4
19.338,28.67088608,16.038,131,,,0,14,12,7232.6
20.031,28.67088608,5.775,132,,,1,14,12,10062
20.163,28.67088608,8.811,133,,,2,14,12,9867.5
20.229,28.67088608,10.395,134,,,2,14,46,9545.5
20.691,28.67088608,13.134,135,,,2,14,46,9515.6
20.856,28.67088608,3.465,136,,,2,14,46,8873.5
20.889,28.67088608,16.632,137,,,0,14,46,6213.1
21.12,28.67088608,6.237,138,,,2,14,46,8193.9
22.308,28.67088608,10.461,139,,,1,14,46,7911.8
0.165,28.66089274,12.441,1,,,0,14,46,10869
0.132,28.66089274,5.841,2,,,0,14,46,9140.8
0.264,28.66089274,3.663,3,,,0,14,46,8134.3
0.396,28.66089274,9.537,4,,,1,14,46,12332
0.594,28.66089274,6.105,5,,,1,14,46,9055.6
0.66,28.66089274,1.518,6,,,1,14,46,9761.3
0.825,28.66089274,16.533,7,,,0,14,46,8682.8
0.891,28.66089274,4.356,8,,,0,14,46,9843.8
0.891,28.66089274,2.508,9,,,1,14,46,8703.4
0.99,28.66089274,8.283,10,,,0,14,46,10795
1.023,28.66089274,11.22,11,,,0,14,46,11798
1.188,28.66089274,8.91,12,,,0,17,46,10968
1.353,28.66089274,16.434,13,,,0,17,46,9093.4
1.419,28.66089274,7.557,14,,,0,17,46,10065
1.782,28.66089274,12.804,15,,,0,17,46,10712
2.211,28.66089274,1.023,16,,,0,17,46,8721.2
2.211,28.66089274,9.768,17,,,1,17,46,12166
2.508,28.66089274,13.035,18,,,0,17,46,11741
2.442,28.66089274,7.392,19,,,0,17,46,9812.5
2.475,28.66089274,2.772,20,,,1,17,46,9664.6
2.64,28.66089274,1.551,21,,,1,17,46,9332
2.772,28.66089274,8.382,22,,,0,17,46,10615
2.805,28.66089274,10.461,23,,,1,17,46,12696
3.531,28.66089274,16.797,24,,,1,17,46,9375
3.465,28.66089274,8.019,25,,,0,17,46,10973
3.762,28.66089274,7.128,26,,,1,17,46,11970
3.663,28.66089274,4.785,27,,,0,17,46,9978.7
3.861,28.66089274,12.276,28,,,1,17,46,11585
3.828,28.66089274,7.92,29,,,1,17,46,12083
4.125,28.66089274,5.511,30,,,1,17,46,10510
4.158,28.66089274,0.462,31,,,0,17,46,8818.2
4.29,28.66089274,13.959,32,,,0,17,46,11104
4.356,28.66089274,9.702,33,,,0,17,46,11096
4.587,28.66089274,11.781,34,,,1,17,46,10905
4.785,28.66089274,10.164,35,,,0,17,46,10665
4.917,28.66089274,11.22,36,,,1,17,46,11330
4.983,28.66089274,0.759,37,,,0,17,46,8902.6
5.016,28.66089274,5.412,38,,,0,17,46,10223
5.214,28.66089274,12.441,39,,,0,17,46,11139
5.313,28.66089274,11.715,40,,,1,17,46,11023
5.346,28.66089274,7.227,41,,,0,17,46,10965
5.478,28.66089274,10.725,42,,,1,17,46,12182
5.577,28.66089274,9.108,43,,,1,17,46,10780
5.709,28.66089274,4.158,44,,,0,17,46,9324.3
5.676,28.66089274,5.94,45,,,1,17,46,12105
5.775,28.66089274,4.62,46,,,1,17,46,9700
5.907,28.66089274,15.345,47,,,1,17,46,10674
6.006,28.66089274,7.953,48,,,0,17,46,10815
6.138,28.66089274,11.88,49,,,1,17,46,11727
6.072,28.66089274,4.983,50,,,0,17,46,11841
6.336,28.66089274,13.002,51,,,1,17,46,11517
6.567,28.66089274,4.587,52,,,1,17,46,10590
6.798,28.66089274,8.085,53,,,1,17,46,11367
6.666,28.66089274,3.234,54,,,1,17,46,10088
6.765,28.66089274,10.626,55,,,1,17,46,10876
6.831,28.66089274,14.091,56,,,1,17,46,10861
6.93,28.66089274,15.081,57,,,0,17,46,9455.6
7.095,28.66089274,3.234,58,,,1,17,46,9934.2
7.095,28.66089274,11.319,59,,,1,17,46,10892
7.326,28.66089274,5.775,60,,,1,17,46,10610
7.59,28.66089274,10.527,61,,,1,17,46,11269
7.722,28.66089274,8.184,62,,,0,17,46,10564
7.689,28.66089274,11.748,63,,,1,17,46,11155
7.689,28.66089274,16.401,64,,,0,17,19,8058
7.887,28.66089274,12.837,65,,,1,17,19,11023
8.085,28.66089274,4.62,66,,,0,17,19,9219.5
8.25,28.66089274,5.544,67,,,1,17,19,11558
8.415,28.66089274,7.392,68,,,1,17,19,12053
8.646,28.66089274,9.339,69,,,0,17,19,11070
8.547,28.66089274,8.217,70,,,1,17,19,11188
8.514,28.66089274,3.993,71,,,0,17,19,9141
8.712,28.66089274,1.716,72,,,0,17,19,8086
8.646,28.66089274,5.214,73,,,1,17,19,10286
9.075,28.66089274,7.491,74,,,1,3,19,12110
9.075,28.66089274,12.012,75,,,1,3,19,11593
9.042,28.66089274,10.461,76,,,1,3,19,13099
9.141,28.66089274,13.035,77,,,1,3,19,10299
9.405,28.66089274,4.719,78,,,0,3,19,9397.7
9.867,28.66089274,3.927,79,,,1,3,19,8976.5
9.867,28.66089274,6.765,80,,,1,3,19,11075
10.329,28.66089274,4.455,81,,,1,3,19,9817.2
10.56,28.66089274,0.891,82,,,0,3,19,7942.1
10.923,28.66089274,3.531,83,,,1,3,19,9740.1
10.956,28.66089274,7.59,84,,,1,3,19,11011
11.451,28.66089274,9.438,85,,,0,3,19,11247
11.484,28.66089274,4.257,86,,,1,3,19,10103
11.682,28.66089274,16.335,87,,,1,3,19,8666.7
11.715,28.66089274,6.204,88,,,1,3,19,10783
11.814,28.66089274,5.412,89,,,1,3,19,10203
12.243,28.66089274,10.725,90,,,0,3,19,10989
12.507,28.66089274,5.61,91,,,0,3,19,10083
12.705,28.66089274,3.729,92,,,1,3,19,8752.1
12.837,28.66089274,5.082,93,,,0,3,19,10530
12.87,28.66089274,1.353,94,,,0,3,19,8268.3
13.332,28.66089274,7.656,95,,,0,3,19,10682
13.299,28.66089274,14.52,96,,,0,3,19,9895.8
13.563,28.66089274,16.863,97,,,0,3,19,7951.2
13.53,28.66089274,10.098,98,,,1,3,19,13614
13.629,28.66089274,9.372,99,,,1,3,19,11857
13.728,28.66089274,10.791,100,,,1,3,19,11647
13.893,28.66089274,5.082,101,,,0,3,19,9293.9
13.959,28.66089274,6.468,102,,,1,3,19,10285
14.454,28.66089274,0.726,103,,,1,3,19,7805.6
14.388,28.66089274,4.29,104,,,0,3,19,9602.6
14.388,28.66089274,14.355,105,,,1,3,19,9066.2
14.652,28.66089274,10.626,106,,,1,3,19,12368
14.751,28.66089274,8.58,107,,,1,3,19,10813
15.279,28.66089274,8.91,108,,,1,3,19,10890
15.477,28.66089274,7.26,109,,,0,3,19,10141
15.576,28.66089274,8.712,110,,,0,3,19,10791
15.642,28.66089274,9.537,111,,,1,3,19,10734
15.873,28.66089274,12.606,112,,,0,3,19,10292
16.401,28.66089274,4.356,113,,,0,3,19,9215.5
16.368,28.66089274,10.923,114,,,1,3,19,12000
16.599,28.66089274,9.24,115,,,0,3,19,10926
16.83,28.66089274,10.032,116,,,0,3,19,10940
16.929,28.66089274,7.722,117,,,0,3,19,11028
16.929,28.66089274,6.237,118,,,0,3,19,10513
17.391,28.66089274,6.996,119,,,0,3,19,10233
17.919,28.66089274,9.108,120,,,1,3,19,10781
18.117,28.66089274,16.896,121,,,1,3,19,7933.3
18.084,28.66089274,8.481,122,,,1,3,19,10523
18.381,28.66089274,7.326,123,,,1,3,19,11116
18.645,28.66089274,7.722,124,,,0,3,19,9532.5
18.48,28.66089274,13.794,125,,,1,3,19,11481
19.008,28.66089274,10.131,126,,,1,3,19,9775
19.14,28.66089274,10.824,127,,,1,3,19,9471.5
19.305,28.66089274,4.554,128,,,0,3,19,9394.2
19.239,28.66089274,8.613,129,,,1,3,19,10018
19.272,28.66089274,16.896,130,,,1,3,19,7963.4
19.338,28.66089274,16.038,131,,,0,3,19,7209.3
20.031,28.66089274,5.775,132,,,1,3,19,10188
20.163,28.66089274,8.811,133,,,1,3,19,9915.7
20.229,28.66089274,10.395,134,,,0,3,19,9636.4
20.691,28.66089274,13.134,135,,,1,3,19,9625
20.856,28.66089274,3.465,136,,,1,3,19,8927.7
20.889,28.66089274,16.632,137,,,0,3,19,6196.7
21.12,28.66089274,6.237,138,,,0,3,19,8163.6
22.308,28.66089274,10.461,139,,,1,3,19,7925.1
0.165,28.6508994,12.441,1,,,0,3,19,10846
0.132,28.6508994,5.841,2,,,0,3,19,9070.4
0.264,28.6508994,3.663,3,,,0,3,19,8164.2
0.396,28.6508994,9.537,4,,,1,3,19,12358
0.594,28.6508994,6.105,5,,,1,3,19,9055.6
0.66,28.6508994,1.518,6,,,1,3,19,9743.2
0.825,28.6508994,16.533,7,,,0,3,19,8751.7
0.891,28.6508994,4.356,8,,,0,3,19,9881.2
0.891,28.6508994,2.508,9,,,1,3,19,8648.3
0.99,28.6508994,8.283,10,,,0,3,19,10814
1.023,28.6508994,11.22,11,,,0,3,19,11854
1.188,28.6508994,8.91,12,,,0,3,19,10987
1.353,28.6508994,16.434,13,,,0,3,19,9090
1.419,28.6508994,7.557,14,,,0,3,19,10059
1.782,28.6508994,12.804,15,,,0,3,19,10707
2.211,28.6508994,1.023,16,,,1,3,19,8687.7
2.211,28.6508994,9.768,17,,,1,3,19,12193
2.508,28.6508994,13.035,18,,,0,3,19,11710
2.442,28.6508994,7.392,19,,,0,3,19,9840.3
2.475,28.6508994,2.772,20,,,1,3,19,9652.2
2.64,28.6508994,1.551,21,,,1,3,19,9304
2.772,28.6508994,8.382,22,,,0,3,19,10566
2.805,28.6508994,10.461,23,,,1,3,19,12727
3.531,28.6508994,16.797,24,,,1,3,19,9413.5
3.465,28.6508994,8.019,25,,,0,3,19,11007
3.762,28.6508994,7.128,26,,,1,3,19,11948
3.663,28.6508994,4.785,27,,,0,3,19,10043
3.861,28.6508994,12.276,28,,,1,3,19,11679
3.828,28.6508994,7.92,29,,,1,3,19,12135
4.125,28.6508994,5.511,30,,,1,3,19,10494
4.158,28.6508994,0.462,31,,,0,3,19,8727.3
4.29,28.6508994,13.959,32,,,1,3,19,11090
4.356,28.6508994,9.702,33,,,0,3,19,11067
4.587,28.6508994,11.781,34,,,1,3,19,10923
4.785,28.6508994,10.164,35,,,0,3,19,10661
4.917,28.6508994,11.22,36,,,0,3,19,11379
4.983,28.6508994,0.759,37,,,1,3,19,8842.7
5.016,28.6508994,5.412,38,,,0,3,19,10252
5.214,28.6508994,12.441,39,,,0,3,19,11148
5.313,28.6508994,11.715,40,,,1,3,19,10994
5.346,28.6508994,7.227,41,,,0,3,19,10982
5.478,28.6508994,10.725,42,,,1,3,19,12170
5.577,28.6508994,9.108,43,,,0,3,19,10832
5.709,28.6508994,4.158,44,,,0,3,19,9360.4
5.676,28.6508994,5.94,45,,,1,3,19,12075
5.775,28.6508994,4.62,46,,,0,3,19,9687.5
5.907,28.6508994,15.345,47,,,1,3,19,10719
6.006,28.6508994,7.953,48,,,0,3,19,10792
6.138,28.6508994,11.88,49,,,1,3,19,11780
6.072,28.6508994,4.983,50,,,0,3,19,11795
6.336,28.6508994,13.002,51,,,1,3,19,11508
6.567,28.6508994,4.587,52,,,1,3,19,10540
6.798,28.6508994,8.085,53,,,1,3,19,11367
6.666,28.6508994,3.234,54,,,1,3,19,10055
6.765,28.6508994,10.626,55,,,1,3,19,10856
6.831,28.6508994,14.091,56,,,1,3,19,10917
6.93,28.6508994,15.081,57,,,0,3,19,9466.7
7.095,28.6508994,3.234,58,,,1,3,19,9953.9
7.095,28.6508994,11.319,59,,,1,3,19,10892
7.326,28.6508994,5.775,60,,,1,3,19,10598
7.59,28.6508994,10.527,61,,,1,3,19,11321
7.722,28.6508994,8.184,62,,,0,3,19,10520
7.689,28.6508994,11.748,63,,,1,3,19,11196
7.689,28.6508994,16.401,64,,,0,3,19,8082.1
7.887,28.6508994,12.837,65,,,1,18,19,11114
8.085,28.6508994,4.62,66,,,0,18,19,9182.9
8.25,28.6508994,5.544,67,,,1,18,19,11540
8.415,28.6508994,7.392,68,,,1,18,19,12030
8.646,28.6508994,9.339,69,,,0,18,19,11066
8.547,28.6508994,8.217,70,,,1,18,19,11200
8.514,28.6508994,3.993,71,,,0,18,19,9115.4
8.712,28.6508994,1.716,72,,,0,18,19,8091.4
8.646,28.6508994,5.214,73,,,1,18,19,10276
9.075,28.6508994,7.491,74,,,1,18,19,12127
9.075,28.6508994,12.012,75,,,1,18,19,11673
9.042,28.6508994,10.461,76,,,1,18,19,13170
9.141,28.6508994,13.035,77,,,1,18,19,10309
9.405,28.6508994,4.719,78,,,0,18,19,9340.9
9.867,28.6508994,3.927,79,,,1,18,19,8964.7
9.867,28.6508994,6.765,80,,,1,18,19,11054
10.329,28.6508994,4.455,81,,,1,18,19,9860.2
10.56,28.6508994,0.891,82,,,0,18,19,7942.1
10.923,28.6508994,3.531,83,,,0,18,19,9824.9
10.956,28.6508994,7.59,84,,,1,18,19,11027
11.451,28.6508994,9.438,85,,,0,18,19,11252
11.484,28.6508994,4.257,86,,,1,18,19,10128
11.682,28.6508994,16.335,87,,,1,18,19,8713.5
11.715,28.6508994,6.204,88,,,1,18,19,10793
11.814,28.6508994,5.412,89,,,1,18,19,10268
12.243,28.6508994,10.725,90,,,0,18,19,11003
12.507,28.6508994,5.61,91,,,0,18,19,10208
12.705,28.6508994,3.729,92,,,1,18,19,8846.2
12.837,28.6508994,5.082,93,,,0,18,19,10530
12.87,28.6508994,1.353,94,,,1,18,19,8268.3
13.332,28.6508994,7.656,95,,,0,18,19,10728
13.299,28.6508994,14.52,96,,,0,18,19,9979.2
13.563,28.6508994,16.863,97,,,1,18,19,7926.8
13.53,28.6508994,10.098,98,,,1,18,19,13568
13.629,28.6508994,9.372,99,,,1,18,19,11876
13.728,28.6508994,10.791,100,,,1,18,19,11653
13.893,28.6508994,5.082,101,,,0,18,19,9280.7
13.959,28.6508994,6.468,102,,,1,18,19,10309
14.454,28.6508994,0.726,103,,,1,18,19,7833.3
14.388,28.6508994,4.29,104,,,0,18,19,9634.6
14.388,28.6508994,14.355,105,,,1,18,19,9086.1
14.652,28.6508994,10.626,106,,,1,18,19,12375
14.751,28.6508994,8.58,107,,,1,18,19,10886
15.279,28.6508994,8.91,108,,,1,18,19,10793
15.477,28.6508994,7.26,109,,,0,18,19,10195
15.576,28.6508994,8.712,110,,,0,18,19,10736
15.642,28.6508994,9.537,111,,,1,18,19,10774
15.873,28.6508994,12.606,112,,,0,18,19,10361
16.401,28.6508994,4.356,113,,,0,18,19,9206.9
16.368,28.6508994,10.923,114,,,1,18,19,11950
16.599,28.6508994,9.24,115,,,0,18,19,10946
16.83,28.6508994,10.032,116,,,0,3,19,10973
16.929,28.6508994,7.722,117,,,0,3,19,11048
16.929,28.6508994,6.237,118,,,0,3,19,10496
17.391,28.6508994,6.996,119,,,0,3,19,10214
17.919,28.6508994,9.108,120,,,1,3,19,10870
18.117,28.6508994,16.896,121,,,0,3,19,7981
18.084,28.6508994,8.481,122,,,1,3,19,10523
18.381,28.6508994,7.326,123,,,1,3,19,11065
18.645,28.6508994,7.722,124,,,0,3,19,9662.3
18.48,28.6508994,13.794,125,,,1,3,19,11531
19.008,28.6508994,10.131,126,,,1,3,19,9800
19.14,28.6508994,10.824,127,,,1,3,19,9365.9
19.305,28.6508994,4.554,128,,,1,3,19,9413.5
19.239,28.6508994,8.613,129,,,1,3,19,10044
19.272,28.6508994,16.896,130,,,1,3,19,7926.8
19.338,28.6508994,16.038,131,,,0,3,19,7348.8
20.031,28.6508994,5.775,132,,,1,3,19,10225
20.163,28.6508994,8.811,133,,,1,3,19,9873.5
20.229,28.6508994,10.395,134,,,0,3,19,9610.4
20.691,28.6508994,13.134,135,,,1,3,19,9687.5
20.856,28.6508994,3.465,136,,,1,3,19,8981.9
20.889,28.6508994,16.632,137,,,0,3,19,6131.1
21.12,28.6508994,6.237,138,,,0,3,19,8200
22.308,28.6508994,10.461,139,,,1,3,19,7911.8
0.165,28.64090606,12.441,1,,,0,3,19,10846
0.132,28.64090606,5.841,2,,,0,3,19,9112.7
0.264,28.64090606,3.663,3,,,0,3,19,8156.7
0.396,28.64090606,9.537,4,,,1,3,19,12350
0.594,28.64090606,6.105,5,,,1,3,19,9077.8
0.66,28.64090606,1.518,6,,,1,3,19,9734.2
0.825,28.64090606,16.533,7,,,0,3,19,8744.8
0.891,28.64090606,4.356,8,,,0,3,19,9856.2
0.891,28.64090606,2.508,9,,,1,3,19,8689.7
0.99,28.64090606,8.283,10,,,0,3,19,10876
1.023,28.64090606,11.22,11,,,0,3,19,11798
1.188,28.64090606,8.91,12,,,0,3,19,11026
1.353,28.64090606,16.434,13,,,0,3,19,9110.7
1.419,28.64090606,7.557,14,,,1,3,19,10030
1.782,28.64090606,12.804,15,,,0,3,19,10739
2.211,28.64090606,1.023,16,,,0,3,19,8695.2
2.211,28.64090606,9.768,17,,,1,3,19,12219
2.508,28.64090606,13.035,18,,,0,3,19,11731
2.442,28.64090606,7.392,19,,,0,3,19,9812.5
2.475,28.64090606,2.772,20,,,1,3,19,9683.2
2.64,28.64090606,1.551,21,,,1,3,19,9320
2.772,28.64090606,8.382,22,,,0,3,19,10531
2.805,28.64090606,10.461,23,,,1,3,19,12718
3.531,28.64090606,16.797,24,,,1,3,19,9480.8
3.465,28.64090606,8.019,25,,,0,3,19,10966
3.762,28.64090606,7.128,26,,,1,3,19,11948
3.663,28.64090606,4.785,27,,,0,3,19,10021
3.861,28.64090606,12.276,28,,,1,3,19,11708
3.828,28.64090606,7.92,29,,,1,3,19,12135
4.125,28.64090606,5.511,30,,,1,3,19,10522
4.158,28.64090606,0.462,31,,,0,3,19,8727.3
4.29,28.64090606,13.959,32,,,1,3,19,11052
4.356,28.64090606,9.702,33,,,0,3,19,11077
4.587,28.64090606,11.781,34,,,1,3,19,10940
4.785,28.64090606,10.164,35,,,1,3,19,10608
4.917,28.64090606,11.22,36,,,1,3,19,11353
4.983,28.64090606,0.759,37,,,1,3,19,8880.1
5.016,28.64090606,5.412,38,,,1,3,19,10223
5.214,28.64090606,12.441,39,,,0,3,19,11074
5.313,28.64090606,11.715,40,,,1,3,19,10989
5.346,28.64090606,7.227,41,,,0,3,19,10965
5.478,28.64090606,10.725,42,,,1,3,19,12189
5.577,28.64090606,9.108,43,,,0,3,19,10832
5.709,28.64090606,4.158,44,,,0,3,19,9396.4
5.676,28.64090606,5.94,45,,,1,3,19,12101
5.775,28.64090606,4.62,46,,,1,3,19,9737.5
5.907,28.64090606,15.345,47,,,1,3,19,10696
6.006,28.64090606,7.953,48,,,0,3,19,10843
6.138,28.64090606,11.88,49,,,1,3,19,11689
6.072,28.64090606,4.983,50,,,0,3,19,11909
6.336,28.64090606,13.002,51,,,1,3,19,11500
6.567,28.64090606,4.587,52,,,1,3,19,10530
6.798,28.64090606,8.085,53,,,0,3,19,11351
6.666,28.64090606,3.234,54,,,1,3,19,10055
6.765,28.64090606,10.626,55,,,1,3,19,10856
6.831,28.64090606,14.091,56,,,1,3,19,10806
6.93,28.64090606,15.081,57,,,0,3,19,9533.3
7.095,28.64090606,3.234,58,,,1,3,19,9980.3
7.095,28.64090606,11.319,59,,,1,3,19,10956
7.326,28.64090606,5.775,60,,,1,3,19,10659
7.59,28.64090606,10.527,61,,,1,3,19,11218
7.722,28.64090606,8.184,62,,,0,3,19,10541
7.689,28.64090606,11.748,63,,,1,3,19,11149
7.689,28.64090606,16.401,64,,,0,3,19,8082.1
7.887,28.64090606,12.837,65,,,1,3,19,11068
8.085,28.64090606,4.62,66,,,0,3,19,9195.1
8.25,28.64090606,5.544,67,,,1,3,19,11513
8.415,28.64090606,7.392,68,,,1,3,19,12038
8.646,28.64090606,9.339,69,,,1,3,19,11092
8.547,28.64090606,8.217,70,,,1,3,19,11171
8.514,28.64090606,3.993,71,,,1,3,19,9128.2
8.712,28.64090606,1.716,72,,,0,3,19,8102.2
8.646,28.64090606,5.214,73,,,1,3,19,10286
9.075,28.64090606,7.491,74,,,1,3,19,12114
9.075,28.64090606,12.012,75,,,1,3,19,11611
9.042,28.64090606,10.461,76,,,1,3,19,13106
9.141,28.64090606,13.035,77,,,1,3,19,10329
9.405,28.64090606,4.719,78,,,0,3,19,9335.2
9.867,28.64090606,3.927,79,,,1,3,19,8947.1
9.867,28.64090606,6.765,80,,,1,3,19,11045
10.329,28.64090606,4.455,81,,,1,3,19,9871
10.56,28.64090606,0.891,82,,,0,3,19,7876
10.923,28.64090606,3.531,83,,,0,3,19,9791
10.956,28.64090606,7.59,84,,,1,3,19,11011
11.451,28.64090606,9.438,85,,,0,3,19,11214
11.484,28.64090606,4.257,86,,,1,3,19,10111
11.682,28.64090606,16.335,87,,,1,3,19,8672.5
11.715,28.64090606,6.204,88,,,1,3,19,10778
11.814,28.64090606,5.412,89,,,1,3,19,10183
12.243,28.64090606,10.725,90,,,1,3,19,11037
12.507,28.64090606,5.61,91,,,0,3,19,10183
12.705,28.64090606,3.729,92,,,1,3,19,8829.1
12.837,28.64090606,5.082,93,,,0,3,19,10504
12.87,28.64090606,1.353,94,,,1,3,19,8231.7
