Points0,Points1,Points2,cell,,,comm0,proc_300_cor7,proc_300_cor9,intensity
4.983,29.52031979,0.759,37,,,1,17,35,8940.1
5.016,29.52031979,5.412,38,,,0,17,35,10281
5.214,29.52031979,12.441,39,,,0,17,35,11148
5.313,29.52031979,11.715,40,,,0,17,35,11028
5.346,29.52031979,7.227,41,,,0,17,35,10912
5.478,29.52031979,10.725,42,,,1,17,35,12302
5.577,29.52031979,9.108,43,,,1,17,35,10822
5.709,29.52031979,4.158,44,,,1,17,35,9423.4
5.676,29.52031979,5.94,45,,,1,17,35,12193
5.775,29.52031979,4.62,46,,,0,17,35,9787.5
5.907,29.52031979,15.345,47,,,1,17,35,10770
6.006,29.52031979,7.953,48,,,0,17,35,10848
6.138,29.52031979,11.88,49,,,0,14,35,11837
6.072,29.52031979,4.983,50,,,0,14,35,11773
6.336,29.52031979,13.002,51,,,1,14,35,11576
6.567,29.52031979,4.587,52,,,1,14,35,10690
6.798,29.52031979,8.085,53,,,0,14,35,11395
6.666,29.52031979,3.234,54,,,1,14,35,10143
6.765,29.52031979,10.626,55,,,1,14,35,10918
6.831,29.52031979,14.091,56,,,1,14,35,10917
6.93,29.52031979,15.081,57,,,0,14,35,9588.9
7.095,29.52031979,3.234,58,,,1,14,35,10033
7.095,29.52031979,11.319,59,,,1,14,35,10980
7.326,29.52031979,5.775,60,,,1,14,35,10775
7.59,29.52031979,10.527,61,,,0,14,35,11332
7.722,29.52031979,8.184,62,,,0,14,35,10574
7.689,29.52031979,11.748,63,,,1,14,35,11292
7.689,29.52031979,16.401,64,,,0,14,35,8101.4
7.887,29.52031979,12.837,65,,,1,14,35,11136
8.085,29.52031979,4.62,66,,,0,14,35,9317.1
8.25,29.52031979,5.544,67,,,1,14,35,11692
8.415,29.52031979,7.392,68,,,0,14,35,11947
8.646,29.52031979,9.339,69,,,0,14,35,11110
8.547,29.52031979,8.217,70,,,1,14,35,11288
8.514,29.52031979,3.993,71,,,1,14,35,9179.5
8.712,29.52031979,1.716,72,,,1,14,35,8150.5
8.646,29.52031979,5.214,73,,,1,14,35,10381
9.075,29.52031979,7.491,74,,,1,14,54,12314
9.075,29.52031979,12.012,75,,,0,14,54,11673
9.042,29.52031979,10.461,76,,,1,14,54,13298
9.141,29.52031979,13.035,77,,,0,14,54,10375
9.405,29.52031979,4.719,78,,,1,14,54,9443.2
9.867,29.52031979,3.927,79,,,1,14,54,8988.2
9.867,29.52031979,6.765,80,,,1,14,54,11142
10.329,29.52031979,4.455,81,,,1,14,54,9957
10.56,29.52031979,0.891,82,,,0,25,54,7975.2
10.923,29.52031979,3.531,83,,,1,25,54,9870.1
10.956,29.52031979,7.59,84,,,1,14,54,11091
11.451,29.52031979,9.438,85,,,0,14,54,11212
11.484,29.52031979,4.257,86,,,1,14,54,10188
11.682,29.52031979,16.335,87,,,1,14,77,8690.1
11.715,29.52031979,6.204,88,,,1,14,77,10904
11.814,29.52031979,5.412,89,,,1,33,87,10294
12.243,29.52031979,10.725,90,,,1,33,87,11059
12.507,29.52031979,5.61,91,,,1,33,87,10200
12.705,29.52031979,3.729,92,,,0,33,87,8871.8
12.837,29.52031979,5.082,93,,,0,33,87,10096
12.87,29.52031979,1.353,94,,,2,33,87,8292.7
13.332,29.52031979,7.656,95,,,1,33,87,10795
13.299,29.52031979,14.52,96,,,1,33,87,10010
13.563,29.52031979,16.863,97,,,0,33,87,7967.5
13.53,29.52031979,10.098,98,,,1,33,87,13856
13.629,29.52031979,9.372,99,,,1,33,87,11938
13.728,29.52031979,10.791,100,,,1,33,87,11747
13.893,29.52031979,5.082,101,,,1,33,77,9342.1
13.959,29.52031979,6.468,102,,,1,33,77,10358
14.454,29.52031979,0.726,103,,,2,23,77,7788.9
14.388,29.52031979,4.29,104,,,2,14,77,9621.8
14.388,29.52031979,14.355,105,,,1,14,77,9086.1
14.652,29.52031979,10.626,106,,,1,30,77,12471
14.751,29.52031979,8.58,107,,,1,37,87,10898
15.279,29.52031979,8.91,108,,,1,37,87,10976
15.477,29.52031979,7.26,109,,,0,37,87,10172
15.576,29.52031979,8.712,110,,,1,23,87,10791
15.642,29.52031979,9.537,111,,,1,23,87,10806
15.873,29.52031979,12.606,112,,,1,23,87,10486
16.401,29.52031979,4.356,113,,,1,23,87,9254.3
16.368,29.52031979,10.923,114,,,1,23,87,12100
16.599,29.52031979,9.24,115,,,1,38,87,10970
16.83,29.52031979,10.032,116,,,1,38,87,11005
16.929,29.52031979,7.722,117,,,2,38,87,11083
16.929,29.52031979,6.237,118,,,1,38,87,10546
17.391,29.52031979,6.996,119,,,2,38,87,10241
17.919,29.52031979,9.108,120,,,1,38,87,10925
18.117,29.52031979,16.896,121,,,1,38,87,7990.5
18.084,29.52031979,8.481,122,,,1,38,87,10595
18.381,29.52031979,7.326,123,,,2,38,0,11138
18.645,29.52031979,7.722,124,,,1,38,0,9532.5
18.48,29.52031979,13.794,125,,,1,38,0,11815
19.008,29.52031979,10.131,126,,,2,38,0,9787.5
19.14,29.52031979,10.824,127,,,0,38,0,9609.8
19.305,29.52031979,4.554,128,,,2,38,0,9307.7
19.239,29.52031979,8.613,129,,,0,38,0,10044
19.272,29.52031979,16.896,130,,,2,38,0,7926.8
19.338,29.52031979,16.038,131,,,0,37,0,7116.3
20.031,29.52031979,5.775,132,,,2,37,0,9850
20.163,29.52031979,8.811,133,,,0,37,0,9933.7
20.229,29.52031979,10.395,134,,,1,37,0,9714.3
20.691,29.52031979,13.134,135,,,1,37,0,9640.6
20.856,29.52031979,3.465,136,,,2,37,0,8933.7
20.889,29.52031979,16.632,137,,,2,37,0,6098.4
21.12,29.52031979,6.237,138,,,2,37,0,8036.4
22.308,29.52031979,10.461,139,,,1,37,0,7949.2
0.165,29.51032645,12.441,1,,,0,37,0,10769
0.132,29.51032645,5.841,2,,,0,37,0,9056.3
0.264,29.51032645,3.663,3,,,0,37,0,8201.5
0.396,29.51032645,9.537,4,,,1,37,0,12398
0.594,29.51032645,6.105,5,,,0,37,0,9088.9
0.66,29.51032645,1.518,6,,,1,37,0,9774.8
0.825,29.51032645,16.533,7,,,0,37,0,8531
0.891,29.51032645,4.356,8,,,0,37,0,9887.5
0.891,29.51032645,2.508,9,,,0,37,0,8724.1
0.99,29.51032645,8.283,10,,,0,37,0,10845
1.023,29.51032645,11.22,11,,,0,37,0,11838
1.188,29.51032645,8.91,12,,,1,25,0,11006
1.353,29.51032645,16.434,13,,,0,25,0,9086.5
1.419,29.51032645,7.557,14,,,0,25,0,10083
1.782,29.51032645,12.804,15,,,0,25,0,10663
2.211,29.51032645,1.023,16,,,1,38,0,8832.7
2.211,29.51032645,9.768,17,,,1,38,0,12262
2.508,29.51032645,13.035,18,,,0,38,0,11788
2.442,29.51032645,7.392,19,,,0,37,0,9840.3
2.475,29.51032645,2.772,20,,,0,37,0,8354
2.64,29.51032645,1.551,21,,,1,37,0,9380
2.772,29.51032645,8.382,22,,,1,37,0,10608
2.805,29.51032645,10.461,23,,,1,38,0,12811
3.531,29.51032645,16.797,24,,,0,38,0,9442.3
3.465,29.51032645,8.019,25,,,1,38,0,11096
3.762,29.51032645,7.128,26,,,1,38,0,12091
3.663,29.51032645,4.785,27,,,1,25,0,10128
3.861,29.51032645,12.276,28,,,0,25,0,11679
3.828,29.51032645,7.92,29,,,1,25,0,12250
4.125,29.51032645,5.511,30,,,1,25,0,10621
4.158,29.51032645,0.462,31,,,0,25,0,8647.7
4.29,29.51032645,13.959,32,,,0,25,0,11142
4.356,29.51032645,9.702,33,,,1,25,0,11077
4.587,29.51032645,11.781,34,,,1,25,0,10958
4.785,29.51032645,10.164,35,,,0,25,0,10731
4.917,29.51032645,11.22,36,,,1,25,0,11469
4.983,29.51032645,0.759,37,,,1,25,0,9052.4
5.016,29.51032645,5.412,38,,,0,25,0,10338
5.214,29.51032645,12.441,39,,,0,25,0,11093
5.313,29.51032645,11.715,40,,,0,25,0,11023
5.346,29.51032645,7.227,41,,,0,25,0,10959
5.478,29.51032645,10.725,42,,,1,25,0,12277
5.577,29.51032645,9.108,43,,,0,25,0,10860
5.709,29.51032645,4.158,44,,,1,25,0,9486.5
5.676,29.51032645,5.94,45,,,1,25,0,12228
5.775,29.51032645,4.62,46,,,0,25,0,9800
5.907,29.51032645,15.345,47,,,1,25,0,10778
6.006,29.51032645,7.953,48,,,0,25,85,10837
6.138,29.51032645,11.88,49,,,0,25,85,11794
6.072,29.51032645,4.983,50,,,0,25,85,11803
6.336,29.51032645,13.002,51,,,1,25,85,11576
6.567,29.51032645,4.587,52,,,1,25,85,10650
6.798,29.51032645,8.085,53,,,0,25,85,11419
6.666,29.51032645,3.234,54,,,1,25,85,10209
6.765,29.51032645,10.626,55,,,1,25,85,10887
6.831,29.51032645,14.091,56,,,1,25,85,10861
6.93,29.51032645,15.081,57,,,0,25,85,9533.3
7.095,29.51032645,3.234,58,,,1,25,85,10026
7.095,29.51032645,11.319,59,,,1,25,85,11020
7.326,29.51032645,5.775,60,,,1,25,85,10740
7.59,29.51032645,10.527,61,,,1,25,85,11352
7.722,29.51032645,8.184,62,,,0,25,85,10557
7.689,29.51032645,11.748,63,,,1,25,85,11238
7.689,29.51032645,16.401,64,,,0,25,85,8091.8
7.887,29.51032645,12.837,65,,,1,25,85,11182
8.085,29.51032645,4.62,66,,,0,25,85,9353.7
8.25,29.51032645,5.544,67,,,1,25,85,11661
8.415,29.51032645,7.392,68,,,0,25,85,12000
8.646,29.51032645,9.339,69,,,0,25,85,11092
8.547,29.51032645,8.217,70,,,1,25,85,11388
8.514,29.51032645,3.993,71,,,1,25,85,9243.6
8.712,29.51032645,1.716,72,,,1,25,85,8112.9
8.646,29.51032645,5.214,73,,,1,25,85,10400
9.075,29.51032645,7.491,74,,,1,25,85,12294
9.075,29.51032645,12.012,75,,,0,5,85,11716
9.042,29.51032645,10.461,76,,,1,5,85,13291
9.141,29.51032645,13.035,77,,,0,25,85,10395
9.405,29.51032645,4.719,78,,,1,25,85,9477.3
9.867,29.51032645,3.927,79,,,1,25,85,8982.4
9.867,29.51032645,6.765,80,,,1,25,85,11175
10.329,29.51032645,4.455,81,,,1,25,85,9967.7
10.56,29.51032645,0.891,82,,,0,25,85,7950.4
10.923,29.51032645,3.531,83,,,1,25,85,9847.5
10.956,29.51032645,7.59,84,,,1,25,85,11123
11.451,29.51032645,9.438,85,,,0,25,85,11225
11.484,29.51032645,4.257,86,,,1,25,85,10274
11.682,29.51032645,16.335,87,,,1,25,85,8655
11.715,29.51032645,6.204,88,,,1,25,85,10914
11.814,29.51032645,5.412,89,,,1,25,85,10353
12.243,29.51032645,10.725,90,,,1,25,85,11040
12.507,29.51032645,5.61,91,,,1,25,85,10217
12.705,29.51032645,3.729,92,,,0,25,85,8897.4
12.837,29.51032645,5.082,93,,,0,25,0,10104
12.87,29.51032645,1.353,94,,,1,25,0,8292.7
13.332,29.51032645,7.656,95,,,1,25,0,10800
13.299,29.51032645,14.52,96,,,1,25,0,10000
13.563,29.51032645,16.863,97,,,0,25,0,7967.5
13.53,29.51032645,10.098,98,,,1,25,0,13826
13.629,29.51032645,9.372,99,,,1,25,0,11913
13.728,29.51032645,10.791,100,,,1,25,0,11700
13.893,29.51032645,5.082,101,,,1,25,0,9342.1
13.959,29.51032645,6.468,102,,,1,25,0,10400
14.454,29.51032645,0.726,103,,,2,3,0,7838.9
14.388,29.51032645,4.29,104,,,1,3,0,9698.7
14.388,29.51032645,14.355,105,,,1,3,0,9072.8
14.652,29.51032645,10.626,106,,,1,3,0,12526
14.751,29.51032645,8.58,107,,,1,3,0,10976
15.279,29.51032645,8.91,108,,,1,3,0,10915
15.477,29.51032645,7.26,109,,,0,3,0,10188
15.576,29.51032645,8.712,110,,,1,3,61,10857
15.642,29.51032645,9.537,111,,,1,3,61,10895
15.873,29.51032645,12.606,112,,,1,3,61,10486
16.401,29.51032645,4.356,113,,,1,3,61,9228.4
16.368,29.51032645,10.923,114,,,1,3,61,12200
16.599,29.51032645,9.24,115,,,1,3,61,10985
16.83,29.51032645,10.032,116,,,1,3,61,10967
16.929,29.51032645,7.722,117,,,2,3,61,11055
16.929,29.51032645,6.237,118,,,1,3,61,10529
17.391,29.51032645,6.996,119,,,2,3,61,10229
17.919,29.51032645,9.108,120,,,1,3,61,10870
18.117,29.51032645,16.896,121,,,1,3,61,7981
18.084,29.51032645,8.481,122,,,1,3,61,10641
18.381,29.51032645,7.326,123,,,2,3,61,11159
18.645,29.51032645,7.722,124,,,1,3,61,9558.4
18.48,29.51032645,13.794,125,,,1,3,61,11716
19.008,29.51032645,10.131,126,,,1,3,61,9750
19.14,29.51032645,10.824,127,,,1,3,61,9544.7
19.305,29.51032645,4.554,128,,,2,3,61,9375
19.239,29.51032645,8.613,129,,,0,3,61,10018
19.272,29.51032645,16.896,130,,,2,3,61,7890.2
19.338,29.51032645,16.038,131,,,0,3,61,7255.8
20.031,29.51032645,5.775,132,,,2,3,61,9837.5
20.163,29.51032645,8.811,133,,,0,3,61,9885.5
20.229,29.51032645,10.395,134,,,1,3,61,9688.3
20.691,29.51032645,13.134,135,,,1,3,61,9640.6
20.856,29.51032645,3.465,136,,,2,3,61,8873.5
20.889,29.51032645,16.632,137,,,2,3,61,6114.8
21.12,29.51032645,6.237,138,,,2,3,61,8097
22.308,29.51032645,10.461,139,,,1,3,61,7954.5
0.165,29.50033311,12.441,1,,,0,3,61,10769
0.132,29.50033311,5.841,2,,,0,3,61,9056.3
0.264,29.50033311,3.663,3,,,0,3,61,8179.1
0.396,29.50033311,9.537,4,,,1,3,61,12381
0.594,29.50033311,6.105,5,,,0,3,61,9072.2
0.66,29.50033311,1.518,6,,,1,3,0,9756.8
0.825,29.50033311,16.533,7,,,0,3,0,8627.6
0.891,29.50033311,4.356,8,,,0,3,0,9831.2
0.891,29.50033311,2.508,9,,,0,3,0,8682.8
0.99,29.50033311,8.283,10,,,0,3,0,10876
1.023,29.50033311,11.22,11,,,0,3,0,11828
1.188,29.50033311,8.91,12,,,1,3,0,11045
1.353,29.50033311,16.434,13,,,0,3,0,9083
1.419,29.50033311,7.557,14,,,0,3,0,10071
1.782,29.50033311,12.804,15,,,0,3,0,10636
2.211,29.50033311,1.023,16,,,1,3,0,8791.8
2.211,29.50033311,9.768,17,,,1,3,0,12305
2.508,29.50033311,13.035,18,,,0,3,0,11751
2.442,29.50033311,7.392,19,,,0,3,0,9861.1
2.475,29.50033311,2.772,20,,,0,3,0,8329.2
2.64,29.50033311,1.551,21,,,1,3,0,9328
2.772,29.50033311,8.382,22,,,1,3,0,10573
2.805,29.50033311,10.461,23,,,1,3,0,12872
3.531,29.50033311,16.797,24,,,0,3,0,9451.9
3.465,29.50033311,8.019,25,,,1,3,0,11014
3.762,29.50033311,7.128,26,,,1,3,0,12065
3.663,29.50033311,4.785,27,,,1,3,0,9989.4
3.861,29.50033311,12.276,28,,,0,3,0,11698
3.828,29.50033311,7.92,29,,,1,3,0,12292
4.125,29.50033311,5.511,30,,,1,3,0,10573
4.158,29.50033311,0.462,31,,,0,3,0,8625
4.29,29.50033311,13.959,32,,,0,3,0,11172
4.356,29.50033311,9.702,33,,,1,3,0,11115
4.587,29.50033311,11.781,34,,,1,3,0,10982
4.785,29.50033311,10.164,35,,,0,3,65,10740
4.917,29.50033311,11.22,36,,,1,3,65,11464
4.983,29.50033311,0.759,37,,,1,3,65,8988.8
5.016,29.50033311,5.412,38,,,0,3,65,10302
5.214,29.50033311,12.441,39,,,0,3,65,11083
5.313,29.50033311,11.715,40,,,0,3,65,11028
5.346,29.50033311,7.227,41,,,0,3,65,10947
5.478,29.50033311,10.725,42,,,1,3,65,12327
5.577,29.50033311,9.108,43,,,0,3,65,10850
5.709,29.50033311,4.158,44,,,1,3,65,9504.5
5.676,29.50033311,5.94,45,,,1,3,65,12193
5.775,29.50033311,4.62,46,,,0,3,65,9750
5.907,29.50033311,15.345,47,,,1,3,65,10756
6.006,29.50033311,7.953,48,,,0,3,65,10865
6.138,29.50033311,11.88,49,,,0,3,65,11780
6.072,29.50033311,4.983,50,,,0,3,26,11818
6.336,29.50033311,13.002,51,,,1,3,26,11568
6.567,29.50033311,4.587,52,,,1,3,26,10660
6.798,29.50033311,8.085,53,,,0,3,85,11464
6.666,29.50033311,3.234,54,,,1,3,85,10187
6.765,29.50033311,10.626,55,,,1,15,85,10887
6.831,29.50033311,14.091,56,,,1,15,85,10903
6.93,29.50033311,15.081,57,,,0,15,85,9422.2
7.095,29.50033311,3.234,58,,,1,15,85,10000
7.095,29.50033311,11.319,59,,,1,15,85,10985
7.326,29.50033311,5.775,60,,,1,15,85,10723
7.59,29.50033311,10.527,61,,,1,15,85,11321
7.722,29.50033311,8.184,62,,,0,15,85,10588
7.689,29.50033311,11.748,63,,,1,15,85,11268
7.689,29.50033311,16.401,64,,,0,15,85,8033.8
7.887,29.50033311,12.837,65,,,1,15,85,11182
8.085,29.50033311,4.62,66,,,0,15,85,9280.5
8.25,29.50033311,5.544,67,,,1,15,85,11638
8.415,29.50033311,7.392,68,,,0,15,85,11939
8.646,29.50033311,9.339,69,,,0,15,85,11057
8.547,29.50033311,8.217,70,,,1,15,85,11365
8.514,29.50033311,3.993,71,,,1,15,85,9256.4
8.712,29.50033311,1.716,72,,,1,15,85,8102.2
8.646,29.50033311,5.214,73,,,1,3,85,10419
9.075,29.50033311,7.491,74,,,1,38,85,12265
9.075,29.50033311,12.012,75,,,0,38,85,11673
9.042,29.50033311,10.461,76,,,1,38,26,13348
9.141,29.50033311,13.035,77,,,0,38,26,10349
9.405,29.50033311,4.719,78,,,1,15,26,9431.8
9.867,29.50033311,3.927,79,,,1,15,26,8988.2
9.867,29.50033311,6.765,80,,,1,38,26,11123
10.329,29.50033311,4.455,81,,,1,38,26,9946.2
10.56,29.50033311,0.891,82,,,0,38,26,7933.9
10.923,29.50033311,3.531,83,,,1,38,26,9864.4
10.956,29.50033311,7.59,84,,,1,38,26,11064
11.451,29.50033311,9.438,85,,,0,38,26,11212
11.484,29.50033311,4.257,86,,,1,38,26,10291
11.682,29.50033311,16.335,87,,,1,38,26,8672.5
11.715,29.50033311,6.204,88,,,1,38,26,10909
11.814,29.50033311,5.412,89,,,1,38,26,10288
12.243,29.50033311,10.725,90,,,1,38,26,11027
12.507,29.50033311,5.61,91,,,1,38,26,10192
12.705,29.50033311,3.729,92,,,0,38,26,8880.3
12.837,29.50033311,5.082,93,,,0,38,85,10096
12.87,29.50033311,1.353,94,,,1,38,85,8329.3
13.332,29.50033311,7.656,95,,,1,38,85,10759
13.299,29.50033311,14.52,96,,,1,38,85,10021
13.563,29.50033311,16.863,97,,,0,38,85,7926.8
13.53,29.50033311,10.098,98,,,1,38,26,13879
13.629,29.50033311,9.372,99,,,1,38,26,11938
13.728,29.50033311,10.791,100,,,1,38,26,11727
13.893,29.50033311,5.082,101,,,1,38,26,9377.2
13.959,29.50033311,6.468,102,,,1,38,26,10352
14.454,29.50033311,0.726,103,,,2,38,26,7866.7
14.388,29.50033311,4.29,104,,,1,38,26,9653.8
14.388,29.50033311,14.355,105,,,1,38,26,9053
14.652,29.50033311,10.626,106,,,1,38,26,12485
14.751,29.50033311,8.58,107,,,1,38,26,10928
15.279,29.50033311,8.91,108,,,1,38,26,10927
15.477,29.50033311,7.26,109,,,0,38,26,10234
15.576,29.50033311,8.712,110,,,1,38,26,10824
15.642,29.50033311,9.537,111,,,1,38,26,10823
15.873,29.50033311,12.606,112,,,1,38,26,10444
16.401,29.50033311,4.356,113,,,1,38,26,9250
16.368,29.50033311,10.923,114,,,1,38,26,12088
16.599,29.50033311,9.24,115,,,1,38,26,10995
16.83,29.50033311,10.032,116,,,1,38,26,10978
16.929,29.50033311,7.722,117,,,2,38,26,11062
16.929,29.50033311,6.237,118,,,1,38,26,10529
17.391,29.50033311,6.996,119,,,2,38,65,10244
17.919,29.50033311,9.108,120,,,1,38,65,10904
18.117,29.50033311,16.896,121,,,1,25,65,7933.3
18.084,29.50033311,8.481,122,,,1,25,65,10582
18.381,29.50033311,7.326,123,,,2,25,65,11123
18.645,29.50033311,7.722,124,,,1,25,65,9571.4
18.48,29.50033311,13.794,125,,,1,25,65,11765
19.008,29.50033311,10.131,126,,,1,25,65,9850
19.14,29.50033311,10.824,127,,,0,25,65,9585.4
19.305,29.50033311,4.554,128,,,2,25,65,9326.9
19.239,29.50033311,8.613,129,,,0,38,65,10044
19.272,29.50033311,16.896,130,,,2,38,65,7902.4
19.338,29.50033311,16.038,131,,,0,38,65,7232.6
20.031,29.50033311,5.775,132,,,2,38,65,9862.5
20.163,29.50033311,8.811,133,,,0,38,65,9933.7
20.229,29.50033311,10.395,134,,,1,38,65,9779.2
20.691,29.50033311,13.134,135,,,1,38,65,9640.6
20.856,29.50033311,3.465,136,,,2,38,65,8909.6
20.889,29.50033311,16.632,137,,,2,38,65,6180.3
21.12,29.50033311,6.237,138,,,2,38,65,8060.6
22.308,29.50033311,10.461,139,,,0,38,65,7965.2
0.165,29.49033977,12.441,1,,,0,38,65,10838
0.132,29.49033977,5.841,2,,,0,38,65,9126.8
0.264,29.49033977,3.663,3,,,0,38,65,8134.3
0.396,29.49033977,9.537,4,,,1,38,65,12381
0.594,29.49033977,6.105,5,,,0,38,65,9088.9
0.66,29.49033977,1.518,6,,,1,38,65,9774.8
0.825,29.49033977,16.533,7,,,0,38,65,8558.6
0.891,29.49033977,4.356,8,,,0,38,65,9868.8
0.891,29.49033977,2.508,9,,,0,38,65,8731
0.99,29.49033977,8.283,10,,,0,38,65,10863
1.023,29.49033977,11.22,11,,,0,38,65,11823
1.188,29.49033977,8.91,12,,,1,38,77,11026
1.353,29.49033977,16.434,13,,,0,38,77,9058.8
1.419,29.49033977,7.557,14,,,0,38,80,10053
1.782,29.49033977,12.804,15,,,0,38,80,10582
2.211,29.49033977,1.023,16,,,1,38,80,8832.7
2.211,29.49033977,9.768,17,,,1,38,80,12316
2.508,29.49033977,13.035,18,,,0,38,80,11751
2.442,29.49033977,7.392,19,,,0,38,80,9881.9
2.475,29.49033977,2.772,20,,,0,38,80,8366.5
2.64,29.49033977,1.551,21,,,1,38,80,9392
2.772,29.49033977,8.382,22,,,1,38,80,10636
2.805,29.49033977,10.461,23,,,1,38,80,12833
3.531,29.49033977,16.797,24,,,0,38,80,9394.2
3.465,29.49033977,8.019,25,,,1,38,80,11062
3.762,29.49033977,7.128,26,,,1,38,80,12047
3.663,29.49033977,4.785,27,,,1,38,80,10074
3.861,29.49033977,12.276,28,,,0,38,80,11717
3.828,29.49033977,7.92,29,,,1,38,80,12146
4.125,29.49033977,5.511,30,,,1,38,80,10573
4.158,29.49033977,0.462,31,,,0,38,80,8693.2
4.29,29.49033977,13.959,32,,,0,38,80,11090
4.356,29.49033977,9.702,33,,,1,38,80,11048
4.587,29.49033977,11.781,34,,,1,38,23,10994
4.785,29.49033977,10.164,35,,,0,38,23,10678
4.917,29.49033977,11.22,36,,,1,38,23,11460
4.983,29.49033977,0.759,37,,,1,38,23,8955.1
5.016,29.49033977,5.412,38,,,0,38,23,10223
5.214,29.49033977,12.441,39,,,0,38,23,11083
5.313,29.49033977,11.715,40,,,0,38,23,11017
5.346,29.49033977,7.227,41,,,0,38,23,10953
5.478,29.49033977,10.725,42,,,1,38,23,12321
5.577,29.49033977,9.108,43,,,1,38,23,10869
5.709,29.49033977,4.158,44,,,1,38,23,9486.5
5.676,29.49033977,5.94,45,,,1,38,23,12268
5.775,29.49033977,4.62,46,,,0,38,23,9687.5
5.907,29.49033977,15.345,47,,,1,38,23,10785
6.006,29.49033977,7.953,48,,,0,38,23,10815
6.138,29.49033977,11.88,49,,,0,38,23,11785
6.072,29.49033977,4.983,50,,,0,38,23,11795
6.336,29.49033977,13.002,51,,,1,38,23,11593
6.567,29.49033977,4.587,52,,,1,38,23,10650
6.798,29.49033977,8.085,53,,,0,38,23,11415
6.666,29.49033977,3.234,54,,,1,38,23,10264
6.765,29.49033977,10.626,55,,,1,38,23,10938
6.831,29.49033977,14.091,56,,,1,38,23,10958
6.93,29.49033977,15.081,57,,,0,38,23,9544.4
7.095,29.49033977,3.234,58,,,1,38,23,10007
7.095,29.49033977,11.319,59,,,1,38,23,10966
7.326,29.49033977,5.775,60,,,1,38,23,10746
7.59,29.49033977,10.527,61,,,1,38,23,11269
7.722,29.49033977,8.184,62,,,0,38,23,10554
7.689,29.49033977,11.748,63,,,1,38,23,11250
7.689,29.49033977,16.401,64,,,0,38,23,8091.8
7.887,29.49033977,12.837,65,,,1,38,23,11227
8.085,29.49033977,4.62,66,,,0,38,80,9280.5
8.25,29.49033977,5.544,67,,,1,38,80,11616
8.415,29.49033977,7.392,68,,,0,38,80,11970
8.646,29.49033977,9.339,69,,,0,38,80,11070
8.547,29.49033977,8.217,70,,,1,38,80,11371
8.514,29.49033977,3.993,71,,,1,38,80,9282.1
8.712,29.49033977,1.716,72,,,1,38,80,8145.2
8.646,29.49033977,5.214,73,,,1,38,80,10400
9.075,29.49033977,7.491,74,,,1,38,80,12249
9.075,29.49033977,12.012,75,,,0,38,80,11685
9.042,29.49033977,10.461,76,,,1,38,80,13284
9.141,29.49033977,13.035,77,,,0,38,80,10339
9.405,29.49033977,4.719,78,,,1,38,80,9471.6
9.867,29.49033977,3.927,79,,,1,38,80,9029.4
9.867,29.49033977,6.765,80,,,1,38,80,11163
10.329,29.49033977,4.455,81,,,1,38,80,10005
10.56,29.49033977,0.891,82,,,0,38,80,7958.7
10.923,29.49033977,3.531,83,,,1,38,80,9836.2
10.956,29.49033977,7.59,84,,,1,38,80,11064
11.451,29.49033977,9.438,85,,,0,38,80,11196
11.484,29.49033977,4.257,86,,,1,38,80,10162
11.682,29.49033977,16.335,87,,,1,38,80,8713.5
11.715,29.49033977,6.204,88,,,1,38,80,10879
11.814,29.49033977,5.412,89,,,1,38,80,10242
12.243,29.49033977,10.725,90,,,1,38,80,11035
12.507,29.49033977,5.61,91,,,1,38,80,10183
12.705,29.49033977,3.729,92,,,0,38,80,8863.2
12.837,29.49033977,5.082,93,,,0,38,80,9991.3
12.87,29.49033977,1.353,94,,,1,38,80,8341.5
13.332,29.49033977,7.656,95,,,1,38,80,10810
13.299,29.49033977,14.52,96,,,1,38,80,9958.3
13.563,29.49033977,16.863,97,,,0,38,80,7878
13.53,29.49033977,10.098,98,,,1,38,80,13841
13.629,29.49033977,9.372,99,,,1,38,80,11907
13.728,29.49033977,10.791,100,,,1,38,80,11753
13.893,29.49033977,5.082,101,,,0,38,80,9289.5
13.959,29.49033977,6.468,102,,,1,38,80,10382
14.454,29.49033977,0.726,103,,,1,38,80,7877.8
14.388,29.49033977,4.29,104,,,1,17,80,9660.3
14.388,29.49033977,14.355,105,,,1,20,80,9099.3
14.652,29.49033977,10.626,106,,,1,20,80,12456
14.751,29.49033977,8.58,107,,,1,20,80,10940
15.279,29.49033977,8.91,108,,,1,20,80,10927
15.477,29.49033977,7.26,109,,,0,20,80,10211
15.576,29.49033977,8.712,110,,,1,20,80,10879
15.642,29.49033977,9.537,111,,,1,20,80,10815
15.873,29.49033977,12.606,112,,,1,20,80,10458
16.401,29.49033977,4.356,113,,,1,20,80,9224.1
16.368,29.49033977,10.923,114,,,1,20,80,12150
16.599,29.49033977,9.24,115,,,1,20,80,10955
16.83,29.49033977,10.032,116,,,1,20,80,11000
16.929,29.49033977,7.722,117,,,2,20,80,11041
16.929,29.49033977,6.237,118,,,1,17,80,10563
17.391,29.49033977,6.996,119,,,2,17,80,10226
17.919,29.49033977,9.108,120,,,1,17,80,10918
18.117,29.49033977,16.896,121,,,1,17,80,7981
18.084,29.49033977,8.481,122,,,1,17,80,10614
18.381,29.49033977,7.326,123,,,2,17,80,11138
18.645,29.49033977,7.722,124,,,1,17,80,9571.4
