Cell#1,Cell#2,Cell#3,Cell#4,Cell#5,Cell#6,Cell#7,Cell#8,Cell#9,Cell#10,Cell#11,Cell#12,Cell#13,Cell#14,Cell#15,Cell#16,Cell#17,Cell#18,Cell#19,Cell#20,Cell#21,Cell#22,Cell#23,Cell#24,Cell#25,Cell#26,Cell#27,Cell#28,Cell#29,Cell#30,Cell#31,Cell#32,Cell#33,Cell#34,Cell#35,Cell#36,Cell#37,Cell#38,Cell#39,Cell#40
0,0,15.85,0,0,0.8786,0.2794,0,0,0,0,0,0,0,0,2.6672,1.1288,1.5354,6.5522,0,3.8824,0,0,0,4.8858,0.2626,0,0,1.061,0,0,2.855,3.8102,2.4834,5.9858,2.9704,2.94,0,2.5938,0.0524
5.0222,0,0,8.9124,0.5536,2.9462,13.1318,6.18,1.0932,0,0,10.5096,1.3596,0,0,0,2.6058,0,0,0,4.969,0,0,3.025,0,0.6374,0,2.9516,5.5104,0,0,1.8,0,0,0,0,0,0.3904,0.4582,0.9618
0,0,0,1.5776,2.4054,0,0,0,6.015,0,1.9898,0,0.6788,12.3972,8.1354,0.4576,0,0,11.6682,4.9208,0,0,5.975,1.5572,12.4476,3.4406,0,2.9694,0,5.8536,0,4.9682,15.9214,0,8.5144,0,0,4.2674,0,0
13.0334,0,2.4688,0,6.1054,2.973,1.719,0.38,0,0,0,0,4.0212,0,0,0,0,0,0,0,0.0434,12.0952,5.1714,3.0518,0,0,0,0,1.7762,0.0574,0,0.6086,6.7822,0,0,0,0,0,0,3.2452
4.2832,0,0,1.0134,5.2286,0,0,4.7828,0,0,0,6.3858,0,1.3332,0.9942,4.7596,0,0,0,0,1.5484,2.8216,1.9876,0,0,1.7094,2.7012,0,0,0,0,0,0,7.0738,0,0,13.3,0,0.7562,0
0.9946,0.8944,0,0,0,0,3.2746,0.2372,0,0,3.5672,13.3524,2.827,0,0,0,6.8424,0.2728,0,3.473,0,18.819,13.5588,0,0,2.1468,3.4456,0,2.5638,0,0,7.8088,0,0,0,0,0.7886,0,0,3.957
0,7.7694,6.45,1.6382,2.934,0,0,0,0,0.4832,2.8742,0,0.177,4.0416,5.898,2.5904,0,5.1104,8.8544,0,0.9526,4.5144,0,2.234,0,7.7062,5.443,0,0,6.6134,0,0,2.5494,1.9072,3.8086,2.4164,2.6686,0,0,0
10.8056,10.736,7.575,0,2.5178,3.1462,2.7144,7.3058,1.8226,0,0,1.7048,5.1982,2.075,0,5.6578,0.5614,0,0,1.9688,3.0248,14.8168,0,0,0,4.0718,0,0,0,1.3952,0,6.3304,0,1.55,4.2742,0,0,0,4.375,3.2262
0,0.0832,10.2188,2.6652,3.4374,1.4922,0,7.3314,0,0,2.5828,0,6.6442,5.325,6.7098,5.6942,2.3462,2.1626,7.6818,8.8958,5.1484,0,0,0,0,0,0,6.0098,4.02,0.339,0,0,0,6.3142,4.9228,10.987,0,2.8338,2.3458,0.2358
0,6.0306,6.1624,8.6472,1.691,3.2788,4.6286,3.6828,4.5156,0,0,0,4.498,0,0.6372,0,0,3.1542,12.9318,0,3.6866,0,7.7768,0,21.2692,3.1532,0,0,2.9724,8.511,6.1214,7.026,19.9976,0.838,9.5828,3.2262,0,1.894,1.9522,9.3216
4.4388,4.95,0,10.4316,5.1392,6.964,3.7714,7.38,0,0,0,0,0,0,0,3.996,0,3.823,2.0432,1.6812,1.627,1.8596,0,0,0,5.8314,2.8254,12.7532,0,0.3476,0,0,0,1.75,5.3144,10.2,3.3484,4.8892,3.9896,0
0,1.8638,0,1.2674,0.4106,1.0944,1.1334,0,1.2422,0,0,1.2642,3.071,0.7918,0,0.8154,3.9788,0,0,2.8938,0,2.3166,6.4268,0,0.8786,0,0,5.608,0.5744,0,0,6.1392,0,0,5.7342,12.3114,8.08,1.5386,6.0188,6.0406
0,0,0,5.991,1.9232,0,0,0,0,0.2014,0.0276,0.6214,0,0,0,1.9942,1.9886,0,0,0,2.534,0,1.268,4.2358,0,0,8.7418,4.6242,2.7648,1.067,0,0,0,2.3928,0,6.2066,9.5686,1.1084,0,1.7666
3.8112,2.8834,4.5686,4.7776,1.6768,0,0,0,4.0046,8.0132,0,2.1214,0,0.4806,0,0,0,1.2062,8.1524,0,0,0,0,0,9.4642,4.0032,0.129,0,0,0,0,11.8348,7.9874,0,4.5886,0,0,3.3914,0,2.25
14.2778,2.5778,7.5314,0,0,0.737,0,0,0,0.616,2.5208,0,0,4.5444,0,1.2078,4.0596,0,0,7.5668,2.429,7.4572,0,7.816,2.1332,0,4.2532,5.8032,0,7.1574,0,0,0,5.3738,0,0.1376,9.4058,3.5348,1.2624,1.3452
1.3778,0,0,0,1.9392,0,0,0,10.9548,0,0,0.938,0,10.3112,10.8098,2.4482,0,0,9.85,0,0.6288,0,0,1.2784,10.9166,0,0,0,1.8714,0,10.8,0,12.8254,0.1786,2.6142,0,0,2.771,0.2978,0
14.5778,2.064,0,0,0.7108,3.4944,0,0.0028,0,0,4.9706,0.3096,0,0,0,0,2.8096,2.798,0.766,0.5832,0.196,0.3714,0,0,0,0,0.476,0,0,2.0462,0,0,8.3064,4.5642,0,0,0,2.429,0,0
0,0,9.1876,0.4022,0,0,2.0048,5.0172,0.1112,0,1.5052,0,0,0.714,2.6726,0,4.4268,0.7708,2.125,0.6314,0.3978,0,0,0,0,0,0,0.734,0.899,0,0,0,5.2682,0,0,3.1344,0,0,0,1.3096
0,0,0,0,0,0,3.7398,0,0,0,6.462,0.6882,0,0,2.2568,3.302,10.2424,0,0,0,2.9506,4.8286,13.2822,0,0,0,5.9216,0.2192,0,0,0,0,0,0,0,0,10.42,1.0024,0,0
0,0,0,5.3752,0.2286,0,0,4.597,1.0586,0,0,0,0,0,0,0.7096,2.4308,4.8416,2.3728,0,0,0,0,0,0,0.4094,0,2.1758,1.9932,0,0,0,0,0,4.4,0,0,0,0,0
0,1.5834,0,0,0,0,0,0.8684,0,0.5446,0,0,0,1.3,0,0,5.7192,0,0,0,4.5794,9.5858,6.6928,3.2126,0,1.8126,0,0,0.9876,4.7134,0,0,0,2.0952,0,8.859,2.3914,0,0,0.293
0,0,4.9124,0,0,0,0.5826,0.1316,4.9128,0,0,0,0,6.4972,5.1844,11.879,0,0,0.5114,0,0,0,0,0,0,0,1.0962,0.0628,0.7058,0,0,0,0,2.95,2.8372,1.5608,0,0,0.9542,0
9.0056,0,0,0,8.1196,2.5732,0,0,0,0,0,0.6714,2.5172,0,0,0,0,0,1.725,0,2.262,4.4952,0,0,0,2.4218,2.6836,0,0,0,0,0,5.838,2.757,0,0,0,0,0,0
0,0,19.3938,0,0,2.2854,0,1.0228,7.7534,0,0,0,0,12.1362,0,2.4558,0,0.6312,4.9136,1.4082,0,0,0,0,10.3784,0,0,0,1.737,5.611,2.716,0,12.5746,0.4428,5.3828,0,0,0,0,0
18.6222,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2588,0,0,0,0,0.475,0,10.6904,1.1482,3.0304,0,0,1.2786,0,0,1.7488,0,0,10.5112,5.5286,4.3942,0,1.063,0,0.4186,1.143
0,0,0,0,0,0.2854,0,0.5772,0,0.4466,4.2708,0,0,0,0,0,0,0,0,0,0,2.4118,0,0,0,2.325,1.8278,2.3242,0,8.7536,2.3268,7.6436,0,0,0,1.9738,11.9686,0,0,0
0,0,0,0,1.6214,0,2.181,0,0,0,3.4776,3.0668,7.2616,0,0,0,0,0,0,3.3438,0.0558,11.0786,2.8034,7.4338,0,0,4.3418,0,0,8.828,0,1.5622,2.0226,0,0,1.554,5.9258,0,0.852,3.312
0,0,0,0,0,0,0,0,0,0.0716,0,0,0,6.525,0,1.3692,2.9866,0,6.0658,6.9542,0,0,0,3.366,0,0,0,1.4308,0,6.372,0,0.3364,0,0.2548,9.3142,0,12.36,1.3508,0.4146,0
5.8778,0,0,2.6112,0,1.8226,0,0,3.3938,0,0,6.3856,0.2366,0,0,0,0,1.7584,0,0,0,13.3668,0.0732,1.7678,0,4.878,0,0,0,3.0512,0,9.8028,6.562,0,0,10.0328,0,0,0,6.5762
0,0,17.6562,0.0898,3.841,1.9484,1.8698,1.02,1.3292,0,0,0,0,8.6166,2.057,1.2404,0.6558,0,4.125,2.4938,3.6638,0,0,2.3304,1.3238,2.553,0,6.6066,2.26,4.0122,0,0,0,0,0,2.8294,0,1.0602,0,0
7.8334,0,21.3064,0,2.1768,0,2.6588,0,9.1896,0,0,2.2666,0.6808,3.9028,4.9962,0,0,3.123,6.434,0.0686,0,0,0,0,15.243,0,1.724,0,0,0,0,0,17.5392,3.0976,4.7572,0,0,4.0736,0,2.4476
0,0,8.7812,0.2044,0,0.7392,0,5.4542,2.0918,0,0,0,0,6.1944,0.7254,0,0.7018,0,0,0,0,2.369,2.4376,0,7.7238,7.7718,0,0.863,0,0,0,1.9884,4.9546,0.1454,3.9686,3.9312,0.9828,3.0964,0,2.5238
12.3556,1.4306,13.4312,0,0,0,0,4.8972,5.134,0,0.738,0,0,0,1.5668,0,0,0,0,0,1.4762,6.7572,0,0,8.6716,4.6344,3.5518,0,0,0,0,6.9622,8.1368,0,0,4.1606,0,0.8914,0,9.081
0,1.0804,0,0,2.584,0,2.8334,0,0,0,2.3208,0,5.1942,0,0,0,0,0,0,8.777,8.3094,1.3404,2.659,0,0,0,0,5.1178,0,0,0,0,0,0,0,0,5.9942,0,1.6978,0
0,1.725,0,2.8742,1.2268,1.9482,5.6746,0,5.8106,0,0.5706,5.4166,8.7538,7.0694,0,0.6884,1.2634,0,9.025,0,0.8804,0.5976,0,0,8.0858,8.7594,3.6836,0,2.2694,0,6.0374,10.1884,0,2.6452,5.5,3.4066,1.5172,3.8736,6.5854,2.469
11.5222,9.55,5.3062,2.928,2.3982,0,0,10.3858,0,7.07,6.488,6.6406,7.348,3.4972,0,0,3.7884,8.2708,0,4.975,10.8206,0,0,8.4214,0,13.197,0,11.1176,1.5086,0,6.9928,8.7536,0,2.4334,1.4972,6.846,8.9314,0,3.5686,0
6.089,10.761,3.2436,2.3866,3.8928,0,3.581,9.3628,7.4014,2.2086,0,6.7762,5.1636,0.1528,2.8236,5.2884,4.125,11.7334,11.1318,7.225,2.835,0,0,0.3876,0,6.8968,0,5.3338,3.6152,0,11.4482,9.3334,2.8962,1.0832,2.5028,0,0,0,5.1686,0
0,3.8028,0,0.0202,4.2482,5.1776,4.1302,0,0,0,0,6.1976,6.7942,0,0,6.4674,8.671,6.552,0.9,9.9374,0,0,0.1482,8.4464,0,8.7532,1.3798,0.2564,3.679,1.3476,10.5642,0,0.9316,2.0596,0,0,0,0,8.0958,0
9.0556,0,9.8438,4.6202,2.984,2.681,0,1.6456,14.4812,0.7356,0,4.6928,0,13.0444,7.951,3.7326,1.7346,0.6334,10.2274,0,0,0,0.1108,0,15.9048,0.0344,0,3.6048,3.5334,5.544,15.7518,2.7768,14.4252,9.95,10.8658,0.4032,0,3.047,4.3438,0
6.9056,0,20.1062,0,0,0,0,2.5744,0,0,1.0018,1.5786,0,0,0,0,0,1.452,0,0,2.6454,0.4144,6.4448,0.918,0,0,3.4632,0,1.1982,2.2402,0.425,0,0,0,0,0,4.7228,0,1.0292,0
0,0,0,1.1888,2.7428,0,0.5318,0,0.3114,0,0,0,0,0.5222,3.1726,5.0578,0.7076,0,4.5044,0,0,4.6548,0,0,0,0,2.405,1.5082,0,0,0,0,0,0,0,2.2098,2.4944,0.9446,0.9292,3.3452
3.3444,0.814,0,0.4112,3.5536,0,2.8286,0,0,0.3242,0,0,0.948,3.7806,0.3588,0,0,0,0,0,6.6372,11.6666,7.5518,5.6304,0,1.3876,0,2.4678,0,3.2122,0,0,0,4.2072,1.1914,0,0.837,0,0,3.1262
7.211,3.7722,0.7374,4.1888,0.275,0,0,3.9742,5.8436,6.451,5.5518,0,0,2.7054,0,4.1826,0,1.3792,0,0,6.837,0.0334,0,0,0,0,0,8.9292,0,0,0,10.3508,1.8278,0,3.98,1.0032,11.72,0,0,2.2334
8.8944,7.2556,0,0,0,0,0,2.6314,0,0,1.25,0,1.9942,0,0,0,0,4.7228,0,3.098,1.8062,19.019,1.1892,2.75,0,0,0.395,0,0.2438,0,0,0,8.828,0,0,6.5016,0,1.1012,0.2584,2.5618
0,2.525,1.7,1.5954,3.159,0.4876,0,0,2.9594,0,3.0362,0,8.775,0.8084,4.1882,6.75,0,2.6374,3.6614,0,0,6.2262,0,0,0,2.5876,0,0,0,0,0,0,0,8.8666,6.3628,4.105,0,0.277,0,6.3024
7.7834,1.8,0,0,0,3.4248,1.2476,5.0486,0,0,0,1.0428,0,0,0,0,0,0,0,0.1604,0,3.2406,6.5554,2.85,0,1.525,0,0,3.2028,2.9976,0,0,5.0178,2.738,0.8714,0,0,0.865,0,0
0,0,0,0,0.1054,0,0,4.3086,0,0,0.1294,0,0.9654,2.2084,0,6.4828,0.2346,2.0938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3442,2.5916,0.4806,1.9856,0
0,0,2.3438,0,0,1.7618,0,0,0,0,0,1.3382,0,0.0806,1.955,0,3.2348,0.1584,0,0,0,14.3666,6.482,0,1.4168,2.7126,0,0,0.1858,0,0,0,5.8152,0.1834,2.16,0,0,0,0,0.5286
0,0,2.7876,0,0,0,0,0,0,2.0642,0,1.3952,2.4828,6.45,0,0.7924,1.6712,0,2.7976,0,0,0,0,0.4268,0,0,0,0,0,0,0.3124,0,0,2.3382,1.2056,0,2.6886,0,0,0.031
16.7334,1.8196,0.6126,0,0,0.5348,1.9176,0,2.7142,0,0,6.4404,0,0,2.0608,2.5384,0,0,7.9954,3.1646,2.7752,1.7832,1.2768,0,9.2072,0,0,0,2.5714,1.0036,0,6.8754,11.2278,0,1.26,0,0,0,0,0
5.5056,0,1.4748,2.6,3.4018,0.9438,0.9476,0,2.2224,4.9518,3.8172,3.3262,2.7346,9.0472,0.1646,0,4.2788,0,0,5.248,6.2,0,0,0,2.3644,1.1876,2.0634,0.6628,0,0.3512,0.6642,0.5884,5.3112,1.5524,0,3.8884,0.9858,0,0,0
4.839,1.5776,8.5874,0,0.4608,8.5774,2.7048,0,0,0,0.6206,0,0.7096,0,0,2.073,0.5,1.454,0.2454,5.0606,6.0494,0.1976,1.2518,2.8018,3.0618,2.4844,0,5.4388,2.6314,0,0.3322,2.7856,1.9342,6.9976,0,0,0,0,3.4582,5.2594
0,0,0,1.0854,0,0,3.8826,8.9772,0,0,2.5292,0,4.1172,0,0,9.6424,1.6922,0.6292,0,2.5272,0,0,0,5.3,0,0,4.448,11.471,3.4266,0,1.3536,0,0,5.3596,0,3.2688,0,2.6698,7.2064,0
15.8944,14.2944,4.6188,0,3.766,9.7482,7.9126,0,8.7714,0.1432,0,0,0.5904,0.2666,2.6882,5.5346,6.7922,7.9124,2.1386,13.6666,4.4144,0,6.2428,0,2.5786,6.2,2.152,0,0,17.2878,0,14.7158,11.3014,1.2072,1.48,3.177,0,1.9072,0.35,6.3358
0,5.6944,7.6312,0,4.7196,5.2966,1.9238,13.3114,0,1.8262,6.0536,0.774,5.2116,2.375,0,0.975,3.05,0,0,3.154,9.2248,0,0,10.6036,0,0.0188,0,0.7596,0,12.111,0,0,0,3.8644,4.3314,5.5476,13.94,0,0.9834,0
1.6334,5.861,7.3376,1.445,0,3.8022,0,0,3.8602,0,0,0,0,2.0278,3.906,2.2422,0,4.3522,7.034,0,3.2722,0,3.3394,1.3698,8.0594,1.3218,0,0,0,11.6768,0,1.8,5.2962,0.012,13.82,0,0.1572,0,3.8022,2.2166
10.411,1.4446,7.0688,0,0.4124,0,0,8.4744,2.0422,0,0,2.081,0,5.1138,1.7196,0,0,0.2292,12.2068,1.7646,0,0.6238,0.3392,0,4.9168,0,5.595,2.6452,0.703,10.6854,0.9714,0,19.8304,0,6.0028,0,1.1028,2.3494,0,0.081
6.1834,0,16.3626,3.8764,5.1214,0,1.4714,0,3.5264,4.657,0,0,0,3.5666,5.449,0.4096,0,2.9124,4.9388,2.052,0,0,0,0,7.2096,1.8718,0,0,0,13.2574,1.65,2.6232,3.605,0,0.5428,0,0,0,0,11.4644
0,0,0,4.0204,0,0,0,4.1514,0,0,0,6.1858,0,0,0,0,0,0,0,0,0,0.7404,2.1394,1.732,0,0,5.2354,9.437,0.9506,0,0,0,0,0,0,0,3.6258,0,0,0
0,0,0,2.6876,0,0,0.2016,0,0,6.0804,0.9758,0,0,0.1332,4.0784,0,0.0518,3.2542,0,0,0,0,0.8428,0,0,0,2,0,2.5886,0,0,0,0,0,0,5.3376,0,0.6024,0,0
0,0,0,0,1.9,0,2.5174,0,0,3.9242,6.7052,1.9428,3.5422,0,1.8548,0,5.4558,0,0,0,0,2.3786,0.8732,0,0,0,2.919,4.0694,2.7372,0,5.5374,2.2696,0,0,0,0,0,0,0,0
0,0,0,0.9708,0,0,0,0,0,0,1.1188,0,0,2.014,0,5.2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6986,0,2.012,0,2.8196,0,0,0,0
0,0,0,0,0,4.5752,0,3.3744,0,0,0,0.762,0,0,0,0,0,0,0,0,0,3.7976,4.3054,0.434,0,0,0,3.9758,4.2846,0,0,0,3.0886,0,0,0,0,0,0,0
5.389,0,0,0,0.2268,0,1.9476,0,4.8826,0,0,0,1.575,3.4804,0,7.5366,0,1.529,10.4886,0,0,0,0,0.6982,3.5142,0,0,0,1.7638,2.1854,0,0,5.8406,1.1452,0,0,0,0,4.0374,0
12.4,0.211,8.2438,0,0,0.382,0,5.7286,1.9564,0,0,0,0,0.6084,0,0,0,0,0,0,0,6.3428,0,0,0,4.628,0,0,0,4.8646,1.0572,0.0436,3.6886,3.8786,1.5056,0,0,0,2.504,0.4262
2,2.8,0,0.8248,0,0.5684,0,0,0,0,0,0,0,0,0,1.1136,0,5.125,0.909,0.1958,0,0,0,0,0,0,0,0.7596,0,0,0,0,0,0,4.7086,1.8622,0,2.2362,1.85,0
0,0,0,0,0,0,0,0,0,0,0.5052,0,0.1232,0,0,0,5.071,0,0,0,0,0.85,2.15,1.1196,0,2.8062,3,1.3902,0,0,0.9518,2.1884,0.4126,0,0,0,7.6772,0,2.7396,0
0,0,0,0,0,0,2.3922,0,1.0796,0,1.8396,0,0,0,0,0,2.6078,0,5.6796,0,3.8844,0,0,0,0,0,0,0,0,0,0,0,0,1.081,0,3.2818,6.36,0,0.048,0
0,0.4388,1.5062,0,0,2.6066,0,0,0,0,0,1.6808,0,0,6.0804,0,1.7232,0,0,0,1.1464,2.0976,0.4734,0,0,8.322,0,2.2774,0,0,0,6.8434,5.714,0.3594,0,6.413,0,5.2048,0,2.9214
0,0,0,3.5056,0,0,0,0,0,4.292,5.831,1.5168,0,0,4.6412,0,1.7808,1.9978,2.3296,2.0834,0,0,0,0,3.5118,0,6.4912,0.1824,0,0,0,0,0,0,0,1.6852,0.88,0,0,3.2428
0,0,0.8062,0,0.5554,1.0158,0,9.0428,2.603,0,0,0,0,3.211,4.3472,5.275,2.7636,0,5.1,0,0,0.3738,3.291,1.109,13.319,1.0312,0,0,1.4992,0,0,0,11.9898,8.3572,1.4856,0,0,0,0,0
0,0,2.7,0,0.8714,1.537,0,16.7,6.2616,0.8498,0,2.3072,0,1.5862,5.5078,1.5962,0,0,5.9432,0,0,2.9548,0,3.1804,5.1216,0,0,0,1.9086,0.4696,4.2732,0,0,0,10.8514,0,0,0,0,0
9.5334,1.6084,1.825,1.8628,1.7838,5.5302,0,10.0858,2.558,0.0276,0,0.8262,0.0576,0,1.0038,10.3692,0,0,0,0,0.1588,2.3262,5.3964,0,6.5644,0.003,6.8126,1.1226,1.398,0.889,2.3376,4.261,17.466,1.2928,11.3286,0,0,0.1952,0.0938,0
0,0,0,2.8516,1.6482,0.8832,2.6778,22.2286,0,3.8452,3.8448,0,0,0,0,0,2.348,0,0,2.7334,0.5382,2.8952,0,9.2392,0,0,8.4558,10.2226,1.1486,0,0,0,0,0,0,0,5.6486,0,1.0124,0
1.6834,6.125,0,0,2.9894,0.6448,1.654,5.3286,4.1068,0.6116,0,0.738,0.9712,1.7972,0,0,0,1.2542,0,0.0104,5.532,4.5142,4.0428,0,1.8096,0,0,0,0.642,0,0.9108,3.7942,0,1.5714,0,2.0852,6.717,0,0,0
3.6334,2.3972,0,4.973,1.0214,0,0,0,0,0,0,1.8858,0,0,0,0,0,0,0,0,5.8578,0,0,2.5178,0,0,0.1114,10.487,0,6.4562,4.125,0,0,0,0,0,6.5458,1.7434,0,3.3166
8.8556,0,0,1.0966,0,0,4.735,0,0,0,3.6742,0,0.9192,2.8138,0,0,0,9.6208,5.6614,0,2.0352,0,0,0,5.669,0.978,0,0,0,2.6512,0,0,2.3392,2.2238,1.1486,0.6656,0,1.9252,0,3.7738
2.4832,4.1612,5.2376,0,0,0,0,0,0,0,0,4.1858,0,1.2778,0,0,0,0,0,4.0394,0,0,1.5642,9.6286,0,3.397,0,3.6936,0,0,0,0,0,0,0,7.7608,0,0,0,4.2024
6.3612,1.5196,2.825,0,0,0,3.0572,0,9.8074,0,0,5.5714,3.5518,8.3166,3.2844,11.5962,0,4.675,14.8204,0,0.7134,0,0,0,0,0,0,0,0,0.494,0,0,6.7266,3.3808,0.9714,0.9542,0,5.3904,0,9.4454
0,0,3.7064,0,0,0,0,3.1628,0,0,6.962,0,0,0.6888,1.9098,0.8442,3.8326,3.2084,0,0,0,4.1596,0,1.9786,0,0,6.5568,3.8146,2.018,1.4744,0,0,2.2482,8.1024,0,0,0,0,1.9834,0
0,1.9806,0,3.5034,0,0.2248,5.8778,0,2.391,0.5124,1.0932,0,4.2846,7.6556,5.2256,1.5672,0.0038,0,2.391,2.1356,1.8082,8.3524,0,1.2804,1.95,0,0,0,2.1018,0,0,1.2174,0,15.1118,10.3858,0,0,0,0.6208,0
0,2.061,0.1686,0.7888,8.4946,1.045,0,4.9028,0.2888,2.784,0,11.3524,5.9828,0,0,0,1.2212,0,0,8.5814,2.9298,20.4522,2.9054,3.2894,0,0.1032,5.5266,2.021,2.9048,0,0,1.0378,0,26.4454,0,0.5376,4.4972,0,0,0
0,0,0.4186,0,1.6356,4.472,7.3206,0,4.6632,3.8088,5.7966,0,24.0674,9.436,2.1648,9.346,0,1.2,11.1454,1.321,3.7628,3.9358,0,0,5.8952,0,0.4962,0,0,0,5.175,0,5.5368,59.2334,7.96,0,6.2142,1.6518,0,0
5.6778,1.7832,0,1.6988,4.1912,0,0,0,0,0.9096,0,0.6048,28.477,4.35,0,0,0,0,1.109,0,3.2288,14.5784,0,3.8322,5.0214,10.7594,0,1.308,1.0314,1.5488,5.0732,0,13.5418,79.1382,9.8972,0,0,0,3.477,0
3.2276,1.6362,0.525,10.8562,1.909,9.881,1.1604,0,9.3292,2.2468,0,6.9808,32.5886,12.6946,3.353,3.3848,0,2.1416,11.7956,4.5208,6.4682,0,0,2.2644,8.212,0.5344,0,3.9032,0,0,3.684,0,3.653,73.3548,13.0516,6.6786,0,2.4386,2.225,5.4286
17.3832,0.7722,20.3062,0,3.784,0,0,0,3.009,0.0846,0,7.7,24.2364,17.2416,0,0,6.4192,8.0416,0,3.7916,4.7072,3.919,0.4822,0,8.6214,8.9406,0.6608,0,0,10.5318,3.8464,0,16.8708,72.3286,2.317,9.954,0,1.735,3.0188,12.0666
3.4388,5.3666,6.1314,0,0,0,9.0412,0,0,0,0,0,18.598,17.2444,0,0,6.3538,3.4646,2.0956,1.75,4.3608,0,0,7.1536,0,0,0.9392,4.6,0,0,5.9196,0,0,48,2.62,1.6164,1.3342,1.7012,3.5876,0.9618
0,0,0,1.7146,1.509,1.8246,0,3.3542,0,0,0,0,0.3364,30.3418,0,0,6.875,7.3978,0.4408,1.8228,0,2.4572,8.332,0,0,4.8968,0,0,2.4678,0,0,1.7044,0,15.7452,0,3.082,0,0,8.4022,3.781
0,5.6778,7.9562,2.1438,1.6018,6.126,0,0.397,1.0766,3.8058,7.1018,0,0,50.6972,13.0274,3.6422,3.7366,4.2436,0,8.0668,0,0,1.9928,0,0,4.925,1.2784,5.5452,0,0,0,0,0,0,0,6.4296,14.597,1.5854,0,0
0.4334,2.5056,7.3124,0,0.541,0,3.773,0,0,0.1576,0,0,0,75.3666,0,0.2826,5.8422,0,2.3112,0,0,4.6404,3.25,0,0,2.6282,0,0,6.5818,2.5928,0,0.8986,4.1926,7.3476,0,0,1.4258,1.6266,1.2166,2.2452
0,9.1306,0.8626,1.665,5.2214,4.818,4.781,0,0,0,2.369,0,0,75.1528,4.8038,5.5768,0,0.6146,5.0478,7.2958,0,2.5834,0.266,7.2142,2.5452,0,1.033,0.8644,0,0,0,0,0,1.3,0,0,8.2314,1.5614,6.3228,0
0.5666,0,0.3062,5.9258,0,2.3012,0,6.2144,9.1474,3.0116,5.288,0,0,82.5612,6.3902,1.846,0,2.3208,3.9272,4.7124,0,0,7.6552,0,12.9856,2.1094,1.0254,0,5.8884,2.1096,0,1.968,25.557,5.3784,0,0,0,5.0254,1.5374,6.1142
1.639,5.9472,2.9688,6.3844,3.1964,4.4922,0,0,0,0,1.0844,7.1332,0,41.7416,0,4.3518,2.354,0,0,1.3708,1.0536,0,0,1.6214,0,0,3.5594,5.2838,0.1552,0,4.2304,0,0,0,0,0.6328,0,0,0.8042,0.1642
2.6,0,0,0,1.5642,0,0.2476,0,4.0376,0,0,0,0,41.289,0,2.248,0,0,6.7182,0,1.9484,1.669,0,2.2874,8.269,0,0.4152,0,4.7342,1.4658,1.3126,0,0.0304,0,4.1144,0,0,2.3506,3.3458,3.2238
0,2.5416,5.5438,1.7056,6.1856,0,0,5.737,0,0,0,0,0,10.8028,0.1178,0,0,3.9834,0,3.3604,0.1318,1.2214,0,0,0,5.2124,2.3266,5.8404,0,0.8146,2.6214,0,0,0,0,4.318,0,0,0,0
8.3168,0,0,0,0,0,0,0,0.9098,0.835,0,0,0,0,0,0,0,0,3.6544,0,6.7112,0,0.1482,0,0,2.1092,0.1974,0.45,2.1496,0,3.0624,0.5478,0.3014,0,1.7,0,0,1.535,0,6.7906
0,0.5306,0,0,6.1018,5.7258,0,0,0,0,0,0,0,0,0,0,2.4058,0,0,0,0.3546,3.25,0,0,1.4382,0,0,5.6324,0,3.9306,0,0,0,0,0,6.2788,0,0,0.2396,0
4.7944,0,0.1686,0,0,0,1.5094,4.0658,7.8136,1.0308,0,0,0,11.6666,0.2254,2.8578,0,5.1042,12.525,0,0,0,0,0,21.0858,12.7218,0,0,0,5.7084,0.243,0,13.4102,3.769,1.8944,0,0,2.6578,0,0
5.4778,0,8.8688,0,0,0.7168,0,0,0,0,0,5.607,0,0,0,0,0,4.2042,0,0.55,0,0.3286,0.3982,0,0,3.7626,2.6052,0,0,0,0.0482,0,6.167,0,0,4.5574,0,0,0.402,3.988
0,0,0,0,0,0,0.765,0,0.3262,0.0728,3.3344,0,0,0,0,4.4116,0,0.7626,0,0,0,0,1.2876,0,0,0,0,0,0.3532,0,0,0.0436,0,0,0,0,0,0,0.7,0
0,0,0,2.5326,0,0,0,3.0828,0,4.7548,0,0,0,0,0,0,0,0,0,0,0,2.1072,1.4964,0,0,3.6626,1.0684,2.7356,0.8742,0,0,4.716,0,0,0,0,10.76,0,6.0186,0
0,0,0,0,0,0,0,0,1.651,0,0,0,0,0,1.3902,2.5654,0,0.5166,6.1704,0,0,0,3.9108,3.1928,0.3214,5.7718,0,2.1724,1.879,0,6.1892,1.1914,0,0,0,0,4.1914,0,0,0
0,0,0,0,1.5768,0.463,1.927,0,0,0,0,0,0,0,2.249,0,0.6442,0,0,0,0,11.2284,5.4054,2.325,0,0,10.9948,0,0,0,2.35,0,0,0,4.6886,4.2034,0,0,0,5.2786
