Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Cell 16,Cell 17,Cell 18,Cell 19,Cell 20,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Cell 27,Cell 28,Cell 29,Cell 30,Cell 31,Cell 32,Cell 33,Cell 34,Cell 35,Cell 36,Cell 37,Cell 38,Cell 39,Cell 40,Cell 41,Cell 42,Cell 43,Cell 44,Cell 45,Cell 46,Cell 47,Cell 48,Cell 49,Cell 50,Cell 51,Cell 52,Cell 53,Cell 54,Cell 55,Cell 56,Cell 57,Cell 58,Cell 59,Cell 60,Cell 61,Cell 62,Cell 63,Cell 64,Cell 65,Cell 66,Cell 67,Cell 68,Cell 69,Cell 70,Cell 71,Cell 72,Cell 73,Cell 74,Cell 75,Cell 76,Cell 77,Cell 78,Cell 79,Cell 80,Cell 81,Cell 82,Cell 83,Cell 84,Cell 85,Cell 86,Cell 87,Cell 88,Cell 89,Cell 90,Cell 91,Cell 92,Cell 93,Cell 94,Cell 95,Cell 96,Cell 97,Cell 98,Cell 99,Cell 100,Cell 101,Cell 102,Cell 103,Cell 104,Cell 105,Cell 106,Cell 107,Cell 108,Cell 109,Cell 110
3.44051,-1.11941,4.7302,-3.91584,-0.64955,-1.35181,-5.10259,-3.13051,4.26695,-5.70898,5.38221,-2.92684,-4.24475,-3.19523,-1.72929,5.76002,-4.58488,-3.28254,-0.44663,-0.62418,1.4678,-2.09049,-2.22903,0.04454,1.63944,2.77731,0.59548,-1.90155,-1.17178,1.3265,-1.56813,-1.2588,3.85504,0.55724,-0.7684,1.39561,4.99121,-1.39327,1,2.61885,0.6387,2.06157,3.10168,-4.05216,-2.42915,-1.79284,2.14248,-0.9763,-1.32122,4.76248,1.2111,-1.69158,6.04204,-1.05905,0.80069,0.29412,-3.86756,3.11835,1.72105,3.87404,2.04518,-1.69521,-1.29335,2.18E+00,0.00119,-0.62798,-6.33448,2.09733,-2.10476,-3.03342,-0.33454,-2.64097,0.34089,-0.00427,2.32199,-1.58482,-1.28691,-2.76142,-0.67322,1.97611,0.08304,-2.73059,-3.21334,-1.91851,1.58743,-1.06916,-3.30631,-0.84942,3.38082,-3.46859,-1.37352,-0.55144,0.71573,-1.6764,-0.60135,-1.48896,-0.7741,-1.05131,4.85399,-1.17497,-1.67209,-1.05916,-7.24849,-4.56541,-0.1438,3.19213,1.42754,-0.68464,-0.38339,1.45892
1.78417,-1.25372,2.31981,-4.22282,-2.29159,-1.5029,-4.8229,-6.88362,5.34515,-4.58612,8.3238,-3.91556,-2.86188,-2.12557,-0.60289,2.29565,-2.9809,-1.232,-0.50069,-2.51163,1.75207,-3.30754,-1.32412,0.96553,0.06048,0.63167,2.26712,-2.5396,-0.58261,2.49173,-1.41528,-3.16416,0.68619,0.90505,0.78795,1.13955,5.10378,-2.09496,1,-1.15684,-1.05291,3.68572,2.39831,-2.01136,-5.07147,1.13348,0.81999,-0.89187,0.01105,2.22936,3.203,-4.14108,6.57562,1.07217,-0.21467,-2.2576,-0.60178,2.45023,2.4926,-0.61707,2.54139,1.13361,-1.51898,2.03652,-1.13853,-0.14746,-8.28564,-4.50195,-1.18815,-3.43499,-4.64672,-1.33166,1.15612,-0.7825,2.30989,-1.58077,-3.09634,-4.4323,1.20666,4.47123,1.85764,-0.18857,-1.76989,2.07139,1.85524,-0.68413,-3.42712,1.01567,3.11689,-3.04641,-1.14418,-0.44263,0.54712,-0.74661,1.97799,-1.99407,-2.0857,-1.08552,2.82607,-0.84376,-0.81067,0.30288,-2.64252,-5.45377,0.39643,1.51272,0.75094,-1.96798,-3.84417,1.32131
0.28279,-1.19696,-1.07442,-4.23305,-2.77529,-2.14258,-1.60025,-10.04561,3.2487,-2.105,7.12671,-2.89403,-0.61264,-0.62195,1.85484,-2.90264,0.00225,3.04047,0.28496,-4.66985,1.12086,-3.81703,0.04839,1.26746,-1.68325,-2.53207,4.05947,-2.3827,1.32062,3.43871,0.33318,-5.54112,-3.82082,1.19307,1.9545,0.29595,2.30341,-1.93149,1,-3.86265,-3.46869,2.82486,1.99789,0.56618,-6.71024,3.93749,-3.53108,-0.02217,1.81244,-0.80877,4.1208,-3.81629,5.12993,2.58608,-1.7203,-5.42298,2.79384,1.4481,3.40067,-5.92156,2.02115,4.15375,-0.35479,0.30816,-3.82723,1.3641,-6.64194,-10.76991,1.57302,-2.42755,-6.72031,1.74951,0.90347,-1.26023,1.81089,-0.82803,-5.31305,-4.85863,1.98993,4.65602,1.86475,0.78784,0.94442,5.06644,0.14599,-0.87253,-2.89066,1.6054,1.86906,-0.65657,0.19658,-0.10676,-0.13949,0.50297,3.70966,-2.4787,-2.20855,-1.68757,-2.42464,0.2176,0.60756,3.18644,2.63487,-6.94232,-0.43896,0.05409,-1.58853,-2.88666,-6.13868,0.0955
-0.39615,-2.04689,-4.6223,-5.53698,-2.44422,-4.1321,2.50921,-9.78872,-2.26424,0.7481,3.35684,-0.87444,1.22659,-0.27646,3.61702,-7.17705,2.98099,7.23867,2.7399,-6.88024,-0.43874,-3.30131,1.23297,0.66492,-3.68362,-4.49513,5.01344,-2.42002,3.30688,4.25764,2.93378,-8.03596,-7.803,0.76243,2.74072,-0.72088,-1.94808,-1.14861,1,-4.11163,-5.15517,0.68494,2.40056,1.76836,-7.7505,4.58823,-8.43926,2.01451,3.2069,-2.45834,3.30506,-1.20759,2.65073,2.80997,-3.27337,-8.9551,4.67977,-0.60363,3.88253,-11.1069,0.90138,6.24779,1.61086,-0.64824,-6.9999,3.36808,-2.40215,-15.86021,4.54063,-0.51278,-5.67259,5.54852,-1.00657,-1.69691,1.8293,-0.3581,-7.878,-4.58542,0.34698,3.60073,0.79957,-0.5456,3.99,5.9559,-2.84914,-1.83061,-2.14904,0.47697,0.14967,2.5356,1.80429,0.49091,-1.08031,1.40342,4.44978,-3.1265,-0.76709,-2.08914,-8.12999,1.25155,1.17893,6.21704,5.32375,-8.78853,-2.1977,0.79468,-4.65412,-3.58152,-6.47831,-1.62324
-12.58843,-46.64098,-81.85299,-68.84283,-8.67777,-58.41159,39.56256,25.62069,-103.23779,46.61966,-21.81865,-3.87847,18.21926,-27.77233,24.92529,-64.88742,41.47175,75.38103,73.17941,-81.17944,-28.76994,-5.02257,18.28671,-16.4206,-58.56673,-22.16338,17.08376,-29.76809,27.08664,31.23008,49.09832,-68.16851,-87.80924,-12.70709,26.89717,-20.27227,-54.78521,3.60359,2.50667,-15.44231,-42.11222,3.17E+00,2.87047,-4.25051,-76.97315,9.08547,-88.66468,75.3824,14.38202,-7.17756,-11.87866,11.29695,-47.94283,5.48673,-23.00657,-93.45272,46.7184,-52.36967,12.60922,-142.02566,-7.50347,53.95982,31.83018,14.35755,-83.81587,40.94134,45.74115,-162.97416,45.31379,13.98262,1.06608,79.21044,-49.77892,-28.44826,22.79938,-9.78208,-91.88021,-31.06718,-50.75679,11.80078,-6.06538,-12.67601,54.73836,29.22868,-65.20423,-38.77362,-6.23841,-19.94893,-34.13383,52.63868,19.98735,15.42171,-19.51103,9.67768,22.16978,-47.18871,27.43243,-21.32467,-83.9812,16.77419,-0.88655,47.59764,41.44394,-61.76289,-31.48173,56.17123,-73.85657,-44.27367,-15.35771,-27.60976
-11.25569,-43.05712,-75.30626,-64.14347,-8.01389,-54.75959,37.49179,24.83521,-97.19663,43.16596,-21.34015,-2.41601,16.83386,-25.65981,22.49587,-60.3616,38.80875,69.56707,67.99976,-75.04962,-27.08415,-3.96461,16.80834,-14.8481,-54.1385,-20.28129,15.45543,-27.32481,24.98226,28.71666,45.50299,-63.24775,-80.82921,-12.19498,24.84078,-18.62933,-51.32289,3.84546,2.41427,-13.62112,-38.46863,1.39474,3.60407,-4.11395,-70.48231,7.42308,-82.19459,69.06662,13.34973,-6.76296,-11.46481,12.42497,-44.652,4.83841,-21.61979,-86.62277,42.32306,-49.02522,11.71132,-130.90314,-6.86572,49.72859,29.64966,13.57496,-77.49469,38.32291,44.23787,-150.31287,42.1344,13.60011,1.84166,73.64854,-46.66225,-26.06395,21.21919,-8.90314,-84.9922,-28.14038,-47.66542,10.67204,-6.03569,-12.60931,50.78026,26.15465,-60.79208,-35.49908,-5.66942,-18.98695,-31.50277,48.81502,18.49704,14.26439,-18.21333,8.8706,20.57723,-42.87325,25.9054,-18.76665,-77.93536,15.33281,-1.3692,44.35504,37.28771,-57.24035,-29.48063,52.2196,-67.75712,-40.60623,-13.58807,-25.7854
2.15571,3.86582,6.11807,1.05947,-1.3152,0.0339,1.62756,-9.8256,3.97986,-4.35552,1.64095,3.94219,-0.70171,3.26301,-0.80322,-1.59617,-0.17856,-1.35242,-4.556,2.09749,1.16757,-0.65834,-1.12793,3.73305,3.00149,-1.85971,2.38971,1.90009,0.18587,-0.00582,-2.01106,-1.22649,3.35954,1.00273,-0.48649,1.95081,1.68126,0.41233,1.02879,-0.35735,1.02587,-5.33778,5.64102,2.0506,3.78428,0.73173,0.28105,-8.84764,1.88754,-2.30166,3.14644,4.81368,6.88283,1.55516,-1.94938,0.73346,-3.72458,3.46204,2.76865,6.3228,2.50893,-0.26274,-1.24479,-1.78919,2.19992,0.41413,-0.66538,4.25764,0.70829,0.30626,-2.80936,-1.89302,2.73669,2.47386,-0.55414,1.41103,1.99566,0.90796,3.78095,1.46444,-0.13705,-1.95542,-1.42897,-0.20755,2.7456,3.82254,-1.05366,0.87989,4.33969,-2.69577,-0.22797,-1.20518,0.47789,0.17574,2.24978,5.03383,-1.98079,3.67048,0.05447,-1.13726,-0.3393,2.29057,-2.35352,-2.31991,-0.11357,-4.66161,5.63392,2.78788,-2.71025,0.66556
1.87757,2.58832,4.90036,-1.17235,-1.57572,-2.32685,3.00195,-7.29561,0.83843,-3.41572,0.59692,4.51991,-0.65275,1.64236,-1.03881,-3.32016,0.4409,0.07528,-1.89741,-1.48223,0.02493,-0.67773,-1.03354,3.73103,1.12264,-2.17671,2.5048,1.12397,0.2145,0.10504,-0.3509,-3.25236,1.9098,0.37022,0.17086,1.69092,0.35635,1.27164,1.12119,-0.67411,0.45887,-6.16243,7.09024,1.46556,2.23813,0.17217,-2.30222,-6.51213,1.47416,-1.85563,2.3273,7.33735,4.09105,1.44975,-2.12245,-2.07966,-3.66592,1.22037,3.09447,2.49926,4.27487,1.2392,-0.65356,-0.69847,-0.76322,1.99016,2.65667,0.7027,2.18639,0.8383,-1.5925,0.7406,0.83621,1.50471,0.21781,0.88586,-2.14501,-0.35498,1.10526,2.64069,-0.81939,-1.63676,0.16389,-0.46763,0.24485,2.61311,-1.51609,-0.00728,3.68267,-1.36472,-0.17751,-0.66364,-0.31844,-0.05897,2.86789,4.2271,-0.3824,4.25483,-0.91134,-1.05462,-1.00966,3.14662,-2.07252,-3.8069,-1.45365,-1.3087,4.60077,1.68657,-2.05237,0.08647
1.81488,1.51017,6.59559,-2.38054,-0.76793,-5.18648,4.76514,-3.91507,1.38036,-4.09893,-0.98879,6.49917,-1.77768,-2.75714,-2.13648,-3.819,-1.21205,0.4389,1.15714,-7.98172,-0.44929,-2.09405,-2.27617,3.87365,-0.54069,-1.98097,3.4882,1.17048,-0.16919,-1.0831,2.86267,-5.94215,2.74737,-0.12441,0.32059,2.52391,0.51203,2.54254,1,-1.11282,1.41273,-6.91895,12.42657,1.27498,2.15947,0.19427,-5.79644,-2.6459,-0.59179,0.18541,1.83812,12.97255,0.07954,0.74237,0.09913,-5.02869,-5.35543,-0.61193,3.79042,-1.67838,10.87094,2.91177,-0.8848,0.33688,-4.62191,4.59352,7.45351,1.0051,4.66367,0.91249,2.16116,4.42804,-0.42423,-0.30902,0.86484,-0.45156,-9.5507,-3.65727,-3.02673,7.09923,-2.44968,1.86208,2.56038,-1.29142,-2.81175,-0.0937,-2.70652,0.00986,4.42193,-0.52589,-1.05832,-0.1183,-1.307,-1.37389,3.42907,4.10766,2.71538,5.38503,1.06819,-1.43578,-1.77189,3.51762,-2.78786,-4.71078,-3.75223,4.9717,5.76525,1.26856,-1.26764,0.08925
1.06206,2.12819,2.40712,-2.0563,-2.93081,-1.81039,1.8542,-3.71865,-2.14998,-0.86208,1.25209,2.48566,0.12602,2.62296,-1.09797,-3.49709,0.9842,-0.13997,-0.99761,-0.09791,-0.69266,0.35573,0.08701,2.68809,-0.12579,-1.74126,0.72143,-0.51732,-1.20955,-0.06125,-1.24873,-1.61843,0.19067,-0.05229,0.94964,0.51298,-0.77532,1.50713,1,-0.53003,-0.87181,-5.01518,2.35164,0.35181,0.86696,-1.53815,-1.29758,-4.74445,1.10189,-1.42928,0.36239,4.45097,2.02047,0.91099,-2.85159,-1.77444,-2.47381,-0.58529,1.58901,2.03535,2.36045,1.00933,-0.46733,0.59424,-1.19424,0.47979,2.44285,-0.66621,0.56294,0.83567,-1.99215,-0.48976,-0.40734,1.50563,0.09579,0.80473,-1.57184,0.03358,0.26108,0.40334,-0.72128,-2.41731,0.43904,-1.355,-0.11724,3.32124,-0.95764,-1.12205,1.95059,-0.81533,-0.09747,-0.03933,-0.05622,0.01993,2.37157,2.79708,-0.78153,4.13862,-0.81603,-1.42482,-1.16023,0.97662,-1.01235,-2.83353,-0.74452,-0.64846,1.35341,0.61522,-0.44973,-0.00138
0.32494,3.00689,-1.71236,-1.6212,-5.34659,1.84184,-1.39153,-3.77088,-5.30404,2.73858,3.81217,-1.76667,2.00036,8.16533,0.08419,-2.86652,3.02859,-0.89328,-3.48574,8.43221,-0.57438,2.74881,2.4916,1.16541,0.50908,-1.44178,-1.94507,-2.19649,-2.37875,1.10228,-5.56331,2.86221,-2.38554,0.06904,1.62848,-1.46327,-2.05999,0.28003,1,0.20437,-3.24135,-2.68741,-8.25113,-0.30672,-0.25617,-3.20401,3.36446,-7.04423,2.96967,-3.32297,-1.13957,-4.9835,4.71764,0.88349,-6.01931,2.0638,0.58464,-0.24255,-0.78749,5.95155,-6.51553,-1.02175,-0.09627,0.6096,2.5963,-4.03807,-3.36968,-1.65661,-3.84753,0.70484,-6.34362,-5.88642,-0.10415,3.43482,-0.87445,2.11901,7.11213,3.82361,3.97666,-6.4922,1.12044,-6.76194,-1.76555,-1.37956,2.90237,7.11837,0.86243,-2.13656,-0.44658,-1.23778,0.94678,0.05273,1.43058,1.41761,1.27754,1.40831,-4.4794,2.56967,-2.7911,-1.67372,-0.38417,-1.85551,0.64748,-0.75375,2.52144,-6.8639,-3.24541,0.19269,-0.0043,-0.02713
0.73171,3.18382,1.42562,-2.46066,-5.03397,-0.70517,-0.01958,-2.56727,-2.787,2.00954,3.14165,0.70211,0.56128,3.93685,-0.92367,-2.77975,0.72105,-1.16938,-1.75402,2.95819,0.13057,0.76524,0.81801,1.12348,-0.32741,-1.43863,0.08344,-1.66084,-2.94102,0.17584,-2.69015,-0.0806,-0.791,-0.17031,1.80852,0.08259,-1.48989,1.23499,1,-0.00687,-2.02285,-3.42759,-2.25982,0.55975,0.93062,-2.71913,-0.16962,-4.55602,1.5054,-2.22542,-1.101,0.17231,3.50585,-0.19095,-4.23284,0.38224,-1.64518,-0.79002,-0.08812,2.68153,0.77686,0.52873,-0.59056,0.67116,-0.50055,-1.78346,-0.05734,1.34368,-1.55598,0.77845,-2.80177,-3.12831,-0.28046,2.08997,-0.66161,1.0584,0.71151,0.44011,1.05836,-1.39229,-0.42291,-2.98833,0.51565,-2.0829,0.66369,5.47273,-0.65714,-1.49664,1.36277,-0.99635,0.17357,0.56387,1.03506,0.04695,2.20922,2.03834,-1.56851,3.54133,-0.78537,-3.03137,-0.78465,-1.60027,-0.93809,-1.70543,0.54325,-2.04272,-0.978,0.87606,-0.78652,0.33844
0.97156,3.74134,2.49934,-3.49133,-5.06744,-1.5462,-0.47325,-2.40205,-1.48979,2.74688,3.65512,1.55695,-0.23571,1.42603,-1.28026,-1.97716,-0.67144,-1.89113,-1.43842,0.84722,1.2801,-0.30964,-0.35289,0.34207,-0.78071,-1.35634,1.3407,-1.4701,-3.60272,0.05416,-1.55298,-1.33694,-0.26406,-0.37005,2.15412,1.2958,-1.31815,1.51903,1,0.22348,-1.33518,-3.05901,-0.29758,1.27062,2.4275,-2.62919,-1.5224,-3.3927,1.66519,-2.64217,-1.3345,1.87614,4.2438,-1.6665,-4.12547,0.92512,-2.67543,-0.9918,-0.62309,0.72225,4.72665,1.23767,-0.4866,0.1485,-1.89907,-0.87644,0.61829,4.13869,-0.79495,1.06139,-0.66881,-2.36814,-0.32522,1.66646,-0.50099,0.72245,-1.74908,-1.05762,0.07056,1.18148,-1.04958,-0.49238,1.23535,-2.72668,-0.46047,5.15072,-1.64664,-1.18467,2.10427,-0.72612,0.12159,1.28497,1.32406,-0.52471,2.52223,2.28218,0.4824,3.22066,-0.08622,-4.85965,-0.56732,-2.23401,-2.13871,-1.71233,-0.06651,-0.31924,0.52271,1.74314,-2.02655,0.95878
2.3921,6.73783,4.28004,-10.40592,-4.06329,-2.25827,-3.89316,-8.5893,1.78346,6.5103,6.80618,4.96938,-3.1239,-6.41833,-2.71742,0.12345,-4.73656,-6.63462,-3.91536,-5.78122,5.90012,-2.45547,-5.81698,-1.82116,-2.2875,-1.69769,4.79623,-1.26161,-7.24971,0.25673,0.46647,-4.5721,0.01255,-0.92797,3.68938,6.56557,-1.67362,2.4579,1,1.47976,1.93403,-4.01575,3.82881,3.79682,12.27243,-3.2528,-1.35034,-5.17387,7.73893,-7.63001,-0.98501,11.62345,9.43849,-10.13306,-9.10626,5.00393,-8.25048,-3.0046,-2.79001,-4.53815,18.30454,2.74523,1.07938,-2.38629,-5.80678,2.7846,2.44844,13.85273,1.19651,3.79104,6.15199,-1.23554,-0.94865,2.23467,1.68778,0.87744,-8.0732,-4.0619,-2.27499,8.78172,-2.93614,7.12605,0.55125,-7.5174,-4.58289,7.20416,-4.97294,-1.51905,4.01384,0.28858,0.55739,4.68671,2.34181,-1.35296,3.19781,5.33099,8.06945,1.46059,0.46329,-13.15117,0.50871,-6.06771,-5.72137,-1.04355,-2.0055,1.50363,7.82177,6.03135,-7.64751,4.39075
1.5683,4.66612,3.18611,-5.87803,-4.71352,-2.28788,-2.91728,-3.70479,-0.58367,4.40372,5.22588,2.50262,-1.42436,-2.89366,-1.50768,0.19132,-2.55054,-3.07591,-1.23705,-1.95486,3.60693,-1.85431,-2.49576,-1.49643,-1.40892,-1.10286,3.1399,-0.90061,-4.51702,0.52397,-0.31808,-2.92813,0.3205,-0.6011,2.6541,3.60042,-1.02971,1.84461,1,1.02584,0.07026,-1.77647,2.06741,2.44774,6.18565,-2.82149,-2.8069,-2.34292,3.18124,-4.3557,-1.72796,3.88588,6.68308,-4.50914,-5.01106,3.16887,-3.74195,-1.08001,-2.31795,-2.11432,11.16707,2.16539,0.44341,-1.54903,-4.00427,0.67566,0.40278,8.73109,0.24461,1.93046,2.75338,-1.42507,-0.52171,1.38423,0.21702,0.71467,-4.49427,-2.37013,-0.54754,4.66735,-1.89187,3.77552,1.18586,-4.01426,-2.18622,4.76488,-3.28774,-1.02475,2.8201,0.05864,0.7171,2.82311,2.09542,-0.91359,2.73162,2.60763,4.38616,1.66686,0.48253,-8.60793,0.74772,-3.53177,-4.38052,-1.41564,-0.64433,1.29881,3.73759,3.46165,-4.66705,2.45237
-0.0583,0.57469,0.94876,2.94866,-6.07756,-2.09877,-0.37737,5.39024,-5.60871,0.03852,1.69947,-2.39175,2.11902,5.06351,0.8371,-0.5316,2.16408,3.8329,3.44965,5.86163,-1.53676,-0.15577,4.28512,-0.15086,0.49085,-0.07763,-0.60596,-0.57078,0.68461,1.00559,-2.20443,0.67368,0.59411,0.08209,0.52192,-2.6437,-0.01964,0.72606,1,-0.09631,-3.62911,1.70658,-1.82422,-0.35254,-5.77194,-2.19743,-4.87846,2.10833,-5.39552,2.2856,-2.82425,-10.61815,0.90255,6.50949,2.57575,-1.08162,4.58452,2.52035,-0.69617,3.4295,-3.85812,0.72783,-1.00061,0.57223,-0.04211,-3.73232,-3.37659,-2.2826,-1.82504,-1.61307,-4.78421,-2.14136,0.23902,0.07459,-2.62639,0.41723,2.86066,1.25257,2.85203,-4.2467,0.1584,-4.11629,2.26654,2.54765,2.85847,0.6396,0.37888,-0.32345,0.28808,-0.59317,0.82486,-1.06399,1.32893,0.08694,1.77128,-2.37638,-4.02159,2.80463,0.44674,0.9482,0.68963,1.22637,-1.1518,-2.0939,1.99244,0.40758,-5.0804,-1.78811,1.52316,-1.54137
0.68627,1.23631,1.18797,0.16356,-5.84191,-2.44108,-2.89865,3.16015,-6.77867,1.61731,2.74199,-2.04704,1.52236,1.92277,0.98235,0.96806,1.39799,2.9891,3.07625,3.54464,-0.28074,-0.87773,2.52867,-1.24384,0.20873,0.15088,0.24628,-0.4885,-0.35323,2.24752,-1.63264,-0.21799,0.63663,0.0021,0.61172,-1.00916,-0.18899,1.29534,1,0.5157,-1.88484,2.36726,0.17057,0.77777,-1.06732,-3.33989,-5.0571,1.40432,-2.97732,0.84156,-2.62215,-8.29454,3.50403,3.58024,1.14694,0.61471,2.97329,2.83593,-1.55691,2.09902,1.85437,0.99406,-0.0023,-0.8952,-1.8808,-2.71066,-4.29043,0.93491,-1.12784,-0.15123,-2.79002,-1.70721,-0.39874,0.43635,-1.84765,0.42213,0.80399,0.90328,2.70234,-2.42874,-0.88082,-1.96255,1.40521,0.51822,1.98192,1.1024,-0.94381,-0.81337,0.35255,0.27957,1.48177,0.2594,1.86967,0.06938,1.71119,-1.77467,-2.22937,2.25375,1.29301,-2.19738,1.79113,-0.93445,-3.06984,-1.46636,1.53394,1.4474,-3.38304,-0.2993,-1.17677,-0.15706
1.68544,1.18472,0.96907,-2.80368,-6.59578,-2.7442,-5.81459,2.40307,-12.28806,4.22888,2.90043,-3.40109,2.01939,-0.92744,2.71939,3.40448,2.9438,3.42403,3.14772,2.49754,-0.30832,-0.92004,1.17397,-2.36941,0.2715,0.65642,0.48577,-0.79416,-0.78411,6.18021,-1.46918,-0.90139,-0.03687,0.11686,-0.05967,-0.4698,-1.12438,2.25427,1,1.18857,0.3969,5.41392,2.4232,2.48328,4.9759,-6.3487,-6.11006,0.94122,-0.09373,-0.32256,-2.04079,-8.65615,8.35352,1.65965,1.7864,3.26771,1.28833,5.55091,-1.76456,2.8232,8.58829,0.08567,1.3815,-2.72228,-4.58878,-3.06346,-7.5005,4.45684,-1.10773,2.2929,-2.08419,-1.77274,-2.17282,0.80863,-2.06333,-0.83106,-0.63914,1.78866,3.65942,-1.94647,-1.83566,-1.49254,-1.01555,-2.18855,3.42647,1.95901,-3.02049,-1.85806,-0.88777,2.04682,2.65834,1.46728,2.70971,-0.06973,0.93921,-1.75092,-3.50759,2.88472,3.61097,-5.48297,3.03032,-4.70613,-7.13177,-0.01657,1.92665,3.37598,-4.09536,0.85453,-5.5161,0.8487
-0.48099,0.81482,1.30365,3.71038,-2.12913,-2.23164,-3.60622,2.25012,-0.0442,-2.83518,3.34065,-0.24629,0.56716,2.69572,-1.53006,-1.50913,-2.82043,2.18878,3.56491,0.57628,1.05103,-1.59648,3.0072,-1.22608,0.42568,1.22629,0.25271,0.8677,-0.95258,-3.23522,-0.76831,1.1828,2.3608,0.25022,0.74483,-0.25934,1.88869,0.25733,1,0.04082,-2.60636,-2.90911,-0.03141,-1.05958,-6.02023,1.74781,-2.10325,0.65839,-5.95606,3.14201,-3.34073,-5.35824,-4.90452,3.34831,-1.8786,-4.8922,5.07356,0.0169,-2.42959,-2.58668,-3.53556,3.49407,-1.03482,-0.0025,1.38707,-0.91982,-1.69489,-4.25094,0.4217,-2.29485,-2.59412,0.21793,2.11266,0.50483,0.23209,3.15993,1.15289,-0.63865,0.85167,-2.63085,-2.3887,-1.43938,5.11672,2.89217,-2.18028,-2.4729,2.27802,0.4328,2.76219,-1.55796,0.44437,-0.94721,1.27301,0.88275,2.3585,-2.32655,1.08647,0.29877,-0.73559,1.31305,1.96278,2.24589,2.7676,-1.92767,-1.00265,-0.02275,-2.29492,-0.35348,3.46278,0.25092
-2.15391,0.24521,1.40673,8.73628,1.29202,-1.66078,-1.83551,2.3651,8.09329,-7.69123,3.49678,1.71705,-0.16249,5.30954,-4.17896,-4.97943,-6.48616,1.19503,3.77816,-0.89933,1.89223,-1.75474,3.9856,-0.47432,0.71449,1.7948,0.24728,2.19224,-0.96357,-9.38742,-0.23865,2.7529,3.82831,0.4229,1.03286,-0.19695,3.83101,-1.13527,1,-0.74192,-4.37102,-8.64709,-2.02273,-3.47467,-13.42519,7.77955,1.0721,2.03E-01,-9.66466,5.40477,-4.21675,-3.1035,-14.00711,4.55778,-3.96225,-10.54552,7.4477,-3.24791,-2.79975,-6.47004,-11.61934,5.70522,-2.61038,1.92103,5.62781,0.47568,2.32471,-10.07064,1.4107,-5.03233,-3.12668,1.68359,4.76659,0.05333,1.61252,5.45901,2.51979,-2.28965,-1.1209,-2.99851,-2.78798,-1.52865,9.05286,6.0138,-5.76122,-5.57865,5.79603,2.11229,5.13039,-3.80182,-1.11625,-2.67696,0.3915,1.38608,2.95106,-2.53437,3.58409,-1.33679,-3.71664,5.89683,1.00921,6.79615,9.01412,-2.57008,-3.27051,-2.10748,-1.18892,-1.11704,9.35084,-0.18162
-1.012,-0.57265,0.68102,4.97867,-0.33826,-1.59164,-3.92384,2.36285,-1.75471,-2.66262,2.86148,-1.14976,1.49547,1.9946,-0.42337,-1.28044,-2.0765,1.75974,3.60049,-0.90774,0.84996,-0.58111,1.54428,-1.72612,1.13783,2.44173,0.8809,1.52104,-0.85397,-1.54095,-0.28567,1.67991,1.85292,0.59443,-0.4823,-0.30913,1.5523,0.3786,1,0.22242,-0.76279,-2.89707,-0.38281,-0.60047,-3.96797,3.28416,-0.29969,-0.40968,-4.50229,2.7662,-3.21388,-4.98576,-4.63734,2.62163,-0.5748,-5.11791,4.02253,2.45636,-2.28257,-3.66072,-1.2986,3.10882,-0.28354,-0.338,1.33098,-0.83371,-2.50773,-3.45119,0.58317,-0.49738,-2.96417,0.98506,0.93154,-0.20265,-0.04469,1.51779,1.15392,-0.42066,0.52831,-2.08818,-3.06576,-1.61495,3.8551,0.95228,-1.43554,-3.14558,1.78585,0.5951,2.16092,-0.4387,0.59638,-0.99456,1.7893,0.4411,0.75534,-1.7844,-0.99372,0.50282,-0.29286,0.53475,1.92026,0.88988,0.38585,0.86582,-2.16567,1.27136,-2.66444,0.19821,1.69017,0.69616
-1.46717,-2.2357,0.0862,5.08612,0.01856,-1.32954,-3.33139,2.41997,-3.73055,-1.1857,2.17616,-2.29499,2.69751,1.27565,0.71926,-0.46342,-0.53896,1.69056,4.14942,-0.6804,-0.03378,0.57076,0.2186,-1.9823,1.72842,3.43323,1.598,1.54693,-0.23334,1.46708,0.04743,1.68861,1.44713,0.49803,-1.51799,-0.87619,1.0829,0.69123,1,0.2928,0.7455,-2.18905,-1.87926,0.38002,-1.67418,3.92692,0.95476,-0.34622,-3.76907,1.84097,-3.43104,-6.18209,-1.88406,1.95117,1.84609,-3.66981,3.03676,4.86957,-2.08649,-3.09969,0.84174,2.04986,0.84956,-0.75868,0.26962,-0.57121,-3.89849,-1.63552,0.35758,0.89477,-3.63515,0.9519,-0.62143,-1.36998,-0.93733,-0.9028,1.38249,0.21557,0.30346,-1.05376,-2.67976,-1.6322,1.81467,-1.10255,0.40977,-2.7252,0.74033,0.47877,0.88281,0.92327,1.02701,-0.69501,2.2058,-0.3448,-0.96275,-0.98911,-3.28256,0.58525,-0.21291,-0.8867,2.41025,0.85211,-3.0646,2.91229,-2.23902,2.63445,-2.20587,0.10715,-0.21212,0.86906
