cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40
8.076302521,-2.792675522,-7.461981982,5.914185006,3.957225139,5.67797961,-2.430818182,-5.336431009,-0.537448329,-1.259006808,2.37944664,-5.190718091,-7.576846154,-2.045527544,-1.252463031,5.300421652,6.896799054,-8.596004097,1.673835438,3.076725994,0.35,-6.385289042,8.535240947,-1.9872575,0.595929971,-1.766024363,2.890315221,4.306503063,-6.164005095,-6.580107029,-0.619327111,3.547418182,-4.309040404,3.129025641,4.384895173,-9.88077591,-1.412298137,-0.056529823,-4.157626374,0.842945055
-0.241260504,-3.234225174,-10.42468468,-2.743954992,-6.418120983,-2.823880393,-6.621464646,3.815992199,-1.532648252,-4.006318,4.751114625,-4.613491015,-9.278576923,-1.092633053,-0.925114754,4.506022792,6.499167849,-1.242443602,-5.160030616,2.6215905,0.361363636,-0.622484901,-1.308076785,-3.767058824,2.637781393,4.379165744,0.846501219,1.656575592,-0.748379024,0.849142328,0.080648296,-2.314957576,-13.97853535,4.528683761,-0.47934666,-0.501893557,-7.704074534,0.172135493,-1.689289377,-4.505631258
-3.420168067,5.582915876,12.02,-5.990525923,-7.767184418,0.000711177,-5.039868687,3.896079961,-1.694705428,-2.985489597,2.871272727,-5.7758051,-3.640346154,-10.71298786,-10.7295992,-5.466518519,7.37306383,-4.949546876,-3.346573287,-4.886089628,7.505454545,-7.441285591,-0.190970798,2.138995423,9.896844062,3.620435585,1.00235458,5.940566319,-1.428190549,-5.520659051,-1.2348346,-3.419454545,0.681565657,-6.28782906,5.941706485,3.672229692,5.24931677,-2.260524669,7.251076923,-5.129577534
-3.816134454,-1.823095087,-1.023243243,-2.056674127,-3.564264338,-1.019804799,1.677151515,8.359580692,3.737569377,1.560557358,5.700648221,-4.704503161,5.420307692,4.032838469,3.021355637,-1.419880342,-2.048969267,-2.996155784,0.589357826,-4.708768511,5.388863636,-2.057394305,-11.05122738,2.613460455,-2.612076846,3.038228128,-0.374533264,-3.843641,4.728455677,3.892232582,6.780332614,-6.056884848,0.672171717,-2.996632479,-3.485997075,-11.82964986,-3.643701863,1.244679676,-1.234549451,-4.280576313
2.123865546,1.984246258,-13.74252252,4.424942186,0.905360349,-2.336145717,4.706252525,0.452345197,-0.894987444,1.252269517,-4.92173913,-1.436045174,-0.985615385,3.917936508,1.905407829,-5.342165242,-0.411602837,-6.584421624,6.00316571,3.034860354,-0.257954545,-7.418740293,-0.881624377,1.755781016,0.197338291,7.417024732,-3.590996169,-0.857989071,3.569634999,-1.82642544,-6.084399379,-4.095066667,-0.779949495,-0.63982906,2.286426134,-8.480338936,-1.412596273,-0.895001841,1.859399267,4.221030525
13.12596639,-4.212338183,17.40522523,-5.42565212,-4.46497964,0.75743255,10.54830303,6.286728425,1.897032387,2.797341096,4.394561265,4.723045671,13.07284615,3.656778711,10.99971763,-4.290962963,2.490160757,-0.66326238,-0.666100268,-5.153615855,-0.437045455,9.650836928,11.27941635,-8.316108813,5.740415214,14.71760797,-3.339752699,1.779220401,10.52542362,6.903238036,-4.713921826,-1.166933333,-5.74989899,8.428358974,11.36504144,1.17112605,2.776869565,5.594184462,1.649084249,-3.377338217
-8.173613445,-2.189553026,9.33009009,-0.234556757,7.04940784,8.802812383,23.61164646,14.75451975,32.25995235,174.2690991,37.42793676,13.76561546,5.561923077,73.19181139,29.25764871,26.78796011,28.97404255,12.25522961,23.23335936,15.95458909,12.12295455,11.48855047,29.42324686,23.77178389,37.36908668,27.54473237,45.70392372,10.33337506,33.86181261,6.736430586,101.1269498,4.203454545,22.61252525,27.7117094,35.59368113,34.02015966,17.96295652,110.2992507,14.94534799,24.68392674
-11.71495798,4.347893738,3.993513514,22.22436902,19.92853456,11.42588959,25.03061616,25.64599707,55.98581096,229.4974709,127.9581186,19.53722566,10.53842308,97.06647993,36.19522784,40.02357265,37.34092199,85.91050129,23.7791948,20.71806903,11.19068182,14.82220017,41.16127494,29.82605025,61.29180572,32.02601698,45.86870603,30.97166021,44.5785055,16.89440609,170.4616244,54.99430303,32.71207071,33.39251282,32.59928815,42.02568347,26.45281988,139.7809315,18.93904762,45.48231013
20.08890756,11.1398988,10.58504505,33.29804426,14.85150959,11.15436777,12.61245455,15.20298391,54.81308544,211.2305968,137.0079051,23.42158392,5.070653846,94.70203548,22.81270258,28.91635328,26.34567849,96.35441747,24.6786085,17.92563789,2.431818182,13.69478861,36.29026549,40.57724451,70.68087381,27.20413437,48.86211599,32.96564332,37.47373816,13.51429248,187.8583893,67.11344242,28.1170202,28.00350427,33.87808874,68.33266947,22.51542857,118.6845324,25.53204396,57.36163614
-6.741260504,13.01893527,13.37315315,25.79762278,13.06468528,14.64629491,10.0550101,19.31396392,46.81831241,166.9433581,110.6296443,17.05142837,11.89530769,73.17979458,15.9856902,30.31721368,17.71363121,92.5382401,16.81650057,17.91594652,14.75181818,25.34858499,30.52552576,22.87786692,59.44913161,17.10969361,45.07004354,17.05980262,33.5236171,13.24334095,165.1826428,73.63646061,24.98979798,19.69379487,19.46734276,51.99843697,19.2910559,97.48389359,29.46068864,47.62676435
