Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Cell 16,Cell 17,Cell 18,Cell 19,Cell 20,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Cell 27,Cell 28,Cell 29,Cell 30,Cell 31,Cell 32,Cell 33,Cell 34,Cell 35,Cell 36,Cell 37,Cell 38,Cell 39,Cell 40,Cell 41,Cell 42,Cell 43,Cell 44,Cell 45,Cell 46,Cell 47,Cell 48,Cell 49,Cell 50,Cell 51,Cell 52,Cell 53,Cell 54,Cell 55,Cell 56,Cell 57,Cell 58,Cell 59,Cell 60,Cell 61,Cell 62,Cell 63,Cell 64,Cell 65,Cell 66,Cell 67,Cell 68,Cell 69,Cell 70,Cell 71,Cell 72,Cell 73,Cell 74,Cell 75,Cell 76,Cell 77,Cell 78,Cell 79,Cell 80,Cell 81,Cell 82,Cell 83,Cell 84,Cell 85,Cell 86,Cell 87,Cell 88,Cell 89,Cell 90,Cell 91,Cell 92,Cell 93,Cell 94,Cell 95,Cell 96,Cell 97,Cell 98,Cell 99,Cell 100,Cell 101,Cell 102,Cell 103,Cell 104,Cell 105,Cell 106,Cell 107,Cell 108,Cell 109,Cell 110
-0.86673,-0.26248,-0.10875,1.19821,-0.288,-0.55101,0.65961,0.14262,0.7917,0.02997,-0.17428,-0.05945,-0.10315,0.49055,0.08655,0.99971,-0.27845,1.12063,-0.492,-0.58356,-0.46233,-0.3771,0.55083,-1.10036,0.7537,0.49271,-0.00268,-0.17772,0.16875,-0.53021,0.38298,-0.41343,-0.07575,0.49103,-0.33499,-0.55289,0.24183,0.03151,0.05823,-0.15729,0.65438,1.32621,-0.00318,-0.22456,-1.27077,0.0602,3.02241,0.83272,0.9089,0.2909,-1.18143,0.57264,0.70677,0.03428,-1.76347,1,1.5683,0.13114,-0.52702,-0.01155,-0.08952,0.7029,-0.34451,-0.04125,-0.23253,0.45345,0.91103,-1.0909,-0.23898,-0.22437,0.40386,-0.53016,-0.47003,-0.26992,0.04854,0.38177,0.42997,-0.30963,-0.10081,-0.21733,0.03343,0.16924,-0.32425,0.53268,-0.24102,-0.17635,0.35549,0.50655,0.15864,0.45186,0.40452,0.24052,0.24892,-0.07031,-0.6182,-0.63494,-0.78555,-0.96124,-0.88685,-0.4337,0.42519,-1.41422,0.00971,1.10196,-0.40742,-0.18443,-0.70186,0.45247,-0.10522,-0.07102
0.56598,1.27526,0.59166,-0.72403,-0.18058,0.24247,1.02801,1.05653,0.84133,0.71463,0.37526,-0.17577,-0.33722,-1.29204,0.03901,-0.5862,0.39204,-1.01013,0.34387,-0.20321,0.58944,-0.41785,-0.1105,0.77739,-0.43369,-0.78671,-0.19141,-0.92718,-0.28099,1.88377,-0.98217,0.29059,-3.55E-05,0.20533,0.39787,-0.29582,0.32253,0.33186,-0.20753,1.07266,0.40848,-1.92429,-1.83875,1.88227,0.80518,-1.26604,0.05539,-1.36397,-0.0276,0.43838,0.82003,-0.83817,-0.82214,-1.36192,1.52804,1,-2.10506,0.11203,0.62094,3.63617,1.78705,-0.12284,0.47891,0.3385,0.80541,-0.7794,0.2099,2.70624,0.40494,-0.38798,-0.58814,-0.51721,0.4679,0.00978,0.12032,0.32915,-2.16336,0.24153,0.29355,0.67226,0.17967,-0.97765,-0.49617,0.75714,1.07837,0.98851,0.17199,0.18678,-1.03867,-0.19247,-0.16149,-0.02614,-0.19926,-0.12759,-0.5566,-0.05337,0.47175,0.30699,0.92118,-1.16605,-0.1313,0.99926,-0.46598,-2.31027,1.08081,-0.39646,0.29302,0.25217,0.53952,0.25268
-0.24406,1.96357,0.21559,-0.2462,-0.51636,0.49596,1.31956,1.30802,2.03689,1.08305,0.77492,-0.31774,-0.13467,-1.18289,0.09091,0.32574,0.2391,0.68354,0.52279,-1.53008,1.12101,-0.90987,0.14116,0.07531,0.30032,-0.4453,-0.5437,-0.84259,0.12515,1.838,-0.78974,0.32219,-0.05541,0.60103,0.39081,-1.01504,0.97714,0.61315,-0.08627,0.66471,2.06197,-0.79863,-1.80542,1.87466,0.47894,-2.0616,2.87077,-0.20469,2.0028,0.51182,0.53239,0.24096,-0.426,-1.18906,0.38681,1,-0.94631,0.56304,0.12635,4.7723,2.85613,0.44721,0.64057,1.00739,1.14487,-1.01134,1.39323,3.54713,-0.56507,-0.3444,-0.21647,-1.12598,0.29519,0.33862,0.41466,0.66283,-2.73202,-0.00173,0.02371,0.8283,0.71148,-0.3908,-1.12314,1.33007,1.59352,1.25287,0.40869,0.67255,-1.04219,0.1081,0.25743,0.26948,0.00284,0.01069,-1.39121,-1.08161,0.39075,-0.31411,0.1281,-1.88493,0.14798,0.52886,-0.76497,-1.54166,1.10308,-0.5729,-0.61578,2.01462,1.79701,0.63139
0.47825,-0.07992,0.87293,-0.29673,-0.11795,-0.32803,1.0172,1.08995,-0.04819,0.7081,-0.00701,0.17322,-0.05436,-1.05325,-0.24635,-0.428,0.34317,-1.457,0.04761,0.04898,0.12722,-0.261,-0.07957,0.32163,-0.27048,-0.46201,-0.19462,-0.65456,-0.46888,1.02653,-0.86227,0.05043,-0.17518,0.15439,0.18132,-0.07197,0.13882,0.10362,-0.20156,0.90185,-0.34863,-1.68801,-1.546,0.94878,0.64894,-0.63651,0.3231,-1.19114,-0.67114,0.48428,0.53622,-0.85983,-0.58296,-0.82624,1.49334,1,-1.52301,0.14973,0.23492,2.33612,0.68284,-0.14503,0.10378,0.08458,0.59889,-0.49829,-0.31277,1.38665,0.35829,-0.33795,-0.06103,-0.42063,0.2999,-0.23734,0.18206,0.25293,-0.98576,0.26964,0.11048,0.08241,0.10883,-0.60242,-0.10299,0.47157,0.5736,0.52709,-0.03034,0.23489,-0.6135,-0.13301,-0.13313,-0.28005,-0.18516,-0.34624,-0.42488,-0.30258,0.2196,-0.05941,0.7407,-0.51022,0.13058,-0.37211,-0.76293,-1.50109,0.59487,-0.51922,0.08306,0.03492,-0.65485,-0.05452
1.50486,-2.57336,1.87213,-0.59355,0.37543,-1.18912,0.88478,1.21754,-2.68112,0.52298,-0.84877,0.74382,-0.00544,-1.21694,-0.84068,-1.46405,0.74925,-4.48028,-0.39787,1.8749,-0.90189,0.52706,-0.52059,0.75088,-0.97683,-0.49169,0.1452,-0.63322,-1.27915,0.45041,-1.10569,-0.15802,-0.38671,-0.31849,0.15322,0.95409,-0.72387,-0.3996,-0.45968,1.3675,-3.29818,-3.20483,-1.57349,0.24714,1.27385,0.76431,-2.46158,-2.73932,-4.005,0.42403,0.8201,-2.35368,-0.94088,-0.50323,3.53604,1,-2.87041,-0.25602,0.41543,0.63,-1.66088,-0.91632,-0.4663,-0.83637,0.33032,-0.25782,-2.51663,-0.38707,1.34901,-0.41269,0.23048,0.22674,0.29128,-0.92697,-0.05191,-0.2156,0.67045,0.55186,0.30502,-0.69799,-0.56632,-0.91113,0.98679,-0.42097,-0.38067,0.00814,-0.56464,-0.13743,-0.37651,-0.46398,-0.63361,-1.03162,-0.50624,-0.86379,0.53285,0.3022,0.20595,0.28777,1.78258,0.78514,0.10672,-1.58891,-1.16739,-1.92154,0.35038,-0.57353,0.87038,-1.90987,-3.85527,-0.82785
18.19503,-35.4566,28.51755,-14.57419,2.07645,-4.07166,16.32597,40.06971,-38.27552,24.45848,3.72849,0.5138,2.08847,-26.57381,-26.65654,-17.34137,24.90845,-65.83549,5.54785,4.84393,3.03807,6.38016,-19.02575,7.37828,-2.24318,4.80646,-8.58513,-16.75712,-16.39483,22.4499,-14.57124,3.99548,-9.49746,1.94484,16.99122,-3.41502,9.86791,6.00777,-13.85997,15.18167,-25.41486,-44.68998,-29.5792,23.70236,41.27733,-12.88393,17.34191,-40.32863,-37.06655,-3.15551,24.75299,-22.30027,-13.13002,-6.6683,77.68071,1,-55.70626,8.64461,-3.30561,96.08047,-2.96732,-8.70376,-0.32687,13.9685,35.94214,-30.35616,-34.58273,53.8835,-5.37266,-6.08022,17.6072,-18.76036,-2.71363,-4.43582,5.82651,-1.28611,-16.43898,-3.80277,10.51487,-1.10125,6.16806,-0.96336,-1.91154,11.00857,17.13273,31.66446,-6.30789,16.16988,-22.23704,-7.58917,-4.85161,-17.38747,-10.32267,-14.64385,-12.8137,-37.99743,16.37397,3.31527,34.59975,-21.43441,2.35368,-42.71148,-43.88262,-40.91659,29.64527,-12.87958,-5.45257,32.27587,-53.95013,-3.27291
17.35034,-33.80566,27.34143,-14.16297,2.02252,-3.68935,16.0433,38.58706,-36.34605,23.61665,3.47079,0.76109,1.98948,-25.56056,-25.59445,-16.43627,23.97621,-62.84422,5.41296,4.31588,3.10813,5.9475,-18.19683,7.00245,-2.12525,4.43947,-8.19246,-16.01694,-15.58148,21.66671,-13.97556,3.9384,-9.17295,2.06639,16.38916,-3.33899,9.43843,5.65864,-13.22362,14.60272,-24.17935,-42.72785,-28.29738,22.64546,39.63494,-12.65738,17.16765,-38.51198,-35.03687,-2.85578,23.72286,-21.29813,-12.6192,-6.1692,74.4572,1,-53.63992,8.34584,-3.18509,92.3578,-2.49667,-8.26799,-0.21653,13.42398,34.41927,-29.21405,-32.7523,51.9649,-5.34732,-5.88287,17.01242,-17.9903,-2.56884,-4.20257,5.59737,-1.11617,-15.97337,-3.60609,9.89472,-0.98584,5.89296,-0.84075,-1.91721,10.44765,16.46563,30.16994,-5.95401,15.49601,-21.25025,-7.14849,-4.59438,-16.64038,-9.87317,-14.08674,-12.48219,-36.42694,15.6783,2.92297,32.9253,-20.6304,2.43356,-40.82805,-42.19972,-39.01679,28.30696,-12.49835,-5.28303,31.14113,-51.50344,-3.06775
-0.14809,0.68534,-0.01764,-0.20832,0.14851,0.03922,1.10493,-0.38423,1.27156,-0.19167,-0.97686,1.28184,-0.17323,0.06631,0.61793,0.39578,-0.34108,0.88784,-0.23942,-0.03256,-0.12516,-0.52576,0.70063,-0.04658,-0.44183,-1.10279,0.55716,0.39867,0.29064,-0.19509,-0.19293,0.03008,-0.0164,0.34559,-0.39601,0.54261,-0.99224,-0.79138,0.54426,0.4909,-0.31829,0.16772,0.39214,-1.00524,-0.88876,0.11715,-0.64373,0.47314,0.58753,1.04923,-0.65557,-0.28035,-0.15356,0.47324,-1.38535,1,-0.10869,-0.36457,0.43915,-3.11103,0.24906,0.03108,0.03027,-1.08042,-1.51543,0.90531,1.26748,-1.66927,0.61593,-0.15954,-0.33198,0.94472,0.45711,-0.30633,-0.26168,0.33161,0.3481,0.7116,-0.80118,-0.13439,-0.64565,-0.3832,0.44821,-0.97332,-0.80491,-1.9909,0.24971,-0.78877,0.95192,0.42706,0.02779,0.27671,0.19798,-0.02694,0.25709,1.96908,-0.69031,-0.71394,-1.14249,1.12778,0.5086,1.31573,0.87257,1.08777,-1.49009,-0.26596,0.65534,-2.14349,0.70126,-0.13925
0.08817,0.12994,0.45372,-0.5862,0.16604,0.40917,1.38175,0.7855,0.8373,0.51528,-0.76718,1.44541,-0.22757,-0.31087,-0.09869,0.11809,0.47229,-0.33715,-0.01587,-0.19243,0.04768,-0.37097,0.13205,0.03186,-0.32414,-0.92871,0.42345,0.07987,0.16509,0.30613,-0.24864,0.17662,-0.29234,0.60661,0.21868,0.41658,-0.85382,-0.72695,0.25168,0.75862,-0.57504,-0.31173,0.52937,-0.55205,0.1809,-0.10622,0.34612,-0.19344,0.06842,1.06805,-0.2905,-0.50213,-0.31296,0.63864,0.12457,1,-1.58995,-0.15107,0.27078,-0.80362,0.13771,-0.077,0.11654,-0.61913,-0.66589,0.15372,0.9865,-0.13026,0.34483,-0.20313,0.258,0.51014,0.2673,-0.37646,-0.24048,0.34027,-0.10144,0.53847,-0.42879,0.08639,-0.34182,-0.09556,0.40942,-0.74047,-0.36478,-1.34839,0.29582,-0.25205,0.62283,0.31215,0.08772,0.00281,-0.0736,-0.38776,-0.1918,1.0143,-0.37738,-0.61768,-0.55489,0.25609,0.70043,0.34817,-0.1064,0.39125,-1.02017,-0.49432,0.52821,-1.07257,-0.37446,-0.09489
0.10963,-0.01812,0.49235,-0.5193,0.04874,0.941,0.95749,1.48953,0.76407,0.85644,-0.20494,1.31724,-0.32583,-0.34252,-0.44694,-0.05381,0.89784,-0.90063,0.08498,-0.20001,0.14597,-0.17244,-0.28801,0.0719,0.01214,-0.52492,0.24345,-0.10381,0.22341,0.5177,-0.14476,0.16452,-0.4474,0.66023,0.56176,0.29778,-0.60411,-0.55773,0.01084,0.72472,-0.356,-0.36505,1.08393,-0.16724,0.77395,0.16053,1.15305,-0.51054,-0.35881,1.09305,-0.25588,-0.38173,-0.19724,0.60699,0.46841,1,-1.92531,-0.01745,0.04145,0.45204,-0.09238,-0.00937,0.15135,-0.13839,-0.01614,-0.17499,0.86303,0.75309,0.2119,-0.11776,0.58551,0.19283,0.00972,-0.4126,-0.25058,0.34885,-0.2462,0.37603,0.08954,0.3774,0.04752,0.24529,0.40568,-0.34649,0.05833,-0.79129,0.30608,0.2003,0.51224,0.14741,0.23771,-0.06339,-0.2813,-0.53761,-0.47699,0.33289,-0.23818,-0.29664,-0.11146,-0.49424,0.69202,-0.31636,-0.5346,-0.12745,-0.7424,-0.41805,0.36558,-0.24842,-0.94204,-0.01309
0.10155,-0.03407,0.30192,-0.07391,-0.13336,1.56855,0.04951,1.85459,0.81284,0.73871,0.79867,0.82104,-0.39146,-0.33255,-0.49517,-0.15667,0.89555,-1.11462,0.08743,0.06397,0.18064,0.06465,-0.55527,0.11507,0.49894,0.05777,-0.02566,-0.28229,0.33521,0.65293,-0.08489,0.01315,-0.51475,0.44734,0.60676,0.11488,-0.12677,-0.23446,-0.23328,0.47122,0.09923,-0.48696,1.52662,0.1534,0.93686,0.73366,1.83112,-0.82511,-0.926,1.16654,-0.45411,-0.14429,0.07796,0.26842,0.01574,1,-1.14777,0.04815,-0.30398,0.9645,-0.43711,0.15264,0.12715,0.41537,0.56343,-0.20616,0.54265,0.98592,0.17567,-0.05537,0.67682,-0.09109,-0.32122,-0.4221,-0.21868,0.38766,-0.08904,0.25593,0.6792,0.5984,0.25915,0.53028,0.43461,0.21891,0.54745,-0.17029,0.17721,0.52097,0.44991,-0.12022,0.38929,-0.04377,-0.46862,-0.45589,-0.55284,-0.26593,-0.17473,0.19092,0.36573,-0.97164,0.47319,-0.78122,-0.67874,-0.77795,-0.42256,-0.22989,0.10943,0.45525,-1.35936,0.05424
0.2286,-0.14857,-0.03813,0.76994,-0.28656,2.72158,-1.34729,2.56976,1.16686,-0.20707,2.93273,-0.26905,-0.33957,-0.50027,-0.32472,-0.15126,0.4624,-1.30151,0.06089,0.81669,0.1728,0.49493,-0.73725,0.06247,1.26653,0.83576,-0.42263,-0.63435,0.52919,1.07763,-0.02016,-0.25093,-0.69325,0.07656,0.3407,-0.30878,0.70191,0.31154,-0.58729,-0.11623,0.54534,-0.89171,1.73876,-0.02859,0.56556,1.63207,3.1635,-1.78928,-2.0245,1.64976,-1.44984,0.07054,0.53059,-0.36283,-1.50748,1,0.97577,-0.09304,-1.20227,0.68216,-1.44239,0.41977,0.16656,1.26864,1.22296,-0.09749,-0.24715,0.25355,0.1862,-0.31685,0.62733,-0.41778,-0.98838,-0.43172,-0.21434,0.70613,0.64695,0.25105,1.47234,0.74324,-0.3164,0.95835,0.66252,1.02993,1.36893,0.69361,-0.13656,0.9051,0.53039,-0.65031,0.53317,-0.05198,-0.75703,0.02784,-0.27649,-1.18929,-0.29537,0.77617,0.98891,-1.17539,0.13337,-1.25667,-0.72926,-2.10254,0.07849,-0.16267,-0.12112,1.43617,-2.22997,0.09739
0.05464,0.78778,0.67938,-0.91018,-0.19195,-0.6536,1.14059,-1.31292,0.0415,2.74822,-3.31502,2.65513,-0.77584,0.06833,-0.61575,-0.26788,1.04895,0.24562,0.01155,-1.12301,0.08171,-0.9159,-0.11558,0.70654,-0.66858,-0.34445,0.4281,0.45932,0.17937,-0.54364,-0.58199,0.1664,0.27098,0.27404,0.94342,0.99144,-0.6761,-0.98568,0.38693,1.81122,0.89636,-1.05977,1.36859,2.36581,2.02452,-0.19038,-1.83363,2.08744,1.00726,-0.05908,2.96017,0.01818,-0.1791,0.55939,3.2577,1,-3.89536,0.81824,2.09773,2.31525,2.62103,-0.0537,-0.24397,-0.92146,-0.15477,0.19695,2.18723,3.307,0.40568,1.0816,0.46548,0.18731,1.23063,-0.28267,0.31299,-0.78427,-1.80853,0.1555,-0.58921,0.42992,2.71938,-0.57651,-0.70066,-0.82343,-0.99349,-1.27227,0.49281,-0.69836,-0.23035,0.68501,0.18971,0.26936,0.17172,-1.51388,-1.48408,1.65558,0.57367,0.53587,-0.22777,-0.82245,0.42854,0.16469,-0.65565,1.77222,-0.81229,-0.06044,-0.606,-1.58054,0.8805,0.06456
0.09248,1.42868,1.16123,-1.8408,-0.1611,-2.43753,2.28885,-3.56571,-0.33479,4.26068,-6.71097,4.40751,-0.9601,0.29076,-0.86813,-0.36423,1.27172,1.22243,0.00909,-2.18957,-0.00353,-1.78135,0.30885,1.07105,-1.74481,-0.89143,0.89523,1.07794,0.10685,-1.33209,-0.89749,0.37844,0.7989,0.41554,1.26495,1.65523,-1.31142,-1.76449,0.95111,3.05408,1.20354,-1.87538,1.17378,3.85747,2.94033,-1.15632,-4.56182,4.23057,2.62814,-0.63446,5.54583,-0.00678,-0.35387,0.97732,6.02127,1,-6.58947,1.35309,3.99603,3.26596,4.84027,-0.29641,-0.43335,-2.07355,-0.86229,0.50362,3.84949,5.09084,0.63543,1.79469,0.37644,0.48021,2.50288,-0.18368,0.63282,-1.56707,-3.13697,0.20498,-1.75496,0.28074,4.38142,-1.42449,-1.57068,-1.89127,-2.36431,-2.33477,0.86336,-1.66666,-0.64949,1.34973,-0.01797,0.47286,0.65282,-2.33451,-2.23615,3.2484,1.08974,0.66105,-0.80587,-0.61253,0.64778,0.85189,-0.77535,3.85974,-1.30025,-0.15544,-1.02739,-3.26242,2.44916,0.05691
0.67535,1.2915,0.9655,-0.2975,-0.51751,0.53825,-0.91463,-1.12068,1.46395,1.50801,-1.51479,2.63098,-0.44076,-0.54009,-0.90768,-0.44187,0.43368,0.65052,-0.01069,-0.70112,-0.07886,-1.01472,0.11755,0.61881,-0.16156,0.69102,0.07628,0.31307,0.98857,0.29672,-0.6153,-0.08324,0.04552,0.24724,0.78622,0.42391,0.36933,-0.87074,0.2273,2.20972,1.62282,-4.93487,1.64219,3.14124,2.3601,0.60406,-0.66189,1.37999,0.0274,2.10449,2.82865,0.14246,1.14543,-0.25795,2.7184,1,-2.60427,0.85798,1.84539,2.32496,1.64722,0.22206,0.04896,-0.01046,0.65206,0.90287,3.26359,3.49574,0.95417,0.57851,0.53661,-0.20004,0.97528,-0.27399,0.44302,-0.22781,-1.23235,0.71063,-0.22198,0.72905,2.27814,-0.19082,-1.06757,-0.46709,-0.71821,-0.52037,0.34708,-0.66676,-0.02969,-0.03936,0.21738,0.36078,-0.21761,-1.0471,-1.64706,1.077,0.55192,2.0908,0.647,-0.95839,0.61554,-0.71542,-1.41049,0.56659,-0.54079,-0.66976,-1.45371,-0.98521,-0.49078,0.19046
41.49472,238.28443,238.66771,93.25556,-194.93344,141.98696,-559.26566,50.85899,468.66902,-195.39763,232.80672,320.23723,155.81822,-213.59176,-151.86764,-150.50528,39.8281,131.71411,-111.8787,-148.91243,-43.73157,-166.33158,68.67278,-98.241,18.05982,238.46151,-87.24203,69.7347,348.79258,250.12059,-70.28866,-52.30858,-76.90064,93.67066,94.36913,-100.11681,118.94637,-67.64474,-25.67607,253.85796,133.82012,-1586.7173,171.65042,460.56003,276.73332,99.12488,244.38414,-44.29144,-61.69215,752.39689,129.38492,-35.19736,392.7527,-117.01489,60.42644,1,-140.88675,69.2578,132.11232,129.01759,-202.70063,64.38801,106.93641,175.84721,255.42289,218.24104,713.72854,540.10414,243.78234,-144.44022,143.64525,-56.06016,43.62764,-25.90161,18.61749,238.90535,-27.23596,278.801,-59.2023,150.31491,98.4092,121.02351,-178.50345,-20.38705,-69.7217,122.63845,-0.09883,38.02641,150.72991,-161.84884,5.40105,46.01033,-117.96985,54.57148,-97.03619,-57.41299,-41.31434,398.9773,220.72516,-121.23477,251.48648,-275.43449,-261.94256,-147.64804,-96.4094,-191.60857,-277.27157,56.42753,-354.16989,58.41993
42.03879,236.92902,237.10125,92.51062,-193.61293,141.76226,-555.56982,49.91691,465.9229,-194.09298,231.12061,318.40571,154.57947,-212.20431,-151.13903,-149.20781,39.10764,131.11049,-110.65756,-147.61371,-43.54149,-165.07318,68.39702,-97.2761,18.30853,237.31111,-86.55041,69.15453,346.55792,248.35101,-69.61057,-51.77169,-76.28253,93.41201,93.70847,-99.58073,118.67341,-67.35333,-25.38472,252.73074,133.33078,-1576.20347,170.75143,458.14027,275.85301,98.90544,242.34059,-43.89813,-61.82742,748.07727,129.49601,-34.6026,390.76655,-116.62455,61.04977,1,-139.91637,68.84474,131.45581,128.87742,-201.18597,63.89355,106.35982,175.04307,253.95131,217.22675,709.77953,536.47602,242.1808,-143.18928,142.38955,-55.8642,43.48431,-25.77825,18.78405,236.96339,-26.85821,276.65348,-58.42732,149.59545,97.87274,120.01035,-177.53649,-20.20677,-69.38451,122.09852,-0.03852,37.47281,149.41401,-160.8624,5.36347,45.75364,-117.19957,53.89589,-97.09473,-56.90744,-40.75061,397.51754,219.64003,-120.2854,249.57699,-274.33513,-260.73326,-146.66512,-95.3658,-190.36324,-275.77661,55.87161,-351.99092,58.05824
5.83098,-0.58663,-2.36254,-2.46004,2.37373,3.38174,8.81571,-7.34784,-2.97829,6.17287,-8.24672,1.18797,-4.55667,2.45033,-0.75871,4.27539,-3.01565,1.06364,5.27367,3.15179,-0.63604,2.24138,0.56686,4.17294,2.30698,0.56974,2.55282,-1.21249,-3.01381,-4.85525,1.60497,2.45348,2.35577,2.15077,-0.34575,1.53294,2.14221,-1.03024,1.70516,3.07765,2.37472,19.86043,1.31037,2.28152,7.60567,2.26644,-9.0163,4.21012,-2.85952,-4.63381,10.88204,3.79502,-0.47527,-1.36166,11.80363,1,-2.04197,0.47245,2.88634,7.05328,7.27712,-1.30594,-0.88165,-0.07591,-1.4269,0.94324,-0.01025,-3.50762,-2.31092,5.95262,-3.5931,-0.53656,1.8875,-0.14341,2.39581,-7.26519,-0.02308,-6.03909,3.71328,0.95916,3.22602,-4.63973,-0.33284,-0.14131,-1.3033,-0.64912,0.87961,-3.83528,-5.08333,2.42748,0.17933,0.12212,1.64553,-5.1306,-5.87989,3.71726,3.48444,5.48554,0.27637,2.18541,-5.12475,-1.72367,-1.75378,4.38198,3.9626,2.79827,0.31232,-3.709,3.89662,-0.30287
3.34708,-0.35605,-1.33842,-1.96588,1.25815,1.94484,4.42763,-3.68417,-2.06053,3.05625,-3.89844,0.45817,-2.7351,1.39586,-0.40335,2.37842,-1.57998,0.14618,2.79499,1.9264,0.07663,1.29879,-9.49E-04,3.02807,1.04541,-0.3444,1.40291,-0.84453,-2.62382,-2.30017,0.90883,1.10438,1.16332,0.72137,-0.33738,0.7684,0.91015,-0.73622,0.94166,1.66462,1.81,11.19178,1.00854,0.67001,2.56553,1.26275,-4.23703,1.81695,-1.37449,-3.09565,4.61948,1.70014,-0.44965,-0.61469,5.44582,1,-0.71082,0.2298,1.13173,3.30435,4.03487,-0.58236,-0.454,-0.35147,-1.01847,0.39886,-1.2912,-2.28394,-1.76803,2.96805,-2.01146,-0.30582,0.90638,-0.30925,1.30382,-3.91077,-0.25272,-3.18184,1.81133,0.03032,1.39279,-1.60583,-0.00382,0.08687,-0.18177,-0.78309,0.77738,-1.95256,-2.70774,1.18367,0.2915,-0.0932,0.92849,-2.70134,-3.33339,1.89795,2.00121,2.24807,-0.33622,0.80116,-2.83653,-0.74132,-0.59601,1.64062,1.87523,1.08549,0.24396,-2.1332,2.44314,-0.18285
-1.59615,-0.60729,-0.01327,-1.10062,-0.33021,-1.31723,-2.16132,3.1506,-1.64331,-2.23349,3.46851,-1.71529,0.28213,-0.09393,0.79109,-0.71886,1.17191,-1.93335,-1.62154,-0.08475,1.60014,-0.03479,-1.21442,1.00827,-1.48512,-2.75,-0.56157,-0.23462,-2.72337,1.85831,-0.29208,-1.29437,-0.88783,-2.16716,-0.45089,-0.34916,-1.8687,-0.01891,-0.48731,-1.68121,0.39892,-0.94225,-0.01346,-3.72485,-7.75082,-1.01241,4.28225,-2.52356,1.78971,-2.23568,-7.54112,-2.23686,-1.47868,1.1531,-6.93469,1,2.19568,-0.39912,-2.46158,-4.1879,-1.35277,0.67378,0.0871,-1.35925,-0.90351,-1.23995,-5.69168,-1.24607,-1.34052,-2.24486,0.66664,0.39408,-1.15638,-0.51443,-0.79858,1.85149,-0.77649,1.46278,-1.61326,-2.07659,-2.31294,3.85285,1.17105,0.57753,2.17852,-1.45105,0.53598,1.49418,1.49015,-0.65578,0.4868,-0.56974,-0.04229,1.71358,1.8256,-1.39075,-0.83971,-5.11647,-2.13471,-1.46263,0.82057,1.98821,2.34743,-3.05004,-1.80654,-1.55426,0.99591,0.67855,0.71486,-0.10299
0.94492,-0.74291,-0.26636,-2.38525,-1.01675,0.24242,-0.23152,1.2581,-2.59084,-2.7997,2.03209,-0.58271,-0.91221,-0.28754,0.76649,1.92648,0.52857,-1.86543,-0.04371,0.76573,2.22069,0.93758,-0.79341,3.01792,-0.95289,-3.28748,0.1269,-0.15428,-4.84476,1.97173,0.5534,-0.40689,-0.42835,-0.35378,-0.47037,-0.79763,-1.90581,-0.86121,-0.01889,-0.04486,1.89881,3.60072,1.20633,-3.77045,-7.43479,-0.68395,3.98011,-2.70381,1.39205,-2.3736,-5.92028,-1.71142,-0.02002,-0.07149,-5.8253,1,3.28489,-0.67148,-2.13645,-3.67577,0.31604,0.91077,0.68091,-0.63118,-0.59367,0.22305,-5.70263,-2.10801,-2.92347,-1.12605,-0.39584,0.55931,-1.59773,-1.00243,0.34942,0.07956,-1.23504,-0.34724,-0.17998,-2.18227,-2.86783,5.42847,1.23573,1.09544,3.22077,-1.75185,1.67572,0.92327,0.60531,-0.29373,1.14544,-0.97074,0.68889,0.23598,-0.69844,-1.19274,-0.57733,-3.8248,-2.47732,-0.53736,-0.52336,0.12642,1.81176,-3.27992,-0.50821,-1.21167,1.72339,-0.38293,2.2113,0.34691
-3.36013,0.80373,1.25026,-0.16667,2.92503,-1.16935,-4.65522,2.17185,1.2003,2.46843,2.66683,-1.87062,2.30134,1.24121,-1.68083,-5.00523,0.25374,-0.44599,-2.2807,-1.80146,-2.18104,-1.25563,-1.72671,-0.93303,-0.41469,1.40021,0.4667,-1.71289,3.41563,-1.59061,-1.57849,-1.85297,0.03635,-4.28264,0.73165,1.1644,0.97901,1.48526,-0.70608,-2.03715,-1.53477,-5.6473,-0.62712,3.55852,1.16792,2.5492,-2.82658,1.11029,-0.07758,-0.97492,0.06149,-0.77133,-2.64635,3.60137,3.85144,1,-3.90282,0.89039,0.71462,3.38198,-1.98725,-1.59529,-1.5081,-2.30145,-1.16676,-2.61994,1.10945,1.26408,1.75425,-1.05556,0.89073,-1.52069,3.05852,0.44217,-1.68568,3.06877,1.19712,2.78957,-3.73105,0.4978,2.47666,-4.83713,-0.62096,-0.81665,-4.11335,0.36768,-2.43521,-0.36412,-0.85314,-0.87244,-1.81639,1.17973,-1.05186,1.74285,2.86852,0.88107,2.67097,0.44191,0.96823,-1.76192,0.86583,3.31296,0.36448,0.90348,-2.0846,-0.65882,-2.68338,0.3462,-3.31726,-1.48758
