Points0,Points1,Points2,,intensity,filtered
17,238.6459803,116,,1023.45,0.971
31,238.6459803,41,,954.8294,0
116,238.6459803,146,,800.0364,8.7954
118,238.6459803,17,,951.0958,0
149,238.6459803,38,,814.6228,2.4392
194,238.6459803,154,,835.0596,0
55,238.6459803,167,,795.4804,0
59,238.6459803,96,,1043.409,0
83,238.6459803,119,,913.9834,0
111,238.6459803,175,,709.8312,0
81,238.6459803,156,,640.4306,0.2632
97,238.6459803,59,,1162.4906,6.3452
27,238.6459803,142,,866.1502,0
80,238.6459803,66,,1084.8526,0
70,238.6459803,124,,805.5286,4.1858
61,238.6459803,26,,892.5248,0
139,238.6459803,58,,1050.367,10.562
137,238.6459803,163,,766.6954,0
169,238.6459803,131,,740.6114,0.8344
0,238.6459803,127,,1124.1374,4.9606
68,238.6459803,66,,803.7858,8.3886
52,238.6459803,144,,866.3652,10.1216
183,238.6459803,94,,691.6936,0.3896
57,238.6459803,61,,902.5692,0
94,237.5176305,0,,1226.6668,14.5832
174,237.5176305,8,,840.0862,6.9
97,237.5176305,5,,1211.2062,9.6938
103,237.5176305,27,,1103.9528,0
143,237.5176305,50,,922.8374,0
163,237.5176305,70,,778.3686,0
162,237.5176305,95,,1126.1236,3.619
138,237.5176305,110,,1050.4598,0
107,237.5176305,117,,1050.8708,0
97,237.5176305,104,,904.0758,0
114,237.5176305,93,,892.3776,2.6086
121,237.5176305,75,,872.4048,0
178,237.5176305,153,,692.8462,0
148,237.5176305,176,,723.0972,0
7,237.5176305,178,,991.8472,0
2,237.5176305,168,,964.0134,0
17,237.5176305,116,,1015.3806,0
31,237.5176305,41,,946.7376,0
116,237.5176305,146,,786.0296,0
118,237.5176305,17,,949.7436,0
149,237.5176305,38,,809.2002,0
194,237.5176305,154,,837.4692,2.4096
55,237.5176305,167,,795.6018,0.1214
59,237.5176305,96,,1037.1768,0
83,237.5176305,119,,904.5738,0
111,237.5176305,175,,702.3812,0
81,237.5176305,156,,646.8306,6.4
97,237.5176305,59,,1161.4148,0
27,237.5176305,142,,868.6292,2.479
80,237.5176305,66,,1083.8514,0
70,237.5176305,124,,804.184,0
61,237.5176305,26,,881.2204,0
139,237.5176305,58,,1038.286,0
137,237.5176305,163,,767.7834,1.088
169,237.5176305,131,,730.0286,0
0,237.5176305,127,,1118.1342,0
68,237.5176305,66,,804.5172,0.7314
52,237.5176305,144,,871.4602,5.095
183,237.5176305,94,,691.827,0.1334
57,237.5176305,61,,897.1478,0
94,236.3892807,0,,1208.3724,0
174,236.3892807,8,,839.764,0
97,236.3892807,5,,1204.35,0
103,236.3892807,27,,1100.818,0
143,236.3892807,50,,913.7838,0
163,236.3892807,70,,784.009,5.6404
162,236.3892807,95,,1124.2538,0
138,236.3892807,110,,1050.1514,0
107,236.3892807,117,,1046.9716,0
97,236.3892807,104,,906.3808,2.305
114,236.3892807,93,,897.6448,5.2672
121,236.3892807,75,,877.6024,5.1976
178,236.3892807,153,,685.0828,0
148,236.3892807,176,,726.5778,3.4806
7,236.3892807,178,,998.6452,6.798
2,236.3892807,168,,960.9864,0
17,236.3892807,116,,1017.696,2.3154
31,236.3892807,41,,956.6562,9.9186
116,236.3892807,146,,796.8864,10.8568
118,236.3892807,17,,959.4144,9.6708
149,236.3892807,38,,809.089,0
194,236.3892807,154,,833.4834,0
55,236.3892807,167,,789.95,0
59,236.3892807,96,,1036.6054,0
83,236.3892807,119,,899.2952,0
111,236.3892807,175,,700.3874,0
81,236.3892807,156,,640.1724,0
97,236.3892807,59,,1161.0874,0
27,236.3892807,142,,867.0102,0
80,236.3892807,66,,1085.6098,1.7584
70,236.3892807,124,,805.6804,1.4964
61,236.3892807,26,,883.9768,2.7564
139,236.3892807,58,,1037.5696,0
137,236.3892807,163,,773.1286,5.3452
169,236.3892807,131,,735.5028,5.4742
0,236.3892807,127,,1129.354,11.2198
68,236.3892807,66,,806.9,2.3828
52,236.3892807,144,,871.9976,0.5374
183,236.3892807,94,,689.625,0
57,236.3892807,61,,895.793,0
94,235.2609309,0,,1220.2724,11.9
174,235.2609309,8,,831.6862,0
97,235.2609309,5,,1213.4062,9.0562
103,235.2609309,27,,1097.2382,0
143,235.2609309,50,,915.166,1.3822
163,235.2609309,70,,777.5776,0
162,235.2609309,95,,1115.9364,0
138,235.2609309,110,,1053.7572,3.6058
107,235.2609309,117,,1044.57,0
97,235.2609309,104,,907.8802,1.4994
114,235.2609309,93,,898.0154,0.3706
121,235.2609309,75,,875.2214,0
178,235.2609309,153,,686.6962,1.6134
148,235.2609309,176,,732.3778,5.8
7,235.2609309,178,,994.198,0
2,235.2609309,168,,961.8364,0.85
17,235.2609309,116,,1008.3076,0
31,235.2609309,41,,952.1332,0
116,235.2609309,146,,795.5864,0
118,235.2609309,17,,960.231,0.8166
149,235.2609309,38,,810.4518,1.3628
194,235.2609309,154,,844.2952,10.8118
55,235.2609309,167,,792.743,2.793
59,235.2609309,96,,1041.2072,4.6018
83,235.2609309,119,,896.3214,0
111,235.2609309,175,,704.7656,4.3782
81,235.2609309,156,,640.8508,0.6784
97,235.2609309,59,,1162.034,0.9466
27,235.2609309,142,,866.9398,0
80,235.2609309,66,,1092.2646,6.6548
70,235.2609309,124,,808.0696,2.3892
61,235.2609309,26,,875.6492,0
139,235.2609309,58,,1040.086,2.5164
137,235.2609309,163,,771.2238,0
169,235.2609309,131,,737.6628,2.16
0,235.2609309,127,,1136.5114,7.1574
68,235.2609309,66,,809.46,2.56
52,235.2609309,144,,871.7904,0
183,235.2609309,94,,691.6002,1.9752
57,235.2609309,61,,901.9692,6.1762
94,234.1325811,0,,1226.2556,5.9832
174,234.1325811,8,,825.3888,0
97,234.1325811,5,,1195.675,0
103,234.1325811,27,,1092.4202,0
143,234.1325811,50,,914.9196,0
163,234.1325811,70,,780.9934,3.4158
162,234.1325811,95,,1108.6824,0
138,234.1325811,110,,1059.6372,5.88
107,234.1325811,117,,1043.3234,0
97,234.1325811,104,,912.4978,4.6176
114,234.1325811,93,,899.9966,1.9812
121,234.1325811,75,,878.85,3.6286
178,234.1325811,153,,681.4462,0
148,234.1325811,176,,735.589,3.2112
7,234.1325811,178,,993.3214,0
2,234.1325811,168,,956.469,0
17,234.1325811,116,,1010.7288,2.4212
31,234.1325811,41,,951.1144,0
116,234.1325811,146,,795.9954,0.409
118,234.1325811,17,,958.3186,0
149,234.1325811,38,,810.4724,0.0206
194,234.1325811,154,,828.4072,0
55,234.1325811,167,,791.6912,0
59,234.1325811,96,,1040.3252,0
83,234.1325811,119,,897.1046,0.7832
111,234.1325811,175,,702.8624,0
81,234.1325811,156,,648.0456,7.1948
97,234.1325811,59,,1165.8114,3.7774
27,234.1325811,142,,864.617,0
80,234.1325811,66,,1090.2584,0
70,234.1325811,124,,808.366,0.2964
61,234.1325811,26,,879.4956,3.8464
139,234.1325811,58,,1046.4556,6.3696
137,234.1325811,163,,777.3142,6.0904
169,234.1325811,131,,733.6456,0
0,234.1325811,127,,1141.7442,5.2328
68,234.1325811,66,,810.157,0.697
52,234.1325811,144,,872.9724,1.182
183,234.1325811,94,,695.8128,4.2126
57,234.1325811,61,,906.35,4.3808
94,233.0042313,0,,1243.9388,17.6832
174,233.0042313,8,,818.2416,0
97,233.0042313,5,,1185.1688,0
103,233.0042313,27,,1083.0944,0
143,233.0042313,50,,911.7536,0
163,233.0042313,70,,785.9754,4.982
162,233.0042313,95,,1105.0174,0
138,233.0042313,110,,1067.683,8.0458
107,233.0042313,117,,1040.4828,0
97,233.0042313,104,,909.4904,0
114,233.0042313,93,,894.5984,0
121,233.0042313,75,,892.1668,13.3168
178,233.0042313,153,,682.1174,0.6712
148,233.0042313,176,,740.2278,4.6388
7,233.0042313,178,,994.245,0.9236
2,233.0042313,168,,959.1036,2.6346
17,233.0042313,116,,1011.925,1.1962
31,233.0042313,41,,957.6102,6.4958
116,233.0042313,146,,793.3342,0
118,233.0042313,17,,952.9624,0
149,233.0042313,38,,814.0496,3.5772
194,233.0042313,154,,824.8334,0
55,233.0042313,167,,787.7948,0
59,233.0042313,96,,1036.3074,0
83,233.0042313,119,,900.4188,3.3142
111,233.0042313,175,,705.5124,2.65
81,233.0042313,156,,649.0862,1.0406
97,233.0042313,59,,1156.408,0
27,233.0042313,142,,864.7664,0.1494
80,233.0042313,66,,1087.4876,0
70,233.0042313,124,,803.7982,0
61,233.0042313,26,,875.481,0
139,233.0042313,58,,1054.481,8.0254
137,233.0042313,163,,779.1952,1.881
169,233.0042313,131,,737.4884,3.8428
0,233.0042313,127,,1145.0492,3.305
68,233.0042313,66,,807.817,0
52,233.0042313,144,,868.5458,0
183,233.0042313,94,,694.7648,0
57,233.0042313,61,,916.7476,10.3976
94,231.8758815,0,,1255.8166,11.8778
174,231.8758815,8,,802.2332,0
97,231.8758815,5,,1186.575,1.4062
103,231.8758815,27,,1077.4406,0
143,231.8758815,50,,920.0716,8.318
163,231.8758815,70,,787.3304,1.355
162,231.8758815,95,,1099.9826,0
138,231.8758815,110,,1071.7374,4.0544
107,231.8758815,117,,1048.7488,8.266
97,231.8758815,104,,910.835,1.3446
114,231.8758815,93,,887.8914,0
121,231.8758815,75,,889.7906,0
178,231.8758815,153,,673.723,0
148,231.8758815,176,,742.6584,2.4306
7,231.8758815,178,,1010.2724,16.0274
2,231.8758815,168,,950.5728,0
17,231.8758815,116,,1019.5886,7.6636
31,231.8758815,41,,963.4706,5.8604
116,231.8758815,146,,800.4796,7.1454
118,231.8758815,17,,943.75,0
149,231.8758815,38,,817.097,3.0474
194,231.8758815,154,,813.7904,0
55,231.8758815,167,,784.9822,0
59,231.8758815,96,,1036.3146,0.0072
83,231.8758815,119,,908.6546,8.2358
111,231.8758815,175,,703.3938,0
81,231.8758815,156,,646.109,0
97,231.8758815,59,,1144.8514,0
27,231.8758815,142,,867.696,2.9296
80,231.8758815,66,,1087.0034,0
70,231.8758815,124,,809.3696,5.5714
61,231.8758815,26,,882.51,7.029
139,231.8758815,58,,1065.6886,11.2076
137,231.8758815,163,,774.4142,0
169,231.8758815,131,,742.5512,5.0628
0,231.8758815,127,,1136.2918,0
68,231.8758815,66,,803.7056,0
52,231.8758815,144,,872.4134,3.8676
183,231.8758815,94,,703.298,8.5332
57,231.8758815,61,,925.8,9.0524
94,230.7475317,0,,1259.1388,3.3222
174,230.7475317,8,,795.2026,0
97,230.7475317,5,,1179.4562,0
103,230.7475317,27,,1058.0856,0
143,230.7475317,50,,922.268,2.1964
163,230.7475317,70,,783.7102,0
162,230.7475317,95,,1093.2238,0
138,230.7475317,110,,1068.703,0
107,230.7475317,117,,1048.3848,0
97,230.7475317,104,,906.2306,0
114,230.7475317,93,,872.9966,0
121,230.7475317,75,,884.4238,0
178,230.7475317,153,,667.4114,0
148,230.7475317,176,,733.6916,0
7,230.7475317,178,,1007.7058,0
2,230.7475317,168,,946.0402,0
17,230.7475317,116,,1015.0924,0
31,230.7475317,41,,959.379,0
116,230.7475317,146,,793.1388,0
118,230.7475317,17,,930.425,0
149,230.7475317,38,,812.6372,0
194,230.7475317,154,,813.1762,0
55,230.7475317,167,,781.034,0
59,230.7475317,96,,1034.377,0
83,230.7475317,119,,916.6498,7.9952
111,230.7475317,175,,703.6752,0.2814
81,230.7475317,156,,655.0178,8.9088
97,230.7475317,59,,1133.719,0
27,230.7475317,142,,858.9798,0
80,230.7475317,66,,1086.4388,0
70,230.7475317,124,,806.3572,0
61,230.7475317,26,,869.7072,0
139,230.7475317,58,,1070.038,4.3494
137,230.7475317,163,,766.1022,0
169,230.7475317,131,,740.454,0
0,230.7475317,127,,1127.7934,0
68,230.7475317,66,,805.3514,1.6458
52,230.7475317,144,,867.2026,0
183,230.7475317,94,,702.7522,0
57,230.7475317,61,,925.9358,0.1358
94,229.6191819,0,,1250.2388,0
174,229.6191819,8,,786.7554,0
97,229.6191819,5,,1168.0812,0
103,229.6191819,27,,1044.4698,0
143,229.6191819,50,,923.8304,1.5624
163,229.6191819,70,,784.4404,0.7302
162,229.6191819,95,,1091.6254,0
138,229.6191819,110,,1063.8916,0
107,229.6191819,117,,1037.2586,0
97,229.6191819,104,,904.4028,0
114,229.6191819,93,,869.8914,0
121,229.6191819,75,,882.4118,0
178,229.6191819,153,,669.4038,1.9924
148,229.6191819,176,,725.861,0
7,229.6191819,178,,1004.3686,0
2,229.6191819,168,,938.0152,0
17,229.6191819,116,,1009.4482,0
31,229.6191819,41,,955.6102,0
116,229.6191819,146,,787.441,0
118,229.6191819,17,,927.3272,0
149,229.6191819,38,,800.2186,0
194,229.6191819,154,,805.9096,0
55,229.6191819,167,,775.4108,0
59,229.6191819,96,,1024.093,0
83,229.6191819,119,,916.7808,0.131
111,229.6191819,175,,701.4752,0
81,229.6191819,156,,659.1622,4.1444
97,229.6191819,59,,1132.2674,0
27,229.6191819,142,,855.4036,0
80,229.6191819,66,,1084.2388,0
70,229.6191819,124,,800.8108,0
61,229.6191819,26,,863.1188,0
139,229.6191819,58,,1067.5874,0
137,229.6191819,163,,762.388,0
169,229.6191819,131,,733.1998,0
0,229.6191819,127,,1120.718,0
68,229.6191819,66,,807.2828,1.9314
52,229.6191819,144,,864.264,0
183,229.6191819,94,,693.9396,0
57,229.6191819,61,,919.9238,0
94,228.4908322,0,,1241.0388,0
174,228.4908322,8,,787.3416,0.5862
97,228.4908322,5,,1164.0124,0
103,228.4908322,27,,1040.2158,0
143,228.4908322,50,,912.1376,0
163,228.4908322,70,,780.4382,0
162,228.4908322,95,,1092.1508,0.5254
138,228.4908322,110,,1049.3772,0
107,228.4908322,117,,1029.081,0
97,228.4908322,104,,898.0028,0
114,228.4908322,93,,865.2552,0
121,228.4908322,75,,876.0142,0
178,228.4908322,153,,662.3902,0
148,228.4908322,176,,717.836,0
7,228.4908322,178,,991.8882,0
2,228.4908322,168,,934.923,0
17,228.4908322,116,,1000.7752,0
31,228.4908322,41,,948.3124,0
116,228.4908322,146,,778.432,0
118,228.4908322,17,,920.2938,0
149,228.4908322,38,,794.635,0
194,228.4908322,154,,811.8834,5.9738
55,228.4908322,167,,773.709,0
59,228.4908322,96,,1022.259,0
83,228.4908322,119,,914.8262,0
111,228.4908322,175,,703.9284,2.4532
81,228.4908322,156,,651.3976,0
97,228.4908322,59,,1123.5884,0
27,228.4908322,142,,852.955,0
80,228.4908322,66,,1082.9974,0
70,228.4908322,124,,797.9286,0
61,228.4908322,26,,855.5014,0
139,228.4908322,58,,1056.1622,0
137,228.4908322,163,,752.3738,0
169,228.4908322,131,,729.4198,0
0,228.4908322,127,,1113.4918,0
68,228.4908322,66,,801.9458,0
52,228.4908322,144,,856.5604,0
183,228.4908322,94,,690.1042,0
57,228.4908322,61,,907.793,0
94,227.3624824,0,,1213.1666,0
174,227.3624824,8,,786.3248,0
97,227.3624824,5,,1139.8936,0
103,227.3624824,27,,1050.2698,10.054
143,227.3624824,50,,909.659,0
163,227.3624824,70,,771.7506,0
162,227.3624824,95,,1091.392,0
138,227.3624824,110,,1033.143,0
107,227.3624824,117,,1018.8676,0
97,227.3624824,104,,901.635,3.6322
114,227.3624824,93,,864.0276,0
121,227.3624824,75,,858.1404,0
178,227.3624824,153,,657.3672,0
148,227.3624824,176,,710.9916,0
7,227.3624824,178,,972.3706,0
2,227.3624824,168,,933.3038,0
17,227.3624824,116,,990.8984,0
31,227.3624824,41,,936.3332,0
116,227.3624824,146,,774.966,0
118,227.3624824,17,,923.1312,2.8374
149,227.3624824,38,,783.8454,0
194,227.3624824,154,,808.0762,0
55,227.3624824,167,,773.0036,0
59,227.3624824,96,,1024.0714,1.8124
83,227.3624824,119,,907.7428,0
111,227.3624824,175,,704.3128,0.3844
81,227.3624824,156,,646.8658,0
97,227.3624824,59,,1118.4902,0
27,227.3624824,142,,850.7418,0
80,227.3624824,66,,1077.339,0
70,227.3624824,124,,794.7982,0
61,227.3624824,26,,853.316,0
139,227.3624824,58,,1029.904,0
137,227.3624824,163,,742.1952,0
169,227.3624824,131,,716.9426,0
0,227.3624824,127,,1101.8132,0
68,227.3624824,66,,798.7458,0
52,227.3624824,144,,847.7774,0
183,227.3624824,94,,680.5084,0
57,227.3624824,61,,888.4882,0
94,226.2341326,0,,1203.8834,0
174,226.2341326,8,,783.186,0
97,226.2341326,5,,1146.2874,6.3938
103,226.2341326,27,,1041.0518,0
143,226.2341326,50,,908.6108,0
163,226.2341326,70,,773.6876,1.937
162,226.2341326,95,,1090.8,0
138,226.2341326,110,,1021.5372,0
107,226.2341326,117,,1011.8616,0
97,226.2341326,104,,895.7678,0
114,226.2341326,93,,865.3846,1.357
121,226.2341326,75,,857.169,0
178,226.2341326,153,,647.5096,0
148,226.2341326,176,,710.3304,0
7,226.2341326,178,,966.5294,0
2,226.2341326,168,,934.2558,0.952
17,226.2341326,116,,986.0502,0
31,226.2341326,41,,929.4812,0
116,226.2341326,146,,770.041,0
118,226.2341326,17,,926.5562,3.425
149,226.2341326,38,,778.0392,0
194,226.2341326,154,,801.9024,0
55,226.2341326,167,,768.343,0
59,226.2341326,96,,1022.6302,0
83,226.2341326,119,,905.0048,0
111,226.2341326,175,,700.819,0
81,226.2341326,156,,639.9038,0
97,226.2341326,59,,1123.1694,4.6792
27,226.2341326,142,,850.158,0
80,226.2341326,66,,1077.1,0
70,226.2341326,124,,787.025,0
61,226.2341326,26,,850.3334,0
139,226.2341326,58,,1030.7674,0.8634
137,226.2341326,163,,742.2738,0.0786
169,226.2341326,131,,712.2942,0
0,226.2341326,127,,1101.0558,0
68,226.2341326,66,,801.2942,2.5484
52,226.2341326,144,,837.1472,0
183,226.2341326,94,,671.5398,0
57,226.2341326,61,,884.9596,0
94,225.1057828,0,,1209.2278,5.3444
174,225.1057828,8,,783.6972,0.5112
97,225.1057828,5,,1156.1124,9.825
103,225.1057828,27,,1050.373,9.3212
143,225.1057828,50,,906.6966,0
163,225.1057828,70,,765.9484,0
162,225.1057828,95,,1090.6398,0
138,225.1057828,110,,1014.8916,0
107,225.1057828,117,,1004.639,0
97,225.1057828,104,,890.1124,0
114,225.1057828,93,,868.8862,3.5016
121,225.1057828,75,,852.9358,0
178,225.1057828,153,,642.1636,0
148,225.1057828,176,,710.7388,0.4084
7,225.1057828,178,,963.2724,0
2,225.1057828,168,,929.6116,0
17,225.1057828,116,,985.2848,0
31,225.1057828,41,,922.125,0
116,225.1057828,146,,763.484,0
118,225.1057828,17,,919.4416,0
149,225.1057828,38,,776.9958,0
194,225.1057828,154,,801.5762,0
55,225.1057828,167,,766.2572,0
59,225.1057828,96,,1022.0696,0
83,225.1057828,119,,896.7428,0
111,225.1057828,175,,699.5752,0
81,225.1057828,156,,636.3442,0
97,225.1057828,59,,1124.4598,1.2904
27,225.1057828,142,,853.34,3.182
80,225.1057828,66,,1072.0036,0
70,225.1057828,124,,790.8124,3.7874
61,225.1057828,26,,854.9624,4.629
139,225.1057828,58,,1029.228,0
137,225.1057828,163,,739.393,0
169,225.1057828,131,,707.8686,0
0,225.1057828,127,,1099.082,0
68,225.1057828,66,,798.74,0
52,225.1057828,144,,831.1374,0
183,225.1057828,94,,670.8688,0
57,225.1057828,61,,876.5904,0
94,223.977433,0,,1204.85,0
174,223.977433,8,,784.6722,0.975
97,223.977433,5,,1165.9624,9.85
103,223.977433,27,,1047.7236,0
143,223.977433,50,,893.443,0
163,223.977433,70,,759.3148,0
162,223.977433,95,,1095.0224,4.3826
138,223.977433,110,,1003.7286,0
107,223.977433,117,,1002.5442,0
97,223.977433,104,,885.2496,0
114,223.977433,93,,865.1104,0
121,223.977433,75,,846.5834,0
178,223.977433,153,,632.602,0
148,223.977433,176,,706.3554,0
7,223.977433,178,,963.9822,0.7098
2,223.977433,168,,930.725,1.1134
17,223.977433,116,,983.7404,0
31,223.977433,41,,922.8646,0.7396
116,223.977433,146,,770.3818,6.8978
118,223.977433,17,,919.1248,0
149,223.977433,38,,777.6082,0.6124
194,223.977433,154,,789.162,0
55,223.977433,167,,763.7588,0
59,223.977433,96,,1019.3124,0
83,223.977433,119,,894.2286,0
111,223.977433,175,,698.0376,0
81,223.977433,156,,633.6302,0
97,223.977433,59,,1118.2018,0
27,223.977433,142,,851.8896,0
80,223.977433,66,,1062.5318,0
70,223.977433,124,,786.3016,0
61,223.977433,26,,860.6378,5.6754
139,223.977433,58,,1030.557,1.329
137,223.977433,163,,743.724,4.331
169,223.977433,131,,703.42,0
0,223.977433,127,,1087.3608,0
68,223.977433,66,,788.5858,0
52,223.977433,144,,827.5422,0
183,223.977433,94,,667.0646,0
57,223.977433,61,,874.1476,0
94,222.8490832,0,,1202.889,0
174,222.8490832,8,,778.5638,0
97,222.8490832,5,,1168.2,2.2376
103,222.8490832,27,,1038.3348,0
143,222.8490832,50,,892.5162,0
163,222.8490832,70,,752.9462,0
162,222.8490832,95,,1099.7414,4.719
138,222.8490832,110,,1013.3886,9.66
107,222.8490832,117,,1007.4044,4.8602
97,222.8490832,104,,887.451,2.2014
114,222.8490832,93,,858.7344,0
121,222.8490832,75,,836.0524,0
178,222.8490832,153,,636.3732,3.7712
148,222.8490832,176,,704.4164,0
7,222.8490832,178,,979.092,15.1098
2,222.8490832,168,,930.4922,0
17,222.8490832,116,,978.5288,0
31,222.8490832,41,,923.2874,0.4228
116,222.8490832,146,,774.3,3.9182
118,222.8490832,17,,913.8582,0
149,222.8490832,38,,772.3836,0
194,222.8490832,154,,792.0334,2.8714
55,222.8490832,167,,766.3446,2.5858
59,222.8490832,96,,1015.5142,0
83,222.8490832,119,,897.0166,2.788
111,222.8490832,175,,693.147,0
81,222.8490832,156,,635.2126,1.5824
97,222.8490832,59,,1114.4114,0
27,222.8490832,142,,849.3144,0
80,222.8490832,66,,1063.6026,1.0708
70,222.8490832,124,,783.5444,0
61,222.8490832,26,,856.487,0
139,222.8490832,58,,1047.6,17.043
137,222.8490832,163,,744.386,0.662
169,222.8490832,131,,711.9544,8.5344
0,222.8490832,127,,1070.2952,0
68,222.8490832,66,,786.4058,0
52,222.8490832,144,,828.2312,0.689
183,222.8490832,94,,664.502,0
57,222.8490832,61,,878.638,4.4904
94,221.7207334,0,,1222.5612,19.6722
174,221.7207334,8,,771.3888,0
97,221.7207334,5,,1178.0938,9.8938
103,221.7207334,27,,1025.4628,0
143,221.7207334,50,,886.059,0
163,221.7207334,70,,752.9416,0
162,221.7207334,95,,1096.1302,0
138,221.7207334,110,,1022.6314,9.2428
107,221.7207334,117,,1016.8554,9.451
97,221.7207334,104,,881.1852,0
114,221.7207334,93,,861.5464,2.812
121,221.7207334,75,,833.5214,0
178,221.7207334,153,,629.427,0
148,221.7207334,176,,708.6858,4.2694
7,221.7207334,178,,992.4606,13.3686
2,221.7207334,168,,928.8788,0
17,221.7207334,116,,979.1192,0.5904
31,221.7207334,41,,923.8416,0.5542
116,221.7207334,146,,776.8364,2.5364
118,221.7207334,17,,905.1624,0
149,221.7207334,38,,764.2062,0
194,221.7207334,154,,782.3478,0
55,221.7207334,167,,763.0302,0
59,221.7207334,96,,1008.1534,0
83,221.7207334,119,,901.6952,4.6786
111,221.7207334,175,,689.1626,0
81,221.7207334,156,,633.3974,0
97,221.7207334,59,,1117.6388,3.2274
27,221.7207334,142,,847.2954,0
80,221.7207334,66,,1068.4708,4.8682
70,221.7207334,124,,785.0426,1.4982
61,221.7207334,26,,853.484,0
139,221.7207334,58,,1048.5138,0.9138
137,221.7207334,163,,749.5622,5.1762
169,221.7207334,131,,715.8344,3.88
0,221.7207334,127,,1061.5606,0
68,221.7207334,66,,790.8316,4.4258
52,221.7207334,144,,830.2782,2.047
183,221.7207334,94,,660.4582,0
57,221.7207334,61,,885.988,7.35
94,220.5923836,0,,1228.2778,5.7166
174,220.5923836,8,,765.9776,0
97,220.5923836,5,,1178.5938,0.5
103,220.5923836,27,,1020.4808,0
143,220.5923836,50,,875.5714,0
163,220.5923836,70,,745.4878,0
162,220.5923836,95,,1088.0142,0
138,220.5923836,110,,1024.7228,2.0914
107,220.5923836,117,,1016.5548,0
97,220.5923836,104,,881.5618,0.3766
114,220.5923836,93,,855.1256,0
121,220.5923836,75,,828.5572,0
178,220.5923836,153,,634.779,5.352
148,220.5923836,176,,698.0832,0
7,220.5923836,178,,987.2588,0
2,220.5923836,168,,924.7076,0
17,220.5923836,116,,981.777,2.6578
31,220.5923836,41,,922.1332,0
116,220.5923836,146,,781.1136,4.2772
118,220.5923836,17,,894.3124,0
149,220.5923836,38,,754.8392,0
194,220.5923836,154,,786.5288,4.181
55,220.5923836,167,,767.048,4.0178
59,220.5923836,96,,1005.1284,0
83,220.5923836,119,,900.3094,0
111,220.5923836,175,,689.5032,0.3406
81,220.5923836,156,,638.086,4.6886
97,220.5923836,59,,1114.1,0
27,220.5923836,142,,842.2496,0
80,220.5923836,66,,1064.9402,0
70,220.5923836,124,,781.6176,0
61,220.5923836,26,,850.3478,0
139,220.5923836,58,,1043.6048,0
137,220.5923836,163,,749.1456,0
169,220.5923836,131,,714.0744,0
0,220.5923836,127,,1055.9934,0
68,220.5923836,66,,789.3202,0
52,220.5923836,144,,827.6866,0
183,220.5923836,94,,660.631,0.1728
57,220.5923836,61,,879.1904,0
94,219.4640339,0,,1232.7612,4.4834
174,219.4640339,8,,758.8108,0
97,219.4640339,5,,1175.2438,0
103,219.4640339,27,,1021.2808,0.8
143,219.4640339,50,,873.8892,0
163,219.4640339,70,,746.5844,1.0966
162,219.4640339,95,,1080.7602,0
138,219.4640339,110,,1029.5084,4.7856
107,219.4640339,117,,1014.3594,0
97,219.4640339,104,,882.7838,1.222
114,219.4640339,93,,848.1464,0
121,219.4640339,75,,818.7286,0
178,219.4640339,153,,635.3846,0.6056
148,219.4640339,176,,694.561,0
7,219.4640339,178,,984.8882,0
2,219.4640339,168,,929.0344,4.3268
17,219.4640339,116,,978.302,0
31,219.4640339,41,,920.306,0
116,219.4640339,146,,781.6342,0.5206
118,219.4640339,17,,896.1228,1.8104
149,219.4640339,38,,749.1402,0
194,219.4640339,154,,777.6978,0
55,219.4640339,167,,772.1676,5.1196
59,219.4640339,96,,999.1766,0
83,219.4640339,119,,902.0834,1.774
111,219.4640339,175,,692.3656,2.8624
81,219.4640339,156,,634.286,0
97,219.4640339,59,,1106.2,0
27,219.4640339,142,,839.5544,0
80,219.4640339,66,,1064.6282,0
70,219.4640339,124,,771.0408,0
61,219.4640339,26,,845.9564,0
139,219.4640339,58,,1028.5846,0
137,219.4640339,163,,752.5432,3.3976
169,219.4640339,131,,712.1716,0
0,219.4640339,127,,1054.8984,0
68,219.4640339,66,,789.0944,0
52,219.4640339,144,,829.6348,1.9482
183,219.4640339,94,,647.6644,0
57,219.4640339,61,,878.4548,0
94,218.3356841,0,,1242.2224,9.4612
174,218.3356841,8,,757.0026,0
97,218.3356841,5,,1155.4126,0
103,218.3356841,27,,1024.2066,2.9258
143,218.3356841,50,,870.3858,0
163,218.3356841,70,,741.7732,0
162,218.3356841,95,,1079.9078,0
138,218.3356841,110,,1045.3456,15.8372
107,218.3356841,117,,1007.767,0
97,218.3356841,104,,877.6174,0
114,218.3356841,93,,848.886,0.7396
121,218.3356841,75,,814.374,0
178,218.3356841,153,,640.5154,5.1308
148,218.3356841,176,,681.1556,0
7,218.3356841,178,,968.9744,0
2,218.3356841,168,,926.8132,0
17,218.3356841,116,,972.7156,0
31,218.3356841,41,,910.8186,0
116,218.3356841,146,,767.6888,0
118,218.3356841,17,,894.2228,0
149,218.3356841,38,,746.8516,0
194,218.3356841,154,,790.8144,13.1166
55,218.3356841,167,,771.1712,0
59,218.3356841,96,,1003.0356,3.859
83,218.3356841,119,,892.5882,0
111,218.3356841,175,,689.3688,0
81,218.3356841,156,,635.8632,1.5772
97,218.3356841,59,,1106.4694,0.2694
27,218.3356841,142,,839.5058,0
80,218.3356841,66,,1066.744,2.1158
