Points0,Points1,Points2,,intensity,filtered
97,-106.629055,104,,722.9766,0
114,-106.629055,93,,681.3464,0
121,-106.629055,75,,586.4262,0
178,-106.629055,153,,564.4156,0
148,-106.629055,176,,631.4222,0
7,-106.629055,178,,755.3904,9.6726
2,-106.629055,168,,726.4232,3.6154
17,-106.629055,116,,711.6846,4.6
31,-106.629055,41,,707.498,0
116,-106.629055,146,,716.2772,0
118,-106.629055,17,,761.8126,0
149,-106.629055,38,,691.5814,0
194,-106.629055,154,,741.788,0
55,-106.629055,167,,721.6662,0
59,-106.629055,96,,785.8054,0
83,-106.629055,119,,886.0452,0
111,-106.629055,175,,645.0248,1.0126
81,-106.629055,156,,584.1874,0
97,-106.629055,59,,1008.1964,0
27,-106.629055,142,,728.778,0
80,-106.629055,66,,1004.4404,0
70,-106.629055,124,,724.2838,4.0696
61,-106.629055,26,,825.255,7.2174
139,-106.629055,58,,890.747,0
137,-106.629055,163,,675.7022,0
169,-106.629055,131,,715.8828,0
0,-106.629055,127,,939.2952,0
68,-106.629055,66,,745.0828,0
52,-106.629055,144,,682.6268,0
183,-106.629055,94,,607.2312,0
57,-106.629055,61,,694.998,0
94,-107.7574048,0,,988.7554,0
174,-107.7574048,8,,593.1166,0
97,-107.7574048,5,,946.5564,0
103,-107.7574048,27,,746.0156,0
143,-107.7574048,50,,679.5678,0.9446
163,-107.7574048,70,,560.1752,0
162,-107.7574048,95,,825.2856,0
138,-107.7574048,110,,846.2714,0
107,-107.7574048,117,,746.7278,1.8542
97,-107.7574048,104,,723.0174,0.0408
114,-107.7574048,93,,685.381,4.0346
121,-107.7574048,75,,586.969,0.5428
178,-107.7574048,153,,556.3156,0
148,-107.7574048,176,,632.0918,0.6696
7,-107.7574048,178,,748.6394,0
2,-107.7574048,168,,717.7942,0
17,-107.7574048,116,,712.4326,0.748
31,-107.7574048,41,,701.2458,0
116,-107.7574048,146,,706.1612,0
118,-107.7574048,17,,749.2794,0
149,-107.7574048,38,,685.429,0
194,-107.7574048,154,,738.8642,0
55,-107.7574048,167,,718.4144,0
59,-107.7574048,96,,780.8662,0
83,-107.7574048,119,,878.3142,0
111,-107.7574048,175,,640.7498,0
81,-107.7574048,156,,583.3216,0
97,-107.7574048,59,,998.1772,0
27,-107.7574048,142,,726.3172,0
80,-107.7574048,66,,993.9012,0
70,-107.7574048,124,,723.8302,0
61,-107.7574048,26,,821.055,0
139,-107.7574048,58,,890.1242,0
137,-107.7574048,163,,681.7426,6.0404
169,-107.7574048,131,,707.4114,0
0,-107.7574048,127,,934.364,0
68,-107.7574048,66,,737.3258,0
52,-107.7574048,144,,678.0472,0
183,-107.7574048,94,,610.7604,3.5292
57,-107.7574048,61,,699.8074,4.8094
94,-108.8857546,0,,974.911,0
174,-108.8857546,8,,590.7054,0
97,-108.8857546,5,,967.3378,20.7814
103,-108.8857546,27,,746.0674,0.0518
143,-108.8857546,50,,681.2054,1.6376
163,-108.8857546,70,,551.2134,0
162,-108.8857546,95,,822.3666,0
138,-108.8857546,110,,846.9458,0.6744
107,-108.8857546,117,,750.8422,4.1144
97,-108.8857546,104,,720.1868,0
114,-108.8857546,93,,678.3464,0
121,-108.8857546,75,,592.1262,5.1572
178,-108.8857546,153,,553.5866,0
148,-108.8857546,176,,631.5056,0
7,-108.8857546,178,,762.4138,13.7744
2,-108.8857546,168,,716.098,0
17,-108.8857546,116,,713.673,1.2404
31,-108.8857546,41,,702.279,1.0332
116,-108.8857546,146,,722.2658,16.1046
118,-108.8857546,17,,734.8502,0
149,-108.8857546,38,,683.8352,0
194,-108.8857546,154,,742.5952,3.731
55,-108.8857546,167,,722.7214,4.307
59,-108.8857546,96,,785.9716,5.1054
83,-108.8857546,119,,890.7834,12.4692
111,-108.8857546,175,,639.881,0
81,-108.8857546,156,,572.19,0
97,-108.8857546,59,,988.7596,0
27,-108.8857546,142,,727.2382,0.921
80,-108.8857546,66,,989.0488,0
70,-108.8857546,124,,719.2088,0
61,-108.8857546,26,,824.8464,3.7914
139,-108.8857546,58,,903.4178,13.2936
137,-108.8857546,163,,678.0618,0
169,-108.8857546,131,,706.1742,0
0,-108.8857546,127,,935.0262,0.6622
68,-108.8857546,66,,733.2744,0
52,-108.8857546,144,,682.2302,4.183
183,-108.8857546,94,,606.7562,0
57,-108.8857546,61,,701.8646,2.0572
94,-110.0141044,0,,987.6832,12.7722
174,-110.0141044,8,,587.1666,0
97,-110.0141044,5,,975.6316,8.2938
103,-110.0141044,27,,738.782,0
143,-110.0141044,50,,677.468,0
163,-110.0141044,70,,553.764,2.5506
162,-110.0141044,95,,815.5286,0
138,-110.0141044,110,,847.9258,0.98
107,-110.0141044,117,,754.0436,3.2014
97,-110.0141044,104,,720.4364,0.2496
114,-110.0141044,93,,677.4258,0
121,-110.0141044,75,,589.3572,0
178,-110.0141044,153,,557.354,3.7674
148,-110.0141044,176,,636.6806,5.175
7,-110.0141044,178,,769.2902,6.8764
2,-110.0141044,168,,709.1442,0
17,-110.0141044,116,,712.4154,0
31,-110.0141044,41,,699.8812,0
116,-110.0141044,146,,719.6364,0
118,-110.0141044,17,,724.273,0
149,-110.0141044,38,,689.4662,5.631
194,-110.0141044,154,,744.631,2.0358
55,-110.0141044,167,,725.0374,2.316
59,-110.0141044,96,,785.325,0
83,-110.0141044,119,,892.4762,1.6928
111,-110.0141044,175,,630.9592,0
81,-110.0141044,156,,570.661,0
97,-110.0141044,59,,982.2194,0
27,-110.0141044,142,,726.1858,0
80,-110.0141044,66,,990.3756,1.3268
70,-110.0141044,124,,714.5178,0
61,-110.0141044,26,,829.258,4.4116
139,-110.0141044,58,,917.7266,14.3088
137,-110.0141044,163,,676.9142,0
169,-110.0141044,131,,696.1658,0
0,-110.0141044,127,,929.9836,0
68,-110.0141044,66,,724.86,0
52,-110.0141044,144,,682.4638,0.2336
183,-110.0141044,94,,606.8312,0.075
57,-110.0141044,61,,712.3668,10.5022
94,-111.1424542,0,,979.8332,0
174,-111.1424542,8,,581.2056,0
97,-111.1424542,5,,965.1628,0
103,-111.1424542,27,,748.7552,9.9732
143,-111.1424542,50,,671.684,0
163,-111.1424542,70,,556.009,2.245
162,-111.1424542,95,,816.3826,0.854
138,-111.1424542,110,,839.8088,0
107,-111.1424542,117,,750.2526,0
97,-111.1424542,104,,721.6948,1.2584
114,-111.1424542,93,,681.0826,3.6568
121,-111.1424542,75,,591.162,1.8048
178,-111.1424542,153,,559.304,1.95
148,-111.1424542,176,,633.9278,0
7,-111.1424542,178,,760.5472,0
2,-111.1424542,168,,706.8134,0
17,-111.1424542,116,,706.0462,0
31,-111.1424542,41,,689.9438,0
116,-111.1424542,146,,715.8592,0
118,-111.1424542,17,,728.3958,4.1228
149,-111.1424542,38,,687.6868,0
194,-111.1424542,154,,732.0382,0
55,-111.1424542,167,,725.3446,0.3072
59,-111.1424542,96,,782.8786,0
83,-111.1424542,119,,881.2452,0
111,-111.1424542,175,,625.7218,0
81,-111.1424542,156,,575.0382,4.3772
97,-111.1424542,59,,988.263,6.0436
27,-111.1424542,142,,727.0344,0.8486
80,-111.1424542,66,,992.0574,1.6818
70,-111.1424542,124,,710.2248,0
61,-111.1424542,26,,824.9856,0
139,-111.1424542,58,,907.7216,0
137,-111.1424542,163,,674.0262,0
169,-111.1424542,131,,693.4288,0
0,-111.1424542,127,,929.5736,0
68,-111.1424542,66,,715.56,0
52,-111.1424542,144,,679.5288,0
183,-111.1424542,94,,604.4646,0
57,-111.1424542,61,,708.2858,0
94,-112.2708039,0,,972.0832,0
174,-112.2708039,8,,578.75,0
97,-112.2708039,5,,956.4252,0
103,-112.2708039,27,,744.8158,0
143,-112.2708039,50,,678.5142,6.8302
163,-112.2708039,70,,553.4494,0
162,-112.2708039,95,,814.8826,0
138,-112.2708039,110,,840.2088,0.4
107,-112.2708039,117,,741.2676,0
97,-112.2708039,104,,723.6992,2.0044
114,-112.2708039,93,,675.174,0
121,-112.2708039,75,,591.162,0
178,-112.2708039,153,,559.679,0.375
148,-112.2708039,176,,633.75,0
7,-112.2708039,178,,751.3884,0
2,-112.2708039,168,,702.4076,0
17,-112.2708039,116,,710.0154,3.9692
31,-112.2708039,41,,688.2792,0
116,-112.2708039,146,,710.5342,0
118,-112.2708039,17,,731.2938,2.898
149,-112.2708039,38,,692.7816,5.0948
194,-112.2708039,154,,732.5692,0.531
55,-112.2708039,167,,730.6338,5.2892
59,-112.2708039,96,,783.7072,0.8286
83,-112.2708039,119,,880.4714,0
111,-112.2708039,175,,628.978,3.2562
81,-112.2708039,156,,577.8456,2.8074
97,-112.2708039,59,,981.818,0
27,-112.2708039,142,,725.881,0
80,-112.2708039,66,,986.3378,0
70,-112.2708039,124,,704.657,0
61,-112.2708039,26,,814.516,0
139,-112.2708039,58,,913.8912,6.1696
137,-112.2708039,163,,668.9024,0
169,-112.2708039,131,,690.826,0
0,-112.2708039,127,,932.2196,2.646
68,-112.2708039,66,,714.1544,0
52,-112.2708039,144,,676.9372,0
183,-112.2708039,94,,602.548,0
57,-112.2708039,61,,705.2904,0
94,-113.3991537,0,,961.15,0
174,-113.3991537,8,,580.8694,2.1194
97,-113.3991537,5,,962.9126,6.4874
103,-113.3991537,27,,746.4494,1.6336
143,-113.3991537,50,,678.45,0
163,-113.3991537,70,,554.8292,1.3798
162,-113.3991537,95,,817.3064,2.4238
138,-113.3991537,110,,842.9774,2.7686
107,-113.3991537,117,,732.7172,0
97,-113.3991537,104,,725.4262,1.727
114,-113.3991537,93,,674.9792,0
121,-113.3991537,75,,584.2262,0
178,-113.3991537,153,,563.477,3.798
148,-113.3991537,176,,629.8528,0
7,-113.3991537,178,,752.2746,0.8862
2,-113.3991537,168,,699.4558,0
17,-113.3991537,116,,706.6962,0
31,-113.3991537,41,,686.1688,0
116,-113.3991537,146,,718.5184,7.9842
118,-113.3991537,17,,734.577,3.2832
149,-113.3991537,38,,702.6682,9.8866
194,-113.3991537,154,,731.5072,0
55,-113.3991537,167,,729.6178,0
59,-113.3991537,96,,781.7608,0
83,-113.3991537,119,,872.0096,0
111,-113.3991537,175,,631.7624,2.7844
81,-113.3991537,156,,577.7114,0
97,-113.3991537,59,,983.805,1.987
27,-113.3991537,142,,726.681,0.8
80,-113.3991537,66,,989.35,3.0122
70,-113.3991537,124,,708.6,3.943
61,-113.3991537,26,,812.3246,0
139,-113.3991537,58,,906.929,0
137,-113.3991537,163,,662.6096,0
169,-113.3991537,131,,687.586,0
0,-113.3991537,127,,930.836,0
68,-113.3991537,66,,718.5114,4.357
52,-113.3991537,144,,673.6998,0
183,-113.3991537,94,,606.6022,4.0542
57,-113.3991537,61,,699.3594,0
94,-114.5275035,0,,963,1.85
174,-114.5275035,8,,579.4194,0
97,-114.5275035,5,,944.9876,0
103,-114.5275035,27,,744.2358,0
143,-114.5275035,50,,673.6464,0
163,-114.5275035,70,,562.3326,7.5034
162,-114.5275035,95,,814.0858,0
138,-114.5275035,110,,846.5144,3.537
107,-114.5275035,117,,737.3322,4.615
97,-114.5275035,104,,723.5444,0
114,-114.5275035,93,,672.0914,0
121,-114.5275035,75,,582.5548,0
178,-114.5275035,153,,570.4944,7.0174
148,-114.5275035,176,,629.6168,0
7,-114.5275035,178,,738.5354,0
2,-114.5275035,168,,697.675,0
17,-114.5275035,116,,707.975,1.2788
31,-114.5275035,41,,682.6752,0
116,-114.5275035,146,,716.616,0
118,-114.5275035,17,,739.6894,5.1124
149,-114.5275035,38,,706.3094,3.6412
194,-114.5275035,154,,735.3334,3.8262
55,-114.5275035,167,,727.1518,0
59,-114.5275035,96,,768.9858,0
83,-114.5275035,119,,872.7238,0.7142
111,-114.5275035,175,,630.5124,0
81,-114.5275035,156,,579.805,2.0936
97,-114.5275035,59,,980.763,0
27,-114.5275035,142,,723.722,0
80,-114.5275035,66,,987.7696,0
70,-114.5275035,124,,707.366,0
61,-114.5275035,26,,816.2434,3.9188
139,-114.5275035,58,,905.5518,0
137,-114.5275035,163,,665.019,2.4094
169,-114.5275035,131,,681.3574,0
0,-114.5275035,127,,938.9048,8.0688
68,-114.5275035,66,,720.5342,2.0228
52,-114.5275035,144,,676.6096,2.9098
183,-114.5275035,94,,602.7876,0
57,-114.5275035,61,,705.8546,6.4952
94,-115.6558533,0,,956.1556,0
174,-115.6558533,8,,584.3444,4.925
97,-115.6558533,5,,939.8438,0
103,-115.6558533,27,,751.0876,6.8518
143,-115.6558533,50,,677.3054,3.659
163,-115.6558533,70,,563.5146,1.182
162,-115.6558533,95,,817.5396,3.4538
138,-115.6558533,110,,847.9802,1.4658
107,-115.6558533,117,,732.7036,0
97,-115.6558533,104,,724.5124,0.968
114,-115.6558533,93,,670.157,0
121,-115.6558533,75,,582.7668,0.212
178,-115.6558533,153,,572.4154,1.921
148,-115.6558533,176,,633.1642,3.5474
7,-115.6558533,178,,729.4276,0
2,-115.6558533,168,,699.602,1.927
17,-115.6558533,116,,703.4596,0
31,-115.6558533,41,,685.6042,2.929
116,-115.6558533,146,,712.8932,0
118,-115.6558533,17,,741.1936,1.5042
149,-115.6558533,38,,703.2186,0
194,-115.6558533,154,,742.2834,6.95
55,-115.6558533,167,,727.6196,0.4678
59,-115.6558533,96,,772.5002,3.5144
83,-115.6558533,119,,869.6168,0
111,-115.6558533,175,,639.2968,8.7844
81,-115.6558533,156,,575.4784,0
97,-115.6558533,59,,982.771,2.008
27,-115.6558533,142,,723.8314,0.1094
80,-115.6558533,66,,987.7,0
70,-115.6558533,124,,712.4266,5.0606
61,-115.6558533,26,,816.6376,0.3942
139,-115.6558533,58,,901.286,0
137,-115.6558533,163,,663.607,0
169,-115.6558533,131,,688.2716,6.9142
0,-115.6558533,127,,941.049,2.1442
68,-115.6558533,66,,724.7656,4.2314
52,-115.6558533,144,,670.0772,0
183,-115.6558533,94,,605.9272,3.1396
57,-115.6558533,61,,693.669,0
94,-116.7842031,0,,961.7556,5.6
174,-116.7842031,8,,589.2916,4.9472
97,-116.7842031,5,,949.9876,10.1438
103,-116.7842031,27,,745.5168,0
143,-116.7842031,50,,683.9964,6.691
163,-116.7842031,70,,564.6696,1.155
162,-116.7842031,95,,818.7872,1.2476
138,-116.7842031,110,,843.8316,0
107,-116.7842031,117,,740.4526,7.749
97,-116.7842031,104,,724.9664,0.454
114,-116.7842031,93,,667.7726,0
121,-116.7842031,75,,577.562,0
178,-116.7842031,153,,568.8326,0
148,-116.7842031,176,,635.2476,2.0834
7,-116.7842031,178,,737.5412,8.1136
2,-116.7842031,168,,701.7384,2.1364
17,-116.7842031,116,,707.798,4.3384
31,-116.7842031,41,,692.9624,7.3582
116,-116.7842031,146,,720.5158,7.6226
118,-116.7842031,17,,741.2124,0.0188
149,-116.7842031,38,,702.1238,0
194,-116.7842031,154,,745.981,3.6976
55,-116.7842031,167,,724.7196,0
59,-116.7842031,96,,772.7556,0.2554
83,-116.7842031,119,,881.0502,11.4334
111,-116.7842031,175,,636.9062,0
81,-116.7842031,156,,568.9266,0
97,-116.7842031,59,,977.5308,0
27,-116.7842031,142,,722.9932,0
80,-116.7842031,66,,989.5,1.8
70,-116.7842031,124,,715.1446,2.718
61,-116.7842031,26,,826.881,10.2434
139,-116.7842031,58,,917.243,15.957
137,-116.7842031,163,,663.0118,0
169,-116.7842031,131,,693.7716,5.5
0,-116.7842031,127,,939.7606,0
68,-116.7842031,66,,722.777,0
52,-116.7842031,144,,672.2496,2.1724
183,-116.7842031,94,,599.1792,0
57,-116.7842031,61,,697.488,3.819
94,-117.9125529,0,,968.0722,6.3166
174,-117.9125529,8,,588.6694,0
97,-117.9125529,5,,948.0814,0
103,-117.9125529,27,,745.128,0
143,-117.9125529,50,,683.8662,0
163,-117.9125529,70,,563.6472,0
162,-117.9125529,95,,816.9094,0
138,-117.9125529,110,,836.5486,0
107,-117.9125529,117,,743.3654,2.9128
97,-117.9125529,104,,724.2044,0
114,-117.9125529,93,,670.4744,2.7018
121,-117.9125529,75,,582.1476,4.5856
178,-117.9125529,153,,573.8518,5.0192
148,-117.9125529,176,,641.767,6.5194
7,-117.9125529,178,,738.9098,1.3686
2,-117.9125529,168,,702.2518,0.5134
17,-117.9125529,116,,701.3884,0
31,-117.9125529,41,,693.402,0.4396
116,-117.9125529,146,,721.4704,0.9546
118,-117.9125529,17,,737.1082,0
149,-117.9125529,38,,699.8414,0
194,-117.9125529,154,,755.3024,9.3214
55,-117.9125529,167,,724.9642,0.2446
59,-117.9125529,96,,773.727,0.9714
83,-117.9125529,119,,888.5858,7.5356
111,-117.9125529,175,,636.1844,0
81,-117.9125529,156,,564.39,0
97,-117.9125529,59,,975.1904,0
27,-117.9125529,142,,719.7952,0
80,-117.9125529,66,,997.067,7.567
70,-117.9125529,124,,715.8678,0.7232
61,-117.9125529,26,,827.6492,0.7682
139,-117.9125529,58,,914.686,0
137,-117.9125529,163,,664.3642,1.3524
169,-117.9125529,131,,694.6658,0.8942
0,-117.9125529,127,,934.436,0
68,-117.9125529,66,,729.4026,6.6256
52,-117.9125529,144,,673.3242,1.0746
183,-117.9125529,94,,597.398,0
57,-117.9125529,61,,707.1738,9.6858
94,-119.0409027,0,,977.1278,9.0556
174,-119.0409027,8,,587.8668,0
97,-119.0409027,5,,951.2626,3.1812
103,-119.0409027,27,,751.5394,6.4114
143,-119.0409027,50,,683.0662,0
163,-119.0409027,70,,566.7954,3.1482
162,-119.0409027,95,,816.6602,0
138,-119.0409027,110,,830.84,0
107,-119.0409027,117,,751.0888,7.7234
97,-119.0409027,104,,724.9474,0.743
114,-119.0409027,93,,669.2622,0
121,-119.0409027,75,,584.7882,2.6406
178,-119.0409027,153,,576.0538,2.202
148,-119.0409027,176,,638.628,0
7,-119.0409027,178,,743.6,4.6902
2,-119.0409027,168,,705.096,2.8442
17,-119.0409027,116,,706.4288,5.0404
31,-119.0409027,41,,695.9624,2.5604
116,-119.0409027,146,,718.5726,0
118,-119.0409027,17,,740.5228,3.4146
149,-119.0409027,38,,695.3464,0
194,-119.0409027,154,,764.3452,9.0428
55,-119.0409027,167,,722.4856,0
59,-119.0409027,96,,770.4948,0
83,-119.0409027,119,,893.5262,4.9404
111,-119.0409027,175,,634.5812,0
81,-119.0409027,156,,562.8964,0
97,-119.0409027,59,,967.5258,0
27,-119.0409027,142,,722.6228,2.8276
80,-119.0409027,66,,996.3268,0
70,-119.0409027,124,,712.6874,0
61,-119.0409027,26,,832.1506,4.5014
139,-119.0409027,58,,908.9444,0
137,-119.0409027,163,,666.7118,2.3476
169,-119.0409027,131,,694.9658,0.3
0,-119.0409027,127,,937.8032,3.3672
68,-119.0409027,66,,725.7456,0
52,-119.0409027,144,,677.0122,3.688
183,-119.0409027,94,,597.5792,0.1812
57,-119.0409027,61,,706.6834,0
94,-120.1692525,0,,979.0556,1.9278
174,-120.1692525,8,,584.3836,0
97,-120.1692525,5,,947.05,0
103,-120.1692525,27,,758.535,6.9956
143,-120.1692525,50,,685.4984,2.4322
163,-120.1692525,70,,566.0898,0
162,-120.1692525,95,,816.7696,0.1094
138,-120.1692525,110,,823.5144,0
107,-120.1692525,117,,741.803,0
97,-120.1692525,104,,723.8424,0
114,-120.1692525,93,,671.8484,2.5862
121,-120.1692525,75,,581.9762,0
178,-120.1692525,153,,568.6076,0
148,-120.1692525,176,,632.7002,0
7,-120.1692525,178,,742.2804,0
2,-120.1692525,168,,707.371,2.275
17,-120.1692525,116,,711.096,4.6672
31,-120.1692525,41,,691.4664,0
116,-120.1692525,146,,711.2294,0
118,-120.1692525,17,,741.3146,0.7918
149,-120.1692525,38,,690.1526,0
194,-120.1692525,154,,759.1072,0
55,-120.1692525,167,,722.8356,0.35
59,-120.1692525,96,,776.002,5.5072
83,-120.1692525,119,,875.219,0
111,-120.1692525,175,,634.9126,0.3314
81,-120.1692525,156,,567.1774,4.281
97,-120.1692525,59,,968.1838,0.658
27,-120.1692525,142,,722.4314,0
80,-120.1692525,66,,988.5804,0
70,-120.1692525,124,,715.3964,2.709
61,-120.1692525,26,,829.7534,0
139,-120.1692525,58,,896.433,0
137,-120.1692525,163,,659.2572,0
169,-120.1692525,131,,695.6458,0.68
0,-120.1692525,127,,938.8032,1
68,-120.1692525,66,,732.097,6.3514
52,-120.1692525,144,,670.37,0
183,-120.1692525,94,,600.5792,3
57,-120.1692525,61,,700.4596,0
94,-121.2976023,0,,977.6,0
174,-121.2976023,8,,578.7974,0
97,-121.2976023,5,,945.5562,0
103,-121.2976023,27,,758.6856,0.1506
143,-121.2976023,50,,682.5768,0
163,-121.2976023,70,,558.0584,0
162,-121.2976023,95,,814.711,0
138,-121.2976023,110,,811.5372,0
107,-121.2976023,117,,742.4392,0.6362
97,-121.2976023,104,,726.1474,2.305
114,-121.2976023,93,,669.6414,0
121,-121.2976023,75,,578.3952,0
178,-121.2976023,153,,566.9462,0
148,-121.2976023,176,,633.5168,0.8166
7,-121.2976023,178,,749.0568,6.7764
2,-121.2976023,168,,712.394,5.023
17,-121.2976023,116,,709.0248,0
31,-121.2976023,41,,689.0936,0
116,-121.2976023,146,,715.3816,4.1522
118,-121.2976023,17,,742.1,0.7854
149,-121.2976023,38,,685.0104,0
194,-121.2976023,154,,746.519,0
55,-121.2976023,167,,722.825,0
59,-121.2976023,96,,770.5788,0
83,-121.2976023,119,,873.9142,0
111,-121.2976023,175,,633.6158,0
81,-121.2976023,156,,567.0558,0
97,-121.2976023,59,,968.2742,0.0904
27,-121.2976023,142,,720.118,0
80,-121.2976023,66,,983.7304,0
70,-121.2976023,124,,711.0268,0
61,-121.2976023,26,,825.452,0
139,-121.2976023,58,,888.2988,0
137,-121.2976023,163,,655.531,0
169,-121.2976023,131,,692.5172,0
0,-121.2976023,127,,930.7212,0
68,-121.2976023,66,,731.0486,0
52,-121.2976023,144,,673.5086,3.1386
183,-121.2976023,94,,598.673,0
57,-121.2976023,61,,701.6668,1.2072
94,-122.425952,0,,987.6446,10.0446
174,-122.425952,8,,573.039,0
97,-122.425952,5,,947.45,1.8938
103,-122.425952,27,,759.735,1.0494
143,-122.425952,50,,682.0822,0
163,-122.425952,70,,556.0134,0
162,-122.425952,95,,813.1078,0
138,-122.425952,110,,825.3744,13.8372
107,-122.425952,117,,734.2466,0
97,-122.425952,104,,727.27,1.1226
114,-122.425952,93,,665.0758,0
121,-122.425952,75,,582.1714,3.7762
178,-122.425952,153,,574.5174,7.5712
148,-122.425952,176,,631.05,0
7,-122.425952,178,,751.0156,1.9588
2,-122.425952,168,,708.069,0
17,-122.425952,116,,704.023,0
31,-122.425952,41,,681.3166,0
116,-122.425952,146,,714.8884,0
118,-122.425952,17,,746.2376,4.1376
149,-122.425952,38,,685.4888,0.4784
194,-122.425952,154,,746.7618,0.2428
55,-122.425952,167,,727.6894,4.8644
59,-122.425952,96,,766.4306,0
83,-122.425952,119,,870.307,0
111,-122.425952,175,,642.2376,8.6218
81,-122.425952,156,,571.714,4.6582
97,-122.425952,59,,964.3242,0
27,-122.425952,142,,714.6342,0
80,-122.425952,66,,981.8682,0
70,-122.425952,124,,708.0822,0
61,-122.425952,26,,816.3448,0
139,-122.425952,58,,887.5722,0
137,-122.425952,163,,661.3524,5.8214
169,-122.425952,131,,687.02,0
0,-122.425952,127,,930.967,0.2458
68,-122.425952,66,,726.883,0
52,-122.425952,144,,668.3724,0
183,-122.425952,94,,600.7502,2.0772
57,-122.425952,61,,699.843,0
94,-123.5543018,0,,986.6112,0
174,-123.5543018,8,,571.0974,0
97,-123.5543018,5,,946.9124,0
103,-123.5543018,27,,754.5664,0
143,-123.5543018,50,,678.9446,0
163,-123.5543018,70,,551.418,0
162,-123.5543018,95,,809.9872,0
138,-123.5543018,110,,826.9374,1.563
107,-123.5543018,117,,735.6978,1.4512
97,-123.5543018,104,,726.2042,0
114,-123.5543018,93,,666.0188,0.943
121,-123.5543018,75,,573.3142,0
178,-123.5543018,153,,565.6212,0
148,-123.5543018,176,,625.4222,0
7,-123.5543018,178,,751.0862,0.0706
2,-123.5543018,168,,710.9324,2.8634
17,-123.5543018,116,,704.3018,0.2788
31,-123.5543018,41,,676.8936,0
116,-123.5543018,146,,723.8566,8.9682
118,-123.5543018,17,,754.2126,7.975
149,-123.5543018,38,,689.767,4.2782
194,-123.5543018,154,,737.3332,0
55,-123.5543018,167,,723.452,0
59,-123.5543018,96,,767.3824,0.9518
83,-123.5543018,119,,862.9952,0
111,-123.5543018,175,,638.9656,0
81,-123.5543018,156,,572.795,1.081
97,-123.5543018,59,,962.2564,0
27,-123.5543018,142,,720.0808,5.4466
80,-123.5543018,66,,976.7452,0
70,-123.5543018,124,,705.6036,0
61,-123.5543018,26,,814.0346,0
139,-123.5543018,58,,890.6152,3.043
137,-123.5543018,163,,663.8548,2.5024
169,-123.5543018,131,,685.1314,0
0,-123.5543018,127,,925.6948,0
68,-123.5543018,66,,718.9544,0
52,-123.5543018,144,,667.3038,0
183,-123.5543018,94,,597.9584,0
57,-123.5543018,61,,696.531,0
94,-124.6826516,0,,991.0834,4.4722
174,-124.6826516,8,,567.9806,0
97,-124.6826516,5,,942.3062,0
103,-124.6826516,27,,747.4652,0
143,-124.6826516,50,,679.5196,0.575
163,-124.6826516,70,,546.8136,0
162,-124.6826516,95,,811.846,1.8588
138,-124.6826516,110,,827.883,0.9456
107,-124.6826516,117,,731.6676,0
97,-124.6826516,104,,724.8086,0
114,-124.6826516,93,,663.8964,0
121,-124.6826516,75,,572.3332,0
178,-124.6826516,153,,559.8942,0
148,-124.6826516,176,,626.7584,1.3362
7,-124.6826516,178,,752.1588,1.0726
2,-124.6826516,168,,704.517,0
17,-124.6826516,116,,705.0364,0.7346
31,-124.6826516,41,,678.0394,1.1458
116,-124.6826516,146,,721.9748,0
118,-124.6826516,17,,750.5668,0
149,-124.6826516,38,,693.6598,3.8928
194,-124.6826516,154,,731.5046,0
55,-124.6826516,167,,733.9412,10.4892
59,-124.6826516,96,,768.2002,0.8178
83,-124.6826516,119,,863.062,0.0668
111,-124.6826516,175,,642.7,3.7344
81,-124.6826516,156,,565.5518,0
97,-124.6826516,59,,965.0758,2.8194
27,-124.6826516,142,,716.2836,0
80,-124.6826516,66,,979.4014,2.6562
70,-124.6826516,124,,701.9894,0
61,-124.6826516,26,,816.0288,1.9942
139,-124.6826516,58,,907.372,16.7568
137,-124.6826516,163,,665.8738,2.019
169,-124.6826516,131,,692.1714,7.04
0,-124.6826516,127,,918.2096,0
68,-124.6826516,66,,719.9858,1.0314
52,-124.6826516,144,,666.634,0
183,-124.6826516,94,,594.648,0
57,-124.6826516,61,,704.0072,7.4762
94,-125.8110014,0,,980.2778,0
174,-125.8110014,8,,566.4666,0
97,-125.8110014,5,,950.275,7.9688
103,-125.8110014,27,,737.6404,0
143,-125.8110014,50,,674.5266,0
163,-125.8110014,70,,544.7012,0
162,-125.8110014,95,,813.0984,1.2524
138,-125.8110014,110,,829.7716,1.8886
107,-125.8110014,117,,735.6992,4.0316
97,-125.8110014,104,,727.0174,2.2088
114,-125.8110014,93,,664.7602,0.8638
121,-125.8110014,75,,574.5142,2.181
178,-125.8110014,153,,561.4366,1.5424
148,-125.8110014,176,,631.6888,4.9304
7,-125.8110014,178,,758.4058,6.247
2,-125.8110014,168,,699.496,0
17,-125.8110014,116,,698.0384,0
31,-125.8110014,41,,680.1228,2.0834
116,-125.8110014,146,,733.4498,11.475
118,-125.8110014,17,,751.7104,1.1436
149,-125.8110014,38,,695.8618,2.202
194,-125.8110014,154,,734.1188,2.6142
55,-125.8110014,167,,728.3894,0
59,-125.8110014,96,,768.352,0.1518
83,-125.8110014,119,,882.1644,19.1024
111,-125.8110014,175,,641.3686,0
81,-125.8110014,156,,561.1416,0
97,-125.8110014,59,,964.729,0
27,-125.8110014,142,,718.6892,2.4056
80,-125.8110014,66,,982.944,3.5426
