Points0,Points1,Points2,,intensity,filtered,timeframe,cell,kmeans
178,3.9,153,,594.0732,-5.848,336,13,3
148,3.9,176,,673.6582,-0.1112,336,14,0
7,3.9,178,,817.4374,-2.9372,336,15,3
2,3.9,168,,763.8982,1.9672,336,16,0
17,3.9,116,,822.4232,-1.8116,336,17,3
31,3.9,41,,764.223,-4.375,336,18,0
116,3.9,146,,746.7682,-2.1568,336,19,3
118,3.9,17,,815.573,2.7792,336,20,0
149,3.9,38,,698.2002,-3.602,336,21,0
194,3.9,154,,768.9858,2.8096,336,22,0
55,3.9,167,,746.4358,-0.2518,336,23,0
59,3.9,96,,855.7824,-10.2052,336,24,0
83,3.9,119,,847.3738,2.6166,336,25,3
111,3.9,175,,646.1968,-0.5406,336,26,0
81,3.9,156,,600.4684,-4.929,336,27,0
97,3.9,59,,1014.3032,-3.7306,336,28,0
27,3.9,142,,773.303,-1.9134,336,29,0
80,3.9,66,,1024.955,-3.9794,336,30,0
70,3.9,124,,733.8516,5.9608,336,31,0
61,3.9,26,,1138.513,10.142,336,32,0
139,3.9,58,,953.752,-5.2936,336,33,3
137,3.9,163,,696.6692,1.7952,336,34,3
169,3.9,131,,694.1314,-3.9716,336,35,0
0,3.9,127,,1059.5836,-0.7016,336,36,0
68,3.9,66,,721.2514,-10.4144,336,37,0
52,3.9,144,,727.7336,-1.459,336,38,0
183,3.9,94,,673.0524,-9.9354,336,39,0
57,3.9,61,,760.2858,-6.8738,336,40,1
94,3.7,0,,1048.1892,2.9722,337,1,3
174,3.7,8,,618.064,1.3862,337,2,3
97,3.7,5,,1035.9628,0.6126,337,3,0
103,3.7,27,,852.8472,-2.935,337,4,3
143,3.7,50,,717.7302,-1.4572,337,5,0
163,3.7,70,,612.519,-3.308,337,6,0
162,3.7,95,,1078.2014,-9.862,337,7,0
138,3.7,110,,920.4714,6.8714,337,8,1
107,3.7,117,,836.2558,-2.1774,337,9,0
97,3.7,104,,789.695,-0.5736,337,10,0
114,3.7,93,,741.1032,-1.8156,337,11,0
121,3.7,75,,737.7262,-7.1952,337,12,3
178,3.7,153,,589.425,-4.6482,337,13,0
148,3.7,176,,673.911,0.2528,337,14,3
7,3.7,178,,818.5844,1.147,337,15,1
2,3.7,168,,771.0482,7.15,337,16,0
17,3.7,116,,813.5232,-8.9,337,17,3
31,3.7,41,,757.6126,-6.6104,337,18,3
116,3.7,146,,744.7886,-1.9796,337,19,0
118,3.7,17,,816.5646,0.9916,337,20,0
149,3.7,38,,695.027,-3.1732,337,21,1
194,3.7,154,,777.5666,8.5808,337,22,0
55,3.7,167,,747.2732,0.8374,337,23,0
59,3.7,96,,855.5324,-0.25,337,24,0
83,3.7,119,,846.619,-0.7548,337,25,0
111,3.7,175,,647.9656,1.7688,337,26,0
81,3.7,156,,602.0862,1.6178,337,27,1
97,3.7,59,,1023.908,9.6048,337,28,0
27,3.7,142,,771.3086,-1.9944,337,29,0
80,3.7,66,,1020.3086,-4.6464,337,30,0
70,3.7,124,,731.8444,-2.0072,337,31,0
61,3.7,26,,1130.8956,-7.6174,337,32,1
139,3.7,58,,937.3468,-16.4052,337,33,1
137,3.7,163,,699.9072,3.238,337,34,1
169,3.7,131,,692.7942,-1.3372,337,35,1
0,3.7,127,,1056.8854,-2.6982,337,36,1
68,3.7,66,,724.3486,3.0972,337,37,1
52,3.7,144,,731.7854,4.0518,337,38,1
183,3.7,94,,676.7418,3.6894,337,39,1
57,3.7,61,,754.1048,-6.181,337,40,1
94,3.5,0,,1044.4892,-3.7,338,1,1
174,3.5,8,,617.7834,-0.2806,338,2,4
97,3.5,5,,1025.6252,-10.3376,338,3,1
103,3.5,27,,852.1348,-0.7124,338,4,1
143,3.5,50,,721.066,3.3358,338,5,1
163,3.5,70,,614.71,2.191,338,6,1
162,3.5,95,,1070.0092,-8.1922,338,7,1
138,3.5,110,,918.7772,-1.6942,338,8,1
107,3.5,117,,838.585,2.3292,338,9,2
97,3.5,104,,785.7666,-3.9284,338,10,4
114,3.5,93,,742.505,1.4018,338,11,4
121,3.5,75,,731.8642,-5.862,338,12,1
178,3.5,153,,585.4672,-3.9578,338,13,2
148,3.5,176,,677.6026,3.6916,338,14,1
7,3.5,178,,822.4178,3.8334,338,15,1
2,3.5,168,,776.9694,5.9212,338,16,1
17,3.5,116,,810.7654,-2.7578,338,17,2
31,3.5,41,,754.5544,-3.0582,338,18,1
116,3.5,146,,752.0114,7.2228,338,19,1
118,3.5,17,,803.7396,-12.825,338,20,1
149,3.5,38,,699.1774,4.1504,338,21,0
194,3.5,154,,770.7856,-6.781,338,22,1
55,3.5,167,,749.35,2.0768,338,23,1
59,3.5,96,,847.8038,-7.7286,338,24,4
83,3.5,119,,848.3762,1.7572,338,25,4
111,3.5,175,,653.1656,5.2,338,26,1
81,3.5,156,,605.823,3.7368,338,27,1
97,3.5,59,,1023.7484,-0.1596,338,28,4
27,3.5,142,,765.4228,-5.8858,338,29,1
80,3.5,66,,1015.1122,-5.1964,338,30,3
70,3.5,124,,727.4462,-4.3982,338,31,3
61,3.5,26,,1139.0146,8.119,338,32,3
139,3.5,58,,933.9898,-3.357,338,33,3
137,3.5,163,,697.631,-2.2762,338,34,3
169,3.5,131,,699.6828,6.8886,338,35,1
0,3.5,127,,1061.0328,4.1474,338,36,1
68,3.5,66,,723.6114,-0.7372,338,37,1
52,3.5,144,,734.047,2.2616,338,38,1
183,3.5,94,,672.3064,-4.4354,338,39,4
57,3.5,61,,753.7356,-0.3692,338,40,1
94,3.3,0,,1060.7224,16.2332,339,1,1
174,3.3,8,,613.0224,-4.761,339,2,1
97,3.3,5,,1032.9814,7.3562,339,3,0
103,3.3,27,,848.4808,-3.654,339,4,1
143,3.3,50,,719.5588,-1.5072,339,5,0
163,3.3,70,,615.7842,1.0742,339,6,0
162,3.3,95,,1063.3394,-6.6698,339,7,0
138,3.3,110,,921.0772,2.3,339,8,1
107,3.3,117,,838.4542,-0.1308,339,9,1
97,3.3,104,,780.657,-5.1096,339,10,1
114,3.3,93,,743.7206,1.2156,339,11,1
121,3.3,75,,724.088,-7.7762,339,12,1
178,3.3,153,,586.9884,1.5212,339,13,1
148,3.3,176,,675.122,-2.4806,339,14,1
7,3.3,178,,827.9884,5.5706,339,15,4
2,3.3,168,,775.3944,-1.575,339,16,1
17,3.3,116,,805.95,-4.8154,339,17,0
31,3.3,41,,756.698,2.1436,339,18,3
116,3.3,146,,749.9864,-2.025,339,19,0
118,3.3,17,,805.6168,1.8772,339,20,2
149,3.3,38,,697.2764,-1.901,339,21,1
194,3.3,154,,767.6594,-3.1262,339,22,1
55,3.3,167,,758.3696,9.0196,339,23,1
59,3.3,96,,842.211,-5.5928,339,24,1
83,3.3,119,,849.6048,1.2286,339,25,1
111,3.3,175,,660.125,6.9594,339,26,1
81,3.3,156,,606.261,0.438,339,27,1
97,3.3,59,,1022.8112,-0.9372,339,28,1
27,3.3,142,,761.3228,-4.1,339,29,4
80,3.3,66,,1014.367,-0.7452,339,30,3
70,3.3,124,,729.1838,1.7376,339,31,0
61,3.3,26,,1126.7624,-12.2522,339,32,0
139,3.3,58,,939.5542,5.5644,339,33,0
137,3.3,163,,699.9382,2.3072,339,34,1
169,3.3,131,,694.0028,-5.68,339,35,1
0,3.3,127,,1056.341,-4.6918,339,36,1
68,3.3,66,,721.2914,-2.32,339,37,1
52,3.3,144,,728.3146,-5.7324,339,38,1
183,3.3,94,,673.8834,1.577,339,39,1
57,3.3,61,,755.1452,1.4096,339,40,1
94,3.1,0,,1069.8278,9.1054,340,1,4
174,3.1,8,,616.5528,3.5304,340,2,1
97,3.1,5,,1040.1938,7.2124,340,3,0
103,3.1,27,,843.7572,-4.7236,340,4,0
143,3.1,50,,714.3176,-5.2412,340,5,0
163,3.1,70,,619.0674,3.2832,340,6,4
162,3.1,95,,1055.022,-8.3174,340,7,2
138,3.1,110,,914.4058,-6.6714,340,8,1
107,3.1,117,,844.2196,5.7654,340,9,1
97,3.1,104,,773.5256,-7.1314,340,10,1
114,3.1,93,,743.7068,-0.0138,340,11,1
121,3.1,75,,719.2308,-4.8572,340,12,1
178,3.1,153,,583.3326,-3.6558,340,13,1
148,3.1,176,,681.372,6.25,340,14,1
7,3.1,178,,831.8942,3.9058,340,15,1
2,3.1,168,,776.5136,1.1192,340,16,1
17,3.1,116,,795.723,-10.227,340,17,1
31,3.1,41,,762.2062,5.5082,340,18,2
116,3.1,146,,754.9182,4.9318,340,19,1
118,3.1,17,,807.05,1.4332,340,20,2
149,3.1,38,,697.033,-0.2434,340,21,1
194,3.1,154,,762.0524,-5.607,340,22,4
55,3.1,167,,754.234,-4.1356,340,23,1
59,3.1,96,,839.57,-2.641,340,24,2
83,3.1,119,,851.1928,1.588,340,25,1
111,3.1,175,,654.7094,-5.4156,340,26,1
81,3.1,156,,603.3824,-2.8786,340,27,4
97,3.1,59,,1018.7724,-4.0388,340,28,2
27,3.1,142,,762.1942,0.8714,340,29,1
80,3.1,66,,1011.9414,-2.4256,340,30,1
70,3.1,124,,728.3982,-0.7856,340,31,4
61,3.1,26,,1113.887,-12.8754,340,32,1
139,3.1,58,,935.7188,-3.8354,340,33,1
137,3.1,163,,701.7,1.7618,340,34,1
169,3.1,131,,698.557,4.5542,340,35,1
0,3.1,127,,1054.1148,-2.2262,340,36,4
68,3.1,66,,714.1028,-7.1886,340,37,2
52,3.1,144,,732.9218,4.6072,340,38,4
183,3.1,94,,669.0062,-4.8772,340,39,1
57,3.1,61,,754.8832,-0.262,340,40,1
94,2.9,0,,1083.9888,14.161,341,1,1
174,2.9,8,,618.3472,1.7944,341,2,0
97,2.9,5,,1044.35,4.1562,341,3,4
103,2.9,27,,840.8494,-2.9078,341,4,4
143,2.9,50,,717.7712,3.4536,341,5,2
163,2.9,70,,616.4966,-2.5708,341,6,1
162,2.9,95,,1049.0014,-6.0206,341,7,1
138,2.9,110,,920.9402,6.5344,341,8,2
107,2.9,117,,827.8392,-16.3804,341,9,2
97,2.9,104,,763.911,-9.6146,341,10,4
114,2.9,93,,744.643,0.9362,341,11,2
121,2.9,75,,713.976,-5.2548,341,12,4
178,2.9,153,,585.523,2.1904,341,13,1
148,2.9,176,,677.5914,-3.7806,341,14,4
7,2.9,178,,826.7882,-5.106,341,15,1
2,2.9,168,,774.5368,-1.9768,341,16,1
17,2.9,116,,790.5634,-5.1596,341,17,0
31,2.9,41,,760.5562,-1.65,341,18,1
116,2.9,146,,739.5886,-15.3296,341,19,1
118,2.9,17,,812.4334,5.3834,341,20,1
149,2.9,38,,692.371,-4.662,341,21,1
194,2.9,154,,759.9118,-2.1406,341,22,1
55,2.9,167,,755.4178,1.1838,341,23,1
59,2.9,96,,849.8664,10.2964,341,24,1
83,2.9,119,,842.7714,-8.4214,341,25,4
111,2.9,175,,658.7624,4.053,341,26,4
81,2.9,156,,606.8228,3.4404,341,27,1
97,2.9,59,,1024.608,5.8356,341,28,1
27,2.9,142,,765.02,2.8258,341,29,1
80,2.9,66,,1009.995,-1.9464,341,30,1
70,2.9,124,,721.1732,-7.225,341,31,1
61,2.9,26,,1097.5508,-16.3362,341,32,4
139,2.9,58,,923.8048,-11.914,341,33,1
137,2.9,163,,692.2382,-9.4618,341,34,4
169,2.9,131,,689.4086,-9.1484,341,35,1
0,2.9,127,,1041.4002,-12.7146,341,36,2
68,2.9,66,,719.86,5.7572,341,37,1
52,2.9,144,,729.905,-3.0168,341,38,2
183,2.9,94,,674.5602,5.554,341,39,1
57,2.9,61,,748.8094,-6.0738,341,40,0
94,2.7,0,,1071.5776,-12.4112,342,1,0
174,2.7,8,,611.3806,-6.9666,342,2,2
97,2.7,5,,1028.0124,-16.3376,342,3,1
103,2.7,27,,843.4786,2.6292,342,4,1
143,2.7,50,,716.2034,-1.5678,342,5,1
163,2.7,70,,616.8292,0.3326,342,6,1
162,2.7,95,,1050.3824,1.381,342,7,4
138,2.7,110,,911.3202,-9.62,342,8,1
107,2.7,117,,825.179,-2.6602,342,9,1
97,2.7,104,,766.2832,2.3722,342,10,2
114,2.7,93,,750.1688,5.5258,342,11,1
121,2.7,75,,710.8428,-3.1332,342,12,1
178,2.7,153,,584.9268,-0.5962,342,13,1
148,2.7,176,,669.6304,-7.961,342,14,1
7,2.7,178,,820.1176,-6.6706,342,15,1
2,2.7,168,,770.2618,-4.275,342,16,4
17,2.7,116,,791.7596,1.1962,342,17,4
31,2.7,41,,763.0542,2.498,342,18,1
116,2.7,146,,748.2114,8.6228,342,19,4
118,2.7,17,,817.5356,5.1022,342,20,1
149,2.7,38,,700.3154,7.9444,342,21,1
194,2.7,154,,745.4048,-14.507,342,22,4
55,2.7,167,,755.784,0.3662,342,23,1
59,2.7,96,,849.6306,-0.2358,342,24,1
83,2.7,119,,838.5738,-4.1976,342,25,2
111,2.7,175,,656.8624,-1.9,342,26,1
81,2.7,156,,603.9544,-2.8684,342,27,1
97,2.7,59,,1028.0726,3.4646,342,28,1
27,2.7,142,,760.0706,-4.9494,342,29,1
80,2.7,66,,1005.4694,-4.5256,342,30,1
70,2.7,124,,722.2626,1.0894,342,31,1
61,2.7,26,,1083.0928,-14.458,342,32,4
139,2.7,58,,902.5416,-21.2632,342,33,1
137,2.7,163,,684.0002,-8.238,342,34,1
169,2.7,131,,691.8116,2.403,342,35,1
0,2.7,127,,1033.6558,-7.7444,342,36,2
68,2.7,66,,714.6458,-5.2142,342,37,2
52,2.7,144,,727.2266,-2.6784,342,38,1
183,2.7,94,,669.6332,-4.927,342,39,1
57,2.7,61,,748.3546,-0.4548,342,40,4
94,2.5,0,,1071.3054,-0.2722,343,1,1
174,2.5,8,,612.0306,0.65,343,2,1
97,2.5,5,,1031.8688,3.8564,343,3,4
103,2.5,27,,838.2652,-5.2134,343,4,1
143,2.5,50,,706.8444,-9.359,343,5,4
163,2.5,70,,611.564,-5.2652,343,6,1
162,2.5,95,,1041.9032,-8.4792,343,7,1
138,2.5,110,,913.7002,2.38,343,8,1
107,2.5,117,,826.8692,1.6902,343,9,0
97,2.5,104,,766.1328,-0.1504,343,10,4
114,2.5,93,,752.686,2.5172,343,11,4
121,2.5,75,,715.219,4.3762,343,12,1
178,2.5,153,,593.3268,8.4,343,13,1
148,2.5,176,,664.75,-4.8804,343,14,1
7,2.5,178,,817.9058,-2.2118,343,15,1
2,2.5,168,,767.8022,-2.4596,343,16,1
17,2.5,116,,790.8866,-0.873,343,17,1
31,2.5,41,,756.6396,-6.4146,343,18,1
116,2.5,146,,747.4522,-0.7592,343,19,1
118,2.5,17,,818.096,0.5604,343,20,1
149,2.5,38,,699.1032,-1.2122,343,21,1
194,2.5,154,,748.4168,3.012,343,22,4
55,2.5,167,,757.491,1.707,343,23,1
59,2.5,96,,854.827,5.1964,343,24,4
83,2.5,119,,843.457,4.8832,343,25,1
111,2.5,175,,653.0906,-3.7718,343,26,1
81,2.5,156,,596.086,-7.8684,343,27,1
97,2.5,59,,1029.0936,1.021,343,28,1
27,2.5,142,,759.0954,-0.9752,343,29,1
80,2.5,66,,1010.25,4.7806,343,30,1
70,2.5,124,,729.977,7.7144,343,31,0
61,2.5,26,,1078.6086,-4.4842,343,32,2
139,2.5,58,,911.124,8.5824,343,33,2
137,2.5,163,,682.6334,-1.3668,343,34,2
169,2.5,131,,683.5858,-8.2258,343,35,2
0,2.5,127,,1018.9804,-14.6754,343,36,4
68,2.5,66,,709.3316,-5.3142,343,37,1
52,2.5,144,,728.5362,1.3096,343,38,1
183,2.5,94,,664.2268,-5.4064,343,39,2
57,2.5,61,,747.169,-1.1856,343,40,4
94,2.3,0,,1065.0222,-6.2832,344,1,1
174,2.3,8,,615.35,3.3194,344,2,1
97,2.3,5,,1030.1312,-1.7376,344,3,1
103,2.3,27,,838.4766,0.2114,344,4,1
143,2.3,50,,708.3444,1.5,344,5,1
163,2.3,70,,609.8966,-1.6674,344,6,1
162,2.3,95,,1031.9984,-9.9048,344,7,1
138,2.3,110,,909.3058,-4.3944,344,8,1
107,2.3,117,,826.451,-0.4182,344,9,1
97,2.3,104,,763.8556,-2.2772,344,10,1
114,2.3,93,,751.7084,-0.9776,344,11,1
121,2.3,75,,714.1928,-1.0262,344,12,4
178,2.3,153,,589.2806,-4.0462,344,13,4
148,2.3,176,,660.589,-4.161,344,14,1
7,2.3,178,,808.7822,-9.1236,344,15,1
2,2.3,168,,766.1944,-1.6078,344,16,1
17,2.3,116,,790.7328,-0.1538,344,17,1
31,2.3,41,,753.648,-2.9916,344,18,1
116,2.3,146,,747.0772,-0.375,344,19,1
118,2.3,17,,818.8544,0.7584,344,20,1
149,2.3,38,,700.2082,1.105,344,21,4
194,2.3,154,,741.4716,-6.9452,344,22,2
55,2.3,167,,743.5142,-13.9768,344,23,1
59,2.3,96,,854.3376,-0.4894,344,24,1
83,2.3,119,,840.4546,-3.0024,344,25,1
111,2.3,175,,646.1594,-6.9312,344,26,1
81,2.3,156,,590.8328,-5.2532,344,27,1
97,2.3,59,,1029.3276,0.234,344,28,4
27,2.3,142,,759.4858,0.3904,344,29,4
80,2.3,66,,1007.4598,-2.7902,344,30,1
70,2.3,124,,726.909,-3.068,344,31,1
61,2.3,26,,1077.4666,-1.142,344,32,1
139,2.3,58,,917.7822,6.6582,344,33,1
137,2.3,163,,684.2404,1.607,344,34,1
169,2.3,131,,686.0486,2.4628,344,35,4
0,2.3,127,,1022.9738,3.9934,344,36,1
68,2.3,66,,716.9802,7.6486,344,37,1
52,2.3,144,,730.4614,1.9252,344,38,4
183,2.3,94,,658.5686,-5.6582,344,39,0
57,2.3,61,,743.981,-3.188,344,40,4
94,2.1,0,,1058.739,-6.2832,345,1,0
174,2.1,8,,608.9918,-6.3582,345,2,0
97,2.1,5,,1034.8124,4.6812,345,3,1
103,2.1,27,,831.2046,-7.272,345,4,1
143,2.1,50,,711.0034,2.659,345,5,1
163,2.1,70,,608.0808,-1.8158,345,6,1
162,2.1,95,,1023.0096,-8.9888,345,7,1
138,2.1,110,,908.1116,-1.1942,345,8,4
107,2.1,117,,824.6328,-1.8182,345,9,1
97,2.1,104,,764.5534,0.6978,345,10,4
114,2.1,93,,752.5222,0.8138,345,11,1
121,2.1,75,,709.3094,-4.8834,345,12,2
178,2.1,153,,591.0404,1.7598,345,13,1
148,2.1,176,,657.0808,-3.5082,345,14,1
7,2.1,178,,805.2216,-3.5606,345,15,1
2,2.1,168,,760.352,-5.8424,345,16,1
17,2.1,116,,787.004,-3.7288,345,17,1
31,2.1,41,,746.3772,-7.2708,345,18,1
116,2.1,146,,738.7704,-8.3068,345,19,1
118,2.1,17,,814.4794,-4.375,345,20,1
149,2.1,38,,701.365,1.1568,345,21,4
194,2.1,154,,744.3524,2.8808,345,22,4
55,2.1,167,,749.323,5.8088,345,23,4
59,2.1,96,,850.9196,-3.418,345,24,4
83,2.1,119,,844.9666,4.512,345,25,0
111,2.1,175,,644.925,-1.2344,345,26,4
81,2.1,156,,588.1494,-2.6834,345,27,4
97,2.1,59,,1027.0372,-2.2904,345,28,1
27,2.1,142,,760.3904,0.9046,345,29,2
80,2.1,66,,1007.2232,-0.2366,345,30,1
70,2.1,124,,730.5678,3.6588,345,31,2
61,2.1,26,,1084.1796,6.713,345,32,1
139,2.1,58,,932.1138,14.3316,345,33,4
137,2.1,163,,682.9048,-1.3356,345,34,1
169,2.1,131,,683.303,-2.7456,345,35,1
0,2.1,127,,1015.1934,-7.7804,345,36,1
68,2.1,66,,715.2316,-1.7486,345,37,1
52,2.1,144,,727.965,-2.4964,345,38,1
183,2.1,94,,651.6104,-6.9582,345,39,1
57,2.1,61,,743.9596,-0.0214,345,40,4
94,1.9,0,,1045.3502,-13.3888,346,1,1
174,1.9,8,,611.1196,2.1278,346,2,1
97,1.9,5,,1030.9936,-3.8188,346,3,1
103,1.9,27,,829.9934,-1.2112,346,4,4
143,1.9,50,,707.9284,-3.075,346,5,1
163,1.9,70,,609.9168,1.836,346,6,2
162,1.9,95,,1011.1794,-11.8302,346,7,4
138,1.9,110,,908.9516,0.84,346,8,1
107,1.9,117,,828.0644,3.4316,346,9,1
97,1.9,104,,760.8818,-3.6716,346,10,4
114,1.9,93,,753.217,0.6948,346,11,1
121,1.9,75,,706.8594,-2.45,346,12,2
178,1.9,153,,588.4768,-2.5636,346,13,2
148,1.9,176,,664.403,7.3222,346,14,1
7,1.9,178,,811.5688,6.3472,346,15,1
2,1.9,168,,761.2192,0.8672,346,16,1
17,1.9,116,,783.4964,-3.5076,346,17,1
31,1.9,41,,748.45,2.0728,346,18,1
116,1.9,146,,752.0704,13.3,346,19,1
118,1.9,17,,808.5336,-5.9458,346,20,1
149,1.9,38,,713.266,11.901,346,21,1
194,1.9,154,,742.4192,-1.9332,346,22,4
55,1.9,167,,743.2766,-6.0464,346,23,2
59,1.9,96,,846.1214,-4.7982,346,24,2
83,1.9,119,,853.3286,8.362,346,25,4
111,1.9,175,,643.297,-1.628,346,26,2
81,1.9,156,,586.3976,-1.7518,346,27,1
97,1.9,59,,1028.8904,1.8532,346,28,1
27,1.9,142,,754.1808,-6.2096,346,29,1
80,1.9,66,,1010.0502,2.827,346,30,1
70,1.9,124,,730.8768,0.309,346,31,1
61,1.9,26,,1069.2636,-14.916,346,32,1
139,1.9,58,,936.9112,4.7974,346,33,4
137,1.9,163,,685.6882,2.7834,346,34,4
169,1.9,131,,695,11.697,346,35,1
0,1.9,127,,1016.0262,0.8328,346,36,1
68,1.9,66,,707.963,-7.2686,346,37,1
52,1.9,144,,725.7794,-2.1856,346,38,1
183,1.9,94,,645.0626,-6.5478,346,39,1
57,1.9,61,,748.2382,4.2786,346,40,1
94,1.7,0,,1054.2168,8.8666,347,1,1
174,1.7,8,,620.6834,9.5638,347,2,4
97,1.7,5,,1032.8186,1.825,347,3,1
103,1.7,27,,819.1958,-10.7976,347,4,4
143,1.7,50,,700.4498,-7.4786,347,5,2
163,1.7,70,,606.6854,-3.2314,347,6,1
162,1.7,95,,998.316,-12.8634,347,7,4
138,1.7,110,,910.2486,1.297,347,8,1
107,1.7,117,,829.5712,1.5068,347,9,1
97,1.7,104,,755.3782,-5.5036,347,10,1
114,1.7,93,,750.0256,-3.1914,347,11,1
121,1.7,75,,702.7116,-4.1478,347,12,1
178,1.7,153,,591.5308,3.054,347,13,2
148,1.7,176,,671.4752,7.0722,347,14,1
7,1.7,178,,819.4748,7.906,347,15,1
2,1.7,168,,760.3422,-0.877,347,16,1
17,1.7,116,,786.0656,2.5692,347,17,1
31,1.7,41,,744.1624,-4.2876,347,18,1
116,1.7,146,,746.4794,-5.591,347,19,4
118,1.7,17,,805.8336,-2.7,347,20,1
149,1.7,38,,707.1732,-6.0928,347,21,1
194,1.7,154,,753.1668,10.7476,347,22,1
55,1.7,167,,743.3856,0.109,347,23,4
59,1.7,96,,844.991,-1.1304,347,24,1
83,1.7,119,,863.5072,10.1786,347,25,1
111,1.7,175,,651.647,8.35,347,26,4
81,1.7,156,,588.2254,1.8278,347,27,4
97,1.7,59,,1024.8436,-4.0468,347,28,1
27,1.7,142,,755.4322,1.2514,347,29,1
80,1.7,66,,1010.027,-0.0232,347,30,4
70,1.7,124,,737.8304,6.9536,347,31,1
61,1.7,26,,1078.2984,9.0348,347,32,1
139,1.7,58,,953.8656,16.9544,347,33,4
137,1.7,163,,685.2168,-0.4714,347,34,4
169,1.7,131,,691.8142,-3.1858,347,35,2
0,1.7,127,,1017.5082,1.482,347,36,1
68,1.7,66,,713.0916,5.1286,347,37,1
52,1.7,144,,724.1494,-1.63,347,38,1
183,1.7,94,,639.0522,-6.0104,347,39,1
57,1.7,61,,750.9072,2.669,347,40,1
94,1.5,0,,1055.2224,1.0056,348,1,4
174,1.5,8,,623.3334,2.65,348,2,1
97,1.5,5,,1027.7122,-5.1064,348,3,1
103,1.5,27,,818.2228,-0.973,348,4,1
143,1.5,50,,704.7534,4.3036,348,5,1
163,1.5,70,,602.881,-3.8044,348,6,1
162,1.5,95,,992.7064,-5.6096,348,7,1
138,1.5,110,,909.0514,-1.1972,348,8,1
107,1.5,117,,825.5698,-4.0014,348,9,1
97,1.5,104,,756.381,1.0028,348,10,1
114,1.5,93,,754.4912,4.4656,348,11,0
121,1.5,75,,699.3498,-3.3618,348,12,4
178,1.5,153,,587.729,-3.8018,348,13,2
148,1.5,176,,667.664,-3.8112,348,14,1
7,1.5,178,,817.216,-2.2588,348,15,2
2,1.5,168,,756.2538,-4.0884,348,16,1
17,1.5,116,,783.5598,-2.5058,348,17,4
31,1.5,41,,747.4914,3.329,348,18,2
116,1.5,146,,747.1294,0.65,348,19,2
118,1.5,17,,806.6356,0.802,348,20,4
149,1.5,38,,702.8988,-4.2744,348,21,4
194,1.5,154,,753.9954,0.8286,348,22,4
55,1.5,167,,740.7856,-2.6,348,23,1
59,1.5,96,,843.991,-1,348,24,1
83,1.5,119,,857.2264,-6.2808,348,25,1
111,1.5,175,,650.425,-1.222,348,26,4
81,1.5,156,,591.0228,2.7974,348,27,1
97,1.5,59,,1032.4338,7.5902,348,28,4
27,1.5,142,,755.698,0.2658,348,29,1
80,1.5,66,,1014.1098,4.0828,348,30,4
70,1.5,124,,739.0892,1.2588,348,31,1
61,1.5,26,,1058.7246,-19.5738,348,32,4
139,1.5,58,,948.2276,-5.638,348,33,1
137,1.5,163,,681.7026,-3.5142,348,34,4
169,1.5,131,,696.857,5.0428,348,35,1
0,1.5,127,,1015.0788,-2.4294,348,36,1
68,1.5,66,,718.3172,5.2256,348,37,1
52,1.5,144,,721.0614,-3.088,348,38,4
183,1.5,94,,639.6148,0.5626,348,39,1
57,1.5,61,,748.2762,-2.631,348,40,1
94,1.3,0,,1064.1334,8.911,349,1,1
174,1.3,8,,623.6278,0.2944,349,2,1
97,1.3,5,,1029.4122,1.7,349,3,1
103,1.3,27,,815.4024,-2.8204,349,4,1
143,1.3,50,,705.007,0.2536,349,5,4
163,1.3,70,,600.2382,-2.6428,349,6,4
162,1.3,95,,986.4762,-6.2302,349,7,4
138,1.3,110,,909.4686,0.4172,349,8,2
107,1.3,117,,817.4196,-8.1502,349,9,1
97,1.3,104,,757.1458,0.7648,349,10,1
114,1.3,93,,757.6032,3.112,349,11,1
121,1.3,75,,697.6236,-1.7262,349,12,4
178,1.3,153,,589.5078,1.7788,349,13,1
148,1.3,176,,669.8084,2.1444,349,14,1
7,1.3,178,,817.9552,0.7392,349,15,4
2,1.3,168,,760.0346,3.7808,349,16,2
17,1.3,116,,785.381,1.8212,349,17,1
31,1.3,41,,744.6436,-2.8478,349,18,1
116,1.3,146,,742.9068,-4.2226,349,19,1
118,1.3,17,,805.7752,-0.8604,349,20,1
149,1.3,38,,704.1216,1.2228,349,21,1
194,1.3,154,,764.1264,10.131,349,22,1
55,1.3,167,,749.8356,9.05,349,23,1
59,1.3,96,,843.1196,-0.8714,349,24,4
83,1.3,119,,853.074,-4.1524,349,25,4
111,1.3,175,,655.5094,5.0844,349,26,4
81,1.3,156,,596.39,5.3672,349,27,2
97,1.3,59,,1034.8806,2.4468,349,28,1
27,1.3,142,,758.7352,3.0372,349,29,1
80,1.3,66,,1013.7256,-0.3842,349,30,1
70,1.3,124,,741.4858,2.3966,349,31,1
61,1.3,26,,1044.9158,-13.8088,349,32,1
139,1.3,58,,951.8884,3.6608,349,33,1
137,1.3,163,,678.0026,-3.7,349,34,1
169,1.3,131,,696.3742,-0.4828,349,35,1
0,1.3,127,,1009.0394,-6.0394,349,36,1
68,1.3,66,,708.54,-9.7772,349,37,1
52,1.3,144,,719.3794,-1.682,349,38,0
183,1.3,94,,637.8898,-1.725,349,39,0
57,1.3,61,,751.0762,2.8,349,40,1
94,1.1,0,,1053.4778,-10.6556,350,1,4
174,1.1,8,,622.7472,-0.8806,350,2,4
97,1.1,5,,1019.7436,-9.6686,350,3,1
