Points0,Points1,Points2,,intensity,filtered,timeframe,cell
169,24.24541608,131,,812.6284,7.7542,69,35
0,24.24541608,127,,1376.9018,16.5214,69,36
68,24.24541608,66,,970.5226,21.0884,69,37
52,24.24541608,144,,1187.1772,24.1024,69,38
183,24.24541608,94,,746.2416,6.7688,69,39
57,24.24541608,61,,1271.7954,58.1216,69,40
94,24.16078984,0,,1347.928,17.25,70,1
174,24.16078984,8,,916.8834,0.9194,70,2
97,24.16078984,5,,1254.4936,0,70,3
103,24.16078984,27,,1244.0404,0,70,4
143,24.16078984,50,,1062.3662,0,70,5
163,24.16078984,70,,927.0832,0,70,6
162,24.16078984,95,,1235.0114,0,70,7
138,24.16078984,110,,1170.8058,0,70,8
107,24.16078984,117,,1256.6466,0,70,9
97,24.16078984,104,,1649.9608,0,70,10
114,24.16078984,93,,1078.1602,0,70,11
121,24.16078984,75,,1091.2882,0,70,12
178,24.16078984,153,,692.6422,0,70,13
148,24.16078984,176,,814.7584,0,70,14
7,24.16078984,178,,1171.602,0,70,15
2,24.16078984,168,,1188.9502,0,70,16
17,24.16078984,116,,1273.3192,0,70,17
31,24.16078984,41,,1181.0396,0,70,18
116,24.16078984,146,,880.6408,0,70,19
118,24.16078984,17,,1027.2624,0,70,20
149,24.16078984,38,,861.3402,0,70,21
194,24.16078984,154,,821.6096,1.3454,70,22
55,24.16078984,167,,901.1804,0,70,23
59,24.16078984,96,,1237.148,0,70,24
83,24.16078984,119,,1411,0,70,25
111,24.16078984,175,,815.7126,0,70,26
81,24.16078984,156,,866.529,0,70,27
97,24.16078984,59,,1285.2822,0,70,28
27,24.16078984,142,,1072.0096,0,70,29
80,24.16078984,66,,1171.74,0,70,30
70,24.16078984,124,,1556.5072,0,70,31
61,24.16078984,26,,972.2088,0,70,32
139,24.16078984,58,,1173.919,6.5898,70,33
137,24.16078984,163,,872.1288,0,70,34
169,24.16078984,131,,789.0714,0,70,35
0,24.16078984,127,,1363.105,0,70,36
68,24.16078984,66,,968.977,0,70,37
52,24.16078984,144,,1162.1772,0,70,38
183,24.16078984,94,,740.9124,0,70,39
57,24.16078984,61,,1281.3002,9.5048,70,40
94,24.07616361,0,,1336.3058,0,71,1
174,24.07616361,8,,909.8168,0,71,2
97,24.07616361,5,,1236.1436,0,71,3
103,24.07616361,27,,1225.6156,0,71,4
143,24.07616361,50,,1048.5484,0,71,5
163,24.07616361,70,,908.463,0,71,6
162,24.07616361,95,,1213.2906,0,71,7
138,24.07616361,110,,1146.7972,0,71,8
107,24.07616361,117,,1220.4332,0,71,9
97,24.07616361,104,,1505.7418,0,71,10
114,24.07616361,93,,1036.2344,0,71,11
121,24.07616361,75,,1072.1714,0,71,12
178,24.07616361,153,,683.1116,0,71,13
148,24.07616361,176,,790.7334,0,71,14
7,24.07616361,178,,1159.1864,0,71,15
2,24.07616361,168,,1154.0598,0,71,16
17,24.07616361,116,,1241.1962,0,71,17
31,24.07616361,41,,1163.0334,0,71,18
116,24.07616361,146,,856.5636,0,71,19
118,24.07616361,17,,1019.8852,0,71,20
149,24.07616361,38,,850.0206,0,71,21
194,24.07616361,154,,818.9716,0,71,22
55,24.07616361,167,,870.6232,0,71,23
59,24.07616361,96,,1202.2248,0,71,24
83,24.07616361,119,,1335.2856,0,71,25
111,24.07616361,175,,791.5438,0,71,26
81,24.07616361,156,,825.481,0,71,27
97,24.07616361,59,,1256.8194,0,71,28
27,24.07616361,142,,1039.7344,0,71,29
80,24.07616361,66,,1160.912,0,71,30
70,24.07616361,124,,1474.3428,0,71,31
61,24.07616361,26,,952.0552,0,71,32
139,24.07616361,58,,1144.5696,0,71,33
137,24.07616361,163,,852.5074,0,71,34
169,24.07616361,131,,770.0828,0,71,35
0,24.07616361,127,,1318.21,0,71,36
68,24.07616361,66,,946.4514,0,71,37
52,24.07616361,144,,1106.876,0,71,38
183,24.07616361,94,,730.402,0,71,39
57,24.07616361,61,,1241.3384,0,71,40
94,23.99153738,0,,1331.4558,0,72,1
174,23.99153738,8,,893.539,0,72,2
97,23.99153738,5,,1227.5688,0,72,3
103,23.99153738,27,,1205.9302,0,72,4
143,23.99153738,50,,1034.1144,0,72,5
163,23.99153738,70,,892.7462,0,72,6
162,23.99153738,95,,1193.0048,0,72,7
138,23.99153738,110,,1129.8714,0,72,8
107,23.99153738,117,,1185.173,0,72,9
97,23.99153738,104,,1375.5168,0,72,10
114,23.99153738,93,,1009.2568,0,72,11
121,23.99153738,75,,1041.5048,0,72,12
178,23.99153738,153,,682.4366,0,72,13
148,23.99153738,176,,761.039,0,72,14
7,23.99153738,178,,1120.2902,0,72,15
2,23.99153738,168,,1119.804,0,72,16
17,23.99153738,116,,1208.4,0,72,17
31,23.99153738,41,,1135.7814,0,72,18
116,23.99153738,146,,826.8568,0,72,19
118,23.99153738,17,,1004.9666,0,72,20
149,23.99153738,38,,826.3524,0,72,21
194,23.99153738,154,,823.2072,4.2356,72,22
55,23.99153738,167,,853.5106,0,72,23
59,23.99153738,96,,1188.957,0,72,24
83,23.99153738,119,,1236.281,0,72,25
111,23.99153738,175,,770.375,0,72,26
81,23.99153738,156,,789.7746,0,72,27
97,23.99153738,59,,1230.3548,0,72,28
27,23.99153738,142,,999.365,0,72,29
80,23.99153738,66,,1146.7644,0,72,30
70,23.99153738,124,,1364.2178,0,72,31
61,23.99153738,26,,932.7942,0,72,32
139,23.99153738,58,,1124.5366,0,72,33
137,23.99153738,163,,821.8312,0,72,34
169,23.99153738,131,,747.6256,0,72,35
0,23.99153738,127,,1282.9936,0,72,36
68,23.99153738,66,,906.7428,0,72,37
52,23.99153738,144,,1046.1484,0,72,38
183,23.99153738,94,,718.2104,0,72,39
57,23.99153738,61,,1182.8026,0,72,40
94,23.90691114,0,,1299.2168,0,73,1
174,23.90691114,8,,891.4278,0,73,2
97,23.90691114,5,,1203.1064,0,73,3
103,23.90691114,27,,1200.6336,0,73,4
143,23.90691114,50,,1025.4232,0,73,5
163,23.90691114,70,,879.9754,0,73,6
162,23.90691114,95,,1176.6826,0,73,7
138,23.90691114,110,,1113.4714,0,73,8
107,23.90691114,117,,1158.0526,0,73,9
97,23.90691114,104,,1275.8816,0,73,10
114,23.90691114,93,,992.8914,0,73,11
121,23.90691114,75,,1017.381,0,73,12
178,23.90691114,153,,676.1982,0,73,13
148,23.90691114,176,,743.8944,0,73,14
7,23.90691114,178,,1110.8726,0,73,15
2,23.90691114,168,,1096.2154,0,73,16
17,23.90691114,116,,1179.4462,0,73,17
31,23.90691114,41,,1112.0626,0,73,18
116,23.90691114,146,,813.4908,0,73,19
118,23.90691114,17,,997.7354,0,73,20
149,23.90691114,38,,816.105,0,73,21
194,23.90691114,154,,809.431,0,73,22
55,23.90691114,167,,838.423,0,73,23
59,23.90691114,96,,1158.1714,0,73,24
83,23.90691114,119,,1160.3738,0,73,25
111,23.90691114,175,,754.5438,0,73,26
81,23.90691114,156,,759.4202,0,73,27
97,23.90691114,59,,1216.4372,0,73,28
27,23.90691114,142,,972.5974,0,73,29
80,23.90691114,66,,1128.3376,0,73,30
70,23.90691114,124,,1265.866,0,73,31
61,23.90691114,26,,914.8694,0,73,32
139,23.90691114,58,,1102.8202,0,73,33
137,23.90691114,163,,803.2716,0,73,34
169,23.90691114,131,,735.7142,0,73,35
0,23.90691114,127,,1262.7674,0,73,36
68,23.90691114,66,,881.1486,0,73,37
52,23.90691114,144,,1006.1446,0,73,38
183,23.90691114,94,,706.6542,0,73,39
57,23.90691114,61,,1126.1168,0,73,40
94,23.82228491,0,,1292.7612,0,74,1
174,23.82228491,8,,882.1556,0,74,2
97,23.82228491,5,,1184.8812,0,74,3
103,23.82228491,27,,1185.2494,0,74,4
143,23.82228491,50,,1005.0286,0,74,5
163,23.82228491,70,,884.382,4.4066,74,6
162,23.82228491,95,,1160.4382,0,74,7
138,23.82228491,110,,1095.9858,0,74,8
107,23.82228491,117,,1136.9818,0,74,9
97,23.82228491,104,,1202.0348,0,74,10
114,23.82228491,93,,979.5518,0,74,11
121,23.82228491,75,,1010.3858,0,74,12
178,23.82228491,153,,683.281,7.0828,74,13
148,23.82228491,176,,736.0834,0,74,14
7,23.82228491,178,,1088.3548,0,74,15
2,23.82228491,168,,1081.8482,0,74,16
17,23.82228491,116,,1164.6634,0,74,17
31,23.82228491,41,,1100.2126,0,74,18
116,23.82228491,146,,796.8362,0,74,19
118,23.82228491,17,,982.7458,0,74,20
149,23.82228491,38,,807.2576,0,74,21
194,23.82228491,154,,822.6024,13.1714,74,22
55,23.82228491,167,,829.905,0,74,23
59,23.82228491,96,,1142.3536,0,74,24
83,23.82228491,119,,1108.3882,0,74,25
111,23.82228491,175,,739.7062,0,74,26
81,23.82228491,156,,737.0126,0,74,27
97,23.82228491,59,,1196.229,0,74,28
27,23.82228491,142,,947.4622,0,74,29
80,23.82228491,66,,1123.0158,0,74,30
70,23.82228491,124,,1177.816,0,74,31
61,23.82228491,26,,903.136,0,74,32
139,23.82228491,58,,1091.324,0,74,33
137,23.82228491,163,,793.4072,0,74,34
169,23.82228491,131,,725.2828,0,74,35
0,23.82228491,127,,1239.5968,0,74,36
68,23.82228491,66,,870.7916,0,74,37
52,23.82228491,144,,973.6206,0,74,38
183,23.82228491,94,,697.5792,0,74,39
57,23.82228491,61,,1082.0286,0,74,40
94,23.73765867,0,,1279.0444,0,75,1
174,23.73765867,8,,877.939,0,75,2
97,23.73765867,5,,1182.6,0,75,3
103,23.73765867,27,,1186.8562,1.6068,75,4
143,23.73765867,50,,995.3626,0,75,5
163,23.73765867,70,,870.3416,0,75,6
162,23.73765867,95,,1153.327,0,75,7
138,23.73765867,110,,1087.8316,0,75,8
107,23.73765867,117,,1121.5864,0,75,9
97,23.73765867,104,,1144.9984,0,75,10
114,23.73765867,93,,974.3536,0,75,11
121,23.73765867,75,,997.8214,0,75,12
178,23.73765867,153,,676.9098,0,75,13
148,23.73765867,176,,731.2444,0,75,14
7,23.73765867,178,,1082.9038,0,75,15
2,23.73765867,168,,1067.9,0,75,16
17,23.73765867,116,,1162.5326,0,75,17
31,23.73765867,41,,1089.2502,0,75,18
116,23.73765867,146,,784.7386,0,75,19
118,23.73765867,17,,975.9876,0,75,20
149,23.73765867,38,,805.2102,0,75,21
194,23.73765867,154,,835.1118,12.5094,75,22
55,23.73765867,167,,820.8944,0,75,23
59,23.73765867,96,,1122.918,0,75,24
83,23.73765867,119,,1071.1904,0,75,25
111,23.73765867,175,,729.2342,0,75,26
81,23.73765867,156,,714.1976,0,75,27
97,23.73765867,59,,1191.3112,0,75,28
27,23.73765867,142,,927.2432,0,75,29
80,23.73765867,66,,1114.6316,0,75,30
70,23.73765867,124,,1106.807,0,75,31
61,23.73765867,26,,891.8666,0,75,32
139,23.73765867,58,,1060.6886,0,75,33
137,23.73765867,163,,778.5952,0,75,34
169,23.73765867,131,,727.077,1.7942,75,35
0,23.73765867,127,,1226.4854,0,75,36
68,23.73765867,66,,845.6172,0,75,37
52,23.73765867,144,,946.2988,0,75,38
183,23.73765867,94,,694.371,0,75,39
57,23.73765867,61,,1053.9762,0,75,40
94,23.65303244,0,,1288.061,9.0166,76,1
174,23.65303244,8,,866.2778,0,76,2
97,23.65303244,5,,1191.8938,9.2938,76,3
103,23.65303244,27,,1174.0764,0,76,4
143,23.65303244,50,,984.8446,0,76,5
163,23.65303244,70,,870.1842,0,76,6
162,23.65303244,95,,1139.8286,0,76,7
138,23.65303244,110,,1077.103,0,76,8
107,23.65303244,117,,1113.5156,0,76,9
97,23.65303244,104,,1103.3766,0,76,10
114,23.65303244,93,,965.3398,0,76,11
121,23.65303244,75,,991.95,0,76,12
178,23.65303244,153,,674.0212,0,76,13
148,23.65303244,176,,728.6972,0,76,14
7,23.65303244,178,,1073.896,0,76,15
2,23.65303244,168,,1056.8306,0,76,16
17,23.65303244,116,,1159.1038,0,76,17
31,23.65303244,41,,1073.5356,0,76,18
116,23.65303244,146,,783.7454,0,76,19
118,23.65303244,17,,964.8544,0,76,20
149,23.65303244,38,,796.2204,0,76,21
194,23.65303244,154,,844.4664,9.3546,76,22
55,23.65303244,167,,815.5374,0,76,23
59,23.65303244,96,,1112.0608,0,76,24
83,23.65303244,119,,1049.0714,0,76,25
111,23.65303244,175,,719.1592,0,76,26
81,23.65303244,156,,702.4886,0,76,27
97,23.65303244,59,,1185.7822,0,76,28
27,23.65303244,142,,916.5688,0,76,29
80,23.65303244,66,,1110.0108,0,76,30
70,23.65303244,124,,1054.4642,0,76,31
61,23.65303244,26,,886.9014,0,76,32
139,23.65303244,58,,1073.648,12.9594,76,33
137,23.65303244,163,,776.8428,0,76,34
169,23.65303244,131,,722.2942,0,76,35
0,23.65303244,127,,1214.9116,0,76,36
68,23.65303244,66,,846.9228,1.3056,76,37
52,23.65303244,144,,927.5072,0,76,38
183,23.65303244,94,,693.7376,0,76,39
57,23.65303244,61,,1038.4642,0,76,40
94,23.56840621,0,,1285.672,0,77,1
174,23.56840621,8,,867.5388,1.261,77,2
97,23.56840621,5,,1192.0562,0.1624,77,3
103,23.56840621,27,,1167.3012,0,77,4
143,23.56840621,50,,982.6178,0,77,5
163,23.56840621,70,,868.1618,0,77,6
162,23.56840621,95,,1150.535,10.7064,77,7
138,23.56840621,110,,1074.2688,0,77,8
107,23.56840621,117,,1114.0706,0.555,77,9
97,23.56840621,104,,1077.9884,0,77,10
114,23.56840621,93,,958.6088,0,77,11
121,23.56840621,75,,992.2024,0.2524,77,12
178,23.56840621,153,,676.0116,1.9904,77,13
148,23.56840621,176,,745.8084,17.1112,77,14
7,23.56840621,178,,1086.5,12.604,77,15
2,23.56840621,168,,1055.8498,0,77,16
17,23.56840621,116,,1162.0134,2.9096,77,17
31,23.56840621,41,,1065.948,0,77,18
116,23.56840621,146,,800.0886,16.3432,77,19
118,23.56840621,17,,958.1794,0,77,20
149,23.56840621,38,,797.4782,1.2578,77,21
194,23.56840621,154,,858.3354,13.869,77,22
55,23.56840621,167,,813.4374,0,77,23
59,23.56840621,96,,1098.1894,0,77,24
83,23.56840621,119,,1039.3142,0,77,25
111,23.56840621,175,,733.1,13.9408,77,26
81,23.56840621,156,,698.1544,0,77,27
97,23.56840621,59,,1186.7662,0.984,77,28
27,23.56840621,142,,916.1288,0,77,29
80,23.56840621,66,,1109.3218,0,77,30
70,23.56840621,124,,1019.8536,0,77,31
61,23.56840621,26,,881.4146,0,77,32
139,23.56840621,58,,1082.8328,9.1848,77,33
137,23.56840621,163,,784.369,7.5262,77,34
169,23.56840621,131,,733.6228,11.3286,77,35
0,23.56840621,127,,1215.564,0.6524,77,36
68,23.56840621,66,,849.54,2.6172,77,37
52,23.56840621,144,,925.1842,0,77,38
183,23.56840621,94,,693.873,0.1354,77,39
57,23.56840621,61,,1027.1452,0,77,40
94,23.48377997,0,,1302.8276,17.1556,78,1
174,23.48377997,8,,864.1584,0,78,2
97,23.48377997,5,,1202.3374,10.2812,78,3
103,23.48377997,27,,1174.5328,7.2316,78,4
143,23.48377997,50,,994.2054,11.5876,78,5
163,23.48377997,70,,882.2158,14.054,78,6
162,23.48377997,95,,1169.5174,18.9824,78,7
138,23.48377997,110,,1091.1374,16.8686,78,8
107,23.48377997,117,,1133.0376,18.967,78,9
97,23.48377997,104,,1199.7622,121.7738,78,10
114,23.48377997,93,,973.2622,14.6534,78,11
121,23.48377997,75,,1000.4642,8.2618,78,12
178,23.48377997,153,,737.9346,61.923,78,13
148,23.48377997,176,,807.1196,61.3112,78,14
7,23.48377997,178,,1103.8706,17.3706,78,15
2,23.48377997,168,,1081.5498,25.7,78,16
17,23.48377997,116,,1175.298,13.2846,78,17
31,23.48377997,41,,1071.3438,5.3958,78,18
116,23.48377997,146,,821.3274,21.2388,78,19
118,23.48377997,17,,962.2086,4.0292,78,20
149,23.48377997,38,,804.5256,7.0474,78,21
194,23.48377997,154,,872.9688,14.6334,78,22
55,23.48377997,167,,831.716,18.2786,78,23
59,23.48377997,96,,1110.1178,11.9284,78,24
83,23.48377997,119,,1051.9476,12.6334,78,25
111,23.48377997,175,,765.2812,32.1812,78,26
81,23.48377997,156,,722.438,24.2836,78,27
97,23.48377997,59,,1195.2162,8.45,78,28
27,23.48377997,142,,950.9316,34.8028,78,29
80,23.48377997,66,,1123.7864,14.4646,78,30
70,23.48377997,124,,1056.4392,36.5856,78,31
61,23.48377997,26,,892.1858,10.7712,78,32
139,23.48377997,58,,1119.9922,37.1594,78,33
137,23.48377997,163,,808.5832,24.2142,78,34
169,23.48377997,131,,759.8942,26.2714,78,35
0,23.48377997,127,,1227.3738,11.8098,78,36
68,23.48377997,66,,857.9,8.36,78,37
52,23.48377997,144,,975.288,50.1038,78,38
183,23.48377997,94,,704.8522,10.9792,78,39
57,23.48377997,61,,1046,18.8548,78,40
94,23.39915374,0,,1311.7332,8.9056,79,1
174,23.39915374,8,,875.4028,11.2444,79,2
97,23.39915374,5,,1207.8812,5.5438,79,3
103,23.39915374,27,,1203.0406,28.5078,79,4
143,23.39915374,50,,1020.6108,26.4054,79,5
163,23.39915374,70,,875.562,0,79,6
162,23.39915374,95,,1197.0746,27.5572,79,7
138,23.39915374,110,,1115.5946,24.4572,79,8
107,23.39915374,117,,1161.2558,28.2182,79,9
97,23.39915374,104,,1373.355,173.5928,79,10
114,23.39915374,93,,1017.9104,44.6482,79,11
121,23.39915374,75,,1018.3048,17.8406,79,12
178,23.39915374,153,,795.3076,57.373,79,13
148,23.39915374,176,,847.825,40.7054,79,14
7,23.39915374,178,,1114.251,10.3804,79,15
2,23.39915374,168,,1111.0902,29.5404,79,16
17,23.39915374,116,,1190.9808,15.6828,79,17
31,23.39915374,41,,1088.1918,16.848,79,18
116,23.39915374,146,,840.9888,19.6614,79,19
118,23.39915374,17,,982.2586,20.05,79,20
149,23.39915374,38,,816.769,12.2434,79,21
194,23.39915374,154,,888.3308,15.362,79,22
55,23.39915374,167,,864.6286,32.9126,79,23
59,23.39915374,96,,1150.1088,39.991,79,24
83,23.39915374,119,,1082.1952,30.2476,79,25
111,23.39915374,175,,793.7938,28.5126,79,26
81,23.39915374,156,,759.7672,37.3292,79,27
97,23.39915374,59,,1228.4986,33.2824,79,28
27,23.39915374,142,,992.5486,41.617,79,29
80,23.39915374,66,,1138.74,14.9536,79,30
70,23.39915374,124,,1157.616,101.1768,79,31
61,23.39915374,26,,903.0902,10.9044,79,32
139,23.39915374,58,,1138.2504,18.2582,79,33
137,23.39915374,163,,830.8,22.2168,79,34
169,23.39915374,131,,778.7256,18.8314,79,35
0,23.39915374,127,,1268.6264,41.2526,79,36
68,23.39915374,66,,877.7456,19.8456,79,37
52,23.39915374,144,,1034.4518,59.1638,79,38
183,23.39915374,94,,720.2856,15.4334,79,39
57,23.39915374,61,,1072.25,26.25,79,40
94,23.3145275,0,,1296.9,0,80,1
174,23.3145275,8,,884.525,9.1222,80,2
97,23.3145275,5,,1206.5312,0,80,3
103,23.3145275,27,,1225.2226,22.182,80,4
143,23.3145275,50,,1043.525,22.9142,80,5
163,23.3145275,70,,889.6114,14.0494,80,6
162,23.3145275,95,,1223.8222,26.7476,80,7
138,23.3145275,110,,1143.8574,28.2628,80,8
107,23.3145275,117,,1203.5896,42.3338,80,9
97,23.3145275,104,,1546.1052,172.7502,80,10
114,23.3145275,93,,1049.0776,31.1672,80,11
121,23.3145275,75,,1042.462,24.1572,80,12
178,23.3145275,153,,848.8326,53.525,80,13
148,23.3145275,176,,896.2,48.375,80,14
7,23.3145275,178,,1133.4864,19.2354,80,15
2,23.3145275,168,,1152.8998,41.8096,80,16
17,23.3145275,116,,1202.8904,11.9096,80,17
31,23.3145275,41,,1114.4772,26.2854,80,18
116,23.3145275,146,,867.057,26.0682,80,19
118,23.3145275,17,,999.0918,16.8332,80,20
149,23.3145275,38,,828.1072,11.3382,80,21
194,23.3145275,154,,886.4976,0,80,22
55,23.3145275,167,,897.7572,33.1286,80,23
59,23.3145275,96,,1185.2142,35.1054,80,24
83,23.3145275,119,,1123.962,41.7668,80,25
111,23.3145275,175,,817.3188,23.525,80,26
81,23.3145275,156,,796.9418,37.1746,80,27
97,23.3145275,59,,1253.8778,25.3792,80,28
27,23.3145275,142,,1033.0486,40.5,80,29
80,23.3145275,66,,1154.8986,16.1586,80,30
70,23.3145275,124,,1281.3678,123.7518,80,31
61,23.3145275,26,,917.6032,14.513,80,32
139,23.3145275,58,,1158.187,19.9366,80,33
137,23.3145275,163,,856.0596,25.2596,80,34
169,23.3145275,131,,803.777,25.0514,80,35
0,23.3145275,127,,1306.587,37.9606,80,36
68,23.3145275,66,,904.757,27.0114,80,37
52,23.3145275,144,,1089.0206,54.5688,80,38
183,23.3145275,94,,735.075,14.7894,80,39
57,23.3145275,61,,1101.8404,29.5904,80,40
94,23.22990127,0,,1287.0834,0,81,1
174,23.22990127,8,,906.9778,22.4528,81,2
97,23.22990127,5,,1222.0436,15.5124,81,3
103,23.22990127,27,,1248.8856,23.663,81,4
143,23.22990127,50,,1060.393,16.868,81,5
163,23.22990127,70,,896.2518,6.6404,81,6
162,23.22990127,95,,1238.7476,14.9254,81,7
138,23.22990127,110,,1166.546,22.6886,81,8
107,23.22990127,117,,1234.3656,30.776,81,9
97,23.22990127,104,,1681.3124,135.2072,81,10
114,23.22990127,93,,1085.8482,36.7706,81,11
121,23.22990127,75,,1061.5572,19.0952,81,12
178,23.22990127,153,,895.2462,46.4136,81,13
148,23.22990127,176,,941.1388,44.9388,81,14
7,23.22990127,178,,1146.8354,13.349,81,15
2,23.22990127,168,,1179.7902,26.8904,81,16
17,23.22990127,116,,1215.0154,12.125,81,17
31,23.22990127,41,,1138.8938,24.4166,81,18
116,23.22990127,146,,882.7888,15.7318,81,19
118,23.22990127,17,,1015.1772,16.0854,81,20
149,23.22990127,38,,846.0434,17.9362,81,21
194,23.22990127,154,,888.1644,1.6668,81,22
55,23.22990127,167,,921.766,24.0088,81,23
59,23.22990127,96,,1217.1304,31.9162,81,24
83,23.22990127,119,,1152.4072,28.4452,81,25
111,23.22990127,175,,837.8688,20.55,81,26
81,23.22990127,156,,826.5848,29.643,81,27
97,23.22990127,59,,1277.8406,23.9628,81,28
27,23.22990127,142,,1059.4296,26.381,81,29
80,23.22990127,66,,1170.9364,16.0378,81,30
70,23.22990127,124,,1381.1106,99.7428,81,31
61,23.22990127,26,,936.7074,19.1042,81,32
139,23.22990127,58,,1164.0908,5.9038,81,33
137,23.22990127,163,,871.0526,14.993,81,34
169,23.22990127,131,,818.7284,14.9514,81,35
0,23.22990127,127,,1334.3936,27.8066,81,36
68,23.22990127,66,,913.1256,8.3686,81,37
52,23.22990127,144,,1133.5254,44.5048,81,38
183,23.22990127,94,,749.6146,14.5396,81,39
57,23.22990127,61,,1119.3404,17.5,81,40
94,23.14527504,0,,1281.2112,0,82,1
174,23.14527504,8,,915.6224,8.6446,82,2
97,23.14527504,5,,1229.8874,7.8438,82,3
103,23.14527504,27,,1260.135,11.2494,82,4
143,23.14527504,50,,1072.9394,12.5464,82,5
163,23.14527504,70,,903.791,7.5392,82,6
162,23.14527504,95,,1239.1508,0.4032,82,7
138,23.14527504,110,,1178.4688,11.9228,82,8
107,23.14527504,117,,1247.9024,13.5368,82,9
97,23.14527504,104,,1777.1678,95.8554,82,10
114,23.14527504,93,,1103.3188,17.4706,82,11
121,23.14527504,75,,1068.7404,7.1832,82,12
178,23.14527504,153,,916.0058,20.7596,82,13
148,23.14527504,176,,969.361,28.2222,82,14
7,23.14527504,178,,1153.9158,7.0804,82,15
2,23.14527504,168,,1195.4922,15.702,82,16
17,23.14527504,116,,1217.9558,2.9404,82,17
31,23.14527504,41,,1160.55,21.6562,82,18
116,23.14527504,146,,884.482,1.6932,82,19
118,23.14527504,17,,1025.8604,10.6832,82,20
149,23.14527504,38,,858.831,12.7876,82,21
194,23.14527504,154,,875.4882,0,82,22
55,23.14527504,167,,929.775,8.009,82,23
59,23.14527504,96,,1230.409,13.2786,82,24
83,23.14527504,119,,1175.881,23.4738,82,25
111,23.14527504,175,,826.5,0,82,26
81,23.14527504,156,,839.1292,12.5444,82,27
97,23.14527504,59,,1290.1454,12.3048,82,28
27,23.14527504,142,,1073.3924,13.9628,82,29
80,23.14527504,66,,1174.223,3.2866,82,30
70,23.14527504,124,,1461.5016,80.391,82,31
61,23.14527504,26,,957.774,21.0666,82,32
139,23.14527504,58,,1169.8782,5.7874,82,33
137,23.14527504,163,,874.5574,3.5048,82,34
169,23.14527504,131,,820.2998,1.5714,82,35
0,23.14527504,127,,1338.5378,4.1442,82,36
68,23.14527504,66,,925.6114,12.4858,82,37
52,23.14527504,144,,1160.7206,27.1952,82,38
183,23.14527504,94,,761.2708,11.6562,82,39
57,23.14527504,61,,1132.3212,12.9808,82,40
94,23.0606488,0,,1293.4222,12.211,83,1
174,23.0606488,8,,913.4668,0,83,2
97,23.0606488,5,,1246.7062,16.8188,83,3
103,23.0606488,27,,1247.3596,0,83,4
143,23.0606488,50,,1067.2876,0,83,5
163,23.0606488,70,,893.5392,0,83,6
162,23.0606488,95,,1227.7778,0,83,7
138,23.0606488,110,,1174.2772,0,83,8
107,23.0606488,117,,1233.7054,0,83,9
97,23.0606488,104,,1708.2276,0,83,10
114,23.0606488,93,,1096.6084,0,83,11
121,23.0606488,75,,1068.431,0,83,12
178,23.0606488,153,,880.1558,0,83,13
148,23.0606488,176,,936.1804,0,83,14
7,23.0606488,178,,1141.6706,0,83,15
2,23.0606488,168,,1174.773,0,83,16
17,23.0606488,116,,1206.7346,0,83,17
31,23.0606488,41,,1165.223,4.673,83,18
116,23.0606488,146,,858.9138,0,83,19
118,23.0606488,17,,1025.8604,0,83,20
149,23.0606488,38,,857.2806,0,83,21
194,23.0606488,154,,874.3764,0,83,22
55,23.0606488,167,,919.4644,0,83,23
59,23.0606488,96,,1222.0466,0,83,24
83,23.0606488,119,,1163.2858,0,83,25
111,23.0606488,175,,803.6688,0,83,26
81,23.0606488,156,,826.2734,0,83,27
97,23.0606488,59,,1286.6146,0,83,28
27,23.0606488,142,,1047.2058,0,83,29
80,23.0606488,66,,1168.8048,0,83,30
70,23.0606488,124,,1448.7338,0,83,31
61,23.0606488,26,,954.7682,0,83,32
139,23.0606488,58,,1156.3086,0,83,33
137,23.0606488,163,,864.2456,0,83,34
169,23.0606488,131,,802.2998,0,83,35
0,23.0606488,127,,1322.0262,0,83,36
68,23.0606488,66,,922.0484,0,83,37
52,23.0606488,144,,1122.123,0,83,38
183,23.0606488,94,,758.979,0,83,39
57,23.0606488,61,,1121.7808,0,83,40
94,22.97602257,0,,1287.8556,0,84,1
174,22.97602257,8,,908.2862,0,84,2
97,22.97602257,5,,1245.9438,0,84,3
103,22.97602257,27,,1222.2112,0,84,4
143,22.97602257,50,,1048.4214,0,84,5
163,22.97602257,70,,890.3864,0,84,6
162,22.97602257,95,,1205.0332,0,84,7
138,22.97602257,110,,1159.0714,0,84,8
107,22.97602257,117,,1213.7624,0,84,9
97,22.97602257,104,,1580.0042,0,84,10
114,22.97602257,93,,1063.9256,0,84,11
121,22.97602257,75,,1047.4786,0,84,12
178,22.97602257,153,,831.0616,0,84,13
148,22.97602257,176,,919.411,0,84,14
7,22.97602257,178,,1135.4628,0,84,15
2,22.97602257,168,,1144.1268,0,84,16
17,22.97602257,116,,1191.348,0,84,17
31,22.97602257,41,,1141.7584,0,84,18
116,22.97602257,146,,852.5182,0,84,19
118,22.97602257,17,,1007.8728,0,84,20
149,22.97602257,38,,847.2806,0,84,21
194,22.97602257,154,,848.3288,0,84,22
55,22.97602257,167,,889.2126,0,84,23
59,22.97602257,96,,1188.7948,0,84,24
83,22.97602257,119,,1132.9452,0,84,25
111,22.97602257,175,,778.925,0,84,26
81,22.97602257,156,,788.205,0,84,27
97,22.97602257,59,,1260.7146,0,84,28
