Points0,Points1,Points2,,intensity,filtered,timeframe,cell
17,-8.420310296,116,,710.0154,3.9692,455,17
31,-8.420310296,41,,688.2792,0,455,18
116,-8.420310296,146,,710.5342,0,455,19
118,-8.420310296,17,,731.2938,2.898,455,20
149,-8.420310296,38,,692.7816,5.0948,455,21
194,-8.420310296,154,,732.5692,0.531,455,22
55,-8.420310296,167,,730.6338,5.2892,455,23
59,-8.420310296,96,,783.7072,0.8286,455,24
83,-8.420310296,119,,880.4714,0,455,25
111,-8.420310296,175,,628.978,3.2562,455,26
81,-8.420310296,156,,577.8456,2.8074,455,27
97,-8.420310296,59,,981.818,0,455,28
27,-8.420310296,142,,725.881,0,455,29
80,-8.420310296,66,,986.3378,0,455,30
70,-8.420310296,124,,704.657,0,455,31
61,-8.420310296,26,,814.516,0,455,32
139,-8.420310296,58,,913.8912,6.1696,455,33
137,-8.420310296,163,,668.9024,0,455,34
169,-8.420310296,131,,690.826,0,455,35
0,-8.420310296,127,,932.2196,2.646,455,36
68,-8.420310296,66,,714.1544,0,455,37
52,-8.420310296,144,,676.9372,0,455,38
183,-8.420310296,94,,602.548,0,455,39
57,-8.420310296,61,,705.2904,0,455,40
94,-8.50493653,0,,961.15,0,456,1
174,-8.50493653,8,,580.8694,2.1194,456,2
97,-8.50493653,5,,962.9126,6.4874,456,3
103,-8.50493653,27,,746.4494,1.6336,456,4
143,-8.50493653,50,,678.45,0,456,5
163,-8.50493653,70,,554.8292,1.3798,456,6
162,-8.50493653,95,,817.3064,2.4238,456,7
138,-8.50493653,110,,842.9774,2.7686,456,8
107,-8.50493653,117,,732.7172,0,456,9
97,-8.50493653,104,,725.4262,1.727,456,10
114,-8.50493653,93,,674.9792,0,456,11
121,-8.50493653,75,,584.2262,0,456,12
178,-8.50493653,153,,563.477,3.798,456,13
148,-8.50493653,176,,629.8528,0,456,14
7,-8.50493653,178,,752.2746,0.8862,456,15
2,-8.50493653,168,,699.4558,0,456,16
17,-8.50493653,116,,706.6962,0,456,17
31,-8.50493653,41,,686.1688,0,456,18
116,-8.50493653,146,,718.5184,7.9842,456,19
118,-8.50493653,17,,734.577,3.2832,456,20
149,-8.50493653,38,,702.6682,9.8866,456,21
194,-8.50493653,154,,731.5072,0,456,22
55,-8.50493653,167,,729.6178,0,456,23
59,-8.50493653,96,,781.7608,0,456,24
83,-8.50493653,119,,872.0096,0,456,25
111,-8.50493653,175,,631.7624,2.7844,456,26
81,-8.50493653,156,,577.7114,0,456,27
97,-8.50493653,59,,983.805,1.987,456,28
27,-8.50493653,142,,726.681,0.8,456,29
80,-8.50493653,66,,989.35,3.0122,456,30
70,-8.50493653,124,,708.6,3.943,456,31
61,-8.50493653,26,,812.3246,0,456,32
139,-8.50493653,58,,906.929,0,456,33
137,-8.50493653,163,,662.6096,0,456,34
169,-8.50493653,131,,687.586,0,456,35
0,-8.50493653,127,,930.836,0,456,36
68,-8.50493653,66,,718.5114,4.357,456,37
52,-8.50493653,144,,673.6998,0,456,38
183,-8.50493653,94,,606.6022,4.0542,456,39
57,-8.50493653,61,,699.3594,0,456,40
94,-8.589562764,0,,963,1.85,457,1
174,-8.589562764,8,,579.4194,0,457,2
97,-8.589562764,5,,944.9876,0,457,3
103,-8.589562764,27,,744.2358,0,457,4
143,-8.589562764,50,,673.6464,0,457,5
163,-8.589562764,70,,562.3326,7.5034,457,6
162,-8.589562764,95,,814.0858,0,457,7
138,-8.589562764,110,,846.5144,3.537,457,8
107,-8.589562764,117,,737.3322,4.615,457,9
97,-8.589562764,104,,723.5444,0,457,10
114,-8.589562764,93,,672.0914,0,457,11
121,-8.589562764,75,,582.5548,0,457,12
178,-8.589562764,153,,570.4944,7.0174,457,13
148,-8.589562764,176,,629.6168,0,457,14
7,-8.589562764,178,,738.5354,0,457,15
2,-8.589562764,168,,697.675,0,457,16
17,-8.589562764,116,,707.975,1.2788,457,17
31,-8.589562764,41,,682.6752,0,457,18
116,-8.589562764,146,,716.616,0,457,19
118,-8.589562764,17,,739.6894,5.1124,457,20
149,-8.589562764,38,,706.3094,3.6412,457,21
194,-8.589562764,154,,735.3334,3.8262,457,22
55,-8.589562764,167,,727.1518,0,457,23
59,-8.589562764,96,,768.9858,0,457,24
83,-8.589562764,119,,872.7238,0.7142,457,25
111,-8.589562764,175,,630.5124,0,457,26
81,-8.589562764,156,,579.805,2.0936,457,27
97,-8.589562764,59,,980.763,0,457,28
27,-8.589562764,142,,723.722,0,457,29
80,-8.589562764,66,,987.7696,0,457,30
70,-8.589562764,124,,707.366,0,457,31
61,-8.589562764,26,,816.2434,3.9188,457,32
139,-8.589562764,58,,905.5518,0,457,33
137,-8.589562764,163,,665.019,2.4094,457,34
169,-8.589562764,131,,681.3574,0,457,35
0,-8.589562764,127,,938.9048,8.0688,457,36
68,-8.589562764,66,,720.5342,2.0228,457,37
52,-8.589562764,144,,676.6096,2.9098,457,38
183,-8.589562764,94,,602.7876,0,457,39
57,-8.589562764,61,,705.8546,6.4952,457,40
94,-8.674188999,0,,956.1556,0,458,1
174,-8.674188999,8,,584.3444,4.925,458,2
97,-8.674188999,5,,939.8438,0,458,3
103,-8.674188999,27,,751.0876,6.8518,458,4
143,-8.674188999,50,,677.3054,3.659,458,5
163,-8.674188999,70,,563.5146,1.182,458,6
162,-8.674188999,95,,817.5396,3.4538,458,7
138,-8.674188999,110,,847.9802,1.4658,458,8
107,-8.674188999,117,,732.7036,0,458,9
97,-8.674188999,104,,724.5124,0.968,458,10
114,-8.674188999,93,,670.157,0,458,11
121,-8.674188999,75,,582.7668,0.212,458,12
178,-8.674188999,153,,572.4154,1.921,458,13
148,-8.674188999,176,,633.1642,3.5474,458,14
7,-8.674188999,178,,729.4276,0,458,15
2,-8.674188999,168,,699.602,1.927,458,16
17,-8.674188999,116,,703.4596,0,458,17
31,-8.674188999,41,,685.6042,2.929,458,18
116,-8.674188999,146,,712.8932,0,458,19
118,-8.674188999,17,,741.1936,1.5042,458,20
149,-8.674188999,38,,703.2186,0,458,21
194,-8.674188999,154,,742.2834,6.95,458,22
55,-8.674188999,167,,727.6196,0.4678,458,23
59,-8.674188999,96,,772.5002,3.5144,458,24
83,-8.674188999,119,,869.6168,0,458,25
111,-8.674188999,175,,639.2968,8.7844,458,26
81,-8.674188999,156,,575.4784,0,458,27
97,-8.674188999,59,,982.771,2.008,458,28
27,-8.674188999,142,,723.8314,0.1094,458,29
80,-8.674188999,66,,987.7,0,458,30
70,-8.674188999,124,,712.4266,5.0606,458,31
61,-8.674188999,26,,816.6376,0.3942,458,32
139,-8.674188999,58,,901.286,0,458,33
137,-8.674188999,163,,663.607,0,458,34
169,-8.674188999,131,,688.2716,6.9142,458,35
0,-8.674188999,127,,941.049,2.1442,458,36
68,-8.674188999,66,,724.7656,4.2314,458,37
52,-8.674188999,144,,670.0772,0,458,38
183,-8.674188999,94,,605.9272,3.1396,458,39
57,-8.674188999,61,,693.669,0,458,40
94,-8.758815233,0,,961.7556,5.6,459,1
174,-8.758815233,8,,589.2916,4.9472,459,2
97,-8.758815233,5,,949.9876,10.1438,459,3
103,-8.758815233,27,,745.5168,0,459,4
143,-8.758815233,50,,683.9964,6.691,459,5
163,-8.758815233,70,,564.6696,1.155,459,6
162,-8.758815233,95,,818.7872,1.2476,459,7
138,-8.758815233,110,,843.8316,0,459,8
107,-8.758815233,117,,740.4526,7.749,459,9
97,-8.758815233,104,,724.9664,0.454,459,10
114,-8.758815233,93,,667.7726,0,459,11
121,-8.758815233,75,,577.562,0,459,12
178,-8.758815233,153,,568.8326,0,459,13
148,-8.758815233,176,,635.2476,2.0834,459,14
7,-8.758815233,178,,737.5412,8.1136,459,15
2,-8.758815233,168,,701.7384,2.1364,459,16
17,-8.758815233,116,,707.798,4.3384,459,17
31,-8.758815233,41,,692.9624,7.3582,459,18
116,-8.758815233,146,,720.5158,7.6226,459,19
118,-8.758815233,17,,741.2124,0.0188,459,20
149,-8.758815233,38,,702.1238,0,459,21
194,-8.758815233,154,,745.981,3.6976,459,22
55,-8.758815233,167,,724.7196,0,459,23
59,-8.758815233,96,,772.7556,0.2554,459,24
83,-8.758815233,119,,881.0502,11.4334,459,25
111,-8.758815233,175,,636.9062,0,459,26
81,-8.758815233,156,,568.9266,0,459,27
97,-8.758815233,59,,977.5308,0,459,28
27,-8.758815233,142,,722.9932,0,459,29
80,-8.758815233,66,,989.5,1.8,459,30
70,-8.758815233,124,,715.1446,2.718,459,31
61,-8.758815233,26,,826.881,10.2434,459,32
139,-8.758815233,58,,917.243,15.957,459,33
137,-8.758815233,163,,663.0118,0,459,34
169,-8.758815233,131,,693.7716,5.5,459,35
0,-8.758815233,127,,939.7606,0,459,36
68,-8.758815233,66,,722.777,0,459,37
52,-8.758815233,144,,672.2496,2.1724,459,38
183,-8.758815233,94,,599.1792,0,459,39
57,-8.758815233,61,,697.488,3.819,459,40
94,-8.843441467,0,,968.0722,6.3166,460,1
174,-8.843441467,8,,588.6694,0,460,2
97,-8.843441467,5,,948.0814,0,460,3
103,-8.843441467,27,,745.128,0,460,4
143,-8.843441467,50,,683.8662,0,460,5
163,-8.843441467,70,,563.6472,0,460,6
162,-8.843441467,95,,816.9094,0,460,7
138,-8.843441467,110,,836.5486,0,460,8
107,-8.843441467,117,,743.3654,2.9128,460,9
97,-8.843441467,104,,724.2044,0,460,10
114,-8.843441467,93,,670.4744,2.7018,460,11
121,-8.843441467,75,,582.1476,4.5856,460,12
178,-8.843441467,153,,573.8518,5.0192,460,13
148,-8.843441467,176,,641.767,6.5194,460,14
7,-8.843441467,178,,738.9098,1.3686,460,15
2,-8.843441467,168,,702.2518,0.5134,460,16
17,-8.843441467,116,,701.3884,0,460,17
31,-8.843441467,41,,693.402,0.4396,460,18
116,-8.843441467,146,,721.4704,0.9546,460,19
118,-8.843441467,17,,737.1082,0,460,20
149,-8.843441467,38,,699.8414,0,460,21
194,-8.843441467,154,,755.3024,9.3214,460,22
55,-8.843441467,167,,724.9642,0.2446,460,23
59,-8.843441467,96,,773.727,0.9714,460,24
83,-8.843441467,119,,888.5858,7.5356,460,25
111,-8.843441467,175,,636.1844,0,460,26
81,-8.843441467,156,,564.39,0,460,27
97,-8.843441467,59,,975.1904,0,460,28
27,-8.843441467,142,,719.7952,0,460,29
80,-8.843441467,66,,997.067,7.567,460,30
70,-8.843441467,124,,715.8678,0.7232,460,31
61,-8.843441467,26,,827.6492,0.7682,460,32
139,-8.843441467,58,,914.686,0,460,33
137,-8.843441467,163,,664.3642,1.3524,460,34
169,-8.843441467,131,,694.6658,0.8942,460,35
0,-8.843441467,127,,934.436,0,460,36
68,-8.843441467,66,,729.4026,6.6256,460,37
52,-8.843441467,144,,673.3242,1.0746,460,38
183,-8.843441467,94,,597.398,0,460,39
57,-8.843441467,61,,707.1738,9.6858,460,40
94,-8.928067701,0,,977.1278,9.0556,461,1
174,-8.928067701,8,,587.8668,0,461,2
97,-8.928067701,5,,951.2626,3.1812,461,3
103,-8.928067701,27,,751.5394,6.4114,461,4
143,-8.928067701,50,,683.0662,0,461,5
163,-8.928067701,70,,566.7954,3.1482,461,6
162,-8.928067701,95,,816.6602,0,461,7
138,-8.928067701,110,,830.84,0,461,8
107,-8.928067701,117,,751.0888,7.7234,461,9
97,-8.928067701,104,,724.9474,0.743,461,10
114,-8.928067701,93,,669.2622,0,461,11
121,-8.928067701,75,,584.7882,2.6406,461,12
178,-8.928067701,153,,576.0538,2.202,461,13
148,-8.928067701,176,,638.628,0,461,14
7,-8.928067701,178,,743.6,4.6902,461,15
2,-8.928067701,168,,705.096,2.8442,461,16
17,-8.928067701,116,,706.4288,5.0404,461,17
31,-8.928067701,41,,695.9624,2.5604,461,18
116,-8.928067701,146,,718.5726,0,461,19
118,-8.928067701,17,,740.5228,3.4146,461,20
149,-8.928067701,38,,695.3464,0,461,21
194,-8.928067701,154,,764.3452,9.0428,461,22
55,-8.928067701,167,,722.4856,0,461,23
59,-8.928067701,96,,770.4948,0,461,24
83,-8.928067701,119,,893.5262,4.9404,461,25
111,-8.928067701,175,,634.5812,0,461,26
81,-8.928067701,156,,562.8964,0,461,27
97,-8.928067701,59,,967.5258,0,461,28
27,-8.928067701,142,,722.6228,2.8276,461,29
80,-8.928067701,66,,996.3268,0,461,30
70,-8.928067701,124,,712.6874,0,461,31
61,-8.928067701,26,,832.1506,4.5014,461,32
139,-8.928067701,58,,908.9444,0,461,33
137,-8.928067701,163,,666.7118,2.3476,461,34
169,-8.928067701,131,,694.9658,0.3,461,35
0,-8.928067701,127,,937.8032,3.3672,461,36
68,-8.928067701,66,,725.7456,0,461,37
52,-8.928067701,144,,677.0122,3.688,461,38
183,-8.928067701,94,,597.5792,0.1812,461,39
57,-8.928067701,61,,706.6834,0,461,40
94,-9.012693935,0,,979.0556,1.9278,462,1
174,-9.012693935,8,,584.3836,0,462,2
97,-9.012693935,5,,947.05,0,462,3
103,-9.012693935,27,,758.535,6.9956,462,4
143,-9.012693935,50,,685.4984,2.4322,462,5
163,-9.012693935,70,,566.0898,0,462,6
162,-9.012693935,95,,816.7696,0.1094,462,7
138,-9.012693935,110,,823.5144,0,462,8
107,-9.012693935,117,,741.803,0,462,9
97,-9.012693935,104,,723.8424,0,462,10
114,-9.012693935,93,,671.8484,2.5862,462,11
121,-9.012693935,75,,581.9762,0,462,12
178,-9.012693935,153,,568.6076,0,462,13
148,-9.012693935,176,,632.7002,0,462,14
7,-9.012693935,178,,742.2804,0,462,15
2,-9.012693935,168,,707.371,2.275,462,16
17,-9.012693935,116,,711.096,4.6672,462,17
31,-9.012693935,41,,691.4664,0,462,18
116,-9.012693935,146,,711.2294,0,462,19
118,-9.012693935,17,,741.3146,0.7918,462,20
149,-9.012693935,38,,690.1526,0,462,21
194,-9.012693935,154,,759.1072,0,462,22
55,-9.012693935,167,,722.8356,0.35,462,23
59,-9.012693935,96,,776.002,5.5072,462,24
83,-9.012693935,119,,875.219,0,462,25
111,-9.012693935,175,,634.9126,0.3314,462,26
81,-9.012693935,156,,567.1774,4.281,462,27
97,-9.012693935,59,,968.1838,0.658,462,28
27,-9.012693935,142,,722.4314,0,462,29
80,-9.012693935,66,,988.5804,0,462,30
70,-9.012693935,124,,715.3964,2.709,462,31
61,-9.012693935,26,,829.7534,0,462,32
139,-9.012693935,58,,896.433,0,462,33
137,-9.012693935,163,,659.2572,0,462,34
169,-9.012693935,131,,695.6458,0.68,462,35
0,-9.012693935,127,,938.8032,1,462,36
68,-9.012693935,66,,732.097,6.3514,462,37
52,-9.012693935,144,,670.37,0,462,38
183,-9.012693935,94,,600.5792,3,462,39
57,-9.012693935,61,,700.4596,0,462,40
94,-9.097320169,0,,977.6,0,463,1
174,-9.097320169,8,,578.7974,0,463,2
97,-9.097320169,5,,945.5562,0,463,3
103,-9.097320169,27,,758.6856,0.1506,463,4
143,-9.097320169,50,,682.5768,0,463,5
163,-9.097320169,70,,558.0584,0,463,6
162,-9.097320169,95,,814.711,0,463,7
138,-9.097320169,110,,811.5372,0,463,8
107,-9.097320169,117,,742.4392,0.6362,463,9
97,-9.097320169,104,,726.1474,2.305,463,10
114,-9.097320169,93,,669.6414,0,463,11
121,-9.097320169,75,,578.3952,0,463,12
178,-9.097320169,153,,566.9462,0,463,13
148,-9.097320169,176,,633.5168,0.8166,463,14
7,-9.097320169,178,,749.0568,6.7764,463,15
2,-9.097320169,168,,712.394,5.023,463,16
17,-9.097320169,116,,709.0248,0,463,17
31,-9.097320169,41,,689.0936,0,463,18
116,-9.097320169,146,,715.3816,4.1522,463,19
118,-9.097320169,17,,742.1,0.7854,463,20
149,-9.097320169,38,,685.0104,0,463,21
194,-9.097320169,154,,746.519,0,463,22
55,-9.097320169,167,,722.825,0,463,23
59,-9.097320169,96,,770.5788,0,463,24
83,-9.097320169,119,,873.9142,0,463,25
111,-9.097320169,175,,633.6158,0,463,26
81,-9.097320169,156,,567.0558,0,463,27
97,-9.097320169,59,,968.2742,0.0904,463,28
27,-9.097320169,142,,720.118,0,463,29
80,-9.097320169,66,,983.7304,0,463,30
70,-9.097320169,124,,711.0268,0,463,31
61,-9.097320169,26,,825.452,0,463,32
139,-9.097320169,58,,888.2988,0,463,33
137,-9.097320169,163,,655.531,0,463,34
169,-9.097320169,131,,692.5172,0,463,35
0,-9.097320169,127,,930.7212,0,463,36
68,-9.097320169,66,,731.0486,0,463,37
52,-9.097320169,144,,673.5086,3.1386,463,38
183,-9.097320169,94,,598.673,0,463,39
57,-9.097320169,61,,701.6668,1.2072,463,40
94,-9.181946403,0,,987.6446,10.0446,464,1
174,-9.181946403,8,,573.039,0,464,2
97,-9.181946403,5,,947.45,1.8938,464,3
103,-9.181946403,27,,759.735,1.0494,464,4
143,-9.181946403,50,,682.0822,0,464,5
163,-9.181946403,70,,556.0134,0,464,6
162,-9.181946403,95,,813.1078,0,464,7
138,-9.181946403,110,,825.3744,13.8372,464,8
107,-9.181946403,117,,734.2466,0,464,9
97,-9.181946403,104,,727.27,1.1226,464,10
114,-9.181946403,93,,665.0758,0,464,11
121,-9.181946403,75,,582.1714,3.7762,464,12
178,-9.181946403,153,,574.5174,7.5712,464,13
148,-9.181946403,176,,631.05,0,464,14
7,-9.181946403,178,,751.0156,1.9588,464,15
2,-9.181946403,168,,708.069,0,464,16
17,-9.181946403,116,,704.023,0,464,17
31,-9.181946403,41,,681.3166,0,464,18
116,-9.181946403,146,,714.8884,0,464,19
118,-9.181946403,17,,746.2376,4.1376,464,20
149,-9.181946403,38,,685.4888,0.4784,464,21
194,-9.181946403,154,,746.7618,0.2428,464,22
55,-9.181946403,167,,727.6894,4.8644,464,23
59,-9.181946403,96,,766.4306,0,464,24
83,-9.181946403,119,,870.307,0,464,25
111,-9.181946403,175,,642.2376,8.6218,464,26
81,-9.181946403,156,,571.714,4.6582,464,27
97,-9.181946403,59,,964.3242,0,464,28
27,-9.181946403,142,,714.6342,0,464,29
80,-9.181946403,66,,981.8682,0,464,30
70,-9.181946403,124,,708.0822,0,464,31
61,-9.181946403,26,,816.3448,0,464,32
139,-9.181946403,58,,887.5722,0,464,33
137,-9.181946403,163,,661.3524,5.8214,464,34
169,-9.181946403,131,,687.02,0,464,35
0,-9.181946403,127,,930.967,0.2458,464,36
68,-9.181946403,66,,726.883,0,464,37
52,-9.181946403,144,,668.3724,0,464,38
183,-9.181946403,94,,600.7502,2.0772,464,39
57,-9.181946403,61,,699.843,0,464,40
94,-9.266572638,0,,986.6112,0,465,1
174,-9.266572638,8,,571.0974,0,465,2
97,-9.266572638,5,,946.9124,0,465,3
103,-9.266572638,27,,754.5664,0,465,4
143,-9.266572638,50,,678.9446,0,465,5
163,-9.266572638,70,,551.418,0,465,6
162,-9.266572638,95,,809.9872,0,465,7
138,-9.266572638,110,,826.9374,1.563,465,8
107,-9.266572638,117,,735.6978,1.4512,465,9
97,-9.266572638,104,,726.2042,0,465,10
114,-9.266572638,93,,666.0188,0.943,465,11
121,-9.266572638,75,,573.3142,0,465,12
178,-9.266572638,153,,565.6212,0,465,13
148,-9.266572638,176,,625.4222,0,465,14
7,-9.266572638,178,,751.0862,0.0706,465,15
2,-9.266572638,168,,710.9324,2.8634,465,16
17,-9.266572638,116,,704.3018,0.2788,465,17
31,-9.266572638,41,,676.8936,0,465,18
116,-9.266572638,146,,723.8566,8.9682,465,19
118,-9.266572638,17,,754.2126,7.975,465,20
149,-9.266572638,38,,689.767,4.2782,465,21
194,-9.266572638,154,,737.3332,0,465,22
55,-9.266572638,167,,723.452,0,465,23
59,-9.266572638,96,,767.3824,0.9518,465,24
83,-9.266572638,119,,862.9952,0,465,25
111,-9.266572638,175,,638.9656,0,465,26
81,-9.266572638,156,,572.795,1.081,465,27
97,-9.266572638,59,,962.2564,0,465,28
27,-9.266572638,142,,720.0808,5.4466,465,29
80,-9.266572638,66,,976.7452,0,465,30
70,-9.266572638,124,,705.6036,0,465,31
61,-9.266572638,26,,814.0346,0,465,32
139,-9.266572638,58,,890.6152,3.043,465,33
137,-9.266572638,163,,663.8548,2.5024,465,34
169,-9.266572638,131,,685.1314,0,465,35
0,-9.266572638,127,,925.6948,0,465,36
68,-9.266572638,66,,718.9544,0,465,37
52,-9.266572638,144,,667.3038,0,465,38
183,-9.266572638,94,,597.9584,0,465,39
57,-9.266572638,61,,696.531,0,465,40
94,-9.351198872,0,,991.0834,4.4722,466,1
174,-9.351198872,8,,567.9806,0,466,2
97,-9.351198872,5,,942.3062,0,466,3
103,-9.351198872,27,,747.4652,0,466,4
143,-9.351198872,50,,679.5196,0.575,466,5
163,-9.351198872,70,,546.8136,0,466,6
162,-9.351198872,95,,811.846,1.8588,466,7
138,-9.351198872,110,,827.883,0.9456,466,8
107,-9.351198872,117,,731.6676,0,466,9
97,-9.351198872,104,,724.8086,0,466,10
114,-9.351198872,93,,663.8964,0,466,11
121,-9.351198872,75,,572.3332,0,466,12
178,-9.351198872,153,,559.8942,0,466,13
148,-9.351198872,176,,626.7584,1.3362,466,14
7,-9.351198872,178,,752.1588,1.0726,466,15
2,-9.351198872,168,,704.517,0,466,16
17,-9.351198872,116,,705.0364,0.7346,466,17
31,-9.351198872,41,,678.0394,1.1458,466,18
116,-9.351198872,146,,721.9748,0,466,19
118,-9.351198872,17,,750.5668,0,466,20
149,-9.351198872,38,,693.6598,3.8928,466,21
194,-9.351198872,154,,731.5046,0,466,22
55,-9.351198872,167,,733.9412,10.4892,466,23
59,-9.351198872,96,,768.2002,0.8178,466,24
83,-9.351198872,119,,863.062,0.0668,466,25
111,-9.351198872,175,,642.7,3.7344,466,26
81,-9.351198872,156,,565.5518,0,466,27
97,-9.351198872,59,,965.0758,2.8194,466,28
27,-9.351198872,142,,716.2836,0,466,29
80,-9.351198872,66,,979.4014,2.6562,466,30
70,-9.351198872,124,,701.9894,0,466,31
61,-9.351198872,26,,816.0288,1.9942,466,32
139,-9.351198872,58,,907.372,16.7568,466,33
137,-9.351198872,163,,665.8738,2.019,466,34
169,-9.351198872,131,,692.1714,7.04,466,35
0,-9.351198872,127,,918.2096,0,466,36
68,-9.351198872,66,,719.9858,1.0314,466,37
52,-9.351198872,144,,666.634,0,466,38
183,-9.351198872,94,,594.648,0,466,39
57,-9.351198872,61,,704.0072,7.4762,466,40
94,-9.435825106,0,,980.2778,0,467,1
174,-9.435825106,8,,566.4666,0,467,2
97,-9.435825106,5,,950.275,7.9688,467,3
103,-9.435825106,27,,737.6404,0,467,4
143,-9.435825106,50,,674.5266,0,467,5
163,-9.435825106,70,,544.7012,0,467,6
162,-9.435825106,95,,813.0984,1.2524,467,7
138,-9.435825106,110,,829.7716,1.8886,467,8
107,-9.435825106,117,,735.6992,4.0316,467,9
97,-9.435825106,104,,727.0174,2.2088,467,10
114,-9.435825106,93,,664.7602,0.8638,467,11
121,-9.435825106,75,,574.5142,2.181,467,12
178,-9.435825106,153,,561.4366,1.5424,467,13
148,-9.435825106,176,,631.6888,4.9304,467,14
7,-9.435825106,178,,758.4058,6.247,467,15
2,-9.435825106,168,,699.496,0,467,16
17,-9.435825106,116,,698.0384,0,467,17
31,-9.435825106,41,,680.1228,2.0834,467,18
116,-9.435825106,146,,733.4498,11.475,467,19
118,-9.435825106,17,,751.7104,1.1436,467,20
149,-9.435825106,38,,695.8618,2.202,467,21
194,-9.435825106,154,,734.1188,2.6142,467,22
55,-9.435825106,167,,728.3894,0,467,23
59,-9.435825106,96,,768.352,0.1518,467,24
83,-9.435825106,119,,882.1644,19.1024,467,25
111,-9.435825106,175,,641.3686,0,467,26
81,-9.435825106,156,,561.1416,0,467,27
97,-9.435825106,59,,964.729,0,467,28
27,-9.435825106,142,,718.6892,2.4056,467,29
80,-9.435825106,66,,982.944,3.5426,467,30
70,-9.435825106,124,,704.3804,2.391,467,31
61,-9.435825106,26,,809.081,0,467,32
139,-9.435825106,58,,924.7264,17.3544,467,33
137,-9.435825106,163,,668.8976,3.0238,467,34
169,-9.435825106,131,,695.0028,2.8314,467,35
0,-9.435825106,127,,917.0622,0,467,36
68,-9.435825106,66,,713.8002,0,467,37
52,-9.435825106,144,,669.0532,2.4192,467,38
183,-9.435825106,94,,593.3458,0,467,39
57,-9.435825106,61,,700.3834,0,467,40
94,-9.52045134,0,,991.989,11.7112,468,1
174,-9.52045134,8,,567.1332,0.6666,468,2
97,-9.52045134,5,,944.6626,0,468,3
103,-9.52045134,27,,731.3414,0,468,4
143,-9.52045134,50,,677.207,2.6804,468,5
163,-9.52045134,70,,550.1416,5.4404,468,6
162,-9.52045134,95,,813.3872,0.2888,468,7
138,-9.52045134,110,,837.8488,8.0772,468,8
107,-9.52045134,117,,730.7322,0,468,9
97,-9.52045134,104,,721.8422,0,468,10
114,-9.52045134,93,,658.9706,0,468,11
121,-9.52045134,75,,574.7736,0.2594,468,12
178,-9.52045134,153,,555.0884,0,468,13
148,-9.52045134,176,,619.5582,0,468,14
7,-9.52045134,178,,751.2176,0,468,15
2,-9.52045134,168,,686.9788,0,468,16
17,-9.52045134,116,,702.7384,4.7,468,17
31,-9.52045134,41,,681.3666,1.2438,468,18
116,-9.52045134,146,,729.5704,0,468,19
118,-9.52045134,17,,751.9542,0.2438,468,20
149,-9.52045134,38,,698.472,2.6102,468,21
194,-9.52045134,154,,745.288,11.1692,468,22
55,-9.52045134,167,,726.809,0,468,23
59,-9.52045134,96,,773.2752,4.9232,468,24
83,-9.52045134,119,,874.5454,0,468,25
111,-9.52045134,175,,642.8466,1.478,468,26
81,-9.52045134,156,,561.1694,0.0278,468,27
97,-9.52045134,59,,953.3516,0,468,28
27,-9.52045134,142,,717.6378,0,468,29
80,-9.52045134,66,,986.6172,3.6732,468,30
70,-9.52045134,124,,702.034,0,468,31
61,-9.52045134,26,,810.252,1.171,468,32
139,-9.52045134,58,,941.5392,16.8128,468,33
137,-9.52045134,163,,666.2072,0,468,34
169,-9.52045134,131,,694.6772,0,468,35
0,-9.52045134,127,,916.7146,0,468,36
68,-9.52045134,66,,709.1772,0,468,37
52,-9.52045134,144,,668.2664,0,468,38
183,-9.52045134,94,,590.0686,0,468,39
57,-9.52045134,61,,702.5666,2.1832,468,40
94,-9.605077574,0,,977.1056,0,469,1
174,-9.605077574,8,,573.0222,5.889,469,2
97,-9.605077574,5,,924.9876,0,469,3
103,-9.605077574,27,,733.7526,2.4112,469,4
143,-9.605077574,50,,675.0802,0,469,5
163,-9.605077574,70,,548.6584,0,469,6
162,-9.605077574,95,,814.5158,1.1286,469,7
138,-9.605077574,110,,824.1088,0,469,8
107,-9.605077574,117,,725.7352,0,469,9
97,-9.605077574,104,,714.3254,0,469,10
114,-9.605077574,93,,659.9706,1,469,11
121,-9.605077574,75,,574.0284,0,469,12
178,-9.605077574,153,,545.8576,0,469,13
148,-9.605077574,176,,616.5194,0,469,14
7,-9.605077574,178,,746.5176,0,469,15
2,-9.605077574,168,,687.127,0.1482,469,16
17,-9.605077574,116,,704.6902,1.9518,469,17
31,-9.605077574,41,,679.577,0,469,18
116,-9.605077574,146,,721.7796,0,469,19
118,-9.605077574,17,,745.2228,0,469,20
149,-9.605077574,38,,697.773,0,469,21
194,-9.605077574,154,,738.35,0,469,22
55,-9.605077574,167,,720.291,0,469,23
59,-9.605077574,96,,774.577,1.3018,469,24
83,-9.605077574,119,,856.8502,0,469,25
111,-9.605077574,175,,642.4278,0,469,26
81,-9.605077574,156,,563.5364,2.367,469,27
97,-9.605077574,59,,951.0628,0,469,28
27,-9.605077574,142,,717.936,0.2982,469,29
80,-9.605077574,66,,976.9086,0,469,30
70,-9.605077574,124,,703.1322,1.0982,469,31
61,-9.605077574,26,,810.9476,0.6956,469,32
139,-9.605077574,58,,919.1746,0,469,33
137,-9.605077574,163,,662.2382,0,469,34
169,-9.605077574,131,,691.1486,0,469,35
0,-9.605077574,127,,912.1704,0,469,36
