Points0,Points1,Points2,,intensity,filtered,timeframe,cell,kmeans
31,-3.1,41,,733.9148,0,371,18,2
116,-3.1,146,,732.7932,0,371,19,0
118,-3.1,17,,800.0332,3.7478,371,20,2
149,-3.1,38,,696.6246,0,371,21,2
194,-3.1,154,,779.2928,2.4952,371,22,0
55,-3.1,167,,736.7464,0,371,23,1
59,-3.1,96,,829.3498,0.5356,371,24,1
83,-3.1,119,,830.5738,0,371,25,0
111,-3.1,175,,657.4436,5.303,371,26,2
81,-3.1,156,,594.4912,0.8254,371,27,2
97,-3.1,59,,1197.7162,23.479,371,28,2
27,-3.1,142,,749.2972,0,371,29,2
80,-3.1,66,,1040.6352,0,371,30,2
70,-3.1,124,,726.4214,0.3304,371,31,2
61,-3.1,26,,923.4028,0,371,32,0
139,-3.1,58,,917.3242,0,371,33,2
137,-3.1,163,,687.1142,0,371,34,1
169,-3.1,131,,697.3228,0,371,35,0
0,-3.1,127,,950.8068,3.1606,371,36,1
68,-3.1,66,,937.6174,36.22,371,37,2
52,-3.1,144,,717.194,2.4554,371,38,1
183,-3.1,94,,638.0914,0,371,39,2
57,-3.1,61,,744.7596,0,371,40,2
94,-3.3,0,,1045.4834,0,372,1,2
174,-3.3,8,,625.825,0,372,2,2
97,-3.3,5,,999.2938,6.7814,372,3,2
103,-3.3,27,,823.373,4.3482,372,4,2
143,-3.3,50,,702.5752,1.1304,372,5,0
163,-3.3,70,,593.4518,0,372,6,2
162,-3.3,95,,927.7666,1.354,372,7,2
138,-3.3,110,,885.5512,0,372,8,2
107,-3.3,117,,804.8722,0,372,9,0
97,-3.3,104,,754.2438,3.7592,372,10,2
114,-3.3,93,,777.3448,0,372,11,2
121,-3.3,75,,641.8594,0,372,12,2
178,-3.3,153,,594.1904,0,372,13,2
148,-3.3,176,,660.0526,0,372,14,2
7,-3.3,178,,799.9062,0,372,15,1
2,-3.3,168,,741.5866,0,372,16,2
17,-3.3,116,,736.2844,2.4518,372,17,2
31,-3.3,41,,732.6982,0,372,18,1
116,-3.3,146,,735.4024,2.6092,372,19,2
118,-3.3,17,,796.152,0,372,20,2
149,-3.3,38,,701.1814,4.5568,372,21,1
194,-3.3,154,,767.7214,0,372,22,2
55,-3.3,167,,737.6856,0.9392,372,23,2
59,-3.3,96,,826.9248,0,372,24,2
83,-3.3,119,,835.6882,5.1144,372,25,2
111,-3.3,175,,662.5186,5.075,372,26,2
81,-3.3,156,,594.6938,0.2026,372,27,0
97,-3.3,59,,1197.1936,0,372,28,1
27,-3.3,142,,749.4352,0.138,372,29,2
80,-3.3,66,,1034.1658,0,372,30,1
70,-3.3,124,,723.2982,0,372,31,1
61,-3.3,26,,919.2318,0,372,32,0
139,-3.3,58,,919.4634,2.1392,372,33,2
137,-3.3,163,,692.281,5.1668,372,34,2
169,-3.3,131,,700.557,3.2342,372,35,2
0,-3.3,127,,947.4134,0,372,36,2
68,-3.3,66,,933.1888,0,372,37,2
52,-3.3,144,,721.2734,4.0794,372,38,2
183,-3.3,94,,645.779,7.6876,372,39,0
57,-3.3,61,,739.5358,0,372,40,2
94,-3.5,0,,1044.4668,0,373,1,0
174,-3.5,8,,624.9666,0,373,2,0
97,-3.5,5,,1012.675,13.3812,373,3,2
103,-3.5,27,,824.492,1.119,373,4,2
143,-3.5,50,,695.8324,0,373,5,2
163,-3.5,70,,592.636,0,373,6,2
162,-3.5,95,,929.6078,1.8412,373,7,2
138,-3.5,110,,893.177,7.6258,373,8,0
107,-3.5,117,,799.3534,0,373,9,2
97,-3.5,104,,754.9358,0.692,373,10,3
114,-3.5,93,,780.3586,3.0138,373,11,3
121,-3.5,75,,645.0142,3.1548,373,12,3
178,-3.5,153,,592.573,0,373,13,3
148,-3.5,176,,659.686,0,373,14,3
7,-3.5,178,,800.0474,0.1412,373,15,2
2,-3.5,168,,740.5424,0,373,16,0
17,-3.5,116,,733.8344,0,373,17,3
31,-3.5,41,,730.446,0,373,18,3
116,-3.5,146,,737.4478,2.0454,373,19,1
118,-3.5,17,,798.202,2.05,373,20,3
149,-3.5,38,,698.802,0,373,21,3
194,-3.5,154,,777.5546,9.8332,373,22,3
55,-3.5,167,,736.8838,0,373,23,3
59,-3.5,96,,837.1034,10.1786,373,24,3
83,-3.5,119,,835.0476,0,373,25,3
111,-3.5,175,,665.025,2.5064,373,26,3
81,-3.5,156,,591.0354,0,373,27,3
97,-3.5,59,,1207.2806,10.087,373,28,3
27,-3.5,142,,753.2286,3.7934,373,29,2
80,-3.5,66,,1035.7122,1.5464,373,30,2
70,-3.5,124,,722.5054,0,373,31,3
61,-3.5,26,,914.8986,0,373,32,4
139,-3.5,58,,898.509,0,373,33,3
137,-3.5,163,,689.2238,0,373,34,3
169,-3.5,131,,689.12,0,373,35,3
0,-3.5,127,,956.2002,8.7868,373,36,2
68,-3.5,66,,921.6658,0,373,37,3
52,-3.5,144,,726.6638,5.3904,373,38,2
183,-3.5,94,,649.402,3.623,373,39,3
57,-3.5,61,,733.4192,0,373,40,2
94,-3.7,0,,1046.4002,1.9334,374,1,0
174,-3.7,8,,625.5944,0.6278,374,2,3
97,-3.7,5,,1012.0624,0,374,3,3
103,-3.7,27,,834.2268,9.7348,374,4,3
143,-3.7,50,,700.877,5.0446,374,5,3
163,-3.7,70,,597.6832,5.0472,374,6,3
162,-3.7,95,,932.1904,2.5826,374,7,4
138,-3.7,110,,889.8,0,374,8,1
107,-3.7,117,,806.361,7.0076,374,9,4
97,-3.7,104,,752.4804,0,374,10,1
114,-3.7,93,,785.4312,5.0726,374,11,4
121,-3.7,75,,645.5476,0.5334,374,12,0
178,-3.7,153,,588.9634,0,374,13,1
148,-3.7,176,,660.6888,1.0028,374,14,0
7,-3.7,178,,798.2786,0,374,15,3
2,-3.7,168,,741.2598,0.7174,374,16,3
17,-3.7,116,,733.621,0,374,17,3
31,-3.7,41,,726.7064,0,374,18,3
116,-3.7,146,,735.4592,0,374,19,3
118,-3.7,17,,805.4936,7.2916,374,20,2
149,-3.7,38,,694.097,0,374,21,3
194,-3.7,154,,766.438,0,374,22,1
55,-3.7,167,,734.582,0,374,23,2
59,-3.7,96,,830.3444,0,374,24,4
83,-3.7,119,,837.8452,2.7976,374,25,3
111,-3.7,175,,663.547,0,374,26,0
81,-3.7,156,,592.5948,1.5594,374,27,3
97,-3.7,59,,1205.1564,0,374,28,3
27,-3.7,142,,749.0314,0,374,29,3
80,-3.7,66,,1050.8976,15.1854,374,30,3
70,-3.7,124,,719.977,0,374,31,3
61,-3.7,26,,912.0088,0,374,32,3
139,-3.7,58,,901.8584,3.3494,374,33,3
137,-3.7,163,,687.3094,0,374,34,3
169,-3.7,131,,684.6914,0,374,35,0
0,-3.7,127,,952.4066,0,374,36,3
68,-3.7,66,,905.5028,0,374,37,1
52,-3.7,144,,728.6288,1.965,374,38,3
183,-3.7,94,,642.2062,0,374,39,3
57,-3.7,61,,738.7692,5.35,374,40,3
94,-3.9,0,,1047.1834,0.7832,375,1,0
174,-3.9,8,,623.4582,0,375,2,3
97,-3.9,5,,1003.4812,0,375,3,1
103,-3.9,27,,834.8988,0.672,375,4,1
143,-3.9,50,,702.0876,1.2106,375,5,2
163,-3.9,70,,596.0112,0,375,6,1
162,-3.9,95,,933.1126,0.9222,375,7,1
138,-3.9,110,,881.88,0,375,8,1
107,-3.9,117,,804.0722,0,375,9,3
97,-3.9,104,,749.1592,0,375,10,0
114,-3.9,93,,793.726,8.2948,375,11,3
121,-3.9,75,,649.1762,3.6286,375,12,3
178,-3.9,153,,587.7442,0,375,13,3
148,-3.9,176,,663.1056,2.4168,375,14,3
7,-3.9,178,,805.9452,7.6666,375,15,3
2,-3.9,168,,744.6058,3.346,375,16,3
17,-3.9,116,,724.9056,0,375,17,3
31,-3.9,41,,725.1626,0,375,18,3
116,-3.9,146,,733.4682,0,375,19,3
118,-3.9,17,,802.4124,0,375,20,1
149,-3.9,38,,692.8,0,375,21,2
194,-3.9,154,,767.5142,1.0762,375,22,1
55,-3.9,167,,734.2838,0,375,23,4
59,-3.9,96,,825.307,0,375,24,3
83,-3.9,119,,837.0928,0,375,25,3
111,-3.9,175,,662.4594,0,375,26,3
81,-3.9,156,,594.9772,2.3824,375,27,3
97,-3.9,59,,1214.7904,9.634,375,28,3
27,-3.9,142,,751.6008,2.5694,375,29,3
80,-3.9,66,,1066.3574,15.4598,375,30,3
70,-3.9,124,,718.9128,0,375,31,3
61,-3.9,26,,904.5914,0,375,32,3
139,-3.9,58,,901.8508,0,375,33,1
137,-3.9,163,,696.438,9.1286,375,34,3
169,-3.9,131,,684.5114,0,375,35,3
0,-3.9,127,,953.9148,1.5082,375,36,1
68,-3.9,66,,885.3484,0,375,37,2
52,-3.9,144,,725.983,0,375,38,3
183,-3.9,94,,639.452,0,375,39,0
57,-3.9,61,,739.905,1.1358,375,40,3
94,-4.1,0,,1046.2666,0,376,1,3
174,-4.1,8,,621.3804,0,376,2,3
97,-4.1,5,,996.9812,0,376,3,3
103,-4.1,27,,830.9438,0,376,4,3
143,-4.1,50,,700.2626,0,376,5,3
163,-4.1,70,,589.6584,0,376,6,1
162,-4.1,95,,933.7254,0.6128,376,7,0
138,-4.1,110,,878.5314,0,376,8,0
107,-4.1,117,,813.7442,9.672,376,9,3
97,-4.1,104,,754.6058,5.4466,376,10,3
114,-4.1,93,,792.8708,0,376,11,3
121,-4.1,75,,643.4596,0,376,12,3
178,-4.1,153,,579.1268,0,376,13,2
148,-4.1,176,,668.3194,5.2138,376,14,0
7,-4.1,178,,812.5628,6.6176,376,15,1
2,-4.1,168,,752.1596,7.5538,376,16,0
17,-4.1,116,,718.9556,0,376,17,3
31,-4.1,41,,723.525,0,376,18,3
116,-4.1,146,,751.3932,17.925,376,19,0
118,-4.1,17,,804.6478,2.2354,376,20,3
149,-4.1,38,,700.6166,7.8166,376,21,2
194,-4.1,154,,757.9738,0,376,22,0
55,-4.1,167,,735.8124,1.5286,376,23,2
59,-4.1,96,,819.3516,0,376,24,0
83,-4.1,119,,855.5214,18.4286,376,25,1
111,-4.1,175,,657.2626,0,376,26,0
81,-4.1,156,,590.4304,0,376,27,2
97,-4.1,59,,1221.8452,7.0548,376,28,1
27,-4.1,142,,752.556,0.9552,376,29,0
80,-4.1,66,,1076.4916,10.1342,376,30,3
70,-4.1,124,,718.4806,0,376,31,3
61,-4.1,26,,902.4782,0,376,32,3
139,-4.1,58,,927.833,25.9822,376,33,3
137,-4.1,163,,699.2404,2.8024,376,34,0
169,-4.1,131,,695.7972,11.2858,376,35,3
0,-4.1,127,,954.282,0.3672,376,36,1
68,-4.1,66,,853.6626,0,376,37,3
52,-4.1,144,,721.613,0,376,38,3
183,-4.1,94,,634.5938,0,376,39,3
57,-4.1,61,,746.4882,6.5832,376,40,3
94,-4.3,0,,1051.9054,5.6388,377,1,3
174,-4.3,8,,619.5804,0,377,2,2
97,-4.3,5,,990.0312,0,377,3,3
103,-4.3,27,,823.0854,0,377,4,3
143,-4.3,50,,698.818,0,377,5,3
163,-4.3,70,,590.4764,0.818,377,6,3
162,-4.3,95,,933.5444,0,377,7,0
138,-4.3,110,,884.4942,5.9628,377,8,3
107,-4.3,117,,808.794,0,377,9,0
97,-4.3,104,,752.6262,0,377,10,3
114,-4.3,93,,790.6088,0,377,11,1
121,-4.3,75,,644.7166,1.257,377,12,3
178,-4.3,153,,581.246,2.1192,377,13,1
148,-4.3,176,,663.0138,0,377,14,3
7,-4.3,178,,818.102,5.5392,377,15,2
2,-4.3,168,,749.896,0,377,16,3
17,-4.3,116,,720.2846,1.329,377,17,3
31,-4.3,41,,729.6292,6.1042,377,18,3
116,-4.3,146,,753.5568,2.1636,377,19,2
118,-4.3,17,,799.0624,0,377,20,3
149,-4.3,38,,692.2496,0,377,21,3
194,-4.3,154,,767.4594,9.4856,377,22,0
55,-4.3,167,,737.9536,2.1412,377,23,3
59,-4.3,96,,815.4624,0,377,24,1
83,-4.3,119,,855.3094,0,377,25,0
111,-4.3,175,,653.519,0,377,26,2
81,-4.3,156,,586.124,0,377,27,0
97,-4.3,59,,1228.0888,6.2436,377,28,2
27,-4.3,142,,752.6636,0.1076,377,29,3
80,-4.3,66,,1083.7988,7.3072,377,30,0
70,-4.3,124,,724.9376,6.457,377,31,3
61,-4.3,26,,905.6724,3.1942,377,32,3
139,-4.3,58,,924.638,0,377,33,3
137,-4.3,163,,693.788,0,377,34,3
169,-4.3,131,,693.7288,0,377,35,3
0,-4.3,127,,956.3868,2.1048,377,36,3
68,-4.3,66,,831.2626,0,377,37,3
52,-4.3,144,,719.7698,0,377,38,3
183,-4.3,94,,629.1396,0,377,39,3
57,-4.3,61,,752.3144,5.8262,377,40,3
94,-4.5,0,,1055.2054,3.3,378,1,3
174,-4.5,8,,614.336,0,378,2,3
97,-4.5,5,,987.925,0,378,3,3
103,-4.5,27,,812.7552,0,378,4,3
143,-4.5,50,,703.1608,4.3428,378,5,2
163,-4.5,70,,587.7506,0,378,6,3
162,-4.5,95,,937.0016,3.4572,378,7,3
138,-4.5,110,,886.3028,1.8086,378,8,3
107,-4.5,117,,811.5564,2.7624,378,9,3
97,-4.5,104,,755.5518,2.9256,378,10,2
114,-4.5,93,,794.1794,3.5706,378,11,2
121,-4.5,75,,641.3762,0,378,12,1
178,-4.5,153,,576.9288,0,378,13,3
148,-4.5,176,,665.8054,2.7916,378,14,1
7,-4.5,178,,817.4332,0,378,15,3
2,-4.5,168,,750.9786,1.0826,378,16,3
17,-4.5,116,,723.5058,3.2212,378,17,3
31,-4.5,41,,722.425,0,378,18,2
116,-4.5,146,,752.7136,0,378,19,3
118,-4.5,17,,799.3812,0.3188,378,20,1
149,-4.5,38,,688.0352,0,378,21,3
194,-4.5,154,,759.8762,0,378,22,1
55,-4.5,167,,737.1322,0,378,23,3
59,-4.5,96,,816.0374,0.575,378,24,0
83,-4.5,119,,848.8594,0,378,25,3
111,-4.5,175,,646.3596,0,378,26,2
81,-4.5,156,,588.443,2.319,378,27,3
97,-4.5,59,,1240.5744,12.4856,378,28,3
27,-4.5,142,,750.0484,0,378,29,0
80,-4.5,66,,1084.8854,1.0866,378,30,3
70,-4.5,124,,725.5322,0.5946,378,31,3
61,-4.5,26,,899.4434,0,378,32,3
139,-4.5,58,,930.3848,5.7468,378,33,0
137,-4.5,163,,689.4952,0,378,34,3
169,-4.5,131,,707.2858,13.557,378,35,2
0,-4.5,127,,948.5934,0,378,36,2
68,-4.5,66,,820.0626,0,378,37,2
52,-4.5,144,,718.2938,0,378,38,3
183,-4.5,94,,624.5354,0,378,39,3
57,-4.5,61,,752.4502,0.1358,378,40,3
94,-4.7,0,,1052.111,0,379,1,3
174,-4.7,8,,613.461,0,379,2,3
97,-4.7,5,,986.0376,0,379,3,3
103,-4.7,27,,804.4,0,379,4,3
143,-4.7,50,,696.093,0,379,5,3
163,-4.7,70,,579.5618,0,379,6,3
162,-4.7,95,,932.7492,0,379,7,3
138,-4.7,110,,895.9028,9.6,379,8,2
107,-4.7,117,,800.1594,0,379,9,0
97,-4.7,104,,753.032,0,379,10,4
114,-4.7,93,,795.0242,0.8448,379,11,0
121,-4.7,75,,640.7476,0,379,12,1
178,-4.7,153,,577.5346,0.6058,379,13,0
148,-4.7,176,,660.6526,0,379,14,1
7,-4.7,178,,815.7608,0,379,15,3
2,-4.7,168,,751.0228,0.0442,379,16,4
17,-4.7,116,,721.0442,0,379,17,3
31,-4.7,41,,719.8396,0,379,18,0
116,-4.7,146,,744.0636,0,379,19,3
118,-4.7,17,,794.6062,0,379,20,3
149,-4.7,38,,683.7362,0,379,21,3
194,-4.7,154,,775.1094,15.2332,379,22,3
55,-4.7,167,,749.3162,12.184,379,23,3
59,-4.7,96,,821.2554,5.218,379,24,3
83,-4.7,119,,838.5974,0,379,25,2
111,-4.7,175,,648.422,2.0624,379,26,3
81,-4.7,156,,589.5748,1.1318,379,27,0
97,-4.7,59,,1244.7566,4.1822,379,28,3
27,-4.7,142,,751.5218,1.4734,379,29,3
80,-4.7,66,,1068.2818,0,379,30,3
70,-4.7,124,,730.9982,5.466,379,31,2
61,-4.7,26,,895.4666,0,379,32,3
139,-4.7,58,,933.1418,2.757,379,33,1
137,-4.7,163,,688.8072,0,379,34,0
169,-4.7,131,,703.3944,0,379,35,3
0,-4.7,127,,958.2328,9.6394,379,36,3
68,-4.7,66,,810.2084,0,379,37,3
52,-4.7,144,,715.53,0,379,38,3
183,-4.7,94,,628.4876,3.9522,379,39,3
57,-4.7,61,,744.8812,0,379,40,2
94,-4.9,0,,1040.811,0,380,1,3
174,-4.9,8,,607.6166,0,380,2,2
97,-4.9,5,,1000.9876,14.95,380,3,3
103,-4.9,27,,803.2022,0,380,4,1
143,-4.9,50,,698.8216,2.7286,380,5,3
163,-4.9,70,,585.1596,5.5978,380,6,3
162,-4.9,95,,932.4652,0,380,7,3
138,-4.9,110,,896.2944,0.3916,380,8,2
107,-4.9,117,,800.967,0.8076,380,9,3
97,-4.9,104,,754.3664,1.3344,380,10,2
114,-4.9,93,,787.212,0,380,11,2
121,-4.9,75,,632.319,0,380,12,0
178,-4.9,153,,574.0538,0,380,13,0
148,-4.9,176,,665.9276,5.275,380,14,3
7,-4.9,178,,806.2784,0,380,15,3
2,-4.9,168,,750.5114,0,380,16,0
17,-4.9,116,,726.4692,5.425,380,17,2
31,-4.9,41,,724.6978,4.8582,380,18,3
116,-4.9,146,,743.5954,0,380,19,4
118,-4.9,17,,793.0478,0,380,20,3
149,-4.9,38,,683.6868,0,380,21,2
194,-4.9,154,,774.638,0,380,22,3
55,-4.9,167,,745.7018,0,380,23,2
59,-4.9,96,,818.159,0,380,24,3
83,-4.9,119,,835.3094,0,380,25,3
111,-4.9,175,,640.9564,0,380,26,3
81,-4.9,156,,586.3748,0,380,27,3
97,-4.9,59,,1250.9388,6.1822,380,28,3
27,-4.9,142,,751.6886,0.1668,380,29,3
80,-4.9,66,,1054.3294,0,380,30,0
70,-4.9,124,,729.9588,0,380,31,3
61,-4.9,26,,891.4,0,380,32,3
139,-4.9,58,,937.5722,4.4304,380,33,3
137,-4.9,163,,684.9192,0,380,34,3
169,-4.9,131,,701.5344,0,380,35,3
0,-4.9,127,,957.6492,0,380,36,2
68,-4.9,66,,807.9828,0,380,37,3
52,-4.9,144,,714.7734,0,380,38,4
183,-4.9,94,,627.1606,0,380,39,3
57,-4.9,61,,736.8406,0,380,40,2
94,-5.1,0,,1054.1944,13.3834,381,1,2
174,-5.1,8,,608.8054,1.1888,381,2,1
97,-5.1,5,,1006.2376,5.25,381,3,3
103,-5.1,27,,802.964,0,381,4,1
143,-5.1,50,,702.3358,3.5142,381,5,3
163,-5.1,70,,587.0112,1.8516,381,6,3
162,-5.1,95,,931.4318,0,381,7,3
138,-5.1,110,,892.4372,0,381,8,3
107,-5.1,117,,802.534,1.567,381,9,3
97,-5.1,104,,751.184,0,381,10,3
114,-5.1,93,,783.4742,0,381,11,2
121,-5.1,75,,631.7356,0,381,12,3
178,-5.1,153,,574.8172,0.7634,381,13,3
148,-5.1,176,,658.8666,0,381,14,3
7,-5.1,178,,809.6156,3.3372,381,15,3
2,-5.1,168,,743.3634,0,381,16,3
17,-5.1,116,,722.0962,0,381,17,3
31,-5.1,41,,723.777,0,381,18,3
116,-5.1,146,,737.2182,0,381,19,3
118,-5.1,17,,786.702,0,381,20,3
149,-5.1,38,,693.7012,10.0144,381,21,3
194,-5.1,154,,780.5976,5.9596,381,22,0
55,-5.1,167,,745.9554,0.2536,381,23,2
59,-5.1,96,,814.6126,0,381,24,0
83,-5.1,119,,830.026,0,381,25,0
111,-5.1,175,,640.372,0,381,26,2
81,-5.1,156,,590.2204,3.8456,381,27,3
97,-5.1,59,,1246.2114,0,381,28,3
27,-5.1,142,,748.4048,0,381,29,3
80,-5.1,66,,1042.583,0,381,30,3
70,-5.1,124,,733.0036,3.0448,381,31,3
61,-5.1,26,,889.1652,0,381,32,0
139,-5.1,58,,941.2658,3.6936,381,33,3
137,-5.1,163,,682.4454,0,381,34,0
169,-5.1,131,,706.6972,5.1628,381,35,3
0,-5.1,127,,953.6688,0,381,36,1
68,-5.1,66,,789.5514,0,381,37,3
52,-5.1,144,,714.894,0.1206,381,38,1
183,-5.1,94,,626.6542,0,381,39,2
57,-5.1,61,,735.4144,0,381,40,0
94,-5.3,0,,1050.789,0,382,1,0
174,-5.3,8,,601.5472,0,382,2,3
97,-5.3,5,,1019.2814,13.0438,382,3,3
103,-5.3,27,,806.1078,3.1438,382,4,3
143,-5.3,50,,704.0892,1.7534,382,5,2
163,-5.3,70,,587.3416,0.3304,382,6,0
162,-5.3,95,,929.6192,0,382,7,1
138,-5.3,110,,890.2488,0,382,8,3
107,-5.3,117,,804.6512,2.1172,382,9,1
97,-5.3,104,,753.1738,1.9898,382,10,3
114,-5.3,93,,785.9052,2.431,382,11,3
121,-5.3,75,,629.15,0,382,12,3
178,-5.3,153,,576.4192,1.602,382,13,3
148,-5.3,176,,664.2666,5.4,382,14,3
7,-5.3,178,,801.4842,0,382,15,3
2,-5.3,168,,746.627,3.2636,382,16,0
17,-5.3,116,,723.5268,1.4306,382,17,3
31,-5.3,41,,716.8518,0,382,18,0
116,-5.3,146,,737.1478,0,382,19,3
118,-5.3,17,,794.5082,7.8062,382,20,0
149,-5.3,38,,694.361,0.6598,382,21,3
194,-5.3,154,,776.4882,0,382,22,1
55,-5.3,167,,742.8446,0,382,23,3
59,-5.3,96,,815.5036,0.891,382,24,3
83,-5.3,119,,823.857,0,382,25,3
111,-5.3,175,,636.022,0,382,26,2
81,-5.3,156,,593.7192,3.4988,382,27,3
97,-5.3,59,,1257.4162,11.2048,382,28,1
27,-5.3,142,,746.9696,0,382,29,3
80,-5.3,66,,1041.2086,0,382,30,2
70,-5.3,124,,726.3966,0,382,31,3
61,-5.3,26,,885.342,0,382,32,0
139,-5.3,58,,943.871,2.6052,382,33,3
137,-5.3,163,,679.7596,0,382,34,1
169,-5.3,131,,710.8714,4.1742,382,35,3
0,-5.3,127,,952.4524,0,382,36,3
68,-5.3,66,,787.2,0,382,37,3
52,-5.3,144,,712.3336,0,382,38,3
183,-5.3,94,,627.6334,0.9792,382,39,3
57,-5.3,61,,728.3738,0,382,40,3
94,-5.5,0,,1048.789,0,383,1,3
174,-5.5,8,,607.4972,5.95,383,2,0
97,-5.5,5,,1021.1564,1.875,383,3,1
103,-5.5,27,,805.5976,0,383,4,3
143,-5.5,50,,695.6714,0,383,5,1
163,-5.5,70,,590.9864,3.6448,383,6,0
162,-5.5,95,,923.616,0,383,7,3
138,-5.5,110,,887.683,0,383,8,3
107,-5.5,117,,803.3684,0,383,9,1
97,-5.5,104,,746.5474,0,383,10,0
114,-5.5,93,,779.7776,0,383,11,3
121,-5.5,75,,630.1642,1.0142,383,12,0
178,-5.5,153,,578.721,2.3018,383,13,3
148,-5.5,176,,667.7888,3.5222,383,14,2
7,-5.5,178,,799.2824,0,383,15,3
2,-5.5,168,,747.0502,0.4232,383,16,3
17,-5.5,116,,717.8382,0,383,17,3
31,-5.5,41,,724.7144,7.8626,383,18,0
116,-5.5,146,,736.3206,0,383,19,3
118,-5.5,17,,795.204,0.6958,383,20,2
149,-5.5,38,,699.025,4.664,383,21,3
194,-5.5,154,,780.0976,3.6094,383,22,1
55,-5.5,167,,749.1446,6.3,383,23,3
59,-5.5,96,,810.7036,0,383,24,2
83,-5.5,119,,825.1666,1.3096,383,25,3
111,-5.5,175,,646.175,10.153,383,26,2
81,-5.5,156,,594.7116,0.9924,383,27,3
97,-5.5,59,,1255.0452,0,383,28,3
27,-5.5,142,,744.2134,0,383,29,3
80,-5.5,66,,1028.805,0,383,30,0
70,-5.5,124,,724.3198,0,383,31,3
61,-5.5,26,,886.1738,0.8318,383,32,3
139,-5.5,58,,952.3546,8.4836,383,33,0
137,-5.5,163,,684.15,4.3904,383,34,3
169,-5.5,131,,710.62,0,383,35,1
0,-5.5,127,,950.0754,0,383,36,2
68,-5.5,66,,769.7972,0,383,37,2
52,-5.5,144,,710.2012,0,383,38,3
183,-5.5,94,,631.4854,3.852,383,39,1
57,-5.5,61,,733.0214,4.6476,383,40,3
94,-5.7,0,,1039.4056,0,384,1,2
174,-5.7,8,,613.8528,6.3556,384,2,3
97,-5.7,5,,1023.1188,1.9624,384,3,1
103,-5.7,27,,807.9976,2.4,384,4,3
143,-5.7,50,,693.2016,0,384,5,0
163,-5.7,70,,594.128,3.1416,384,6,3
162,-5.7,95,,920.2016,0,384,7,3
138,-5.7,110,,889.2458,1.5628,384,8,3
107,-5.7,117,,807.8586,4.4902,384,9,3
97,-5.7,104,,748.8788,2.3314,384,10,3
114,-5.7,93,,772.2464,0,384,11,3
121,-5.7,75,,632.05,1.8858,384,12,3
178,-5.7,153,,583.5844,4.8634,384,13,3
148,-5.7,176,,675.0528,7.264,384,14,3
7,-5.7,178,,800.6686,1.3862,384,15,3
2,-5.7,168,,745.4676,0,384,16,3
17,-5.7,116,,719.373,1.5348,384,17,3
31,-5.7,41,,725.154,0.4396,384,18,2
116,-5.7,146,,746.957,10.6364,384,19,3
118,-5.7,17,,794.2166,0,384,20,3
149,-5.7,38,,707.0456,8.0206,384,21,0
194,-5.7,154,,780.2928,0.1952,384,22,0
55,-5.7,167,,740.025,0,384,23,3
59,-5.7,96,,806.5982,0,384,24,3
83,-5.7,119,,834.6406,9.474,384,25,3
111,-5.7,175,,647.3782,1.2032,384,26,0
81,-5.7,156,,592.714,0,384,27,2
97,-5.7,59,,1268.4968,13.4516,384,28,0
27,-5.7,142,,744.719,0.5056,384,29,2
80,-5.7,66,,1023.105,0,384,30,2
70,-5.7,124,,720.8448,0,384,31,3
61,-5.7,26,,881.1186,0,384,32,3
139,-5.7,58,,949.0684,0,384,33,3
137,-5.7,163,,684.8856,0.7356,384,34,3
169,-5.7,131,,726.5258,15.9058,384,35,3
0,-5.7,127,,941.764,0,384,36,0
68,-5.7,66,,761.783,0,384,37,1
52,-5.7,144,,707.3928,0,384,38,3
183,-5.7,94,,633.9604,2.475,384,39,2
57,-5.7,61,,736.1046,3.0832,384,40,3
94,-5.9,0,,1040.6946,1.289,385,1,3
174,-5.9,8,,609.5528,0,385,2,3
97,-5.9,5,,1010.775,0,385,3,2
103,-5.9,27,,806.4942,0,385,4,3
143,-5.9,50,,696.8516,3.65,385,5,0
163,-5.9,70,,591.6876,0,385,6,3
162,-5.9,95,,916.0348,0,385,7,3
138,-5.9,110,,888.9742,0,385,8,3
107,-5.9,117,,800.3232,0,385,9,3
97,-5.9,104,,748.1402,0,385,10,0
114,-5.9,93,,764.3654,0,385,11,3
121,-5.9,75,,633.0214,0.9714,385,12,3
178,-5.9,153,,587.8076,4.2232,385,13,3
148,-5.9,176,,667.3556,0,385,14,2
7,-5.9,178,,798.3726,0,385,15,3
2,-5.9,168,,746.6598,1.1922,385,16,1
17,-5.9,116,,719.975,0.602,385,17,2
31,-5.9,41,,728.5832,3.4292,385,18,2
116,-5.9,146,,747.632,0.675,385,19,1
118,-5.9,17,,792.4896,0,385,20,1
149,-5.9,38,,708.1898,1.1442,385,21,0
194,-5.9,154,,791.3952,11.1024,385,22,2
55,-5.9,167,,746.3572,6.3322,385,23,1
59,-5.9,96,,810.0606,3.4624,385,24,3
83,-5.9,119,,828.1834,0,385,25,3
111,-5.9,175,,648.475,1.0968,385,26,3
81,-5.9,156,,594.671,1.957,385,27,3
97,-5.9,59,,1266.6694,0,385,28,3
27,-5.9,142,,744.3866,0,385,29,0
80,-5.9,66,,1021.1196,0,385,30,3
70,-5.9,124,,720.5574,0,385,31,3
61,-5.9,26,,880.1042,0,385,32,3
139,-5.9,58,,948.3242,0,385,33,0
137,-5.9,163,,682.7164,0,385,34,3
169,-5.9,131,,735.5572,9.0314,385,35,3
