Points0,Points1,Points2,,intensity,filtered,timeframe,cell,kmeans
138,45.3,110,,1054.8516,0.3086,129,8,4
107,45.3,117,,1032.9262,0,129,9,0
97,45.3,104,,921.2758,0,129,10,2
114,45.3,93,,905.0188,0,129,11,2
121,45.3,75,,866.3904,0,129,12,0
178,45.3,153,,780.2308,0,129,13,0
148,45.3,176,,714.8528,0.1026,129,14,0
7,45.3,178,,1011.3078,4.0784,129,15,0
2,45.3,168,,978.9538,6.7134,129,16,0
17,45.3,116,,1040.806,0,129,17,0
31,45.3,41,,963.6894,0,129,18,2
116,45.3,146,,771.843,1.8318,129,19,0
118,45.3,17,,924.9582,0,129,20,0
149,45.3,38,,794.074,0,129,21,0
194,45.3,154,,811.0618,0,129,22,4
55,45.3,167,,779.8806,2.7678,129,23,0
59,45.3,96,,1034.3162,0,129,24,2
83,45.3,119,,913.8834,0,129,25,2
111,45.3,175,,689.6656,6.9408,129,26,0
81,45.3,156,,636.1622,3.319,129,27,0
97,45.3,59,,1147.0756,2.1144,129,28,0
27,45.3,142,,871.9286,0,129,29,0
80,45.3,66,,1075.3708,0,129,30,0
70,45.3,124,,800.098,3.4142,129,31,0
61,45.3,26,,858.7014,6.8262,129,32,0
139,45.3,58,,1036.0938,0,129,33,0
137,45.3,163,,754.0548,0.9262,129,34,0
169,45.3,131,,726.4286,0,129,35,0
0,45.3,127,,1110.5642,7.7836,129,36,0
68,45.3,66,,795.0486,2.3228,129,37,0
52,45.3,144,,852.1784,2.9362,129,38,0
183,45.3,94,,681.1562,0,129,39,4
57,45.3,61,,888.5094,1.8952,129,40,0
94,45.1,0,,1225.3278,3.8222,130,1,2
174,45.1,8,,817.0474,2.3694,130,2,2
97,45.1,5,,1166.9564,3.9688,130,3,0
103,45.1,27,,1080.8898,0,130,4,0
143,45.1,50,,927.1696,3.6928,130,5,0
163,45.1,70,,776.8988,0,130,6,0
162,45.1,95,,1112.97,0.4398,130,7,0
138,45.1,110,,1059.5116,4.66,130,8,4
107,45.1,117,,1031.242,0,130,9,0
97,45.1,104,,924.2408,2.965,130,10,2
114,45.1,93,,904.8842,0,130,11,0
121,45.1,75,,861.331,0,130,12,2
178,45.1,153,,764.379,0,130,13,0
148,45.1,176,,706.4194,0,130,14,4
7,45.1,178,,1006.8432,0,130,15,0
2,45.1,168,,972.7596,0,130,16,4
17,45.1,116,,1044.6714,3.8654,130,17,0
31,45.1,41,,968.7602,5.0708,130,18,0
116,45.1,146,,766.5544,0,130,19,0
118,45.1,17,,925.6062,0.648,130,20,2
149,45.1,38,,792.6698,0,130,21,0
194,45.1,154,,815.7094,4.6476,130,22,0
55,45.1,167,,784.5966,4.716,130,23,2
59,45.1,96,,1040.9644,6.6482,130,24,0
83,45.1,119,,908.8786,0,130,25,2
111,45.1,175,,690.075,0.4094,130,26,0
81,45.1,156,,640.5394,4.3772,130,27,0
97,45.1,59,,1157.6416,10.566,130,28,0
27,45.1,142,,875.0038,3.0752,130,29,2
80,45.1,66,,1081.0354,5.6646,130,30,0
70,45.1,124,,799.3552,0,130,31,0
61,45.1,26,,863.426,4.7246,130,32,0
139,45.1,58,,1025.3368,0,130,33,0
137,45.1,163,,763.2668,9.212,130,34,0
169,45.1,131,,721.7942,0,130,35,0
0,45.1,127,,1119.9018,9.3376,130,36,0
68,45.1,66,,795.2456,0.197,130,37,0
52,45.1,144,,856.9024,4.724,130,38,0
183,45.1,94,,678.9918,0,130,39,0
57,45.1,61,,888.5094,0,130,40,2
94,44.9,0,,1225.6944,0.3666,131,1,0
174,44.9,8,,820.0474,3,131,2,0
97,44.9,5,,1168.4314,1.475,131,3,2
103,44.9,27,,1082.4606,1.5708,131,4,1
143,44.9,50,,930.125,2.9554,131,5,4
163,44.9,70,,774.0022,0,131,6,4
162,44.9,95,,1123.9716,11.0016,131,7,2
138,44.9,110,,1043.5686,0,131,8,2
107,44.9,117,,1041.4586,10.2166,131,9,0
97,44.9,104,,922.2072,0,131,10,0
114,44.9,93,,894.8342,0,131,11,0
121,44.9,75,,857.5548,0,131,12,0
178,44.9,153,,741.5058,0,131,13,0
148,44.9,176,,714.2748,7.8554,131,14,0
7,44.9,178,,1018.3216,11.4784,131,15,0
2,44.9,168,,968.2404,0,131,16,0
17,44.9,116,,1046.7118,2.0404,131,17,0
31,44.9,41,,974.879,6.1188,131,18,0
116,44.9,146,,777.0476,10.4932,131,19,2
118,44.9,17,,936.4562,10.85,131,20,0
149,44.9,38,,792.2244,0,131,21,0
194,44.9,154,,800.7476,0,131,22,0
55,44.9,167,,778.1376,0,131,23,0
59,44.9,96,,1033.6804,0,131,24,0
83,44.9,119,,910.8214,1.9428,131,25,2
111,44.9,175,,686.6406,0,131,26,0
81,44.9,156,,634.0254,0,131,27,2
97,44.9,59,,1150.303,0,131,28,2
27,44.9,142,,874.5782,0,131,29,0
80,44.9,66,,1083.75,2.7146,131,30,0
70,44.9,124,,797.6908,0,131,31,0
61,44.9,26,,861.2752,0,131,32,2
139,44.9,58,,1025.0736,0,131,33,0
137,44.9,163,,762.9072,0,131,34,2
169,44.9,131,,735.877,14.0828,131,35,2
0,44.9,127,,1117.482,0,131,36,2
68,44.9,66,,791.78,0,131,37,0
52,44.9,144,,858.2242,1.3218,131,38,0
183,44.9,94,,684.1168,5.125,131,39,0
57,44.9,61,,904.2476,15.7382,131,40,0
94,44.7,0,,1257.2666,31.5722,132,1,2
174,44.7,8,,824.7418,4.6944,132,2,0
97,44.7,5,,1189.2938,20.8624,132,3,0
103,44.7,27,,1082.5888,0.1282,132,4,2
143,44.7,50,,925.6286,0,132,5,2
163,44.7,70,,770.5752,0,132,6,0
162,44.7,95,,1121.9796,0,132,7,2
138,44.7,110,,1052.54,8.9714,132,8,0
107,44.7,117,,1044.2872,2.8286,132,9,0
97,44.7,104,,913.2394,0,132,10,2
114,44.7,93,,892.5878,0,132,11,4
121,44.7,75,,865.5596,8.0048,132,12,0
178,44.7,153,,733.4134,0,132,13,1
148,44.7,176,,716.9054,2.6306,132,14,2
7,44.7,178,,1017.351,0,132,15,0
2,44.7,168,,956.3826,0,132,16,2
17,44.7,116,,1043.3176,0,132,17,0
31,44.7,41,,971.8312,0,132,18,0
116,44.7,146,,774.3384,0,132,19,0
118,44.7,17,,939.7188,3.2626,132,20,4
149,44.7,38,,784.9812,0,132,21,0
194,44.7,154,,808.4904,7.7428,132,22,2
55,44.7,167,,780.3074,2.1698,132,23,0
59,44.7,96,,1028.8268,0,132,24,4
83,44.7,119,,917.7644,6.943,132,25,0
111,44.7,175,,687.1312,0.4906,132,26,2
81,44.7,156,,636.342,2.3166,132,27,0
97,44.7,59,,1144.3756,0,132,28,2
27,44.7,142,,873.9848,0,132,29,0
80,44.7,66,,1083.8146,0.0646,132,30,4
70,44.7,124,,797.9606,0.2698,132,31,0
61,44.7,26,,866.1796,4.9044,132,32,2
139,44.7,58,,1032.1622,7.0886,132,33,0
137,44.7,163,,768.9024,5.9952,132,34,0
169,44.7,131,,739.3198,3.4428,132,35,0
0,44.7,127,,1119.2722,1.7902,132,36,4
68,44.7,66,,790.36,0,132,37,0
52,44.7,144,,857.6024,0,132,38,0
183,44.7,94,,677.9688,0,132,39,4
57,44.7,61,,912.85,8.6024,132,40,0
94,44.5,0,,1242.1222,0,133,1,2
174,44.5,8,,816.9696,0,133,2,2
97,44.5,5,,1171.1126,0,133,3,4
103,44.5,27,,1083.1168,0.528,133,4,0
143,44.5,50,,920.7946,0,133,5,2
163,44.5,70,,767.773,0,133,6,0
162,44.5,95,,1117.3414,0,133,7,2
138,44.5,110,,1043.5628,0,133,8,0
107,44.5,117,,1037.3428,0,133,9,2
97,44.5,104,,914.7824,1.543,133,10,0
114,44.5,93,,890.0948,0,133,11,2
121,44.5,75,,863.6428,0,133,12,0
178,44.5,153,,724.3326,0,133,13,0
148,44.5,176,,719.5026,2.5972,133,14,0
7,44.5,178,,1003.6804,0,133,15,0
2,44.5,168,,955.4192,0,133,16,0
17,44.5,116,,1031.3232,0,133,17,0
31,44.5,41,,967.9208,0,133,18,0
116,44.5,146,,772.1066,0,133,19,0
118,44.5,17,,941.546,1.8272,133,20,2
149,44.5,38,,780.0968,0,133,21,0
194,44.5,154,,810.5214,2.031,133,22,0
55,44.5,167,,778.2306,0,133,23,0
59,44.5,96,,1028.5178,0,133,24,2
83,44.5,119,,898.562,0,133,25,0
111,44.5,175,,691.8032,4.672,133,26,0
81,44.5,156,,638.9064,2.5644,133,27,0
97,44.5,59,,1145.6498,1.2742,133,28,0
27,44.5,142,,869.0562,0,133,29,0
80,44.5,66,,1086.0268,2.2122,133,30,0
70,44.5,124,,798.5446,0.584,133,31,0
61,44.5,26,,871.4984,5.3188,133,32,0
139,44.5,58,,1027.2178,0,133,33,2
137,44.5,163,,770.862,1.9596,133,34,0
169,44.5,131,,734.9826,0,133,35,4
0,44.5,127,,1117.564,0,133,36,0
68,44.5,66,,785.537,0,133,37,4
52,44.5,144,,849.6036,0,133,38,0
183,44.5,94,,676.8896,0,133,39,0
57,44.5,61,,910.038,0,133,40,0
94,44.3,0,,1252.6444,10.5222,134,1,0
174,44.3,8,,818.9778,2.0082,134,2,0
97,44.3,5,,1172.55,1.4374,134,3,0
103,44.3,27,,1085.1484,2.0316,134,4,4
143,44.3,50,,918.6822,0,134,5,0
163,44.3,70,,765.6922,0,134,6,0
162,44.3,95,,1117.1398,0,134,7,2
138,44.3,110,,1048.28,4.7172,134,8,0
107,44.3,117,,1032.5698,0,134,9,0
97,44.3,104,,909.5124,0,134,10,2
114,44.3,93,,882.8484,0,134,11,0
121,44.3,75,,859.4166,0,134,12,0
178,44.3,153,,720.675,0,134,13,0
148,44.3,176,,712.9526,0,134,14,0
7,44.3,178,,993.3568,0,134,15,0
2,44.3,168,,954.2192,0,134,16,4
17,44.3,116,,1026.7078,0,134,17,0
31,44.3,41,,965.2688,0,134,18,0
116,44.3,146,,760.5702,0,134,19,0
118,44.3,17,,948.7564,7.2104,134,20,2
149,44.3,38,,768.3072,0,134,21,0
194,44.3,154,,817.7334,7.212,134,22,4
55,44.3,167,,777.3966,0,134,23,0
59,44.3,96,,1032.5714,4.0536,134,24,0
83,44.3,119,,894.7166,0,134,25,0
111,44.3,175,,695.9312,4.128,134,26,0
81,44.3,156,,636.9444,0,134,27,0
97,44.3,59,,1145.7854,0.1356,134,28,0
27,44.3,142,,868.518,0,134,29,2
80,44.3,66,,1089.3086,3.2818,134,30,0
70,44.3,124,,795.0858,0,134,31,0
61,44.3,26,,872.3216,0.8232,134,32,0
139,44.3,58,,1026.8912,0,134,33,0
137,44.3,163,,764.5596,0,134,34,0
169,44.3,131,,732.8398,0,134,35,0
0,44.3,127,,1098.364,0,134,36,2
68,44.3,66,,786.6828,1.1458,134,37,2
52,44.3,144,,847.3964,0,134,38,0
183,44.3,94,,673.2876,0,134,39,2
57,44.3,61,,908.4928,0,134,40,2
94,44.1,0,,1231.3444,0,135,1,0
174,44.1,8,,821.3362,2.3584,135,2,2
97,44.1,5,,1153.5,0,135,3,0
103,44.1,27,,1086.7956,1.6472,135,4,0
143,44.1,50,,915.4572,0,135,5,0
163,44.1,70,,769.3416,3.6494,135,6,2
162,44.1,95,,1120.146,3.0062,135,7,0
138,44.1,110,,1042.9572,0,135,8,0
107,44.1,117,,1039.251,6.6812,135,9,0
97,44.1,104,,912.9154,3.403,135,10,2
114,44.1,93,,878.4312,0,135,11,0
121,44.1,75,,859.7356,0.319,135,12,2
178,44.1,153,,712.548,0,135,13,0
148,44.1,176,,719.0054,6.0528,135,14,2
7,44.1,178,,990.596,0,135,15,0
2,44.1,168,,956.9094,2.6902,135,16,4
17,44.1,116,,1022.2866,0,135,17,0
31,44.1,41,,957.0604,0,135,18,4
116,44.1,146,,756.5338,0,135,19,0
118,44.1,17,,948.95,0.1936,135,20,2
149,44.1,38,,770.4454,2.1382,135,21,0
194,44.1,154,,820.3286,2.5952,135,22,0
55,44.1,167,,774.8912,0,135,23,0
59,44.1,96,,1029.8268,0,135,24,0
83,44.1,119,,898.7072,3.9906,135,25,0
111,44.1,175,,697.1344,1.2032,135,26,0
81,44.1,156,,631.514,0,135,27,4
97,44.1,59,,1138.1854,0,135,28,2
27,44.1,142,,860.4562,0,135,29,2
80,44.1,66,,1084.4208,0,135,30,0
70,44.1,124,,790.434,0,135,31,0
61,44.1,26,,865.4348,0,135,32,0
139,44.1,58,,1022.7926,0,135,33,0
137,44.1,163,,759.6714,0,135,34,0
169,44.1,131,,732.9912,0.1514,135,35,0
0,44.1,127,,1094.2164,0,135,36,0
68,44.1,66,,782.9114,0,135,37,0
52,44.1,144,,846.541,0,135,38,2
183,44.1,94,,674.2666,0.979,135,39,0
57,44.1,61,,905.3618,0,135,40,0
94,43.9,0,,1238.8112,7.4668,136,1,0
174,43.9,8,,813.6556,0,136,2,2
97,43.9,5,,1156.6564,3.1564,136,3,0
103,43.9,27,,1080.7956,0,136,4,0
143,43.9,50,,913.3642,0,136,5,0
163,43.9,70,,773.7528,4.4112,136,6,4
162,43.9,95,,1113.3778,0,136,7,0
138,43.9,110,,1052.323,9.3658,136,8,0
107,43.9,117,,1033.8586,0,136,9,0
97,43.9,104,,913.0336,0.1182,136,10,0
114,43.9,93,,882.2846,3.8534,136,11,0
121,43.9,75,,861.457,1.7214,136,12,4
178,43.9,153,,715.777,3.229,136,13,0
148,43.9,176,,721.236,2.2306,136,14,0
7,43.9,178,,985.9686,0,136,15,0
2,43.9,168,,959.3786,2.4692,136,16,0
17,43.9,116,,1017.5538,0,136,17,0
31,43.9,41,,957.4584,0.398,136,18,0
116,43.9,146,,751.1338,0,136,19,2
118,43.9,17,,934.2896,0,136,20,2
149,43.9,38,,771.8332,1.3878,136,21,0
194,43.9,154,,832.8046,12.476,136,22,0
55,43.9,167,,778.7412,3.85,136,23,0
59,43.9,96,,1023.8018,0,136,24,0
83,43.9,119,,902.5548,3.8476,136,25,0
111,43.9,175,,708.0812,10.9468,136,26,0
81,43.9,156,,632.1216,0.6076,136,27,4
97,43.9,59,,1138.374,0.1886,136,28,0
27,43.9,142,,860.7476,0.2914,136,29,0
80,43.9,66,,1074.3562,0,136,30,0
70,43.9,124,,789.7038,0,136,31,4
61,43.9,26,,867.232,1.7972,136,32,0
139,43.9,58,,1031.104,8.3114,136,33,0
137,43.9,163,,761.331,1.6596,136,34,0
169,43.9,131,,728.9912,0,136,35,0
0,43.9,127,,1099.6426,5.4262,136,36,0
68,43.9,66,,786.6056,3.6942,136,37,0
52,43.9,144,,847.1542,0.6132,136,38,2
183,43.9,94,,667.3394,0,136,39,0
57,43.9,61,,904.764,0,136,40,0
94,43.7,0,,1232.089,0,137,1,0
174,43.7,8,,815.839,2.1834,137,2,0
97,43.7,5,,1161.5626,4.9062,137,3,0
103,43.7,27,,1081.964,1.1684,137,4,0
143,43.7,50,,919.0212,5.657,137,5,2
163,43.7,70,,778.3528,4.6,137,6,0
162,43.7,95,,1115.0904,1.7126,137,7,0
138,43.7,110,,1053.1972,0.8742,137,8,2
107,43.7,117,,1030.4976,0,137,9,2
97,43.7,104,,916.6964,3.6628,137,10,2
114,43.7,93,,883.0518,0.7672,137,11,2
121,43.7,75,,861.1832,0,137,12,2
178,43.7,153,,708.6002,0,137,13,0
148,43.7,176,,720.4776,0,137,14,0
7,43.7,178,,990.2,4.2314,137,15,0
2,43.7,168,,969.3286,9.95,137,16,0
17,43.7,116,,1012.4364,0,137,17,0
31,43.7,41,,965.598,8.1396,137,18,2
116,43.7,146,,755.668,4.5342,137,19,0
118,43.7,17,,939.6896,5.4,137,20,0
149,43.7,38,,780.2146,8.3814,137,21,4
194,43.7,154,,835.5308,2.7262,137,22,0
55,43.7,167,,778.1214,0,137,23,0
59,43.7,96,,1030.0466,6.2448,137,24,0
83,43.7,119,,893.6952,0,137,25,0
111,43.7,175,,718.478,10.3968,137,26,0
81,43.7,156,,632.071,0,137,27,0
97,43.7,59,,1142.6822,4.3082,137,28,0
27,43.7,142,,861.6686,0.921,137,29,2
80,43.7,66,,1070.4024,0,137,30,0
70,43.7,124,,791.3144,1.6106,137,31,4
61,43.7,26,,865.4784,0,137,32,0
139,43.7,58,,1038.952,7.848,137,33,2
137,43.7,163,,767.9858,6.6548,137,34,0
169,43.7,131,,732.1828,3.1916,137,35,0
0,43.7,127,,1098.8754,0,137,36,0
68,43.7,66,,785.1884,0,137,37,0
52,43.7,144,,846.141,0,137,38,0
183,43.7,94,,674.6124,7.273,137,39,0
57,43.7,61,,911.0474,6.2834,137,40,0
94,43.5,0,,1247.0334,14.9444,138,1,0
174,43.5,8,,827.2418,11.4028,138,2,0
97,43.5,5,,1190.325,28.7624,138,3,0
103,43.5,27,,1083.3146,1.3506,138,4,2
143,43.5,50,,924.8908,5.8696,138,5,0
163,43.5,70,,787.2314,8.8786,138,6,0
162,43.5,95,,1119.911,4.8206,138,7,2
138,43.5,110,,1059.3772,6.18,138,8,0
107,43.5,117,,1049.6602,19.1626,138,9,0
97,43.5,104,,915.0234,0,138,10,2
114,43.5,93,,884.8052,1.7534,138,11,2
121,43.5,75,,868.8548,7.6716,138,12,2
178,43.5,153,,703.9944,0,138,13,2
148,43.5,176,,723.486,3.0084,138,14,0
7,43.5,178,,1011.1254,20.9254,138,15,0
2,43.5,168,,964.9594,0,138,16,0
17,43.5,116,,1024.9018,12.4654,138,17,0
31,43.5,41,,972.4522,6.8542,138,18,0
116,43.5,146,,766.4886,10.8206,138,19,0
118,43.5,17,,944.7792,5.0896,138,20,2
149,43.5,38,,788.8352,8.6206,138,21,0
194,43.5,154,,842.569,7.0382,138,22,2
55,43.5,167,,786.0642,7.9428,138,23,0
59,43.5,96,,1027.018,0,138,24,0
83,43.5,119,,907.85,14.1548,138,25,0
111,43.5,175,,728.3718,9.8938,138,26,0
81,43.5,156,,628.9648,0,138,27,0
97,43.5,59,,1143.221,0.5388,138,28,0
27,43.5,142,,864.202,2.5334,138,29,0
80,43.5,66,,1066.9634,0,138,30,0
70,43.5,124,,799.7876,8.4732,138,31,0
61,43.5,26,,866.1422,0.6638,138,32,0
139,43.5,58,,1060.4836,21.5316,138,33,0
137,43.5,163,,768.362,0.3762,138,34,2
169,43.5,131,,741.7142,9.5314,138,35,2
0,43.5,127,,1103.859,4.9836,138,36,0
68,43.5,66,,793.8314,8.643,138,37,0
52,43.5,144,,851.8038,5.6628,138,38,4
183,43.5,94,,675.6332,1.0208,138,39,4
57,43.5,61,,924.9164,13.869,138,40,0
94,43.3,0,,1242.4556,0,139,1,0
174,43.3,8,,831.914,4.6722,139,2,0
97,43.3,5,,1192.4438,2.1188,139,3,0
103,43.3,27,,1080.3236,0,139,4,0
143,43.3,50,,920.7962,0,139,5,2
163,43.3,70,,788.465,1.2336,139,6,2
162,43.3,95,,1119.0634,0,139,7,0
138,43.3,110,,1059.9772,0.6,139,8,2
107,43.3,117,,1050.949,1.2888,139,9,2
97,43.3,104,,925.476,10.4526,139,10,0
114,43.3,93,,892.019,7.2138,139,11,0
121,43.3,75,,881.2002,12.3454,139,12,0
178,43.3,153,,706.5116,2.5172,139,13,0
148,43.3,176,,724.575,1.089,139,14,0
7,43.3,178,,1010.8136,0,139,15,4
2,43.3,168,,962.2134,0,139,16,0
17,43.3,116,,1025.6846,0.7828,139,17,4
31,43.3,41,,978.3876,5.9354,139,18,0
116,43.3,146,,769.3818,2.8932,139,19,4
118,43.3,17,,947.1272,2.348,139,20,0
149,43.3,38,,800.194,11.3588,139,21,2
194,43.3,154,,855.2332,12.6642,139,22,0
55,43.3,167,,791.9856,5.9214,139,23,0
59,43.3,96,,1032.175,5.157,139,24,0
83,43.3,119,,913.1478,5.2978,139,25,2
111,43.3,175,,735.4062,7.0344,139,26,0
81,43.3,156,,633.1496,4.1848,139,27,2
97,43.3,59,,1141.4016,0,139,28,0
27,43.3,142,,867.1992,2.9972,139,29,0
80,43.3,66,,1070.7476,3.7842,139,30,0
70,43.3,124,,799.991,0.2034,139,31,0
61,43.3,26,,876.032,9.8898,139,32,0
139,43.3,58,,1061.9848,1.5012,139,33,4
137,43.3,163,,777.7668,9.4048,139,34,1
169,43.3,131,,740.397,0,139,35,4
0,43.3,127,,1112.1868,8.3278,139,36,1
68,43.3,66,,790.117,0,139,37,2
52,43.3,144,,849.8556,0,139,38,0
183,43.3,94,,681.7832,6.15,139,39,0
57,43.3,61,,934.1974,9.281,139,40,0
94,43.1,0,,1239.8556,0,140,1,0
174,43.1,8,,834.775,2.861,140,2,2
97,43.1,5,,1192.6,0.1562,140,3,0
103,43.1,27,,1086.4,6.0764,140,4,2
143,43.1,50,,923.4124,2.6162,140,5,0
163,43.1,70,,786.0044,0,140,6,0
162,43.1,95,,1114.2412,0,140,7,0
138,43.1,110,,1061.5514,1.5742,140,8,0
107,43.1,117,,1057.3008,6.3518,140,9,0
97,43.1,104,,925.8614,0.3854,140,10,2
114,43.1,93,,892.476,0.457,140,11,0
121,43.1,75,,884.205,3.0048,140,12,0
178,43.1,153,,706.3212,0,140,13,0
148,43.1,176,,726.8722,2.2972,140,14,2
7,43.1,178,,1002.99,0,140,15,0
2,43.1,168,,969.8578,7.6444,140,16,0
17,43.1,116,,1021.1058,0,140,17,2
31,43.1,41,,974.8044,0,140,18,0
116,43.1,146,,780.9274,11.5456,140,19,0
118,43.1,17,,952.6752,5.548,140,20,2
149,43.1,38,,806.7198,6.5258,140,21,0
194,43.1,154,,859.3928,4.1596,140,22,0
55,43.1,167,,794.2446,2.259,140,23,2
59,43.1,96,,1034.3304,2.1554,140,24,0
83,43.1,119,,909.393,0,140,25,0
111,43.1,175,,746.0092,10.603,140,26,0
81,43.1,156,,635.6838,2.5342,140,27,0
97,43.1,59,,1145.5098,4.1082,140,28,0
27,43.1,142,,866.7534,0,140,29,0
80,43.1,66,,1071.9148,1.1672,140,30,0
70,43.1,124,,801.7338,1.7428,140,31,0
61,43.1,26,,890.687,14.655,140,32,0
139,43.1,58,,1064.691,2.7062,140,33,0
137,43.1,163,,777.1884,0,140,34,2
169,43.1,131,,745.557,5.16,140,35,0
0,43.1,127,,1122.3836,10.1968,140,36,4
68,43.1,66,,794.34,4.223,140,37,0
52,43.1,144,,845.881,0,140,38,2
183,43.1,94,,682.3458,0.5626,140,39,0
57,43.1,61,,932.1594,0,140,40,0
94,42.9,0,,1240.7778,0.9222,141,1,0
174,42.9,8,,835.089,0.314,141,2,4
97,42.9,5,,1187.5624,0,141,3,0
103,42.9,27,,1099.3034,12.9034,141,4,0
143,42.9,50,,927.35,3.9376,141,5,2
163,42.9,70,,776.4404,0,141,6,2
162,42.9,95,,1120.6252,6.384,141,7,0
138,42.9,110,,1062.7656,1.2142,141,8,2
107,42.9,117,,1063.4782,6.1774,141,9,0
97,42.9,104,,925.4848,0,141,10,0
114,42.9,93,,891.3744,0,141,11,0
121,42.9,75,,887.8742,3.6692,141,12,0
178,42.9,153,,711.2576,4.9364,141,13,2
148,42.9,176,,727.2,0.3278,141,14,0
7,42.9,178,,998.7038,0,141,15,0
2,42.9,168,,972.9232,3.0654,141,16,0
17,42.9,116,,1018.479,0,141,17,2
31,42.9,41,,960.5086,0,141,18,0
116,42.9,146,,784.982,4.0546,141,19,2
118,42.9,17,,957.096,4.4208,141,20,0
149,42.9,38,,808.4928,1.773,141,21,0
194,42.9,154,,857.8906,0,141,22,0
55,42.9,167,,802.55,8.3054,141,23,0
59,42.9,96,,1041.6554,7.325,141,24,0
83,42.9,119,,904.1764,0,141,25,0
111,42.9,175,,741.578,0,141,26,0
81,42.9,156,,639.9826,4.2988,141,27,2
97,42.9,59,,1154.7922,9.2824,141,28,0
27,42.9,142,,869.0552,2.3018,141,29,0
80,42.9,66,,1075.3416,3.4268,141,30,2
70,42.9,124,,802.2712,0.5374,141,31,0
61,42.9,26,,890.8464,0.1594,141,32,0
139,42.9,58,,1063.0682,0,141,33,0
137,42.9,163,,774.4622,0,141,34,0
169,42.9,131,,742.0314,0,141,35,0
0,42.9,127,,1119.0918,0,141,36,0
68,42.9,66,,789.0914,0,141,37,2
52,42.9,144,,850.3424,4.4614,141,38,2
183,42.9,94,,690.775,8.4292,141,39,0
57,42.9,61,,929.3024,0,141,40,0
94,42.7,0,,1225.1556,0,142,1,0
174,42.7,8,,838.4972,3.4082,142,2,0
97,42.7,5,,1181.5438,0,142,3,0
103,42.7,27,,1105.344,6.0406,142,4,0
143,42.7,50,,930.5608,3.2108,142,5,0
163,42.7,70,,781.8426,5.4022,142,6,2
162,42.7,95,,1120.2284,0,142,7,2
138,42.7,110,,1060.7228,0,142,8,2
107,42.7,117,,1068.2272,4.749,142,9,0
97,42.7,104,,922.7752,0,142,10,2
114,42.7,93,,892.6554,1.281,142,11,0
121,42.7,75,,891.1218,3.2476,142,12,0
178,42.7,153,,702.9864,0,142,13,2
148,42.7,176,,729.8084,2.6084,142,14,4
7,42.7,178,,995.7118,0,142,15,2
2,42.7,168,,970.0464,0,142,16,0
17,42.7,116,,1022.879,4.4,142,17,2
31,42.7,41,,964.4732,3.9646,142,18,0
116,42.7,146,,789.2274,4.2454,142,19,0
118,42.7,17,,951.4626,0,142,20,0
149,42.7,38,,812.9692,4.4764,142,21,2
194,42.7,154,,842.1216,0,142,22,0
55,42.7,167,,801.7732,0,142,23,2
59,42.7,96,,1040.4482,0,142,24,0
83,42.7,119,,913.643,9.4666,142,25,0
111,42.7,175,,731.1656,0,142,26,0
81,42.7,156,,638.8256,0,142,27,0
97,42.7,59,,1155.9664,1.1742,142,28,0
27,42.7,142,,868.377,0,142,29,0
80,42.7,66,,1077.1856,1.844,142,30,0
70,42.7,124,,804.2356,1.9644,142,31,0
61,42.7,26,,902.6696,11.8232,142,32,4
139,42.7,58,,1061.6506,0,142,33,0
137,42.7,163,,767.9216,0,142,34,0
169,42.7,131,,743.0998,1.0684,142,35,0
0,42.7,127,,1117.79,0,142,36,0
68,42.7,66,,792.4658,3.3744,142,37,0
52,42.7,144,,854.7762,4.4338,142,38,0
183,42.7,94,,692.2478,1.4728,142,39,0
57,42.7,61,,921.631,0,142,40,0
94,42.5,0,,1215.4224,0,143,1,0
174,42.5,8,,834.0472,0,143,2,0
97,42.5,5,,1186.4,4.8562,143,3,0
103,42.5,27,,1106.3688,1.0248,143,4,0
143,42.5,50,,930.809,0.2482,143,5,0
163,42.5,70,,778.1774,0,143,6,0
162,42.5,95,,1122.2062,1.9778,143,7,0
138,42.5,110,,1058.7286,0,143,8,0
107,42.5,117,,1063.7294,0,143,9,3
97,42.5,104,,919.33,0,143,10,0
114,42.5,93,,891.5174,0,143,11,0
121,42.5,75,,891.0646,0,143,12,0
178,42.5,153,,702.248,0,143,13,0
148,42.5,176,,726.0222,0,143,14,0
7,42.5,178,,987.957,0,143,15,3
2,42.5,168,,977.1502,7.1038,143,16,0
17,42.5,116,,1022.479,0,143,17,0
31,42.5,41,,960.7628,0,143,18,0
116,42.5,146,,791.241,2.0136,143,19,0
118,42.5,17,,953.2604,1.7978,143,20,0
149,42.5,38,,812.1836,0,143,21,0
194,42.5,154,,843.231,1.1094,143,22,0
55,42.5,167,,797.466,0,143,23,0
59,42.5,96,,1045.5482,5.1,143,24,0
83,42.5,119,,915.512,1.869,143,25,0
111,42.5,175,,719.1062,0,143,26,0
81,42.5,156,,640.1674,1.3418,143,27,0
97,42.5,59,,1156.1454,0.179,143,28,0
27,42.5,142,,869.6578,1.2808,143,29,0
80,42.5,66,,1085.4722,8.2866,143,30,0
70,42.5,124,,801.3428,0,143,31,4
61,42.5,26,,900.2146,0,143,32,2
139,42.5,58,,1039.805,0,143,33,2
137,42.5,163,,768.6716,0.75,143,34,2
169,42.5,131,,739.777,0,143,35,4
0,42.5,127,,1119.1768,1.3868,143,36,0
68,42.5,66,,795.3972,2.9314,143,37,0
